InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-05-01 00:00:00,,,,
EndTime, 2019-05-31 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
05/01/2019 00:05:53.891000,3.333333,11.095239,10.431039,4.571983,80.213623
05/01/2019 00:22:49.754000,3.52381,11.095239,11.224481,4.30228,77.737083
05/01/2019 00:39:45.717000,6.882353,15.705882,13.175714,4.163425,80.57679
05/01/2019 00:56:41.746000,7.588235,17.588236,14.092613,3.925766,81.628136
05/01/2019 01:14:04.776000,7.333333,16.571428,13.73278,3.81361,83.538567
05/01/2019 01:31:00.813000,9.952381,23.428574,16.804166,3.701458,83.81781
05/01/2019 01:48:08.744000,7.857143,22.190477,15.242878,3.672085,84.385445
05/01/2019 02:05:10.964000,7.903614,27.626505,15.779753,3.645382,85.090408
05/01/2019 02:22:07.139000,6.857143,17.904762,14.116703,3.672085,85.098038
05/01/2019 02:39:03.356000,8.571429,24.761906,16.522623,3.645382,85.268944
05/01/2019 02:55:59.578000,4.79518,20.337349,12.237483,3.575951,84.681465
05/01/2019 03:12:55.735000,6.352941,19.411764,13.68159,3.533226,84.545662
05/01/2019 03:29:52.012000,6.285715,18.619047,14.321462,3.447777,85.844208
05/01/2019 03:46:49.984000,9.52381,27.190477,17.520823,3.378349,86.324867
05/01/2019 04:03:49.181000,7.380953,19.095238,15.012524,3.319599,85.864044
05/01/2019 04:20:45.259000,7.476191,22.09524,16.087509,3.306248,86.724648
05/01/2019 04:38:08.339000,8.072289,28.86747,16.634562,3.279545,87.278557
05/01/2019 04:55:07.912000,6.047619,23.0,14.449437,3.378349,87.534904
05/01/2019 05:12:04.996000,3.705882,9.529411,9.761055,3.391701,87.075607
05/01/2019 05:29:01.202000,6.52381,18.809525,13.73278,3.364994,88.162048
05/01/2019 05:46:03.516000,4.588235,13.352942,11.500002,3.364994,87.940796
05/01/2019 06:02:59.714000,5.904762,19.142859,13.860754,3.364994,88.047607
05/01/2019 06:19:55.897000,5.571429,15.761905,13.169692,3.378349,88.459602
05/01/2019 06:36:53.426000,4.411765,12.588235,11.341916,3.351643,88.311592
05/01/2019 06:53:49.760000,5.285715,13.809525,12.248276,3.332951,89.027237
05/01/2019 07:10:45.922000,3.411765,12.235294,11.18383,3.378349,89.402611
05/01/2019 07:28:09.029000,4.095239,14.380954,11.480429,3.421074,90.180817
05/01/2019 07:45:05.158000,6.52381,25.619049,16.1387,3.533226,90.032806
05/01/2019 08:02:01.397000,6.761905,17.190475,13.937538,3.589302,89.709312
05/01/2019 08:19:03.518000,6.857143,23.190477,15.601207,3.645382,89.553673
05/01/2019 08:35:59.615000,8.313252,32.6506,18.726249,3.728161,90.202179
05/01/2019 08:52:55.793000,7.476191,28.952381,17.904747,3.81361,90.391396
05/01/2019 09:10:21.930000,6.285715,25.000002,16.036319,3.853664,90.421913
05/01/2019 09:27:36.769000,6.036144,27.662651,15.708519,3.896393,90.22049
05/01/2019 09:44:32.621000,8.285714,25.57143,18.109506,3.96582,90.112152
05/01/2019 10:01:46.468000,6.142857,24.428572,15.166094,3.925766,89.521629
05/01/2019 10:18:42.308000,7.352941,20.352942,15.515388,3.784237,89.021133
05/01/2019 10:35:38.102000,1.0,7.529412,8.90739,3.714809,89.011978
05/01/2019 10:52:34.099000,0.470588,3.411765,7.105209,3.407722,88.148315
05/01/2019 11:09:30.218000,0.705882,3.941176,7.516233,3.23682,89.091324
05/01/2019 11:26:26.357000,,1.941176,6.567716,3.180744,88.416878
05/01/2019 11:43:22.334000,1.0,5.294117,7.927257,3.111313,88.595406
05/01/2019 12:00:18.481000,1.588235,4.352941,7.990491,3.055237,88.677803
05/01/2019 12:17:14.596000,2.411765,8.411765,9.255179,3.025864,90.153351
05/01/2019 12:34:10.719000,1.0,6.588235,8.053725,3.250172,88.125427
05/01/2019 12:51:12.622000,0.529412,3.647059,7.358147,3.503853,86.384377
05/01/2019 13:08:08.965000,3.529412,12.411765,10.488251,3.853664,87.772949
05/01/2019 13:25:05.103000,3.047619,13.904763,11.761973,4.427788,85.525291
05/01/2019 13:42:01.259000,3.470588,14.882353,11.784557,4.753567,85.094986
05/01/2019 13:58:57.334000,5.857143,17.904762,13.118503,5.11673,84.852371
05/01/2019 14:15:56.396000,7.529412,26.470589,17.1911,5.439842,84.301521
05/01/2019 14:32:52.167000,5.882353,17.941177,13.808059,6.029984,80.773636
05/01/2019 14:49:47.989000,7.0,22.476192,13.963134,6.422523,79.00206
05/01/2019 15:06:43.698000,5.294117,12.705882,12.100729,6.745632,77.221329
05/01/2019 15:23:39.469000,1.882353,9.705882,9.855907,6.33707,76.13031
05/01/2019 15:40:35.397000,2.571429,12.809525,9.919141,6.043335,77.828644
05/01/2019 15:57:43.441000,2.352941,7.294117,9.318414,6.056686,77.189285
05/01/2019 16:15:27.298000,2.705882,10.588235,9.919141,6.072708,75.443657
05/01/2019 16:32:23.142000,3.588235,7.294117,9.571352,6.505302,73.516441
05/01/2019 16:49:19.054000,3.294118,10.764706,10.456634,6.422523,72.709236
05/01/2019 17:06:20.965000,3.764706,10.117647,9.950758,6.956589,73.945221
05/01/2019 17:23:16.228000,2.882353,10.470589,10.266931,11.167698,61.097122
05/01/2019 17:40:10.949000,2.764706,7.470588,9.666203,13.651104,49.683376
05/01/2019 17:57:35.379000,4.764706,11.470589,11.152213,14.959564,44.667736
05/01/2019 18:14:30.068000,4.235294,9.117647,9.539734,14.313343,45.21706
05/01/2019 18:31:24.794000,1.058824,3.0,7.136826,13.205158,43.718624
05/01/2019 18:48:19.769000,1.529412,4.705883,8.053725,12.628368,45.801479
05/01/2019 19:05:26.894000,1.294118,3.058824,7.389764,11.771191,49.121841
05/01/2019 19:22:22.013000,2.294118,6.0,8.749304,11.490807,53.354694
05/01/2019 19:39:29.245000,2.352941,6.0,8.749304,11.365299,51.10704
05/01/2019 19:56:24.572000,2.0,5.411765,8.180194,11.151676,51.154346
05/01/2019 20:13:19.796000,3.235294,5.764706,8.654453,11.629665,50.197605
05/01/2019 20:30:15.098000,1.588235,5.529412,7.990491,11.111618,48.740368
05/01/2019 20:47:10.447000,1.294118,4.647059,7.895639,10.31052,55.072861
05/01/2019 21:04:05.990000,2.058824,5.764706,8.496366,9.73373,55.90448
05/01/2019 21:21:01.613000,0.764706,2.705882,7.231678,9.018082,58.780804
05/01/2019 21:37:57.259000,1.294118,3.470588,7.642702,8.820477,61.316853
05/01/2019 21:54:52.901000,3.705882,8.411765,9.634586,8.42794,62.218662
05/01/2019 22:11:48.645000,2.882353,6.941176,9.002242,8.134205,63.686581
05/01/2019 22:28:44.509000,2.588235,8.470589,9.255179,7.869839,67.009995
05/01/2019 22:45:40.320000,1.0,4.941176,7.611084,7.69894,67.229721
05/01/2019 23:02:42.184000,1.0,4.352941,7.105209,7.629513,65.505455
05/01/2019 23:19:38.045000,1.0,4.294117,6.915506,7.669567,66.155487
05/01/2019 23:36:33.796000,0.235294,3.411765,6.947123,7.797741,62.720684
05/01/2019 23:54:44.153000,0.529412,5.352941,6.883889,7.813763,62.423134
05/02/2019 00:11:39.584000,0.235294,1.705882,6.567716,7.54406,59.371326
05/02/2019 00:28:34.956000,0.0,1.764706,6.18831,7.220951,57.863735
05/02/2019 00:45:57.472000,0.0,1.882353,6.283161,7.167545,56.446175
05/02/2019 01:02:53.100000,0.0,2.176471,6.314779,7.082092,58.056
05/02/2019 01:20:00.758000,0.0,1.647059,6.156693,6.96994,56.655224
05/02/2019 01:36:56.443000,0.0,1.176471,6.40963,6.913864,55.075912
05/02/2019 01:53:52.110000,0.235294,1.470588,6.314779,6.857784,55.50164
05/02/2019 02:10:47.861000,0.0,1.411765,6.156693,6.81506,55.837337
05/02/2019 02:27:43.464000,0.0,2.117647,6.536099,6.801708,56.249332
05/02/2019 02:44:39.032000,0.0,1.176471,6.156693,6.732281,55.214771
05/02/2019 03:01:46.531000,0.0,2.411765,6.441248,6.689556,54.714275
05/02/2019 03:19:12.052000,0.0,2.823529,6.40963,6.649502,53.098343
05/02/2019 03:36:07.510000,2.352941,6.647059,8.717687,6.590752,68.992142
05/02/2019 03:53:03.132000,3.823529,10.117647,10.203696,6.112762,73.626305
05/02/2019 04:09:58.696000,3.823529,8.411765,9.982376,5.875107,74.98436
05/02/2019 04:26:54.325000,3.470588,8.941176,9.666203,5.722897,72.997635
