InstrumentName, La Casa,,,,,
StartTime, 2019-05-01 00:00:00,,,,,
EndTime, 2019-05-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
05/01/2019 00:00:00.000000,0.2,10.0,15.0,12.0,6.2,0.0
05/01/2019 01:00:00.000000,0.2,10.0,14.0,12.0,6.9,0.0
05/01/2019 02:00:00.000000,0.1,14.0,12.0,12.0,7.5,0.0
05/01/2019 03:00:00.000000,0.1,11.0,11.0,13.0,8.1,0.0
05/01/2019 04:00:00.000000,0.2,,10.0,14.0,8.7,0.0
05/01/2019 05:00:00.000000,0.2,16.0,4.0,12.0,8.2,0.0
05/01/2019 06:00:00.000000,0.2,13.0,6.0,11.0,7.7,0.0
05/01/2019 07:00:00.000000,0.2,18.0,1.0,11.0,7.4,
05/01/2019 08:00:00.000000,0.2,18.0,3.0,12.0,7.8,0.0
05/01/2019 09:00:00.000000,0.2,12.0,3.0,12.0,7.7,0.0
05/01/2019 10:00:00.000000,0.1,14.0,3.0,11.0,7.2,0.0
05/01/2019 11:00:00.000000,0.1,11.0,2.0,9.0,5.1,0.0
05/01/2019 12:00:00.000000,0.2,11.0,3.0,8.0,4.3,0.0
05/01/2019 13:00:00.000000,0.2,13.0,3.0,10.0,5.2,0.0
05/01/2019 14:00:00.000000,0.3,14.0,3.0,15.0,7.0,0.0
05/01/2019 15:00:00.000000,0.2,8.0,6.0,14.0,6.4,0.0
05/01/2019 16:00:00.000000,0.2,10.0,7.0,15.0,6.1,0.0
05/01/2019 17:00:00.000000,0.2,8.0,14.0,14.0,6.2,0.0
05/01/2019 18:00:00.000000,0.2,9.0,14.0,13.0,5.7,0.0
05/01/2019 19:00:00.000000,0.2,10.0,19.0,13.0,5.4,0.0
05/01/2019 20:00:00.000000,0.2,9.0,22.0,12.0,5.3,0.0
05/01/2019 21:00:00.000000,0.2,10.0,25.0,12.0,5.2,0.0
05/01/2019 22:00:00.000000,0.1,11.0,26.0,12.0,5.3,0.0
05/01/2019 23:00:00.000000,0.2,10.0,26.0,12.0,4.8,0.0
05/02/2019 00:00:00.000000,0.1,11.0,27.0,11.0,4.1,0.0
05/02/2019 01:00:00.000000,0.1,8.0,26.0,11.0,3.7,0.0
05/02/2019 02:00:00.000000,0.1,9.0,26.0,12.0,3.6,0.0
05/02/2019 03:00:00.000000,0.1,9.0,26.0,11.0,3.7,0.0
05/02/2019 04:00:00.000000,0.1,,26.0,10.0,4.5,0.0
05/02/2019 05:00:00.000000,0.1,8.0,24.0,10.0,4.5,0.0
05/02/2019 06:00:00.000000,0.2,13.0,22.0,10.0,4.6,0.0
05/02/2019 07:00:00.000000,0.1,15.0,18.0,10.0,4.4,
05/02/2019 08:00:00.000000,0.1,15.0,19.0,9.0,4.2,0.0
05/02/2019 09:00:00.000000,0.1,7.0,18.0,8.0,4.1,0.0
05/02/2019 10:00:00.000000,0.1,6.0,20.0,7.0,4.0,0.0
05/02/2019 11:00:00.000000,0.1,8.0,20.0,8.0,4.0,0.0
05/02/2019 12:00:00.000000,0.2,16.0,17.0,8.0,4.1,0.0
05/02/2019 13:00:00.000000,0.2,17.0,15.0,11.0,5.0,0.0
05/02/2019 14:00:00.000000,0.2,7.0,19.0,12.0,5.7,0.0
05/02/2019 15:00:00.000000,0.1,6.0,20.0,13.0,6.3,0.0
05/02/2019 16:00:00.000000,0.2,9.0,25.0,14.0,7.0,0.0
05/02/2019 17:00:00.000000,0.2,9.0,26.0,16.0,7.7,0.0
05/02/2019 18:00:00.000000,0.2,6.0,34.0,15.0,7.0,0.0
05/02/2019 19:00:00.000000,0.2,7.0,39.0,16.0,6.5,0.0
05/02/2019 20:00:00.000000,0.1,7.0,39.0,17.0,6.0,
05/02/2019 21:00:00.000000,0.1,7.0,46.0,18.0,5.5,
05/02/2019 22:00:00.000000,0.1,9.0,48.0,18.0,5.2,0.0
05/02/2019 23:00:00.000000,0.1,8.0,50.0,17.0,4.8,0.0
05/03/2019 00:00:00.000000,0.1,5.0,51.0,16.0,4.5,0.0
05/03/2019 01:00:00.000000,0.1,8.0,47.0,15.0,4.5,0.0
05/03/2019 02:00:00.000000,0.4,27.0,39.0,18.0,4.8,0.0
05/03/2019 03:00:00.000000,0.2,11.0,44.0,16.0,4.3,0.0
05/03/2019 04:00:00.000000,0.2,,40.0,13.0,3.7,0.0
05/03/2019 05:00:00.000000,0.3,25.0,33.0,13.0,4.0,0.0
05/03/2019 06:00:00.000000,0.2,22.0,29.0,16.0,5.2,0.0
05/03/2019 07:00:00.000000,0.2,20.0,23.0,16.0,5.7,
05/03/2019 08:00:00.000000,0.1,13.0,24.0,13.0,4.9,0.0
05/03/2019 09:00:00.000000,0.2,17.0,25.0,12.0,4.6,0.0
05/03/2019 10:00:00.000000,0.2,24.0,18.0,14.0,5.8,0.0
05/03/2019 11:00:00.000000,0.2,35.0,16.0,18.0,7.2,0.0
05/03/2019 12:00:00.000000,0.3,32.0,4.0,17.0,6.6,0.0
05/03/2019 13:00:00.000000,0.4,28.0,12.0,20.0,6.3,0.0
05/03/2019 14:00:00.000000,0.3,24.0,19.0,24.0,6.3,0.0
05/03/2019 15:00:00.000000,0.2,16.0,20.0,22.0,5.7,0.0
05/03/2019 16:00:00.000000,0.1,7.0,28.0,18.0,4.9,0.0
05/03/2019 17:00:00.000000,0.1,7.0,49.0,17.0,4.7,0.0
05/03/2019 18:00:00.000000,0.1,4.0,54.0,16.0,4.6,0.0
05/03/2019 19:00:00.000000,0.1,3.0,51.0,15.0,4.6,0.0
05/03/2019 20:00:00.000000,0.1,4.0,55.0,16.0,4.6,0.0
05/03/2019 21:00:00.000000,0.1,5.0,61.0,16.0,4.7,0.0
05/03/2019 22:00:00.000000,0.1,6.0,60.0,16.0,4.6,0.0
05/03/2019 23:00:00.000000,0.1,6.0,59.0,16.0,4.5,0.0
05/04/2019 00:00:00.000000,0.1,9.0,58.0,16.0,4.4,0.0
05/04/2019 01:00:00.000000,0.2,10.0,57.0,19.0,4.4,0.0
05/04/2019 02:00:00.000000,0.1,9.0,55.0,17.0,4.3,0.0
05/04/2019 03:00:00.000000,0.2,14.0,50.0,16.0,4.4,0.0
05/04/2019 04:00:00.000000,0.2,,46.0,16.0,4.5,0.0
05/04/2019 05:00:00.000000,0.2,18.0,40.0,16.0,4.9,0.0
05/04/2019 06:00:00.000000,0.3,23.0,31.0,17.0,5.8,0.0
05/04/2019 07:00:00.000000,0.2,12.0,32.0,17.0,5.8,
05/04/2019 08:00:00.000000,0.2,17.0,30.0,17.0,6.1,0.0
05/04/2019 09:00:00.000000,0.2,16.0,26.0,18.0,7.7,0.0
05/04/2019 10:00:00.000000,0.2,20.0,20.0,18.0,7.5,0.0
05/04/2019 11:00:00.000000,0.2,18.0,22.0,17.0,6.7,0.0
05/04/2019 12:00:00.000000,0.3,23.0,16.0,18.0,6.2,0.0
05/04/2019 13:00:00.000000,0.2,17.0,21.0,18.0,5.9,0.0
05/04/2019 14:00:00.000000,0.2,21.0,21.0,20.0,6.4,0.0
05/04/2019 15:00:00.000000,0.3,30.0,23.0,29.0,7.4,2.0
05/04/2019 16:00:00.000000,0.2,22.0,29.0,31.0,7.5,1.0
05/04/2019 17:00:00.000000,0.1,5.0,47.0,24.0,6.3,0.0
05/04/2019 18:00:00.000000,0.1,2.0,55.0,19.0,5.3,0.0
05/04/2019 19:00:00.000000,0.1,2.0,48.0,16.0,4.9,0.0
05/04/2019 20:00:00.000000,0.1,2.0,59.0,17.0,4.8,0.0
05/04/2019 21:00:00.000000,0.1,2.0,59.0,17.0,4.8,0.0
05/04/2019 22:00:00.000000,0.0,2.0,59.0,17.0,4.8,0.0
05/04/2019 23:00:00.000000,0.1,6.0,57.0,19.0,4.9,0.0
05/05/2019 00:00:00.000000,0.1,6.0,57.0,22.0,5.0,0.0
05/05/2019 01:00:00.000000,0.1,7.0,56.0,21.0,5.1,0.0
05/05/2019 02:00:00.000000,0.1,6.0,53.0,19.0,5.3,0.0
05/05/2019 03:00:00.000000,0.1,6.0,53.0,18.0,5.6,0.0
05/05/2019 04:00:00.000000,0.1,,49.0,19.0,5.9,0.0
05/05/2019 05:00:00.000000,0.1,7.0,48.0,18.0,6.0,0.0
05/05/2019 06:00:00.000000,0.1,3.0,48.0,17.0,5.8,0.0
05/05/2019 07:00:00.000000,0.1,3.0,48.0,16.0,5.6,
