InstrumentName, Wash Park West B
StartTime, 2019-07-01 00:00:00
EndTime, 2019-07-31 23:59:59
Date,PM2.5
07/01/2019 00:00:14.888000,17.22
07/01/2019 00:02:14.897000,22.87
07/01/2019 00:04:14.893000,12.56
07/01/2019 00:06:14.890000,10.51
07/01/2019 00:08:14.934000,10.76
07/01/2019 00:10:14.878000,10.73
07/01/2019 00:12:14.900000,12.54
07/01/2019 00:14:14.908000,12.69
07/01/2019 00:16:15.793000,12.8
07/01/2019 00:18:15.003000,10.69
07/01/2019 00:20:14.907000,10.22
07/01/2019 00:22:14.959000,10.03
07/01/2019 00:24:14.889000,10.12
07/01/2019 00:26:14.994000,10.99
07/01/2019 00:28:14.939000,9.84
07/01/2019 00:30:14.960000,10.52
07/01/2019 00:32:14.916000,9.17
07/01/2019 00:34:14.959000,8.93
07/01/2019 00:36:15.398000,10.61
07/01/2019 00:38:15.276000,11.19
07/01/2019 00:40:14.911000,10.45
07/01/2019 00:42:14.977000,10.13
07/01/2019 00:44:15.239000,10.64
07/01/2019 00:46:14.957000,10.8
07/01/2019 00:48:15.124000,11.0
07/01/2019 00:50:14.950000,9.93
07/01/2019 00:52:14.956000,7.3
07/01/2019 00:54:14.924000,6.81
07/01/2019 00:56:15.005000,7.0
07/01/2019 00:58:14.939000,7.0
07/01/2019 01:00:14.961000,6.52
07/01/2019 01:02:14.938000,7.16
07/01/2019 01:04:15.231000,7.29
07/01/2019 01:06:14.967000,6.91
07/01/2019 01:08:14.952000,6.9
07/01/2019 01:10:15.012000,7.06
07/01/2019 01:12:14.944000,7.69
07/01/2019 01:14:15.095000,6.15
07/01/2019 01:16:14.936000,7.32
07/01/2019 01:18:15.094000,7.54
07/01/2019 01:20:14.957000,7.25
07/01/2019 01:22:14.980000,7.3
07/01/2019 01:24:15.818000,7.06
07/01/2019 01:26:14.983000,8.18
07/01/2019 01:28:14.976000,8.96
07/01/2019 01:30:14.991000,9.14
07/01/2019 01:32:14.974000,9.7
07/01/2019 01:34:15.029000,8.23
07/01/2019 01:36:15.030000,8.86
07/01/2019 01:38:15.257000,9.42
07/01/2019 01:40:14.990000,10.29
07/01/2019 01:42:15.025000,8.85
07/01/2019 01:44:14.992000,9.62
07/01/2019 01:46:15.335000,9.1
07/01/2019 01:48:15.888000,9.1
07/01/2019 01:50:15.000000,8.49
07/01/2019 01:52:15.002000,7.45
07/01/2019 01:54:15.053000,7.57
07/01/2019 01:56:15.013000,7.85
07/01/2019 02:00:19.156000,6.43
07/01/2019 02:02:15.033000,7.25
07/01/2019 02:04:15.046000,7.18
07/01/2019 02:06:15.004000,6.48
07/01/2019 02:08:15.077000,6.79
07/01/2019 02:10:16.004000,7.32
07/01/2019 02:12:15.096000,8.34
07/01/2019 02:14:15.174000,8.71
07/01/2019 02:16:15.307000,7.37
07/01/2019 02:18:15.937000,7.19
07/01/2019 02:20:15.050000,6.84
07/01/2019 02:22:15.047000,7.15
07/01/2019 02:24:15.023000,7.57
07/01/2019 02:26:15.085000,8.04
07/01/2019 02:28:15.048000,8.39
07/01/2019 02:30:15.043000,8.79
07/01/2019 02:32:15.045000,7.54
07/01/2019 02:34:15.072000,7.86
07/01/2019 02:36:15.061000,7.62
07/01/2019 02:38:15.852000,7.62
07/01/2019 02:40:15.127000,6.58
07/01/2019 02:42:15.025000,7.79
07/01/2019 02:44:15.102000,7.23
07/01/2019 02:46:15.232000,7.44
07/01/2019 02:48:15.061000,7.1
07/01/2019 02:50:15.040000,7.41
07/01/2019 02:52:15.101000,6.9
07/01/2019 02:54:15.061000,7.5
07/01/2019 02:56:15.053000,7.63
07/01/2019 02:58:15.112000,7.71
07/01/2019 03:00:15.068000,7.86
07/01/2019 03:02:15.064000,8.41
07/01/2019 03:04:15.123000,8.85
07/01/2019 03:06:15.085000,7.66
07/01/2019 03:08:15.094000,7.03
07/01/2019 03:10:15.096000,7.29
07/01/2019 03:12:15.102000,8.12
07/01/2019 03:14:15.142000,8.06
07/01/2019 03:16:15.095000,8.83
07/01/2019 03:18:15.066000,8.24
07/01/2019 03:20:15.295000,8.01
07/01/2019 03:22:15.139000,8.38
07/01/2019 03:24:15.101000,8.42
07/01/2019 03:26:15.101000,8.54
07/01/2019 03:30:15.090000,8.59
07/01/2019 03:32:15.102000,8.63
07/01/2019 03:34:15.089000,9.36
07/01/2019 03:36:15.129000,8.09
07/01/2019 03:38:15.395000,9.06
07/01/2019 03:40:15.123000,9.24
07/01/2019 03:42:15.157000,8.83
07/01/2019 03:44:15.153000,9.03
07/01/2019 03:46:15.172000,9.21
07/01/2019 03:48:15.092000,9.0
07/01/2019 03:50:15.223000,8.62
07/01/2019 03:52:15.112000,8.07
07/01/2019 03:54:15.149000,8.81
07/01/2019 03:56:15.102000,9.46
07/01/2019 03:58:15.152000,9.68
07/01/2019 04:00:15.116000,9.44
07/01/2019 04:02:15.156000,9.39
07/01/2019 04:04:15.160000,9.15
07/01/2019 04:06:15.121000,9.57
07/01/2019 04:08:15.198000,9.4
07/01/2019 04:10:15.234000,9.43
07/01/2019 04:12:15.187000,8.84
07/01/2019 04:14:15.823000,9.35
07/01/2019 04:16:15.124000,9.83
07/01/2019 04:18:15.278000,9.57
07/01/2019 04:20:15.137000,9.41
07/01/2019 04:22:15.148000,9.91
07/01/2019 04:24:15.204000,10.32
07/01/2019 04:26:15.128000,9.96
07/01/2019 04:28:15.175000,10.16
07/01/2019 04:30:15.181000,10.01
07/01/2019 04:32:15.156000,9.59
07/01/2019 04:34:15.162000,10.44
07/01/2019 04:36:15.169000,9.88
07/01/2019 04:38:15.490000,9.06
07/01/2019 04:40:15.184000,10.04
07/01/2019 04:42:15.198000,10.36
07/01/2019 04:44:15.207000,10.0
07/01/2019 04:46:15.188000,9.88
07/01/2019 04:48:15.167000,10.01
07/01/2019 04:50:15.196000,10.9
07/01/2019 04:52:15.178000,10.54
07/01/2019 04:54:15.169000,9.54
07/01/2019 04:56:15.167000,10.03
07/01/2019 04:58:15.202000,10.7
07/01/2019 05:00:15.248000,9.9
07/01/2019 05:02:15.201000,10.25
07/01/2019 05:04:15.215000,10.22
07/01/2019 05:06:15.213000,10.87
07/01/2019 05:08:15.322000,10.28
07/01/2019 05:10:15.222000,9.46
07/01/2019 05:12:15.180000,10.12
07/01/2019 05:14:15.282000,10.57
07/01/2019 05:16:15.217000,10.42
07/01/2019 05:18:15.349000,9.76
07/01/2019 05:20:15.193000,9.84
07/01/2019 05:22:15.224000,9.82
07/01/2019 05:24:15.210000,10.13
07/01/2019 05:26:15.300000,10.53
07/01/2019 05:28:15.253000,9.73
07/01/2019 05:30:15.234000,10.31
07/01/2019 05:32:15.243000,10.27
07/01/2019 05:34:15.368000,10.36
07/01/2019 05:36:15.267000,9.53
07/01/2019 05:38:15.704000,9.55
07/01/2019 05:40:15.243000,9.73
07/01/2019 05:42:15.349000,9.31
07/01/2019 05:44:15.233000,9.49
07/01/2019 05:46:15.280000,9.88
07/01/2019 05:48:15.247000,9.63
07/01/2019 05:50:15.344000,10.26
07/01/2019 05:52:15.280000,10.01
07/01/2019 05:54:15.282000,9.89
07/01/2019 05:56:15.299000,9.61
07/01/2019 05:58:15.343000,9.73
07/01/2019 06:00:15.306000,10.0
07/01/2019 06:02:15.301000,9.92
07/01/2019 06:04:15.332000,10.15
07/01/2019 06:06:15.325000,9.21
07/01/2019 06:08:15.276000,10.55
07/01/2019 06:10:15.298000,11.34
07/01/2019 06:12:15.273000,10.83
07/01/2019 06:14:15.323000,10.63
07/01/2019 06:16:15.274000,10.86
07/01/2019 06:18:15.285000,10.84
07/01/2019 06:20:15.323000,11.03
07/01/2019 06:22:15.292000,10.04
07/01/2019 06:24:15.298000,10.49
07/01/2019 06:26:15.320000,10.22
07/01/2019 06:28:15.322000,11.99
07/01/2019 06:30:15.358000,11.26
07/01/2019 06:32:15.268000,10.62
07/01/2019 06:34:15.317000,9.7
07/01/2019 06:36:15.334000,9.94
07/01/2019 06:38:15.608000,10.24
07/01/2019 06:40:15.312000,10.72
07/01/2019 06:42:15.315000,10.6
07/01/2019 06:44:15.337000,10.91
07/01/2019 06:46:15.351000,10.35
07/01/2019 06:48:15.309000,10.59
07/01/2019 06:50:15.337000,10.36
07/01/2019 06:52:15.381000,10.62
07/01/2019 06:54:15.328000,10.21
07/01/2019 06:56:15.337000,10.54
07/01/2019 06:58:15.279000,9.78
07/01/2019 07:00:15.340000,9.41
07/01/2019 07:02:15.376000,10.19
07/01/2019 07:04:15.368000,9.77
07/01/2019 07:06:15.386000,10.12
07/01/2019 07:08:15.334000,9.62
07/01/2019 07:10:15.376000,9.29
07/01/2019 07:12:15.354000,8.93
07/01/2019 07:14:15.391000,8.33
07/01/2019 07:16:15.365000,8.26
07/01/2019 07:18:15.333000,8.4
07/01/2019 07:20:15.373000,8.28
07/01/2019 07:22:15.363000,8.17
07/01/2019 07:24:15.389000,7.89
07/01/2019 07:26:15.342000,8.56
07/01/2019 07:28:15.389000,8.64
07/01/2019 07:30:15.375000,9.63
07/01/2019 07:32:15.373000,9.45
07/01/2019 07:34:15.423000,11.74
07/01/2019 07:36:15.407000,16.31
07/01/2019 07:38:15.815000,17.29
07/01/2019 07:40:15.518000,20.15
07/01/2019 07:42:15.400000,21.32
07/01/2019 07:44:15.375000,27.33
07/01/2019 07:46:15.453000,33.76
07/01/2019 07:48:15.479000,39.42
07/01/2019 07:50:15.532000,37.27
