InstrumentName, West Denver PA-II B
StartTime, 2019-07-01 00:00:00
EndTime, 2019-07-31 23:59:59
Date,PM2.5
07/01/2019 00:00:59.628000,4.69
07/01/2019 00:02:59.636000,5.62
07/01/2019 00:04:59.701000,5.97
07/01/2019 00:06:59.790000,6.58
07/01/2019 00:08:59.648000,6.64
07/01/2019 00:10:59.694000,5.91
07/01/2019 00:12:59.648000,6.41
07/01/2019 00:14:59.619000,12.15
07/01/2019 00:16:59.662000,11.86
07/01/2019 00:18:59.635000,8.6
07/01/2019 00:20:59.701000,8.63
07/01/2019 00:22:59.628000,6.66
07/01/2019 00:24:59.641000,5.89
07/01/2019 00:26:59.671000,5.67
07/01/2019 00:28:59.627000,5.17
07/01/2019 00:30:59.635000,5.57
07/01/2019 00:32:59.737000,5.14
07/01/2019 00:34:59.622000,6.6
07/01/2019 00:36:59.675000,8.03
07/01/2019 00:38:59.930000,7.07
07/01/2019 00:40:59.687000,6.06
07/01/2019 00:42:59.636000,5.74
07/01/2019 00:44:59.609000,5.69
07/01/2019 00:46:59.659000,5.6
07/01/2019 00:48:59.620000,5.74
07/01/2019 00:50:59.836000,5.97
07/01/2019 00:52:59.630000,6.3
07/01/2019 00:54:59.650000,6.52
07/01/2019 00:56:59.656000,6.94
07/01/2019 00:58:59.627000,6.37
07/01/2019 01:00:59.635000,6.93
07/01/2019 01:02:59.624000,6.72
07/01/2019 01:05:00.134000,6.97
07/01/2019 01:06:59.636000,5.97
07/01/2019 01:08:59.628000,6.57
07/01/2019 01:11:00.065000,6.77
07/01/2019 01:12:59.659000,7.01
07/01/2019 01:14:59.635000,7.29
07/01/2019 01:17:00.130000,6.32
07/01/2019 01:18:59.642000,7.0
07/01/2019 01:20:59.641000,6.17
07/01/2019 01:22:59.634000,6.07
07/01/2019 01:24:59.645000,5.51
07/01/2019 01:26:59.639000,6.09
07/01/2019 01:28:59.623000,6.64
07/01/2019 01:30:59.645000,6.61
07/01/2019 01:32:59.699000,6.9
07/01/2019 01:34:59.696000,7.5
07/01/2019 01:36:59.638000,7.81
07/01/2019 01:39:00.133000,6.58
07/01/2019 01:40:59.702000,6.01
07/01/2019 01:42:59.798000,5.53
07/01/2019 01:44:59.824000,7.49
07/01/2019 01:46:59.695000,6.57
07/01/2019 01:48:59.701000,5.46
07/01/2019 01:51:00.000000,5.03
07/01/2019 01:52:59.701000,5.29
07/01/2019 01:54:59.646000,5.09
07/01/2019 01:56:59.658000,5.39
07/01/2019 01:58:59.659000,4.96
07/01/2019 02:00:59.650000,5.47
07/01/2019 02:02:59.640000,5.7
07/01/2019 02:04:59.638000,6.66
07/01/2019 02:06:59.673000,6.06
07/01/2019 02:08:59.633000,6.25
07/01/2019 02:11:00.045000,5.71
07/01/2019 02:12:59.680000,6.37
07/01/2019 02:14:59.659000,5.2
07/01/2019 02:16:59.655000,5.67
07/01/2019 02:18:59.652000,6.28
07/01/2019 02:20:59.705000,6.24
07/01/2019 02:22:59.638000,5.35
07/01/2019 02:24:59.777000,6.17
07/01/2019 02:26:59.664000,5.34
07/01/2019 02:28:59.643000,6.14
07/01/2019 02:30:59.658000,6.83
07/01/2019 02:32:59.640000,6.69
07/01/2019 02:34:59.640000,6.66
07/01/2019 02:36:59.649000,6.18
07/01/2019 02:38:59.935000,7.64
07/01/2019 02:40:59.667000,7.18
07/01/2019 02:42:59.664000,7.62
07/01/2019 02:44:59.644000,7.04
07/01/2019 02:47:00.169000,7.81
07/01/2019 02:48:59.658000,7.76
07/01/2019 02:50:59.658000,7.09
07/01/2019 02:52:59.703000,7.23
07/01/2019 02:54:59.689000,7.26
07/01/2019 02:56:59.653000,6.36
07/01/2019 02:58:59.684000,7.43
07/01/2019 03:00:59.678000,6.73
07/01/2019 03:02:59.669000,7.16
07/01/2019 03:04:59.741000,6.42
07/01/2019 03:06:59.798000,6.9
07/01/2019 03:08:59.655000,7.13
07/01/2019 03:10:59.664000,7.66
07/01/2019 03:12:59.664000,7.39
07/01/2019 03:14:59.685000,7.17
07/01/2019 03:16:59.666000,7.0
07/01/2019 03:18:59.699000,7.57
07/01/2019 03:20:59.676000,7.44
07/01/2019 03:22:59.681000,8.21
07/01/2019 03:24:59.654000,8.54
07/01/2019 03:26:59.673000,8.67
07/01/2019 03:28:59.682000,8.77
07/01/2019 03:30:59.711000,8.65
07/01/2019 03:32:59.753000,8.72
07/01/2019 03:34:59.688000,9.19
07/01/2019 03:36:59.907000,9.75
07/01/2019 03:38:59.970000,10.38
07/01/2019 03:40:59.700000,10.68
07/01/2019 03:42:59.661000,11.0
07/01/2019 03:44:59.706000,10.54
07/01/2019 03:46:59.662000,11.49
07/01/2019 03:48:59.967000,10.79
07/01/2019 03:50:59.671000,12.1
07/01/2019 03:52:59.670000,11.3
07/01/2019 03:55:00.166000,11.34
07/01/2019 03:56:59.697000,10.3
07/01/2019 03:58:59.692000,11.6
07/01/2019 04:00:59.672000,11.41
07/01/2019 04:02:59.677000,11.33
07/01/2019 04:04:59.712000,10.9
07/01/2019 04:06:59.666000,12.31
07/01/2019 04:08:59.669000,11.7
07/01/2019 04:10:59.700000,10.61
07/01/2019 04:12:59.669000,11.44
07/01/2019 04:14:59.723000,11.59
07/01/2019 04:16:59.686000,12.34
07/01/2019 04:18:59.706000,12.36
07/01/2019 04:20:59.692000,10.92
07/01/2019 04:22:59.684000,11.45
07/01/2019 04:24:59.686000,10.57
07/01/2019 04:26:59.698000,10.87
07/01/2019 04:28:59.698000,10.71
07/01/2019 04:30:59.712000,10.45
07/01/2019 04:32:59.685000,10.06
07/01/2019 04:34:59.703000,8.9
07/01/2019 04:36:59.672000,10.69
07/01/2019 04:38:59.962000,9.86
07/01/2019 04:40:59.706000,9.61
07/01/2019 04:42:59.687000,9.85
07/01/2019 04:44:59.681000,9.27
07/01/2019 04:46:59.691000,9.69
07/01/2019 04:48:59.676000,9.64
07/01/2019 04:50:59.695000,9.54
07/01/2019 04:52:59.690000,10.28
07/01/2019 04:54:59.687000,9.69
07/01/2019 04:56:59.685000,9.89
07/01/2019 04:58:59.707000,10.01
07/01/2019 05:00:59.683000,9.49
07/01/2019 05:02:59.677000,9.49
07/01/2019 05:05:00.194000,10.6
07/01/2019 05:06:59.738000,10.62
07/01/2019 05:08:59.688000,10.79
07/01/2019 05:10:59.699000,9.27
07/01/2019 05:12:59.831000,11.34
07/01/2019 05:14:59.785000,11.1
07/01/2019 05:16:59.713000,11.03
07/01/2019 05:18:59.700000,10.83
07/01/2019 05:20:59.700000,11.04
07/01/2019 05:23:00.065000,11.8
07/01/2019 05:24:59.710000,12.04
07/01/2019 05:26:59.691000,11.78
07/01/2019 05:28:59.731000,12.39
07/01/2019 05:30:59.707000,12.96
07/01/2019 05:32:59.748000,13.31
07/01/2019 05:34:59.707000,12.65
07/01/2019 05:36:59.691000,11.99
07/01/2019 05:38:59.968000,11.92
07/01/2019 05:40:59.748000,11.48
07/01/2019 05:42:59.700000,11.49
07/01/2019 05:45:00.239000,9.97
07/01/2019 05:46:59.705000,9.91
07/01/2019 05:48:59.695000,9.49
07/01/2019 05:50:59.737000,8.85
07/01/2019 05:52:59.729000,7.81
07/01/2019 05:54:59.743000,6.94
07/01/2019 05:57:00.169000,6.86
07/01/2019 05:58:59.732000,5.94
07/01/2019 06:01:00.048000,5.79
07/01/2019 06:02:59.719000,5.75
07/01/2019 06:05:00.175000,5.14
07/01/2019 06:06:59.716000,5.67
07/01/2019 06:08:59.737000,5.75
07/01/2019 06:10:59.742000,5.03
07/01/2019 06:12:59.743000,5.6
07/01/2019 06:14:59.768000,4.96
07/01/2019 06:16:59.727000,5.15
07/01/2019 06:18:59.748000,5.03
07/01/2019 06:20:59.728000,5.2
07/01/2019 06:22:59.721000,5.46
07/01/2019 06:24:59.748000,5.25
07/01/2019 06:27:00.057000,5.34
07/01/2019 06:29:00.097000,5.44
07/01/2019 06:30:59.754000,5.51
07/01/2019 06:32:59.725000,5.42
07/01/2019 06:34:59.776000,4.88
07/01/2019 06:36:59.722000,4.84
07/01/2019 06:39:00.053000,5.41
07/01/2019 06:40:59.728000,4.42
07/01/2019 06:42:59.751000,4.64
07/01/2019 06:44:59.887000,5.64
07/01/2019 06:46:59.735000,4.67
07/01/2019 06:49:00.072000,5.06
07/01/2019 06:50:59.730000,5.06
07/01/2019 06:52:59.708000,5.57
07/01/2019 06:54:59.710000,5.11
07/01/2019 06:56:59.720000,5.41
07/01/2019 06:58:59.774000,5.15
07/01/2019 07:01:00.203000,5.03
07/01/2019 07:02:59.799000,4.73
07/01/2019 07:04:59.751000,5.41
07/01/2019 07:06:59.758000,4.93
07/01/2019 07:08:59.775000,5.24
07/01/2019 07:10:59.775000,5.15
07/01/2019 07:12:59.752000,5.09
07/01/2019 07:14:59.769000,5.25
07/01/2019 07:16:59.732000,4.67
07/01/2019 07:18:59.744000,4.93
07/01/2019 07:20:59.742000,5.0
07/01/2019 07:22:59.764000,5.03
07/01/2019 07:24:59.748000,4.62
07/01/2019 07:26:59.745000,5.15
07/01/2019 07:28:59.794000,5.86
07/01/2019 07:30:59.746000,4.86
07/01/2019 07:32:59.751000,5.09
07/01/2019 07:34:59.785000,5.12
07/01/2019 07:36:59.734000,4.63
07/01/2019 07:39:00.049000,4.52
07/01/2019 07:40:59.740000,4.93
07/01/2019 07:42:59.945000,4.84
07/01/2019 07:44:59.768000,4.96
07/01/2019 07:46:59.755000,5.31
