InstrumentName, The GrowHaus,,
StartTime, 2019-07-01 00:00:00,,
EndTime, 2019-07-31 23:59:59,,
Date,PM2.5,humidity,temp_f
07/01/2019 00:01:42.921000,4.49,41.0,108.0
07/01/2019 00:03:42.349000,4.58,41.0,108.0
07/01/2019 00:05:42.576000,5.25,42.0,108.0
07/01/2019 00:07:42.570000,5.96,41.0,109.33333333333333
07/01/2019 00:09:42.799000,4.24,41.0,109.33333333333333
07/01/2019 00:11:42.359000,5.81,41.0,109.33333333333333
07/01/2019 00:13:42.815000,6.03,41.0,109.33333333333333
07/01/2019 00:15:42.563000,5.28,40.0,110.66666666666667
07/01/2019 00:17:42.383000,5.33,41.0,109.33333333333333
07/01/2019 00:19:42.371000,6.72,42.0,110.66666666666667
07/01/2019 00:21:42.605000,6.97,43.0,110.66666666666667
07/01/2019 00:23:42.589000,9.22,42.0,110.66666666666667
07/01/2019 00:25:42.805000,9.16,42.0,110.66666666666667
07/01/2019 00:27:43.006000,7.63,41.0,112.0
07/01/2019 00:29:42.675000,8.97,41.0,112.0
07/01/2019 00:31:42.591000,8.75,42.0,112.0
07/01/2019 00:33:42.693000,8.64,43.0,112.0
07/01/2019 00:35:42.684000,7.53,43.0,112.0
07/01/2019 00:37:42.709000,8.58,43.0,112.0
07/01/2019 00:39:42.710000,8.45,42.0,112.0
07/01/2019 00:41:42.683000,7.35,42.0,113.33333333333333
07/01/2019 00:43:42.733000,5.93,41.0,113.33333333333333
07/01/2019 00:45:42.701000,6.91,41.0,113.33333333333333
07/01/2019 00:47:42.749000,5.76,41.0,113.33333333333333
07/01/2019 00:49:42.610000,5.99,40.0,113.33333333333333
07/01/2019 00:51:42.685000,6.42,40.0,113.33333333333333
07/01/2019 00:53:42.762000,7.13,40.0,113.33333333333333
07/01/2019 00:55:42.759000,6.99,40.0,113.33333333333333
07/01/2019 00:57:42.693000,6.96,40.0,113.33333333333333
07/01/2019 00:59:42.384000,7.23,40.0,112.0
07/01/2019 01:01:43.185000,7.75,39.0,112.0
07/01/2019 01:03:42.621000,7.71,39.0,112.0
07/01/2019 01:05:42.459000,6.52,39.0,112.0
07/01/2019 01:07:42.789000,6.84,39.0,112.0
07/01/2019 01:09:42.738000,6.77,39.0,112.0
07/01/2019 01:11:42.938000,6.42,39.0,112.0
07/01/2019 01:13:42.839000,5.94,39.0,112.0
07/01/2019 01:15:42.656000,6.46,40.0,110.66666666666667
07/01/2019 01:17:42.706000,7.21,40.0,110.66666666666667
07/01/2019 01:19:42.680000,6.91,40.0,110.66666666666667
07/01/2019 01:21:42.794000,6.66,40.0,110.66666666666667
07/01/2019 01:23:42.636000,7.37,40.0,110.66666666666667
07/01/2019 01:25:42.743000,6.93,40.0,110.66666666666667
07/01/2019 01:27:42.792000,6.83,40.0,110.66666666666667
07/01/2019 01:29:42.447000,7.38,40.0,110.66666666666667
07/01/2019 01:31:42.813000,7.86,41.0,110.66666666666667
07/01/2019 01:33:42.744000,7.81,40.0,110.66666666666667
07/01/2019 01:35:42.925000,7.17,40.0,110.66666666666667
07/01/2019 01:37:42.782000,6.78,40.0,110.66666666666667
07/01/2019 01:39:42.739000,7.43,40.0,110.66666666666667
07/01/2019 01:41:42.668000,7.3,40.0,110.66666666666667
07/01/2019 01:43:42.940000,7.94,40.0,110.66666666666667
07/01/2019 01:45:42.463000,7.18,40.0,110.66666666666667
07/01/2019 01:47:42.703000,7.58,40.0,110.66666666666667
07/01/2019 01:49:42.669000,8.46,40.0,110.66666666666667
07/01/2019 01:51:43.263000,7.57,40.0,110.66666666666667
07/01/2019 01:53:42.686000,6.88,40.0,110.66666666666667
07/01/2019 01:55:42.763000,7.51,40.0,110.66666666666667
07/01/2019 01:57:42.499000,7.62,40.0,110.66666666666667
07/01/2019 01:59:42.751000,7.03,40.0,110.66666666666667
07/01/2019 02:01:43.027000,8.0,40.0,110.66666666666667
07/01/2019 02:03:42.472000,8.25,41.0,110.66666666666667
07/01/2019 02:05:42.803000,7.59,41.0,110.66666666666667
07/01/2019 02:07:42.945000,7.78,41.0,110.66666666666667
07/01/2019 02:09:42.809000,7.52,41.0,110.66666666666667
07/01/2019 02:11:42.745000,8.49,41.0,110.66666666666667
07/01/2019 02:13:42.740000,8.21,41.0,110.66666666666667
07/01/2019 02:15:43.006000,8.86,41.0,110.66666666666667
07/01/2019 02:17:42.473000,7.62,41.0,110.66666666666667
07/01/2019 02:19:42.789000,8.79,41.0,109.33333333333333
07/01/2019 02:21:42.805000,9.06,41.0,109.33333333333333
07/01/2019 02:23:42.818000,9.38,41.0,109.33333333333333
07/01/2019 02:25:42.823000,8.17,41.0,109.33333333333333
07/01/2019 02:27:42.692000,7.54,41.0,109.33333333333333
07/01/2019 02:29:42.811000,8.62,41.0,109.33333333333333
07/01/2019 02:31:42.821000,7.96,41.0,109.33333333333333
07/01/2019 02:33:42.522000,8.73,40.0,109.33333333333333
07/01/2019 02:35:42.928000,8.61,40.0,109.33333333333333
07/01/2019 02:37:42.530000,8.15,40.0,109.33333333333333
07/01/2019 02:39:42.787000,9.77,40.0,109.33333333333333
07/01/2019 02:41:42.816000,9.16,40.0,109.33333333333333
07/01/2019 02:43:42.898000,9.49,40.0,109.33333333333333
07/01/2019 02:45:42.507000,9.78,40.0,109.33333333333333
07/01/2019 02:47:42.844000,8.51,40.0,109.33333333333333
07/01/2019 02:49:42.732000,9.7,40.0,109.33333333333333
07/01/2019 02:51:42.850000,8.14,40.0,109.33333333333333
07/01/2019 02:53:42.886000,8.73,40.0,109.33333333333333
07/01/2019 02:55:42.932000,8.72,40.0,109.33333333333333
07/01/2019 02:57:42.840000,9.24,40.0,109.33333333333333
07/01/2019 02:59:42.709000,8.93,39.0,109.33333333333333
07/01/2019 03:01:43.219000,8.35,40.0,109.33333333333333
07/01/2019 03:03:43.019000,10.54,40.0,109.33333333333333
07/01/2019 03:05:42.906000,21.77,40.0,109.33333333333333
07/01/2019 03:07:42.847000,11.73,40.0,109.33333333333333
07/01/2019 03:09:42.530000,10.67,40.0,109.33333333333333
07/01/2019 03:11:42.810000,10.72,40.0,109.33333333333333
07/01/2019 03:13:42.755000,9.43,40.0,109.33333333333333
07/01/2019 03:15:43.060000,9.58,40.0,109.33333333333333
07/01/2019 03:17:42.842000,10.86,40.0,109.33333333333333
07/01/2019 03:19:42.742000,12.97,39.0,108.0
07/01/2019 03:21:42.550000,13.69,40.0,109.33333333333333
07/01/2019 03:23:42.546000,13.0,39.0,109.33333333333333
07/01/2019 03:25:43.050000,13.64,40.0,109.33333333333333
07/01/2019 03:27:42.974000,10.85,40.0,109.33333333333333
07/01/2019 03:29:42.851000,10.51,40.0,109.33333333333333
07/01/2019 03:31:42.564000,12.15,40.0,109.33333333333333
07/01/2019 03:33:42.835000,12.23,40.0,109.33333333333333
07/01/2019 03:35:42.976000,10.76,40.0,109.33333333333333
07/01/2019 03:37:42.856000,10.03,41.0,109.33333333333333
07/01/2019 03:39:42.556000,10.39,41.0,109.33333333333333
07/01/2019 03:41:42.938000,10.43,40.0,109.33333333333333
07/01/2019 03:43:43.038000,9.78,40.0,109.33333333333333
07/01/2019 03:45:42.961000,9.52,41.0,109.33333333333333
07/01/2019 03:47:42.557000,9.49,41.0,109.33333333333333
07/01/2019 03:49:42.967000,10.46,41.0,109.33333333333333
07/01/2019 03:51:42.930000,10.17,41.0,109.33333333333333
07/01/2019 03:53:42.862000,9.81,41.0,109.33333333333333
07/01/2019 03:55:42.781000,10.04,41.0,109.33333333333333
07/01/2019 03:57:42.859000,9.96,41.0,108.0
07/01/2019 03:59:42.866000,9.21,41.0,109.33333333333333
07/01/2019 04:01:43.303000,10.09,40.0,109.33333333333333
07/01/2019 04:03:43.036000,14.85,40.0,109.33333333333333
07/01/2019 04:05:43.089000,17.89,41.0,109.33333333333333
07/01/2019 04:07:43.094000,17.13,41.0,109.33333333333333
07/01/2019 04:09:42.598000,15.41,41.0,109.33333333333333
07/01/2019 04:11:42.935000,13.54,41.0,109.33333333333333
07/01/2019 04:13:42.893000,11.43,41.0,109.33333333333333
07/01/2019 04:15:42.918000,11.3,41.0,108.0
07/01/2019 04:17:42.906000,14.24,42.0,109.33333333333333
07/01/2019 04:19:42.893000,13.26,42.0,109.33333333333333
07/01/2019 04:21:42.946000,11.72,42.0,109.33333333333333
07/01/2019 04:23:42.897000,11.54,42.0,109.33333333333333
07/01/2019 04:25:42.580000,11.93,42.0,109.33333333333333
07/01/2019 04:27:42.901000,11.28,42.0,109.33333333333333
07/01/2019 04:29:42.985000,12.21,43.0,108.0
07/01/2019 04:31:42.628000,13.8,43.0,108.0
07/01/2019 04:33:42.803000,16.69,43.0,108.0
07/01/2019 04:35:42.853000,15.93,43.0,108.0
07/01/2019 04:37:42.612000,15.97,43.0,108.0
07/01/2019 04:39:42.914000,13.77,43.0,108.0
07/01/2019 04:41:42.899000,12.87,43.0,108.0
07/01/2019 04:43:43.074000,11.94,44.0,108.0
07/01/2019 04:45:42.980000,12.21,44.0,108.0
07/01/2019 04:47:42.972000,12.54,44.0,108.0
07/01/2019 04:49:42.642000,12.99,44.0,108.0
07/01/2019 04:51:42.944000,13.18,44.0,108.0
07/01/2019 04:53:42.955000,12.87,44.0,108.0
07/01/2019 04:55:42.983000,12.67,44.0,106.66666666666667
07/01/2019 04:57:42.643000,12.89,45.0,106.66666666666667
07/01/2019 04:59:43.002000,12.9,45.0,106.66666666666667
