InstrumentName, Prep Academy (CS17),,,,,,,,,,,,,,
StartTime, 2019-07-01 00:00:00,,,,,,,,,,,,,,
EndTime, 2019-07-31 23:59:59,,,,,,,,,,,,,,
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,Sig,Temp,Uncertainty,pm25_r,pm25_r2
07/01/2019 00:00:05.990000,0.0,0.0,0.0,35.35,39.767967,-104.994781,5.18,5.13,3.8,3.8,-67.0,78.71,19.0,5.12,5.0
07/01/2019 00:01:04.830000,0.0,0.0,0.0,34.88,39.767967,-104.994781,5.58,5.95,4.23,3.63,-69.0,78.76,19.0,5.53,4.97
07/01/2019 00:02:04.730000,0.0,0.0,0.0,35.14,39.767967,-104.994781,5.72,5.23,4.27,3.53,-69.0,78.75,19.0,5.07,4.98
07/01/2019 00:03:04.627000,0.0,0.0,0.0,35.58,39.767967,-104.994781,4.93,4.58,3.43,3.63,-67.0,78.82,19.0,4.83,4.58
07/01/2019 00:04:04.500000,0.0,0.0,0.0,35.4,39.767967,-104.994781,5.12,5.95,3.0,4.1,-69.0,78.89,19.0,4.03,5.95
07/01/2019 00:05:06.017000,0.0,0.0,0.0,35.81,39.767967,-104.994781,6.37,5.07,4.43,3.55,-69.0,78.94,19.0,6.37,4.62
07/01/2019 00:06:06.537000,0.0,0.0,0.0,35.66,39.767967,-104.994781,6.6,5.43,4.55,4.02,-69.0,79.02,19.0,5.4,5.43
07/01/2019 00:07:06.277000,0.0,0.0,0.0,37.41,39.767967,-104.994781,4.27,6.97,3.42,3.75,-69.0,79.16,19.0,4.27,5.32
07/01/2019 00:08:05.090000,0.0,0.0,0.0,38.51,39.767967,-104.994781,5.3,6.08,3.65,3.3,-69.0,79.02,19.0,5.1,4.28
07/01/2019 00:09:05.853000,0.0,0.0,0.0,39.49,39.767967,-104.994781,5.55,5.48,3.65,3.15,-69.0,78.85,19.0,5.05,4.28
07/01/2019 00:10:05.267000,0.0,0.0,0.0,40.19,39.767967,-104.994781,5.47,7.73,3.6,4.03,-71.0,78.82,19.0,5.12,5.28
07/01/2019 00:11:05.877000,0.0,0.0,0.0,40.02,39.767967,-104.994781,6.15,5.53,4.38,4.08,-71.0,78.73,19.0,6.15,5.5
07/01/2019 00:12:07.467000,0.0,0.0,0.0,40.31,39.767967,-104.994781,4.1,6.88,2.52,3.28,-71.0,78.8,19.0,3.73,5.28
07/01/2019 00:13:07.217000,0.0,0.0,0.0,40.44,39.767967,-104.994781,2.73,4.78,1.43,2.85,-71.0,78.8,19.0,2.3,4.0
07/01/2019 00:14:05.053000,0.0,0.0,0.0,40.54,39.767967,-104.994781,4.23,4.98,2.27,3.13,-69.0,78.71,19.0,3.13,4.18
07/01/2019 00:15:04.830000,0.0,0.0,0.0,41.34,39.767967,-104.994781,4.88,4.15,2.95,2.8,-69.0,78.58,19.0,4.02,3.82
07/01/2019 00:16:04.640000,0.0,0.0,0.0,41.21,39.767967,-104.994781,4.87,4.55,2.92,2.5,-69.0,78.37,19.0,4.27,3.4
07/01/2019 00:17:05.843000,0.0,0.0,0.0,41.53,39.767967,-104.994781,5.4,4.53,3.57,3.6,-69.0,77.97,19.0,5.3,4.53
07/01/2019 00:18:06.470000,0.0,0.0,0.0,42.2,39.767967,-104.994781,6.43,6.12,4.43,3.77,-69.0,78.01,19.0,5.6,5.02
07/01/2019 00:19:06.283000,0.0,0.0,0.0,41.71,39.767967,-104.994781,5.1,4.6,3.98,3.03,-69.0,78.03,19.0,4.83,4.18
07/01/2019 00:20:04.793000,0.0,0.0,0.0,41.81,39.767967,-104.994781,5.05,6.42,3.85,4.35,-71.0,78.04,19.0,4.65,5.8
07/01/2019 00:21:05.950000,0.0,0.0,0.0,42.26,39.767967,-104.994781,5.73,4.22,3.1,2.93,-71.0,77.97,19.0,4.17,4.12
07/01/2019 00:22:05.260000,0.0,0.0,0.0,39.81,39.767967,-104.994781,6.63,7.58,3.82,3.8,-71.0,77.72,19.0,6.63,6.28
07/01/2019 00:23:04.010000,0.0,0.0,0.0,41.7,39.767967,-104.994781,4.37,6.35,3.37,3.72,-71.0,77.49,19.0,3.97,5.18
07/01/2019 00:24:06.990000,0.0,0.0,0.0,41.83,39.767967,-104.994781,5.73,4.72,3.98,3.05,-71.0,77.38,19.0,5.73,3.92
07/01/2019 00:25:04.707000,0.0,0.0,0.0,44.14,39.767967,-104.994781,5.9,5.33,3.5,3.07,-71.0,77.25,19.0,5.1,4.65
07/01/2019 00:26:05.513000,0.0,0.0,0.0,43.32,39.767967,-104.994781,5.5,6.02,3.9,4.25,-71.0,77.23,19.0,5.5,5.7
07/01/2019 00:27:06.173000,0.0,0.0,0.0,41.67,39.767967,-104.994781,3.75,4.78,2.72,3.4,-71.0,77.36,19.0,3.07,4.17
07/01/2019 00:28:05.817000,0.0,0.0,0.0,41.07,39.767967,-104.994781,4.95,4.65,3.8,3.42,-71.0,77.49,19.0,4.95,4.3
07/01/2019 00:29:05.870000,0.0,0.0,0.0,42.96,39.767967,-104.994781,5.08,8.3,3.67,4.4,-71.0,77.54,19.0,4.73,5.95
07/01/2019 00:30:04.953000,0.0,0.0,0.0,44.58,39.767967,-104.994781,5.07,7.45,4.07,2.95,-71.0,77.52,19.0,5.07,4.5
07/01/2019 00:31:02.047000,0.0,0.0,0.0,44.4,39.767967,-104.994781,5.78,5.38,4.4,3.93,-71.0,77.49,19.0,5.5,5.38
07/01/2019 00:32:07.640000,0.0,0.0,0.0,42.77,39.767967,-104.994781,6.22,4.88,4.18,3.85,-71.0,77.58,19.0,5.4,4.88
07/01/2019 00:33:07.920000,0.0,0.0,0.0,42.55,39.767967,-104.994781,3.85,4.72,2.73,3.02,-71.0,77.67,19.0,3.85,4.07
07/01/2019 00:34:04.427000,0.0,0.0,0.0,42.12,39.767967,-104.994781,4.02,4.33,2.88,3.0,-69.0,77.59,19.0,4.02,3.97
07/01/2019 00:35:05.627000,0.0,0.0,0.0,42.51,39.767967,-104.994781,4.88,4.48,3.67,2.68,-71.0,77.59,19.0,4.3,3.58
07/01/2019 00:36:05.403000,0.0,0.0,0.0,44.29,39.767967,-104.994781,5.8,7.35,4.6,4.6,-69.0,77.45,19.0,5.8,5.95
07/01/2019 00:37:07.130000,0.0,0.0,0.0,43.5,39.767967,-104.994781,6.85,6.75,4.6,4.45,-69.0,77.38,19.0,6.5,5.73
07/01/2019 00:38:06.023000,0.0,0.0,0.0,44.64,39.767967,-104.994781,6.9,5.6,4.4,3.27,-69.0,77.43,19.0,5.95,4.72
07/01/2019 00:39:05.950000,0.0,0.0,0.0,44.11,39.767967,-104.994781,6.75,5.57,4.45,3.6,-69.0,77.36,19.0,6.05,4.53
07/01/2019 00:40:05.750000,0.0,0.0,0.0,44.13,39.767967,-104.994781,6.3,5.3,3.43,3.92,-71.0,77.29,19.0,4.83,5.07
07/01/2019 00:41:06.363000,0.0,0.0,0.0,45.11,39.767967,-104.994781,5.3,6.73,3.88,4.4,-71.0,77.09,19.0,5.3,6.0
07/01/2019 00:42:05.747000,0.0,0.0,0.0,44.54,39.767967,-104.994781,7.83,7.92,5.08,4.47,-69.0,76.96,19.0,7.12,6.22
07/01/2019 00:43:05.640000,0.0,0.0,0.0,45.04,39.767967,-104.994781,6.18,7.45,4.98,4.73,-65.0,76.82,19.0,6.12,6.0
07/01/2019 00:44:07.030000,0.0,0.0,0.0,45.27,39.767967,-104.994781,6.18,6.8,3.78,4.7,-65.0,76.86,19.0,5.93,6.15
07/01/2019 00:45:05.587000,0.0,0.0,0.0,45.73,39.767967,-104.994781,6.05,7.05,5.0,3.82,-69.0,76.96,19.0,6.05,5.57
07/01/2019 00:46:05.477000,0.0,0.0,0.0,44.6,39.767967,-104.994781,6.65,8.42,5.1,5.17,-65.0,76.71,19.0,6.35,6.98
07/01/2019 00:47:05.810000,0.0,0.0,0.0,45.2,39.767967,-104.994781,6.52,7.72,4.47,5.12,-69.0,76.68,19.0,6.52,6.48
07/01/2019 00:48:05.220000,0.0,0.0,0.0,44.69,39.767967,-104.994781,7.08,8.32,4.7,5.42,-67.0,76.5,19.0,6.47,7.18
07/01/2019 00:49:07.007000,0.0,0.0,0.0,44.31,39.767967,-104.994781,6.65,7.72,5.2,4.8,-67.0,76.3,19.0,6.25,6.05
07/01/2019 00:50:05.873000,0.0,0.0,0.0,44.46,39.767967,-104.994781,7.3,7.05,5.37,4.5,-67.0,76.08,19.0,6.87,5.75
07/01/2019 00:51:06.677000,0.0,0.0,0.0,45.04,39.767967,-104.994781,7.8,7.25,5.15,5.18,-67.0,75.99,19.0,6.42,6.47
07/01/2019 00:52:05.577000,0.0,0.0,0.0,44.22,39.767967,-104.994781,7.63,8.37,4.33,5.15,-67.0,75.83,19.0,6.38,6.55
07/01/2019 00:53:06.527000,0.0,0.0,0.0,44.66,39.767967,-104.994781,5.9,9.32,3.95,4.78,-67.0,75.88,19.0,5.45,6.2
07/01/2019 00:54:07.473000,0.0,0.0,0.0,44.7,39.767967,-104.994781,6.93,10.33,4.97,5.02,-67.0,75.83,19.0,6.82,6.37
07/01/2019 00:55:06.577000,0.0,0.0,0.0,44.81,39.767967,-104.994781,6.18,7.2,3.63,4.65,-67.0,75.94,19.0,5.88,6.7
07/01/2019 00:56:05.307000,0.0,0.0,0.0,44.76,39.767967,-104.994781,7.23,7.75,4.78,5.05,-67.0,76.05,19.0,7.23,6.55
07/01/2019 00:57:06.233000,0.0,0.0,0.0,44.48,39.767967,-104.994781,6.73,6.15,5.42,4.25,-67.0,76.12,19.0,6.42,5.5
07/01/2019 00:58:06.847000,0.0,0.0,0.0,44.54,39.767967,-104.994781,6.12,6.25,4.33,4.6,-67.0,76.12,19.0,5.48,5.45
07/01/2019 00:59:14.090000,0.0,0.0,0.0,44.43,39.767967,-104.994781,6.43,6.73,4.28,4.77,-67.0,76.37,19.0,6.13,6.32
07/01/2019 01:00:06.847000,0.0,0.0,0.0,43.88,39.767967,-104.994781,7.38,7.05,4.48,4.07,-67.0,76.59,19.0,6.78,5.37
07/01/2019 01:01:06.973000,0.0,0.0,0.0,43.64,39.767967,-104.994781,5.58,7.35,3.93,5.62,-67.0,76.66,19.0,5.48,7.35
07/01/2019 01:02:06.090000,0.0,0.0,0.0,43.57,39.767967,-104.994781,6.0,6.98,4.3,4.53,-67.0,76.68,19.0,6.0,6.28
07/01/2019 01:03:05.083000,0.0,0.0,0.0,43.61,39.767967,-104.994781,6.6,7.67,4.25,4.07,-67.0,76.59,19.0,6.6,5.82
07/01/2019 01:04:06.427000,0.0,0.0,0.0,43.58,39.767967,-104.994781,5.75,6.95,3.92,4.25,-67.0,76.71,19.0,5.75,5.15
07/01/2019 01:05:14.860000,0.0,0.0,0.0,42.45,39.767967,-104.994781,6.35,7.15,4.67,5.25,-67.0,76.55,19.0,5.32,7.15
07/01/2019 01:06:14.330000,0.0,0.0,0.0,42.84,39.767967,-104.994781,7.38,5.77,4.78,4.42,-67.0,76.51,19.0,6.48,5.52
07/01/2019 01:07:07.333000,0.0,0.0,0.0,42.64,39.767967,-104.994781,5.48,7.07,4.28,4.62,-67.0,76.59,19.0,5.48,6.62
07/01/2019 01:08:07.000000,0.0,0.0,0.0,42.35,39.767967,-104.994781,7.08,7.47,4.97,5.3,-67.0,76.71,19.0,6.93,6.97
07/01/2019 01:09:05.593000,0.0,0.0,0.0,42.45,39.767967,-104.994781,5.88,5.78,4.28,4.28,-65.0,76.78,19.0,5.48,5.78
07/01/2019 01:10:06.463000,0.0,0.0,0.0,42.21,39.767967,-104.994781,5.97,6.98,4.52,4.78,-65.0,76.75,19.0,5.97,6.18
07/01/2019 01:11:06.743000,0.0,0.0,0.0,42.29,39.767967,-104.994781,5.72,6.75,4.53,4.83,-65.0,76.8,19.0,5.3,6.22
07/01/2019 01:12:08.253000,0.0,0.0,0.0,42.25,39.767967,-104.994781,7.4,6.93,5.58,5.3,-65.0,76.93,19.0,6.9,6.93
07/01/2019 01:13:31.207000,0.0,0.0,0.0,41.53,39.767967,-104.994781,5.85,6.5,4.98,4.6,-65.0,76.86,19.0,5.85,6.43
07/01/2019 01:14:07.253000,0.0,0.0,0.0,41.52,39.767967,-104.994781,6.58,7.92,4.78,5.13,-65.0,76.68,19.0,6.18,7.7
07/01/2019 01:15:05.423000,0.0,0.0,0.0,41.39,39.767967,-104.994781,5.5,7.08,4.05,5.1,-67.0,76.78,19.0,5.5,7.08
07/01/2019 01:16:05.237000,0.0,0.0,0.0,41.41,39.767967,-104.994781,6.1,7.12,4.5,4.72,-65.0,76.87,19.0,5.7,6.73
07/01/2019 01:17:05.257000,0.0,0.0,0.0,41.36,39.767967,-104.994781,7.05,9.2,5.45,5.08,-67.0,76.91,19.0,6.8,6.43
07/01/2019 01:18:07.640000,0.0,0.0,0.0,41.34,39.767967,-104.994781,7.12,7.77,5.1,4.93,-67.0,76.82,19.0,7.08,6.87
07/01/2019 01:19:05.963000,0.0,0.0,0.0,41.4,39.767967,-104.994781,6.6,7.3,5.1,5.1,-67.0,76.95,19.0,6.27,7.05
07/01/2019 01:20:05.270000,0.0,0.0,0.0,41.39,39.767967,-104.994781,6.87,9.77,4.28,5.08,-67.0,76.89,19.0,6.43,7.25
07/01/2019 01:21:06.570000,0.0,0.0,0.0,41.13,39.767967,-104.994781,6.78,6.9,5.35,5.17,-67.0,76.78,19.0,6.4,6.73
07/01/2019 01:22:07.490000,0.0,0.0,0.0,41.21,39.767967,-104.994781,7.0,9.08,5.1,5.73,-67.0,76.69,19.0,6.25,7.65
07/01/2019 01:23:05.720000,0.0,0.0,0.0,41.41,39.767967,-104.994781,7.65,7.98,5.5,5.55,-67.0,76.57,19.0,7.0,7.75
07/01/2019 01:24:04.720000,0.0,0.0,0.0,41.37,39.767967,-104.994781,5.9,6.98,4.85,5.43,-69.0,76.62,19.0,5.75,6.98
07/01/2019 01:25:06.293000,0.0,0.0,0.0,41.21,39.767967,-104.994781,6.63,7.0,4.5,5.4,-67.0,76.53,19.0,6.08,6.75
07/01/2019 01:26:06.557000,0.0,0.0,0.0,41.02,39.767967,-104.994781,6.0,7.4,5.03,5.23,-69.0,76.59,19.0,6.0,7.0
07/01/2019 01:27:07.630000,0.0,0.0,0.0,41.18,39.767967,-104.994781,7.48,6.95,5.23,5.03,-69.0,76.57,19.0,7.33,6.37
07/01/2019 01:28:06.130000,0.0,0.0,0.0,41.51,39.767967,-104.994781,6.92,7.3,5.52,5.68,-69.0,76.55,19.0,6.92,6.85
07/01/2019 01:29:06.957000,0.0,0.0,0.0,41.6,39.767967,-104.994781,8.5,7.5,5.95,5.02,-69.0,76.44,19.0,8.13,6.43
07/01/2019 01:30:14.823000,0.0,0.0,0.0,41.9,39.767967,-104.994781,7.18,7.4,5.88,5.15,-69.0,76.3,19.0,7.18,6.65
07/01/2019 01:31:06.393000,0.0,0.0,0.0,41.97,39.767967,-104.994781,9.77,7.1,5.87,5.37,-69.0,76.32,19.0,9.02,7.02
07/01/2019 01:32:07.140000,0.0,0.0,0.0,42.05,39.767967,-104.994781,7.0,7.58,5.17,5.18,-69.0,76.19,19.0,7.0,7.58
07/01/2019 01:33:05.753000,0.0,0.0,0.0,42.43,39.767967,-104.994781,7.6,8.65,5.48,5.62,-67.0,75.97,19.0,6.98,8.23
07/01/2019 01:34:07.360000,0.0,0.0,0.0,42.57,39.767967,-104.994781,8.7,9.73,6.22,5.95,-67.0,75.87,19.0,8.02,8.4
07/01/2019 01:35:07.303000,0.0,0.0,0.0,42.93,39.767967,-104.994781,8.4,9.23,6.25,6.32,-67.0,75.67,19.0,8.4,8.28
07/01/2019 01:36:06.983000,0.0,0.0,0.0,42.89,39.767967,-104.994781,7.77,9.27,5.37,5.57,-67.0,75.6,19.0,7.53,7.28
07/01/2019 01:37:06.193000,0.0,0.0,0.0,42.96,39.767967,-104.994781,8.83,9.27,5.83,5.72,-69.0,75.67,19.0,8.53,7.47
07/01/2019 01:38:07.493000,0.0,0.0,0.0,42.69,39.767967,-104.994781,9.43,8.82,5.78,5.62,-69.0,75.74,19.0,8.23,7.57
07/01/2019 01:39:07.480000,0.0,0.0,0.0,42.06,39.767967,-104.994781,7.7,10.08,5.75,6.18,-69.0,75.7,19.0,7.65,8.28
07/01/2019 01:40:05.593000,0.0,0.0,0.0,42.02,39.767967,-104.994781,8.0,8.22,5.85,6.02,-67.0,75.81,19.0,7.9,7.82
