InstrumentName, Woods Park B,,
StartTime, 2019-07-01 00:00:00,,
EndTime, 2019-07-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
07/01/2019 00:00:31.000000,4.12,5.83,5.48
07/01/2019 00:02:32.000000,4.15,5.69,5.28
07/01/2019 00:04:31.000000,3.6,5.4,5.26
07/01/2019 00:06:31.000000,3.79,5.49,5.23
07/01/2019 00:08:31.000000,3.28,4.69,4.69
07/01/2019 00:10:31.000000,4.25,5.69,5.12
07/01/2019 00:12:31.000000,3.49,4.43,4.24
07/01/2019 00:14:31.000000,4.31,5.67,5.54
07/01/2019 00:16:31.000000,4.51,5.59,5.38
07/01/2019 00:18:31.000000,3.77,5.2,4.74
07/01/2019 00:20:31.000000,4.04,5.81,5.34
07/01/2019 00:22:31.000000,3.9,5.54,5.42
07/01/2019 00:24:31.000000,4.11,5.77,5.07
07/01/2019 00:26:31.000000,3.84,4.97,4.91
07/01/2019 00:28:31.000000,3.51,5.25,4.77
07/01/2019 00:30:31.000000,3.85,5.01,4.81
07/01/2019 00:32:31.000000,3.42,5.27,4.9
07/01/2019 00:34:31.000000,3.73,4.83,4.7
07/01/2019 00:36:31.000000,3.61,4.73,4.55
07/01/2019 00:38:31.000000,3.99,4.96,4.72
07/01/2019 00:40:31.000000,3.27,4.3,4.13
07/01/2019 00:42:31.000000,3.77,5.07,4.78
07/01/2019 00:44:31.000000,3.35,5.03,4.7
07/01/2019 00:46:31.000000,3.55,4.78,4.51
07/01/2019 00:48:31.000000,3.63,4.89,4.79
07/01/2019 00:50:31.000000,3.66,4.49,4.49
07/01/2019 00:52:31.000000,3.87,5.47,5.16
07/01/2019 00:54:31.000000,3.01,4.4,4.18
07/01/2019 00:56:31.000000,3.03,4.44,4.09
07/01/2019 00:58:31.000000,3.24,4.32,4.21
07/01/2019 01:00:31.000000,2.88,3.94,3.81
07/01/2019 01:02:31.000000,3.06,4.57,4.44
07/01/2019 01:04:31.000000,2.67,3.59,3.54
07/01/2019 01:06:31.000000,3.46,4.58,4.54
07/01/2019 01:08:31.000000,2.78,4.22,3.83
07/01/2019 01:10:31.000000,3.28,4.3,4.0
07/01/2019 01:12:31.000000,2.99,3.79,3.67
07/01/2019 01:14:31.000000,2.59,4.07,3.78
07/01/2019 01:16:31.000000,2.54,3.83,3.3
07/01/2019 01:18:31.000000,3.15,4.04,3.7
07/01/2019 01:20:31.000000,2.74,3.88,3.87
07/01/2019 01:22:31.000000,2.61,3.62,3.35
07/01/2019 01:24:31.000000,2.85,3.87,3.68
07/01/2019 01:26:31.000000,2.87,3.81,3.62
07/01/2019 01:28:31.000000,2.66,4.0,3.82
07/01/2019 01:30:31.000000,2.65,3.67,3.42
07/01/2019 01:32:31.000000,2.96,3.79,3.43
07/01/2019 01:34:31.000000,3.07,3.96,3.69
07/01/2019 01:36:31.000000,2.58,3.25,3.25
07/01/2019 01:38:31.000000,3.09,4.16,3.74
07/01/2019 01:40:31.000000,3.0,3.83,3.83
07/01/2019 01:42:31.000000,2.74,3.81,3.48
07/01/2019 01:44:31.000000,2.49,4.0,3.69
07/01/2019 01:46:31.000000,2.93,4.01,3.79
07/01/2019 01:48:31.000000,1.87,2.83,2.48
07/01/2019 01:50:31.000000,2.66,3.63,3.41
07/01/2019 01:52:31.000000,2.54,3.84,3.57
07/01/2019 01:54:31.000000,2.54,3.78,3.6
07/01/2019 01:56:31.000000,2.45,3.46,3.01
07/01/2019 01:58:31.000000,2.82,4.12,3.81
07/01/2019 02:00:31.000000,2.8,4.41,3.78
07/01/2019 02:04:31.000000,2.41,3.44,3.44
07/01/2019 02:06:31.000000,2.14,3.3,3.0
07/01/2019 02:08:31.000000,2.63,3.3,3.12
07/01/2019 02:10:31.000000,2.21,3.12,3.12
07/01/2019 02:12:31.000000,2.74,3.81,3.51
07/01/2019 02:14:31.000000,2.59,3.36,3.19
07/01/2019 02:16:31.000000,2.8,3.52,3.52
07/01/2019 02:18:31.000000,2.53,3.41,3.34
07/01/2019 02:20:31.000000,2.46,3.67,3.25
07/01/2019 02:22:31.000000,2.76,3.65,3.55
07/01/2019 02:24:31.000000,2.27,3.34,3.07
07/01/2019 02:26:31.000000,2.82,3.86,3.8
07/01/2019 02:28:31.000000,2.74,4.0,3.65
07/01/2019 02:30:31.000000,2.51,4.14,3.5
07/01/2019 02:32:31.000000,2.83,4.2,3.97
07/01/2019 02:34:31.000000,2.7,3.93,3.58
07/01/2019 02:36:31.000000,2.66,3.34,3.34
07/01/2019 02:38:31.000000,2.6,3.82,3.29
07/01/2019 02:40:31.000000,2.87,3.87,3.79
07/01/2019 02:42:31.000000,3.28,4.28,4.04
07/01/2019 02:44:31.000000,2.75,3.86,3.67
07/01/2019 02:46:31.000000,3.26,4.2,3.99
07/01/2019 02:48:31.000000,3.07,4.5,4.29
07/01/2019 02:50:31.000000,2.94,3.66,3.31
07/01/2019 02:52:31.000000,2.83,4.41,3.9
07/01/2019 02:54:31.000000,2.86,4.03,3.8
07/01/2019 02:56:31.000000,2.89,4.37,3.83
07/01/2019 02:58:31.000000,2.49,3.56,3.29
07/01/2019 03:00:31.000000,2.91,4.23,4.03
07/01/2019 03:02:31.000000,3.13,4.42,4.18
07/01/2019 03:04:31.000000,2.04,2.8,2.61
07/01/2019 03:06:31.000000,2.86,3.79,3.66
07/01/2019 03:08:31.000000,2.18,3.13,3.01
07/01/2019 03:10:31.000000,2.13,2.79,2.68
07/01/2019 03:12:31.000000,2.6,3.16,2.99
07/01/2019 03:14:31.000000,3.03,4.19,3.87
07/01/2019 03:16:31.000000,2.93,4.17,4.03
07/01/2019 03:18:31.000000,2.79,3.82,3.37
07/01/2019 03:20:31.000000,3.13,4.61,4.3
07/01/2019 03:22:31.000000,2.9,4.23,4.1
07/01/2019 03:24:31.000000,2.9,3.91,3.64
07/01/2019 03:26:31.000000,2.9,4.1,3.84
07/01/2019 03:30:31.000000,2.66,3.54,3.23
07/01/2019 03:32:31.000000,2.39,3.14,3.11
07/01/2019 03:34:31.000000,3.16,3.69,3.69
07/01/2019 03:36:31.000000,2.99,4.34,4.06
07/01/2019 03:38:31.000000,2.89,4.0,3.96
07/01/2019 03:40:31.000000,2.97,4.15,4.03
07/01/2019 03:42:31.000000,3.28,4.68,4.37
07/01/2019 03:44:31.000000,4.43,5.99,5.72
07/01/2019 03:46:31.000000,5.07,6.89,6.51
07/01/2019 03:48:31.000000,4.71,6.57,6.19
07/01/2019 03:50:31.000000,4.87,6.06,5.84
07/01/2019 03:52:31.000000,3.6,4.64,4.51
07/01/2019 03:54:31.000000,3.53,4.64,4.24
07/01/2019 03:56:31.000000,3.63,4.54,4.53
07/01/2019 04:00:31.000000,3.13,4.18,3.91
07/01/2019 04:02:31.000000,2.81,3.67,3.57
07/01/2019 04:04:33.000000,3.22,4.35,3.97
07/01/2019 04:06:31.000000,2.78,4.13,3.77
07/01/2019 04:08:31.000000,3.3,4.34,4.1
07/01/2019 04:10:31.000000,3.1,4.09,3.88
07/01/2019 04:12:31.000000,3.15,4.41,4.08
07/01/2019 04:14:31.000000,3.04,4.26,3.97
07/01/2019 04:16:31.000000,2.71,3.74,3.56
07/01/2019 04:18:30.000000,2.55,4.04,3.81
07/01/2019 04:20:31.000000,2.83,4.38,3.75
07/01/2019 04:22:31.000000,3.09,3.99,3.65
07/01/2019 04:24:31.000000,3.56,4.84,4.37
07/01/2019 04:26:31.000000,3.39,4.39,4.18
07/01/2019 04:28:31.000000,3.36,4.39,4.0
07/01/2019 04:30:31.000000,3.63,4.7,4.58
07/01/2019 04:32:32.000000,3.48,4.51,4.34
07/01/2019 04:34:31.000000,3.61,4.64,4.49
07/01/2019 04:36:31.000000,3.52,4.48,4.39
07/01/2019 04:38:31.000000,3.17,4.96,4.58
07/01/2019 04:40:31.000000,3.57,4.56,4.5
07/01/2019 04:42:31.000000,3.06,4.34,4.12
07/01/2019 04:44:31.000000,4.03,5.36,5.03
07/01/2019 04:46:31.000000,4.14,5.48,5.48
07/01/2019 04:48:31.000000,3.58,5.28,4.61
07/01/2019 04:50:31.000000,3.9,5.01,4.61
07/01/2019 04:52:31.000000,3.97,4.93,4.87
07/01/2019 04:54:31.000000,3.74,4.97,4.75
07/01/2019 04:56:31.000000,3.51,4.49,4.1
07/01/2019 04:58:31.000000,3.68,5.46,4.84
07/01/2019 05:00:31.000000,3.61,4.73,4.5
07/01/2019 05:02:31.000000,3.51,4.54,4.38
07/01/2019 05:04:31.000000,4.07,5.7,5.07
07/01/2019 05:06:31.000000,3.91,5.58,5.33
07/01/2019 05:08:31.000000,3.94,5.82,5.3
07/01/2019 05:10:31.000000,3.71,5.3,4.81
07/01/2019 05:12:31.000000,3.77,5.31,5.16
07/01/2019 05:14:31.000000,3.92,5.54,5.06
07/01/2019 05:16:31.000000,3.72,4.97,4.6
07/01/2019 05:18:31.000000,4.31,5.84,5.59
07/01/2019 05:20:31.000000,3.83,5.26,4.82
07/01/2019 05:22:31.000000,4.71,6.38,6.15
07/01/2019 05:24:31.000000,4.06,5.37,5.18
07/01/2019 05:26:31.000000,4.7,5.75,5.49
07/01/2019 05:28:31.000000,4.34,5.96,5.73
07/01/2019 05:30:31.000000,4.69,6.5,5.91
07/01/2019 05:32:31.000000,4.41,6.36,5.78
07/01/2019 05:36:31.000000,4.58,5.83,5.7
07/01/2019 05:38:31.000000,4.35,5.83,5.65
07/01/2019 05:40:31.000000,4.89,6.4,5.89
