InstrumentName, Welby,,,
StartTime, 2019-07-01 00:00:00,,,
EndTime, 2019-07-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
07/01/2019 00:00:00.000000,7.0,42.0,48.0,0.0
07/01/2019 01:00:00.000000,7.0,39.0,33.0,0.0
07/01/2019 02:00:00.000000,7.0,33.0,25.0,0.0
07/01/2019 03:00:00.000000,15.0,27.0,37.0,0.0
07/01/2019 04:00:00.000000,20.0,10.0,33.0,0.0
07/01/2019 05:00:00.000000,,10.0,26.0,0.0
07/01/2019 06:00:00.000000,20.0,10.0,26.0,0.0
07/01/2019 07:00:00.000000,20.0,8.0,26.0,1.0
07/01/2019 08:00:00.000000,20.0,8.0,32.0,0.0
07/01/2019 09:00:00.000000,15.0,9.0,23.0,0.0
07/01/2019 10:00:00.000000,10.0,10.0,18.0,0.0
07/01/2019 11:00:00.000000,15.0,6.0,25.0,0.0
07/01/2019 12:00:00.000000,20.0,7.0,43.0,0.0
07/01/2019 13:00:00.000000,17.0,10.0,39.0,0.0
07/01/2019 14:00:00.000000,24.0,10.0,40.0,0.0
07/01/2019 15:00:00.000000,29.0,14.0,50.0,1.0
07/01/2019 16:00:00.000000,26.0,20.0,50.0,1.0
07/01/2019 17:00:00.000000,19.0,36.0,51.0,1.0
07/01/2019 18:00:00.000000,3.0,47.0,57.0,0.0
07/01/2019 19:00:00.000000,3.0,47.0,28.0,0.0
07/01/2019 20:00:00.000000,3.0,47.0,25.0,0.0
07/01/2019 21:00:00.000000,3.0,43.0,23.0,0.0
07/01/2019 22:00:00.000000,9.0,42.0,32.0,1.0
07/01/2019 23:00:00.000000,13.0,34.0,23.0,1.0
07/02/2019 00:00:00.000000,11.0,36.0,19.0,0.0
07/02/2019 01:00:00.000000,11.0,35.0,35.0,0.0
07/02/2019 02:00:00.000000,6.0,33.0,29.0,0.0
07/02/2019 03:00:00.000000,3.0,33.0,28.0,0.0
07/02/2019 04:00:00.000000,3.0,34.0,35.0,0.0
07/02/2019 05:00:00.000000,,32.0,35.0,0.0
07/02/2019 06:00:00.000000,8.0,31.0,28.0,0.0
07/02/2019 07:00:00.000000,7.0,25.0,21.0,0.0
07/02/2019 08:00:00.000000,7.0,24.0,16.0,0.0
07/02/2019 09:00:00.000000,7.0,20.0,14.0,0.0
07/02/2019 10:00:00.000000,14.0,16.0,17.0,0.0
07/02/2019 11:00:00.000000,17.0,6.0,12.0,0.0
07/02/2019 12:00:00.000000,25.0,10.0,25.0,1.0
07/02/2019 13:00:00.000000,17.0,10.0,27.0,1.0
07/02/2019 14:00:00.000000,11.0,11.0,24.0,1.0
07/02/2019 15:00:00.000000,8.0,16.0,22.0,1.0
07/02/2019 16:00:00.000000,6.0,37.0,22.0,1.0
07/02/2019 17:00:00.000000,5.0,32.0,22.0,0.0
07/02/2019 18:00:00.000000,3.0,38.0,19.0,0.0
07/02/2019 19:00:00.000000,3.0,49.0,18.0,0.0
07/02/2019 20:00:00.000000,4.0,46.0,29.0,0.0
07/02/2019 21:00:00.000000,7.0,46.0,52.0,0.0
07/02/2019 22:00:00.000000,13.0,43.0,43.0,0.0
07/02/2019 23:00:00.000000,12.0,39.0,39.0,0.0
07/03/2019 00:00:00.000000,10.0,41.0,27.0,1.0
07/03/2019 01:00:00.000000,5.0,39.0,17.0,1.0
07/03/2019 02:00:00.000000,12.0,40.0,21.0,1.0
07/03/2019 03:00:00.000000,19.0,30.0,27.0,0.0
07/03/2019 04:00:00.000000,18.0,22.0,31.0,0.0
07/03/2019 05:00:00.000000,,13.0,26.0,0.0
07/03/2019 06:00:00.000000,21.0,17.0,26.0,0.0
07/03/2019 07:00:00.000000,27.0,6.0,22.0,1.0
07/03/2019 08:00:00.000000,24.0,6.0,23.0,1.0
07/03/2019 09:00:00.000000,30.0,1.0,21.0,1.0
07/03/2019 10:00:00.000000,27.0,4.0,20.0,0.0
07/03/2019 11:00:00.000000,26.0,2.0,28.0,1.0
07/03/2019 12:00:00.000000,27.0,4.0,35.0,1.0
07/03/2019 13:00:00.000000,28.0,6.0,43.0,2.0
07/03/2019 14:00:00.000000,18.0,23.0,43.0,1.0
07/03/2019 15:00:00.000000,20.0,25.0,45.0,1.0
07/03/2019 16:00:00.000000,,25.0,45.0,
07/03/2019 17:00:00.000000,5.0,31.0,20.0,1.0
07/03/2019 18:00:00.000000,4.0,38.0,25.0,0.0
07/03/2019 19:00:00.000000,2.0,50.0,22.0,0.0
07/03/2019 20:00:00.000000,2.0,46.0,21.0,0.0
07/03/2019 21:00:00.000000,3.0,48.0,25.0,0.0
07/03/2019 22:00:00.000000,3.0,48.0,29.0,0.0
07/03/2019 23:00:00.000000,3.0,48.0,30.0,0.0
07/04/2019 00:00:00.000000,4.0,46.0,27.0,0.0
07/04/2019 01:00:00.000000,6.0,45.0,29.0,0.0
07/04/2019 02:00:00.000000,9.0,42.0,19.0,0.0
07/04/2019 03:00:00.000000,8.0,40.0,17.0,1.0
07/04/2019 04:00:00.000000,8.0,39.0,18.0,1.0
07/04/2019 05:00:00.000000,,38.0,21.0,1.0
07/04/2019 06:00:00.000000,7.0,32.0,21.0,1.0
07/04/2019 07:00:00.000000,18.0,21.0,20.0,1.0
07/04/2019 08:00:00.000000,17.0,24.0,24.0,1.0
07/04/2019 09:00:00.000000,18.0,10.0,25.0,1.0
07/04/2019 10:00:00.000000,18.0,15.0,25.0,1.0
07/04/2019 11:00:00.000000,13.0,13.0,35.0,0.0
07/04/2019 12:00:00.000000,4.0,22.0,40.0,0.0
07/04/2019 13:00:00.000000,3.0,26.0,37.0,0.0
07/04/2019 14:00:00.000000,3.0,29.0,35.0,0.0
07/04/2019 15:00:00.000000,3.0,29.0,33.0,0.0
07/04/2019 16:00:00.000000,4.0,32.0,31.0,0.0
07/04/2019 17:00:00.000000,4.0,34.0,35.0,0.0
07/04/2019 18:00:00.000000,3.0,38.0,34.0,0.0
07/04/2019 19:00:00.000000,4.0,45.0,38.0,0.0
07/04/2019 20:00:00.000000,,45.0,38.0,
07/05/2019 16:00:00.000000,5.0,29.0,22.0,0.0
07/05/2019 17:00:00.000000,4.0,33.0,25.0,0.0
07/05/2019 18:00:00.000000,4.0,36.0,29.0,0.0
07/05/2019 19:00:00.000000,4.0,48.0,31.0,0.0
07/05/2019 20:00:00.000000,4.0,50.0,31.0,0.0
07/05/2019 21:00:00.000000,3.0,47.0,30.0,0.0
07/05/2019 22:00:00.000000,4.0,47.0,31.0,0.0
07/05/2019 23:00:00.000000,3.0,45.0,39.0,0.0
07/06/2019 00:00:00.000000,,46.0,39.0,
07/06/2019 01:00:00.000000,,45.0,34.0,
07/06/2019 02:00:00.000000,8.0,42.0,35.0,0.0
07/06/2019 03:00:00.000000,11.0,29.0,37.0,0.0
07/06/2019 04:00:00.000000,9.0,27.0,29.0,0.0
07/06/2019 05:00:00.000000,,20.0,22.0,0.0
07/06/2019 06:00:00.000000,9.0,20.0,22.0,0.0
07/06/2019 07:00:00.000000,,22.0,22.0,
07/06/2019 09:00:00.000000,6.0,20.0,17.0,0.0
07/06/2019 10:00:00.000000,7.0,18.0,17.0,0.0
07/06/2019 11:00:00.000000,9.0,19.0,20.0,0.0
07/06/2019 12:00:00.000000,6.0,22.0,15.0,0.0
07/06/2019 13:00:00.000000,,22.0,15.0,
07/06/2019 16:00:00.000000,,32.0,23.0,
07/06/2019 17:00:00.000000,4.0,37.0,21.0,0.0
07/06/2019 18:00:00.000000,3.0,40.0,25.0,0.0
07/06/2019 19:00:00.000000,3.0,43.0,21.0,0.0
07/06/2019 20:00:00.000000,4.0,41.0,23.0,0.0
07/06/2019 21:00:00.000000,5.0,44.0,33.0,0.0
07/06/2019 22:00:00.000000,4.0,49.0,31.0,0.0
07/06/2019 23:00:00.000000,3.0,50.0,35.0,0.0
07/07/2019 00:00:00.000000,3.0,54.0,28.0,0.0
07/07/2019 01:00:00.000000,3.0,54.0,29.0,0.0
07/07/2019 02:00:00.000000,7.0,52.0,28.0,0.0
07/07/2019 03:00:00.000000,7.0,44.0,19.0,0.0
07/07/2019 04:00:00.000000,10.0,31.0,24.0,0.0
07/07/2019 05:00:00.000000,,20.0,45.0,0.0
07/07/2019 06:00:00.000000,18.0,26.0,34.0,0.0
07/07/2019 07:00:00.000000,7.0,24.0,48.0,1.0
07/07/2019 08:00:00.000000,2.0,24.0,24.0,0.0
07/07/2019 09:00:00.000000,2.0,32.0,15.0,0.0
07/07/2019 10:00:00.000000,2.0,26.0,10.0,0.0
07/07/2019 11:00:00.000000,3.0,27.0,9.0,0.0
07/07/2019 12:00:00.000000,3.0,29.0,13.0,0.0
07/07/2019 13:00:00.000000,3.0,28.0,16.0,0.0
07/07/2019 14:00:00.000000,3.0,29.0,16.0,0.0
07/07/2019 15:00:00.000000,5.0,32.0,20.0,0.0
07/07/2019 16:00:00.000000,6.0,35.0,18.0,0.0
07/07/2019 17:00:00.000000,4.0,40.0,19.0,0.0
07/07/2019 18:00:00.000000,4.0,44.0,24.0,0.0
07/07/2019 19:00:00.000000,3.0,48.0,18.0,0.0
07/07/2019 20:00:00.000000,2.0,51.0,28.0,0.0
07/07/2019 21:00:00.000000,2.0,52.0,32.0,0.0
07/07/2019 22:00:00.000000,2.0,51.0,25.0,0.0
07/07/2019 23:00:00.000000,3.0,48.0,25.0,0.0
07/08/2019 00:00:00.000000,5.0,48.0,28.0,0.0
07/08/2019 01:00:00.000000,7.0,40.0,17.0,0.0
