InstrumentName, La Casa Collo (Clarity-1),,,,
StartTime, 2019-07-01 00:00:00,,,,
EndTime, 2019-07-31 23:59:59,,,,
Date,PM 1,PM 10,PM 2.5,Temperature,relHumid
07/01/2019 00:11:46.161000,2.705882,5.294117,8.022108,23.923859,50.447853
07/01/2019 00:28:39.334000,2.764706,5.411765,8.433132,22.377739,53.450829
07/01/2019 00:45:45.032000,5.470588,8.117647,9.761055,21.955826,61.127644
07/01/2019 01:02:41.657000,4.190476,6.52381,8.869751,22.447166,57.712673
07/01/2019 01:19:35.186000,4.176471,7.823529,9.602969,22.756927,54.125278
07/01/2019 01:36:28.299000,5.705883,8.647058,9.919141,22.674141,54.706646
07/01/2019 01:53:21.503000,4.761905,7.904762,9.509623,22.548637,56.343937
07/01/2019 02:10:14.676000,5.470588,8.882353,10.013993,22.39109,55.063705
07/01/2019 02:27:07.775000,4.470588,6.705883,9.350031,22.249557,56.231022
07/01/2019 02:44:00.990000,4.941176,8.117647,10.013993,22.054626,55.777828
07/01/2019 03:00:54.193000,6.470588,11.823529,11.500002,21.99855,56.395821
07/01/2019 03:17:53.539000,4.941176,8.058824,10.108844,22.054626,55.402458
07/01/2019 03:34:46.818000,4.764706,6.764706,9.160328,22.027924,54.56321
07/01/2019 03:51:46.187000,4.823529,8.294118,9.729438,21.915771,55.983826
07/01/2019 04:08:39.443000,6.0,10.0,10.61472,21.942474,57.566185
07/01/2019 04:25:32.541000,4.764706,9.117647,10.425016,21.89975,57.405968
07/01/2019 04:42:25.780000,5.470588,9.705882,10.583103,21.619362,58.472572
07/01/2019 04:59:26.426000,5.470588,8.176471,10.04561,21.32296,59.087509
07/01/2019 05:16:19.914000,6.235294,10.470589,11.120595,21.055923,60.614937
07/01/2019 05:33:13.329000,5.941176,9.176471,10.425016,20.970474,62.67033
07/01/2019 05:50:06.993000,6.470588,10.352942,10.962509,20.831619,63.958191
07/01/2019 06:07:00.519000,7.529412,11.117647,11.500002,20.63401,60.630199
07/01/2019 06:23:54.143000,5.058824,8.764706,10.361782,20.393684,60.758373
07/01/2019 06:40:47.707000,3.0,5.411765,8.180194,20.185394,60.807201
07/01/2019 06:57:41.372000,3.294118,5.705883,8.717687,20.059891,61.383995
07/01/2019 07:14:35.082000,2.823529,4.294117,7.958874,19.832916,60.625622
07/01/2019 07:31:28.955000,4.235294,6.176471,8.970625,19.747459,62.926682
07/01/2019 07:48:22.601000,3.058824,5.588235,8.622835,19.440376,63.132679
07/01/2019 08:05:18.067000,3.588235,6.941176,8.717687,19.3843,62.94194
07/01/2019 08:22:11.891000,3.529412,6.235294,9.128711,19.440376,63.875793
07/01/2019 08:39:05.701000,3.529412,6.176471,8.717687,19.453728,64.713509
07/01/2019 08:55:59.400000,3.764706,7.411765,9.223562,19.314873,69.053177
07/01/2019 09:12:53.054000,4.117647,7.058824,9.571352,18.89296,69.58419
07/01/2019 09:29:46.822000,5.529412,8.470589,10.04561,18.583199,70.705727
07/01/2019 09:46:40.649000,5.529412,9.647058,10.583103,18.401619,72.564278
07/01/2019 10:03:34.450000,5.764706,9.176471,10.551485,18.078506,74.441139
07/01/2019 10:20:28.432000,7.823529,11.529411,12.100729,17.768749,77.247269
07/01/2019 10:37:28.385000,9.529411,16.17647,14.092613,17.501717,78.374916
07/01/2019 10:54:22.431000,8.294118,15.0,13.428652,17.207981,79.037155
07/01/2019 11:11:16.559000,7.476191,14.619049,12.453036,16.898224,79.398796
07/01/2019 11:28:11.641000,6.529412,12.176471,11.942643,16.532387,79.591057
07/01/2019 11:45:05.808000,6.529412,11.823529,11.626471,16.294727,79.920654
07/01/2019 12:01:59.965000,7.294117,15.235294,12.796308,16.252003,80.315865
07/01/2019 12:18:54.249000,6.529412,12.352942,11.721322,16.025024,81.760895
07/01/2019 12:36:00.824000,7.235294,14.117647,12.796308,16.433586,81.213089
07/01/2019 12:52:55.169000,9.142858,17.619049,14.295867,18.174641,75.381096
07/01/2019 13:09:55.129000,10.235294,19.529411,15.388919,20.505836,67.432671
07/01/2019 13:26:49.953000,6.823529,11.058824,11.341916,22.067978,59.282825
07/01/2019 13:43:43.544000,6.941176,11.176471,11.373533,22.447166,57.366291
07/01/2019 14:00:37.025000,6.411765,8.941176,10.583103,23.037308,54.697491
07/01/2019 14:17:36.351000,5.529412,9.058824,10.488251,23.84108,51.468681
07/01/2019 14:34:29.502000,5.235294,8.294118,10.172079,24.487297,48.584724
07/01/2019 14:51:22.541000,5.529412,8.705882,10.203696,25.809113,46.83604
07/01/2019 15:08:24.413000,5.235294,8.411765,10.013993,27.283134,42.516212
07/01/2019 15:25:17.270000,5.176471,7.705883,9.602969,28.017471,39.595634
07/01/2019 15:42:12.937000,4.0,6.941176,9.255179,28.634315,37.753872
07/01/2019 15:59:05.441000,4.294117,6.764706,9.539734,29.715797,34.975204
07/01/2019 16:15:57.682000,4.705883,6.647059,9.350031,32.177841,31.395437
07/01/2019 16:32:49.266000,3.470588,4.705883,8.433132,35.908295,27.269398
07/01/2019 16:49:40.968000,4.0,6.705883,9.381648,36.557182,24.504463
07/01/2019 17:06:32.661000,4.0,5.705883,8.970625,35.529106,25.44442
07/01/2019 17:23:24.325000,7.235294,11.176471,11.278681,35.542458,27.371634
07/01/2019 17:40:15.689000,10.764706,16.588236,13.776441,36.768143,27.060349
07/01/2019 17:57:07.191000,8.882353,12.352942,12.258815,36.402306,26.131075
07/01/2019 18:14:10.572000,2.529412,4.470588,8.180194,36.824219,26.527809
07/01/2019 18:31:01.981000,1.411765,2.588235,7.294912,36.698708,24.135195
07/01/2019 18:47:53.194000,0.470588,1.705882,6.694185,37.20607,23.96582
07/01/2019 19:05:40.931000,0.764706,1.705882,6.820654,37.005798,24.97139
07/01/2019 19:22:49.121000,1.764706,3.0,7.516233,37.374306,22.455177
07/01/2019 19:39:41.328000,1.764706,3.882353,7.358147,35.993744,24.167238
07/01/2019 19:57:29.764000,2.764706,4.941176,8.053725,35.542458,24.895094
07/01/2019 20:14:20.975000,1.235294,2.705882,7.231678,37.093918,25.050735
07/01/2019 20:31:12.561000,2.294118,4.529412,7.927257,36.824219,23.39208
07/01/2019 20:48:05.197000,1.352941,2.823529,7.421381,36.063171,24.396124
07/01/2019 21:04:57.042000,2.235294,4.882353,7.895639,33.726631,26.208897
07/01/2019 21:21:52.097000,2.941176,4.882353,8.275046,32.458229,27.147326
07/01/2019 21:38:44.047000,2.0,4.235294,7.769171,30.279243,33.723965
07/01/2019 21:55:36.529000,2.0,4.647059,7.895639,26.498055,50.1091
07/01/2019 22:12:29.403000,2.058824,4.294117,7.832405,24.401848,52.3064
07/01/2019 22:29:22.302000,3.470588,6.647059,8.939008,23.488594,57.37392
07/01/2019 22:46:15.297000,3.176471,6.058824,8.780921,23.037308,59.426262
07/01/2019 23:03:14.321000,3.470588,6.176471,8.939008,22.786301,57.128254
07/01/2019 23:20:07.620000,2.0,4.529412,8.180194,22.377739,53.180744
07/01/2019 23:37:00.980000,2.117647,3.823529,7.705936,21.857025,53.459984
07/01/2019 23:53:54.343000,2.0,3.529412,7.642702,21.688789,55.104904
07/02/2019 00:10:47.848000,2.941176,5.647059,8.306663,21.915771,54.645611
07/02/2019 00:27:41.149000,2.235294,4.705883,7.895639,22.433815,50.426491
07/02/2019 00:44:34.428000,2.0,4.235294,7.737553,22.644768,48.351261
07/02/2019 01:01:27.924000,2.176471,4.647059,7.864022,22.743568,49.028763
07/02/2019 01:18:21.325000,1.470588,2.764706,7.358147,23.584724,47.29076
07/02/2019 01:35:14.517000,2.705882,5.411765,8.148577,24.457924,46.61631
07/02/2019 01:52:10.050000,2.235294,5.235294,8.275046,24.543373,46.758221
07/02/2019 02:09:02.781000,2.705882,4.411765,7.990491,24.092087,47.81567
07/02/2019 02:25:55.487000,2.470588,4.176471,8.148577,23.614098,50.978867
07/02/2019 02:42:48.517000,2.470588,5.882353,8.559601,23.064011,56.298161
07/02/2019 02:59:48.167000,2.941176,5.647059,8.68607,22.278938,58.767071
07/02/2019 03:16:41.233000,3.235294,6.588235,8.780921,21.814301,61.507591
07/02/2019 03:33:34.363000,3.705882,6.117647,8.812539,21.168076,66.874191
07/02/2019 03:50:27.588000,3.470588,6.941176,9.191945,20.63401,69.147781
07/02/2019 04:07:20.910000,3.529412,6.529412,8.844156,19.483101,76.424812
07/02/2019 04:25:05.377000,0.470588,2.411765,6.947123,18.147938,72.223999
07/02/2019 04:41:59.105000,1.764706,3.705882,7.642702,17.373539,77.233536
07/02/2019 04:58:58.771000,2.0,3.764706,7.389764,17.095825,81.524376
07/02/2019 05:15:52.425000,1.294118,4.411765,7.642702,17.165257,79.102768
07/02/2019 05:32:49.776000,1.0,3.352941,6.947123,17.472343,73.081558
07/02/2019 05:49:43.328000,2.058824,4.294117,7.769171,17.728695,76.447701
07/02/2019 06:07:27.820000,3.529412,5.705883,8.591218,18.049133,75.077438
07/02/2019 06:24:21.295000,2.0,5.470588,7.800788,18.401619,72.852676
07/02/2019 06:41:14.609000,3.823529,6.294117,9.002242,18.401619,74.755478
07/02/2019 06:58:08.035000,3.352941,5.352941,8.496366,18.161289,75.555046
07/02/2019 07:15:01.619000,3.294118,6.941176,9.255179,17.854198,77.599754
07/02/2019 07:31:55.425000,3.705882,6.588235,9.191945,17.672619,78.484779
07/02/2019 07:48:49.378000,4.117647,8.176471,9.666203,17.165257,80.123596
