InstrumentName, La Casa,,,,,
StartTime, 2018-05-01 00:00:00,,,,,
EndTime, 2018-05-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
05/01/2018 00:00:00.000000,0.1,9.0,54.0,35.0,11.5,0.0
05/01/2018 01:00:00.000000,0.1,14.0,52.0,34.0,11.1,0.0
05/01/2018 02:00:00.000000,0.1,12.0,47.0,31.0,9.6,1.0
05/01/2018 03:00:00.000000,0.1,16.0,43.0,30.0,8.4,0.0
05/01/2018 04:00:00.000000,0.1,,39.0,26.0,7.3,0.0
05/01/2018 05:00:00.000000,0.2,13.0,37.0,25.0,6.9,0.0
05/01/2018 06:00:00.000000,0.2,9.0,36.0,23.0,7.0,0.0
05/01/2018 07:00:00.000000,0.1,5.0,36.0,17.0,6.9,
05/01/2018 08:00:00.000000,0.1,8.0,36.0,17.0,6.9,0.0
05/01/2018 09:00:00.000000,0.1,8.0,36.0,9.0,4.5,0.0
05/01/2018 10:00:00.000000,0.1,13.0,35.0,9.0,4.6,0.0
05/01/2018 11:00:00.000000,0.2,14.0,34.0,10.0,5.1,0.0
05/01/2018 12:00:00.000000,0.2,19.0,28.0,14.0,6.7,0.0
05/01/2018 13:00:00.000000,0.2,20.0,24.0,17.0,8.0,0.0
05/01/2018 14:00:00.000000,0.3,25.0,24.0,20.0,10.0,0.0
05/01/2018 15:00:00.000000,0.3,16.0,23.0,22.0,10.0,0.0
05/01/2018 16:00:00.000000,0.1,6.0,31.0,17.0,8.0,0.0
05/01/2018 17:00:00.000000,0.1,6.0,36.0,16.0,7.3,0.0
05/01/2018 18:00:00.000000,0.1,5.0,41.0,17.0,6.8,0.0
05/01/2018 19:00:00.000000,0.2,12.0,50.0,26.0,8.3,0.0
05/01/2018 20:00:00.000000,0.2,14.0,50.0,28.0,9.2,0.0
05/01/2018 21:00:00.000000,0.2,13.0,48.0,24.0,9.0,0.0
05/01/2018 22:00:00.000000,0.2,10.0,50.0,20.0,8.7,0.0
05/01/2018 23:00:00.000000,0.1,11.0,49.0,19.0,8.3,0.0
05/02/2018 00:00:00.000000,0.2,12.0,49.0,22.0,7.7,0.0
05/02/2018 01:00:00.000000,0.1,7.0,45.0,19.0,5.6,0.0
05/02/2018 02:00:00.000000,0.1,10.0,44.0,12.0,3.8,0.0
05/02/2018 03:00:00.000000,0.1,7.0,41.0,8.0,2.8,0.0
05/02/2018 04:00:00.000000,0.1,,40.0,5.0,2.1,0.0
05/02/2018 05:00:00.000000,0.1,5.0,40.0,3.0,1.6,0.0
05/02/2018 06:00:00.000000,0.1,7.0,39.0,3.0,1.5,0.0
05/02/2018 07:00:00.000000,0.1,9.0,39.0,2.0,1.4,
05/02/2018 08:00:00.000000,0.2,9.0,36.0,4.0,1.8,0.0
05/02/2018 09:00:00.000000,0.2,14.0,34.0,4.0,2.3,0.0
05/02/2018 10:00:00.000000,0.1,14.0,31.0,4.0,2.7,0.0
05/02/2018 11:00:00.000000,0.2,20.0,29.0,4.0,3.1,0.0
05/02/2018 12:00:00.000000,0.2,15.0,26.0,4.0,3.3,0.0
05/02/2018 13:00:00.000000,0.3,15.0,23.0,5.0,4.0,0.0
05/02/2018 14:00:00.000000,0.4,24.0,18.0,7.0,5.3,0.0
05/02/2018 15:00:00.000000,0.2,17.0,25.0,7.0,4.9,0.0
05/02/2018 16:00:00.000000,0.2,16.0,29.0,7.0,4.7,0.0
05/02/2018 17:00:00.000000,0.2,15.0,27.0,9.0,5.5,0.0
05/02/2018 18:00:00.000000,0.2,15.0,29.0,9.0,5.9,0.0
05/02/2018 19:00:00.000000,0.2,14.0,31.0,10.0,6.7,0.0
05/02/2018 20:00:00.000000,0.2,12.0,31.0,10.0,7.2,0.0
05/02/2018 21:00:00.000000,0.2,15.0,28.0,10.0,7.4,0.0
05/02/2018 22:00:00.000000,0.2,16.0,29.0,10.0,7.6,0.0
05/02/2018 23:00:00.000000,0.3,15.0,28.0,9.0,7.4,0.0
05/03/2018 00:00:00.000000,0.2,13.0,28.0,7.0,6.4,0.0
05/03/2018 01:00:00.000000,0.2,13.0,28.0,6.0,5.8,0.0
05/03/2018 02:00:00.000000,0.2,11.0,28.0,5.0,5.0,0.0
05/03/2018 03:00:00.000000,0.2,10.0,28.0,5.0,4.3,0.0
05/03/2018 04:00:00.000000,0.1,,31.0,4.0,3.3,0.0
05/03/2018 05:00:00.000000,0.1,6.0,32.0,3.0,2.3,0.0
05/03/2018 06:00:00.000000,0.1,5.0,34.0,2.0,1.6,0.0
05/03/2018 07:00:00.000000,0.1,3.0,34.0,1.0,1.2,
05/03/2018 08:00:00.000000,0.1,4.0,36.0,1.0,1.2,0.0
05/03/2018 09:00:00.000000,0.1,4.0,37.0,0.0,0.6,0.0
05/03/2018 10:00:00.000000,0.1,4.0,38.0,0.0,0.5,0.0
05/03/2018 11:00:00.000000,0.2,7.0,37.0,0.0,0.5,0.0
05/03/2018 12:00:00.000000,0.2,8.0,37.0,1.0,0.7,0.0
05/03/2018 13:00:00.000000,0.2,9.0,37.0,1.0,0.7,0.0
05/03/2018 14:00:00.000000,0.2,9.0,37.0,1.0,0.7,0.0
05/03/2018 15:00:00.000000,0.2,9.0,37.0,1.0,0.8,0.0
05/03/2018 16:00:00.000000,0.2,7.0,36.0,1.0,0.8,0.0
05/03/2018 17:00:00.000000,0.2,8.0,36.0,1.0,0.8,0.0
05/03/2018 18:00:00.000000,0.2,8.0,36.0,1.0,0.9,0.0
05/03/2018 19:00:00.000000,0.2,8.0,36.0,1.0,1.1,0.0
05/03/2018 20:00:00.000000,0.2,6.0,36.0,1.0,1.1,0.0
05/03/2018 21:00:00.000000,0.2,10.0,35.0,2.0,1.4,0.0
05/03/2018 22:00:00.000000,0.2,12.0,35.0,3.0,2.0,0.0
05/03/2018 23:00:00.000000,0.2,7.0,37.0,3.0,2.0,0.0
05/04/2018 00:00:00.000000,0.1,6.0,37.0,4.0,2.3,0.0
05/04/2018 01:00:00.000000,0.1,12.0,37.0,4.0,2.6,0.0
05/04/2018 02:00:00.000000,0.2,18.0,35.0,5.0,3.0,0.0
05/04/2018 03:00:00.000000,0.2,15.0,33.0,4.0,3.1,0.0
05/04/2018 04:00:00.000000,0.2,,32.0,4.0,3.0,0.0
