InstrumentName, West Denver PA-II,,
StartTime, 2018-05-01 00:00:00,,
EndTime, 2018-05-31 23:59:59,,
Date,PM2.5,humidity,temp_f
05/01/2018 00:02:08.290000,21.5,15.0,83.0
05/01/2018 00:04:48.266666,22.17,16.0,83.0
05/01/2018 00:07:28.343333,15.48,17.0,82.0
05/01/2018 00:10:08.510000,11.48,18.0,82.0
05/01/2018 00:14:08.250000,8.65,19.0,82.0
05/01/2018 00:16:48.246666,9.22,19.0,82.0
05/01/2018 00:19:28.283333,9.59,19.0,82.0
05/01/2018 00:22:08.356666,8.55,20.0,82.0
05/01/2018 00:24:48.233333,9.15,20.0,82.0
05/01/2018 00:28:48.236666,8.7,19.0,82.0
05/01/2018 00:31:28.246666,9.46,20.0,82.0
05/01/2018 00:34:08.503333,9.15,20.0,82.0
05/01/2018 00:36:48.403333,10.12,20.0,82.0
05/01/2018 00:40:48.260000,9.63,20.0,81.0
05/01/2018 00:43:28.453333,9.98,20.0,81.0
05/01/2018 00:46:08.340000,9.68,20.0,81.0
05/01/2018 00:48:48.430000,9.39,20.0,81.0
05/01/2018 00:52:48.303333,8.19,20.0,81.0
05/01/2018 00:55:28.366666,8.73,21.0,81.0
05/01/2018 00:58:08.523333,7.86,21.0,80.0
05/01/2018 01:02:08.296666,8.76,21.0,80.0
05/01/2018 01:04:48.356666,8.71,21.0,80.0
05/01/2018 01:07:28.303333,9.0,22.0,80.0
05/01/2018 01:10:09.223333,9.07,22.0,80.0
05/01/2018 01:14:08.426666,8.17,22.0,80.0
05/01/2018 01:16:48.406666,8.63,22.0,80.0
05/01/2018 01:19:28.300000,9.64,22.0,80.0
05/01/2018 01:22:01.043333,14.0,22.0,80.0
05/01/2018 01:26:01.050000,9.24,22.0,79.0
05/01/2018 01:28:41.046666,9.7,22.0,79.0
05/01/2018 01:31:21.100000,9.6,23.0,79.0
05/01/2018 01:35:21.243333,9.34,23.0,79.0
05/01/2018 01:38:01.003333,8.9,23.0,79.0
05/01/2018 01:40:42.160000,8.41,24.0,79.0
05/01/2018 01:43:21.246666,7.44,24.0,78.0
05/01/2018 01:47:21.056666,7.76,24.0,78.0
05/01/2018 01:50:01.190000,6.93,25.0,78.0
05/01/2018 01:52:41.006666,7.81,25.0,78.0
05/01/2018 01:55:21.210000,7.37,25.0,77.0
05/01/2018 01:59:21.013333,8.7,25.0,77.0
05/01/2018 02:02:01.110000,7.05,25.0,77.0
05/01/2018 02:04:41.123333,13.26,26.0,77.0
05/01/2018 02:07:20.996666,10.9,26.0,77.0
05/01/2018 02:11:21.006666,16.24,26.0,76.0
05/01/2018 02:14:01.013333,7.03,26.0,76.0
05/01/2018 02:16:41.056666,7.07,27.0,76.0
05/01/2018 02:19:21.070000,7.1,27.0,76.0
05/01/2018 02:23:21.046666,6.66,28.0,75.0
05/01/2018 02:26:01.086666,6.1,28.0,75.0
05/01/2018 02:28:41.193333,5.83,28.0,75.0
05/01/2018 02:32:41.216666,6.38,29.0,75.0
05/01/2018 02:35:21.286666,4.88,29.0,75.0
05/01/2018 02:38:01.133333,5.8,29.0,74.0
05/01/2018 02:40:41.433333,5.93,29.0,74.0
05/01/2018 02:44:41.043333,5.05,30.0,74.0
05/01/2018 02:47:21.176666,5.02,31.0,74.0
05/01/2018 02:50:01.056666,5.48,31.0,73.0
05/01/2018 02:52:41.153333,5.46,32.0,73.0
05/01/2018 02:55:21.033333,5.63,32.0,73.0
05/01/2018 02:58:01.090000,5.18,32.0,73.0
05/01/2018 03:00:41.026666,5.71,32.0,73.0
05/01/2018 03:04:41.036666,4.41,32.0,73.0
05/01/2018 03:07:21.023333,5.1,32.0,72.0
05/01/2018 03:10:01.146666,4.88,32.0,72.0
05/01/2018 03:14:01.066666,5.45,32.0,72.0
05/01/2018 03:16:41.070000,5.4,32.0,72.0
05/01/2018 03:19:21.173333,5.57,32.0,72.0
05/01/2018 03:22:01.060000,5.19,32.0,72.0
05/01/2018 03:26:01.560000,5.67,32.0,72.0
05/01/2018 03:28:41.420000,5.93,32.0,72.0
05/01/2018 03:31:21.060000,5.32,32.0,72.0
05/01/2018 03:34:01.100000,5.75,33.0,72.0
05/01/2018 03:38:01.143333,5.17,33.0,72.0
05/01/2018 03:40:41.103333,6.5,33.0,72.0
05/01/2018 03:43:21.093333,6.9,33.0,72.0
05/01/2018 03:46:01.083333,5.49,33.0,71.0
05/01/2018 03:50:01.076666,5.68,33.0,71.0
05/01/2018 03:52:41.120000,5.29,33.0,71.0
05/01/2018 03:55:21.170000,5.22,33.0,71.0
05/01/2018 03:58:01.113333,4.93,33.0,71.0
05/01/2018 04:02:01.120000,4.75,34.0,71.0
05/01/2018 04:04:41.093333,4.86,34.0,71.0
05/01/2018 04:07:21.136666,4.78,34.0,71.0
05/01/2018 04:11:21.100000,4.95,34.0,71.0
05/01/2018 04:14:01.103333,5.34,34.0,71.0
05/01/2018 04:16:41.110000,5.54,34.0,71.0
05/01/2018 04:19:21.150000,5.61,34.0,71.0
05/01/2018 04:23:21.173333,4.67,35.0,71.0
05/01/2018 04:26:01.120000,5.63,35.0,71.0
05/01/2018 04:28:41.120000,5.4,35.0,71.0
05/01/2018 04:31:21.206666,5.66,35.0,71.0
05/01/2018 04:35:21.153333,5.5,35.0,71.0
05/01/2018 04:38:01.763333,5.83,35.0,71.0
05/01/2018 04:40:41.133333,6.17,35.0,71.0
05/01/2018 04:43:21.780000,5.67,35.0,70.0
05/01/2018 04:47:21.250000,5.83,35.0,70.0
05/01/2018 04:50:01.136666,4.68,35.0,70.0
05/01/2018 04:52:41.160000,5.38,35.0,70.0
05/01/2018 04:55:21.166666,4.68,35.0,70.0
05/01/2018 04:59:21.203333,5.05,35.0,70.0
05/01/2018 05:02:01.166666,5.4,35.0,70.0
05/01/2018 05:04:41.256666,5.5,35.0,70.0
05/01/2018 05:08:41.253333,5.65,35.0,70.0
05/01/2018 05:11:21.233333,5.63,35.0,70.0
05/01/2018 05:14:02.180000,5.29,35.0,70.0
05/01/2018 05:16:41.236666,4.57,36.0,70.0
05/01/2018 05:20:41.186666,5.51,36.0,70.0
05/01/2018 05:23:21.243333,5.07,36.0,69.0
05/01/2018 05:26:01.186666,4.55,36.0,69.0
05/01/2018 05:28:42.053333,5.0,36.0,69.0
