InstrumentName, Chatfield Park,
StartTime, 2018-05-01 00:00:00,
EndTime, 2018-05-31 23:59:59,
Date,O3,PM2.5
05/01/2018 00:00:00.000000,66.0,16.5
05/01/2018 01:00:00.000000,63.0,13.7
05/01/2018 02:00:00.000000,57.0,11.3
05/01/2018 03:00:00.000000,53.0,9.3
05/01/2018 04:00:00.000000,50.0,8.0
05/01/2018 05:00:00.000000,44.0,7.3
05/01/2018 06:00:00.000000,40.0,7.1
05/01/2018 07:00:00.000000,30.0,6.9
05/01/2018 08:00:00.000000,35.0,6.9
05/01/2018 09:00:00.000000,34.0,7.4
05/01/2018 10:00:00.000000,34.0,7.2
05/01/2018 11:00:00.000000,34.0,7.2
05/01/2018 12:00:00.000000,37.0,8.0
05/01/2018 13:00:00.000000,39.0,7.8
05/01/2018 14:00:00.000000,40.0,7.5
05/01/2018 15:00:00.000000,41.0,7.2
05/01/2018 16:00:00.000000,46.0,6.6
05/01/2018 17:00:00.000000,50.0,6.5
05/01/2018 18:00:00.000000,55.0,7.0
05/01/2018 19:00:00.000000,57.0,7.4
05/01/2018 20:00:00.000000,59.0,8.0
05/01/2018 21:00:00.000000,59.0,8.7
05/01/2018 22:00:00.000000,58.0,10.5
05/01/2018 23:00:00.000000,58.0,10.9
05/02/2018 00:00:00.000000,58.0,10.2
05/02/2018 01:00:00.000000,54.0,8.7
05/02/2018 02:00:00.000000,49.0,6.3
05/02/2018 03:00:00.000000,47.0,4.9
05/02/2018 04:00:00.000000,44.0,5.0
05/02/2018 05:00:00.000000,43.0,3.8
05/02/2018 06:00:00.000000,42.0,3.0
05/02/2018 07:00:00.000000,43.0,2.8
05/02/2018 08:00:00.000000,42.0,2.4
05/02/2018 09:00:00.000000,41.0,2.3
05/02/2018 10:00:00.000000,37.0,2.6
05/02/2018 11:00:00.000000,33.0,3.0
05/02/2018 12:00:00.000000,30.0,3.7
05/02/2018 13:00:00.000000,25.0,3.8
05/02/2018 14:00:00.000000,28.0,4.0
05/02/2018 15:00:00.000000,30.0,4.5
05/02/2018 16:00:00.000000,32.0,5.5
05/02/2018 17:00:00.000000,34.0,7.2
05/02/2018 18:00:00.000000,35.0,8.0
05/02/2018 19:00:00.000000,37.0,8.7
05/02/2018 20:00:00.000000,37.0,9.1
05/02/2018 21:00:00.000000,36.0,9.3
05/02/2018 22:00:00.000000,36.0,9.1
05/02/2018 23:00:00.000000,35.0,8.6
05/03/2018 00:00:00.000000,35.0,7.5
05/03/2018 01:00:00.000000,33.0,6.5
05/03/2018 02:00:00.000000,32.0,7.1
05/03/2018 03:00:00.000000,31.0,7.9
05/03/2018 04:00:00.000000,31.0,7.8
05/03/2018 05:00:00.000000,32.0,6.0
05/03/2018 06:00:00.000000,33.0,4.4
05/03/2018 07:00:00.000000,35.0,3.0
05/03/2018 08:00:00.000000,38.0,1.7
05/03/2018 09:00:00.000000,40.0,1.2
05/03/2018 10:00:00.000000,41.0,1.0
05/03/2018 11:00:00.000000,42.0,1.1
05/03/2018 12:00:00.000000,42.0,0.9
05/03/2018 13:00:00.000000,42.0,0.8
05/03/2018 14:00:00.000000,40.0,0.8
05/03/2018 15:00:00.000000,39.0,0.9
05/03/2018 16:00:00.000000,38.0,0.8
05/03/2018 17:00:00.000000,38.0,0.8
05/03/2018 18:00:00.000000,38.0,0.7
05/03/2018 19:00:00.000000,39.0,0.7
05/03/2018 20:00:00.000000,41.0,0.8
05/03/2018 21:00:00.000000,41.0,1.2
05/03/2018 22:00:00.000000,42.0,1.8
05/03/2018 23:00:00.000000,41.0,2.5
05/04/2018 00:00:00.000000,42.0,2.6
05/04/2018 01:00:00.000000,40.0,2.7
05/04/2018 02:00:00.000000,40.0,2.8
05/04/2018 03:00:00.000000,39.0,3.0
05/04/2018 04:00:00.000000,36.0,3.1
05/04/2018 05:00:00.000000,35.0,3.1
05/04/2018 06:00:00.000000,34.0,3.1
05/04/2018 07:00:00.000000,33.0,2.9
05/04/2018 08:00:00.000000,31.0,2.6
05/04/2018 09:00:00.000000,29.0,2.9
05/04/2018 10:00:00.000000,28.0,3.1
05/04/2018 11:00:00.000000,26.0,3.1
05/04/2018 12:00:00.000000,26.0,3.1
05/04/2018 13:00:00.000000,25.0,3.1
05/04/2018 14:00:00.000000,24.0,3.1
05/04/2018 15:00:00.000000,30.0,3.2
05/04/2018 16:00:00.000000,36.0,3.4
05/04/2018 17:00:00.000000,48.0,3.9
05/04/2018 18:00:00.000000,53.0,4.4
05/04/2018 19:00:00.000000,53.0,4.8
05/04/2018 20:00:00.000000,57.0,5.1
05/04/2018 21:00:00.000000,60.0,5.6
05/04/2018 22:00:00.000000,62.0,6.1
05/04/2018 23:00:00.000000,63.0,6.5
05/05/2018 00:00:00.000000,63.0,6.7
05/05/2018 01:00:00.000000,61.0,7.0
05/05/2018 02:00:00.000000,57.0,8.1
05/05/2018 03:00:00.000000,52.0,7.6
05/05/2018 04:00:00.000000,45.0,7.4
05/05/2018 05:00:00.000000,43.0,7.3
05/05/2018 06:00:00.000000,41.0,7.3
05/05/2018 07:00:00.000000,40.0,
05/05/2018 08:00:00.000000,39.0,
05/05/2018 09:00:00.000000,39.0,
05/05/2018 10:00:00.000000,39.0,
05/05/2018 11:00:00.000000,39.0,
05/05/2018 12:00:00.000000,38.0,
05/05/2018 13:00:00.000000,38.0,
05/05/2018 14:00:00.000000,39.0,
05/05/2018 15:00:00.000000,42.0,
05/05/2018 16:00:00.000000,44.0,
05/05/2018 17:00:00.000000,48.0,
05/05/2018 18:00:00.000000,52.0,
05/05/2018 19:00:00.000000,56.0,
05/05/2018 20:00:00.000000,60.0,
05/05/2018 21:00:00.000000,61.0,
05/05/2018 22:00:00.000000,61.0,
05/05/2018 23:00:00.000000,61.0,
05/06/2018 00:00:00.000000,61.0,
05/06/2018 01:00:00.000000,58.0,
05/06/2018 02:00:00.000000,55.0,
05/06/2018 03:00:00.000000,51.0,
05/06/2018 04:00:00.000000,46.0,
05/06/2018 05:00:00.000000,38.0,
05/06/2018 06:00:00.000000,36.0,
05/06/2018 07:00:00.000000,35.0,
05/06/2018 08:00:00.000000,34.0,
05/06/2018 09:00:00.000000,33.0,
05/06/2018 10:00:00.000000,34.0,
05/06/2018 11:00:00.000000,33.0,
05/06/2018 12:00:00.000000,33.0,
