InstrumentName, Melody-Catalpa B,,
StartTime, 2018-05-01 00:00:00,,
EndTime, 2018-05-31 23:59:59,,
Date,PM2.5,humidity,temp_f
05/01/2018 00:02:10.596666,17.98,19.0,77.0
05/01/2018 00:04:50.570000,18.79,20.0,76.0
05/01/2018 00:07:30.643333,17.93,21.0,76.0
05/01/2018 00:11:30.646666,17.52,20.0,76.0
05/01/2018 00:14:10.716666,17.79,20.0,76.0
05/01/2018 00:16:50.566666,18.16,22.0,75.0
05/01/2018 00:19:30.576666,18.0,21.0,76.0
05/01/2018 00:23:30.566666,16.8,21.0,75.0
05/01/2018 00:26:10.576666,17.11,21.0,75.0
05/01/2018 00:28:50.583333,19.22,21.0,75.0
05/01/2018 00:31:30.586666,17.11,21.0,75.0
05/01/2018 00:35:30.650000,16.6,21.0,75.0
05/01/2018 00:38:10.626666,18.26,21.0,75.0
05/01/2018 00:40:50.643333,17.12,23.0,75.0
05/01/2018 00:43:30.686666,14.67,24.0,74.0
05/01/2018 00:47:30.616666,14.02,24.0,74.0
05/01/2018 00:50:10.596666,13.35,24.0,74.0
05/01/2018 00:52:50.676666,13.64,25.0,74.0
05/01/2018 00:55:30.686666,13.07,25.0,74.0
05/01/2018 00:59:30.580000,12.89,25.0,74.0
05/01/2018 01:02:10.640000,12.91,25.0,74.0
05/01/2018 01:04:50.583333,13.59,25.0,74.0
05/01/2018 01:07:30.580000,12.26,25.0,73.0
05/01/2018 01:11:30.686666,13.16,25.0,73.0
05/01/2018 01:14:10.573333,13.14,25.0,73.0
05/01/2018 01:16:50.570000,11.16,26.0,73.0
05/01/2018 01:19:30.596666,9.26,27.0,72.0
05/01/2018 01:22:29.306666,9.91,27.0,72.0
05/01/2018 01:26:29.403333,9.33,28.0,72.0
05/01/2018 01:29:09.303333,8.74,29.0,71.0
05/01/2018 01:31:49.333333,8.49,29.0,71.0
05/01/2018 01:34:29.426666,7.83,30.0,70.0
05/01/2018 01:38:29.323333,7.36,30.0,70.0
05/01/2018 01:41:09.350000,7.37,31.0,69.0
05/01/2018 01:43:49.330000,8.24,32.0,69.0
05/01/2018 01:46:29.360000,7.19,32.0,69.0
05/01/2018 01:50:29.303333,7.41,32.0,68.0
05/01/2018 01:53:09.293333,7.74,32.0,68.0
05/01/2018 01:55:49.306666,7.26,32.0,68.0
05/01/2018 01:58:29.313333,8.67,32.0,68.0
05/01/2018 02:02:29.836666,7.51,33.0,67.0
05/01/2018 02:05:09.936666,8.09,33.0,67.0
05/01/2018 02:07:49.313333,7.29,33.0,67.0
05/01/2018 02:10:29.300000,8.14,33.0,66.0
05/01/2018 02:14:29.343333,9.33,34.0,66.0
05/01/2018 02:17:09.306666,8.63,34.0,66.0
05/01/2018 02:19:49.463333,8.39,34.0,66.0
05/01/2018 02:22:29.303333,10.49,34.0,66.0
05/01/2018 02:26:29.323333,10.69,34.0,66.0
05/01/2018 02:29:09.313333,10.1,34.0,65.0
05/01/2018 02:31:49.300000,9.45,35.0,65.0
05/01/2018 02:34:29.433333,9.21,35.0,65.0
05/01/2018 02:38:29.356666,8.77,36.0,65.0
05/01/2018 02:41:09.323333,8.42,36.0,65.0
05/01/2018 02:43:49.300000,9.25,36.0,65.0
05/01/2018 02:47:45.066666,8.07,35.0,66.0
05/01/2018 02:50:25.036666,7.74,36.0,66.0
05/01/2018 02:53:05.033333,8.68,36.0,66.0
05/01/2018 02:55:45.046666,8.93,37.0,66.0
05/01/2018 02:59:45.040000,8.12,37.0,65.0
05/01/2018 03:02:25.030000,8.79,37.0,65.0
05/01/2018 03:05:05.036666,8.44,38.0,65.0
05/01/2018 03:07:45.033333,7.58,38.0,65.0
05/01/2018 03:11:45.163333,7.49,38.0,64.0
05/01/2018 03:14:25.060000,6.72,38.0,64.0
05/01/2018 03:17:05.040000,7.86,39.0,64.0
05/01/2018 03:19:45.033333,7.23,39.0,64.0
05/01/2018 03:23:45.103333,6.82,40.0,63.0
05/01/2018 03:26:25.113333,7.49,40.0,63.0
05/01/2018 03:29:05.030000,8.38,40.0,63.0
05/01/2018 03:31:45.090000,7.88,40.0,63.0
05/01/2018 03:35:45.126666,7.58,41.0,63.0
05/01/2018 03:38:25.046666,7.86,42.0,62.0
05/01/2018 03:41:05.056666,7.14,42.0,62.0
05/01/2018 03:43:45.616666,7.65,42.0,62.0
05/01/2018 03:47:45.126666,8.91,43.0,61.0
05/01/2018 03:50:25.060000,9.64,43.0,61.0
05/01/2018 03:53:05.053333,8.79,43.0,61.0
05/01/2018 03:55:45.040000,9.21,44.0,61.0
05/01/2018 03:59:45.036666,8.68,44.0,61.0
05/01/2018 04:02:25.116666,7.73,44.0,60.0
05/01/2018 04:05:05.056666,7.44,45.0,60.0
05/01/2018 04:07:45.060000,7.95,45.0,60.0
05/01/2018 04:11:45.083333,8.4,45.0,60.0
05/01/2018 04:14:25.216666,7.98,46.0,60.0
05/01/2018 04:17:05.040000,6.91,46.0,60.0
05/01/2018 04:19:45.046666,7.91,46.0,60.0
05/01/2018 04:23:45.033333,8.12,46.0,60.0
05/01/2018 04:26:25.070000,8.69,46.0,59.0
05/01/2018 04:29:05.050000,8.21,46.0,59.0
05/01/2018 04:31:45.046666,8.86,47.0,59.0
05/01/2018 04:35:45.043333,8.48,47.0,59.0
05/01/2018 04:38:25.103333,9.02,47.0,59.0
05/01/2018 04:41:08.886666,8.23,47.0,59.0
05/01/2018 04:43:48.813333,8.07,47.0,59.0
05/01/2018 04:46:28.810000,7.47,48.0,59.0
05/01/2018 04:50:28.796666,7.86,48.0,59.0
05/01/2018 04:53:08.860000,6.95,48.0,59.0
05/01/2018 04:55:48.796666,8.65,48.0,58.0
05/01/2018 04:58:28.836666,8.31,48.0,58.0
05/01/2018 05:02:28.796666,7.95,49.0,58.0
05/01/2018 05:05:09.143333,7.63,49.0,58.0
05/01/2018 05:07:48.856666,7.73,49.0,58.0
05/01/2018 05:10:28.793333,8.14,48.0,58.0
05/01/2018 05:14:28.800000,8.6,48.0,58.0
05/01/2018 05:17:08.890000,8.14,49.0,58.0
05/01/2018 05:19:48.836666,8.25,49.0,58.0
05/01/2018 05:22:28.820000,8.9,49.0,58.0
05/01/2018 05:26:28.810000,8.14,49.0,59.0
05/01/2018 05:29:08.936666,8.74,50.0,59.0
