InstrumentName, APCD B,,
StartTime, 2018-05-01 00:00:00,,
EndTime, 2018-05-31 23:59:59,,
Date,PM2.5,humidity,temp_f
05/01/2018 00:01:52.193333,9.05,21.0,75.0
05/01/2018 00:04:32.180000,8.03,23.0,75.0
05/01/2018 00:08:31.806666,7.97,24.0,73.0
05/01/2018 00:11:11.610000,9.17,25.0,73.0
05/01/2018 00:13:51.650000,8.73,25.0,73.0
05/01/2018 00:16:32.090000,8.9,25.0,73.0
05/01/2018 00:20:31.516666,8.75,25.0,72.0
05/01/2018 00:23:11.853333,8.4,25.0,72.0
05/01/2018 00:25:51.506666,8.23,25.0,72.0
05/01/2018 00:28:31.983333,8.88,25.0,72.0
05/01/2018 00:32:31.853333,7.9,26.0,72.0
05/01/2018 00:35:11.840000,8.8,26.0,72.0
05/01/2018 00:37:51.850000,8.32,26.0,72.0
05/01/2018 00:40:31.706666,8.3,27.0,71.0
05/01/2018 00:44:35.506666,7.78,27.0,71.0
05/01/2018 00:47:11.916666,8.2,27.0,71.0
05/01/2018 00:49:54.770000,9.5,27.0,71.0
05/01/2018 00:52:31.943333,8.58,28.0,71.0
05/01/2018 00:56:31.803333,8.45,28.0,71.0
05/01/2018 00:59:13.706666,9.37,28.0,71.0
05/01/2018 01:01:51.626666,8.63,28.0,71.0
05/01/2018 01:04:33.336666,9.73,28.0,71.0
05/01/2018 01:08:31.796666,14.79,29.0,70.0
05/01/2018 01:11:11.566666,7.03,28.0,71.0
05/01/2018 01:13:51.513333,7.9,28.0,71.0
05/01/2018 01:16:31.856666,7.83,28.0,71.0
05/01/2018 01:20:31.663333,44.85,29.0,70.0
05/01/2018 01:23:11.560000,9.35,30.0,70.0
05/01/2018 01:25:51.710000,8.9,30.0,70.0
05/01/2018 01:28:31.560000,8.13,30.0,70.0
05/01/2018 01:32:31.836666,8.43,31.0,69.0
05/01/2018 01:35:11.536666,7.05,31.0,69.0
05/01/2018 01:37:51.620000,6.49,32.0,69.0
05/01/2018 01:40:31.623333,6.67,32.0,68.0
05/01/2018 01:44:31.696666,6.98,33.0,68.0
05/01/2018 01:47:12.616666,7.07,34.0,67.0
05/01/2018 01:49:52.003333,6.95,34.0,67.0
05/01/2018 01:52:31.510000,6.85,34.0,67.0
05/01/2018 01:56:31.513333,7.8,34.0,67.0
05/01/2018 01:59:11.620000,6.76,34.0,67.0
05/01/2018 02:01:51.550000,7.12,34.0,67.0
05/01/2018 02:04:31.606666,7.07,35.0,67.0
05/01/2018 02:08:31.640000,6.12,36.0,66.0
05/01/2018 02:11:11.813333,7.33,37.0,66.0
05/01/2018 02:13:51.586666,7.37,37.0,65.0
05/01/2018 02:16:31.756666,5.8,37.0,65.0
05/01/2018 02:20:31.603333,5.6,38.0,65.0
05/01/2018 02:23:11.553333,6.76,38.0,65.0
05/01/2018 02:25:51.886666,6.05,38.0,65.0
05/01/2018 02:28:31.596666,6.6,39.0,65.0
05/01/2018 02:32:31.580000,5.61,39.0,65.0
05/01/2018 02:35:11.596666,6.13,40.0,65.0
05/01/2018 02:37:51.566666,5.17,41.0,64.0
05/01/2018 02:40:31.833333,5.22,41.0,64.0
05/01/2018 02:44:31.566666,5.05,42.0,64.0
05/01/2018 02:47:11.623333,5.12,42.0,64.0
05/01/2018 02:49:51.653333,5.72,42.0,64.0
05/01/2018 02:52:31.610000,4.33,43.0,63.0
05/01/2018 02:56:31.570000,5.17,43.0,63.0
05/01/2018 02:59:11.640000,5.59,43.0,63.0
05/01/2018 03:01:51.650000,5.76,43.0,63.0
05/01/2018 03:04:31.700000,5.4,43.0,63.0
05/01/2018 03:08:31.616666,6.15,43.0,63.0
05/01/2018 03:11:11.660000,5.79,43.0,63.0
05/01/2018 03:13:51.610000,5.48,42.0,63.0
05/01/2018 03:16:31.813333,5.41,42.0,63.0
05/01/2018 03:20:31.703333,5.76,42.0,63.0
05/01/2018 03:23:11.646666,6.0,42.0,63.0
05/01/2018 03:25:51.850000,5.49,43.0,63.0
05/01/2018 03:28:31.690000,5.39,43.0,63.0
05/01/2018 03:32:31.743333,6.05,43.0,63.0
05/01/2018 03:35:11.613333,5.47,44.0,62.0
05/01/2018 03:37:51.690000,4.95,44.0,62.0
05/01/2018 03:40:31.843333,4.07,44.0,62.0
05/01/2018 03:44:31.966666,5.05,45.0,62.0
05/01/2018 03:47:11.713333,5.71,45.0,62.0
05/01/2018 03:49:51.900000,4.93,45.0,62.0
05/01/2018 03:52:31.776666,5.54,45.0,62.0
05/01/2018 03:56:32.053333,5.27,46.0,62.0
05/01/2018 03:59:11.666666,4.05,46.0,62.0
05/01/2018 04:01:51.656666,4.62,46.0,62.0
05/01/2018 04:04:31.826666,5.29,46.0,62.0
05/01/2018 04:08:31.620000,5.14,46.0,62.0
05/01/2018 04:11:11.870000,6.12,46.0,61.0
05/01/2018 04:13:51.613333,5.69,46.0,61.0
05/01/2018 04:16:32.013333,6.03,46.0,61.0
05/01/2018 04:20:31.750000,6.16,47.0,61.0
05/01/2018 04:23:11.720000,6.1,47.0,61.0
05/01/2018 04:25:51.706666,5.57,47.0,61.0
05/01/2018 04:28:31.886666,5.53,47.0,61.0
05/01/2018 04:32:31.816666,5.15,47.0,61.0
05/01/2018 04:35:11.746666,5.64,48.0,60.0
05/01/2018 04:37:51.673333,5.4,48.0,60.0
05/01/2018 04:40:32.393333,6.07,48.0,60.0
05/01/2018 04:44:31.676666,5.17,48.0,60.0
05/01/2018 04:47:11.736666,4.63,48.0,60.0
05/01/2018 04:49:51.700000,4.93,48.0,60.0
05/01/2018 04:52:31.770000,5.61,48.0,60.0
05/01/2018 04:56:31.736666,4.44,48.0,60.0
05/01/2018 04:59:11.670000,5.17,48.0,60.0
05/01/2018 05:01:51.743333,4.88,49.0,60.0
05/01/2018 05:04:31.820000,4.95,48.0,60.0
05/01/2018 05:08:31.703333,5.69,49.0,60.0
05/01/2018 05:11:11.976666,5.44,48.0,61.0
05/01/2018 05:14:06.860000,4.74,48.0,61.0
05/01/2018 05:16:32.116666,4.81,48.0,61.0
05/01/2018 05:20:31.666666,4.62,48.0,60.0
05/01/2018 05:23:11.753333,6.97,48.0,60.0
05/01/2018 05:25:51.666666,6.5,49.0,60.0
05/01/2018 05:28:31.720000,4.98,49.0,60.0
