InstrumentName, La Casa NCORE,,,,
StartTime, 2018-05-01 00:00:00,,,,
EndTime, 2018-05-31 23:59:59,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 Total Atmospheric
05/01/2018 00:00:00.000000,0.170711,10.252613,0.050933,16.353312,10.325
05/01/2018 00:01:00.000000,0.212784,13.578651,0.049233,23.111353,10.325
05/01/2018 00:02:00.000000,0.18426,11.299954,0.051867,27.138564,8.625
05/01/2018 00:03:00.000000,0.156271,8.36101,0.05375,21.611164,9.675
05/01/2018 00:04:00.000000,0.162645,7.313488,0.053333,28.064685,9.375
05/01/2018 00:05:00.000000,0.164937,8.889783,0.0519,26.482691,8.85
05/01/2018 00:06:00.000000,0.145918,8.231248,0.0522,25.528525,10.95
05/01/2018 00:07:00.000000,0.146844,6.706028,0.052917,22.416864,7.9
05/01/2018 00:08:00.000000,0.145538,6.916195,0.052767,38.486492,8.125
05/01/2018 00:09:00.000000,0.150404,6.239412,0.05345,37.805654,8.5
05/01/2018 00:10:00.000000,0.168024,6.777233,0.052167,44.027431,10.6
05/01/2018 00:11:00.000000,0.185208,7.979959,0.050083,42.643892,11.325
05/01/2018 00:12:00.000000,0.187127,10.079142,0.048567,24.249579,10.875
05/01/2018 00:13:00.000000,0.180288,9.611794,0.051133,27.437747,9.9
05/01/2018 00:14:00.000000,0.159528,6.661363,0.054317,16.690857,7.2
05/01/2018 00:15:00.000000,0.151644,5.853123,0.054483,27.167556,9.4
05/01/2018 00:16:00.000000,0.165986,5.872009,0.054333,31.574181,8.15
05/01/2018 00:17:00.000000,0.164274,6.093159,0.05455,34.795553,9.175
05/01/2018 00:18:00.000000,0.154421,6.337279,0.054517,49.912807,9.425
05/01/2018 00:19:00.000000,0.143582,6.349315,0.053983,27.429869,7.925
05/01/2018 00:20:00.000000,0.156164,7.854719,0.05215,24.059096,8.35
05/01/2018 00:21:00.000000,0.177248,11.433544,0.048333,11.777624,7.65
05/01/2018 00:22:00.000000,0.176146,14.21714,0.0491,17.36668,8.125
05/01/2018 00:23:00.000000,0.135945,14.004614,0.0524,31.628888,8.875
05/01/2018 00:24:00.000000,0.145181,13.872187,0.05,38.97326,8.1
05/01/2018 00:25:00.000000,0.149434,13.575372,0.048,21.778666,8.225
05/01/2018 00:26:00.000000,0.1622,9.412122,0.05205,23.758759,9.825
05/01/2018 00:27:00.000000,0.153273,6.468952,0.053833,32.612061,10.425
05/01/2018 00:28:00.000000,0.15273,6.96646,0.051717,47.711044,9.425
05/01/2018 00:29:00.000000,0.157606,9.489126,0.04925,26.603976,10.275
05/01/2018 00:30:00.000000,0.173521,11.487904,0.04975,27.423968,11.6
05/01/2018 00:31:00.000000,0.156698,10.088002,0.050633,42.626718,10.35
05/01/2018 00:32:00.000000,0.175127,11.247432,0.049883,26.738267,8.025
05/01/2018 00:33:00.000000,0.189035,12.239415,0.048583,20.493853,9.425
05/01/2018 00:34:00.000000,0.218554,11.86912,0.047633,24.250051,8.95
05/01/2018 00:35:00.000000,0.180848,11.443059,0.04825,34.71057,9.425
05/01/2018 00:36:00.000000,0.159929,10.133444,0.0506,32.866607,9.725
05/01/2018 00:37:00.000000,0.141968,8.121693,0.05195,21.456404,8.15
05/01/2018 00:38:00.000000,0.148161,6.409535,0.05175,21.987189,9.95
05/01/2018 00:39:00.000000,0.157881,7.768304,0.0501,30.791217,11.4
05/01/2018 00:40:00.000000,0.178114,9.145577,0.05015,23.222966,10.975
05/01/2018 00:41:00.000000,0.157288,6.813648,0.052533,24.905594,9.0
05/01/2018 00:42:00.000000,0.160386,5.504833,0.05385,23.575519,9.025
05/01/2018 00:43:00.000000,0.151128,5.579157,0.05255,31.673362,7.575
05/01/2018 00:44:00.000000,0.162698,6.534816,0.051117,27.298463,8.8
05/01/2018 00:45:00.000000,0.170173,7.199917,0.051517,37.278072,9.775
05/01/2018 00:46:00.000000,0.176437,7.242416,0.050833,22.951976,8.95
05/01/2018 00:47:00.000000,0.180742,9.293646,0.048167,22.808783,8.225
05/01/2018 00:48:00.000000,0.187841,11.722152,0.046,28.783417,7.725
05/01/2018 00:49:00.000000,0.171607,14.406563,0.04385,35.927351,9.05
05/01/2018 00:50:00.000000,0.182355,13.891507,0.045617,49.633685,9.472727
05/01/2018 00:51:00.000000,0.183646,11.425412,0.048,35.926628,7.675
05/01/2018 00:52:00.000000,0.161514,9.514046,0.048717,37.741843,8.4
05/01/2018 00:53:00.000000,0.17248,8.474644,0.049617,37.528015,11.0
05/01/2018 00:54:00.000000,0.153692,7.931929,0.050783,24.900649,8.775
05/01/2018 00:55:00.000000,0.155269,7.437311,0.05045,51.777828,8.6
05/01/2018 00:56:00.000000,0.149048,9.047215,0.048417,38.362607,9.663636
05/01/2018 00:57:00.000000,0.156398,12.818251,0.045083,27.349583,10.325
05/01/2018 00:58:00.000000,0.173212,14.225991,0.045417,26.023006,8.675
05/01/2018 00:59:00.000000,0.217757,10.872767,0.047,30.12218,9.075
05/01/2018 01:00:00.000000,0.188655,11.51566,0.046617,25.371213,9.025
05/01/2018 01:01:00.000000,0.179418,9.717498,0.048317,24.099316,7.65
05/01/2018 01:02:00.000000,0.1646,8.551313,0.047533,44.306107,9.166667
05/01/2018 01:03:00.000000,0.169873,14.7097,0.043583,38.109174,10.775
05/01/2018 01:04:00.000000,0.165719,16.447897,0.0397,42.186136,18.625
05/01/2018 01:05:00.000000,0.176947,32.640438,0.032217,76.136681,40.525
05/01/2018 01:06:00.000000,0.174015,28.972668,0.034383,28.51727,15.383333
05/01/2018 01:07:00.000000,0.18446,23.348256,0.036883,23.641613,13.233333
05/01/2018 01:08:00.000000,0.19004,22.509239,0.03645,31.862559,16.533333
05/01/2018 01:09:00.000000,0.189886,24.859431,0.035933,28.420609,10.033333
05/01/2018 01:10:00.000000,0.179522,23.060558,0.041433,33.062372,11.116667
05/01/2018 01:11:00.000000,0.181436,12.546769,0.047133,36.380884,8.65
05/01/2018 01:12:00.000000,0.177439,9.545319,0.048983,20.349053,10.083333
05/01/2018 01:13:00.000000,0.146707,6.687222,0.050567,11.855226,7.125
05/01/2018 01:14:00.000000,0.152349,9.356091,0.0454,26.068593,10.425
05/01/2018 01:15:00.000000,0.155507,23.139872,0.034317,23.648425,10.225
