InstrumentName, Swansea (DEH),,
05/01/2018 05:34:33.250000,4.86,52.0,59.0
05/01/2018 05:37:13.400000,4.85,52.0,59.0
05/01/2018 05:39:53.006666,6.37,53.0,59.0
05/01/2018 05:43:52.946666,6.29,54.0,59.0
05/01/2018 05:46:33.356666,5.41,54.0,58.0
05/01/2018 05:49:13.280000,5.84,53.0,59.0
05/01/2018 05:51:53.233333,5.86,53.0,59.0
05/01/2018 05:55:53.276666,5.55,53.0,59.0
05/01/2018 05:58:33.443333,6.28,54.0,59.0
05/01/2018 06:01:13.356666,5.0,54.0,58.0
05/01/2018 06:03:53.636666,5.25,53.0,59.0
05/01/2018 06:07:53.163333,6.37,52.0,59.0
05/01/2018 06:10:33.000000,6.51,52.0,59.0
05/01/2018 06:13:13.040000,6.97,52.0,58.0
05/01/2018 06:17:13.256666,5.32,52.0,59.0
05/01/2018 06:19:53.013333,5.67,52.0,59.0
05/01/2018 06:22:33.786666,7.18,52.0,59.0
05/01/2018 06:25:13.300000,7.1,52.0,59.0
05/01/2018 06:27:53.500000,6.95,52.0,59.0
05/01/2018 06:31:53.343333,7.21,51.0,59.0
05/01/2018 06:34:33.693333,6.64,51.0,59.0
05/01/2018 06:37:13.740000,6.92,51.0,60.0
05/01/2018 06:40:58.826666,6.69,51.0,59.0
05/01/2018 06:43:53.146666,7.35,51.0,59.0
05/01/2018 06:46:33.330000,7.44,51.0,60.0
05/01/2018 06:49:13.716666,5.82,51.0,60.0
05/01/2018 06:53:13.810000,5.51,52.0,60.0
05/01/2018 06:55:53.006666,6.62,51.0,60.0
05/01/2018 06:58:33.653333,7.21,51.0,60.0
05/01/2018 07:01:13.076666,10.0,51.0,59.0
05/01/2018 07:05:13.180000,11.26,53.0,58.0
05/01/2018 07:07:53.090000,11.97,54.0,58.0
05/01/2018 07:10:33.046666,11.7,56.0,57.0
05/01/2018 07:13:13.030000,13.18,58.0,57.0
05/01/2018 07:17:13.136666,11.85,59.0,56.0
05/01/2018 07:19:53.096666,10.63,60.0,56.0
05/01/2018 07:22:33.076666,12.47,60.0,56.0
05/01/2018 07:26:33.396666,10.68,61.0,55.0
05/01/2018 07:29:13.350000,10.51,62.0,55.0
05/01/2018 07:31:53.706666,8.98,62.0,55.0
05/01/2018 07:34:33.280000,10.79,63.0,55.0
05/01/2018 07:38:33.350000,9.77,63.0,55.0
05/01/2018 07:41:13.500000,9.24,63.0,55.0
05/01/2018 07:43:53.433333,8.7,63.0,55.0
05/01/2018 07:46:33.090000,7.58,63.0,55.0
05/01/2018 07:50:33.800000,6.95,63.0,55.0
05/01/2018 07:53:13.533333,6.54,62.0,55.0
05/01/2018 07:55:53.540000,5.83,63.0,54.0
05/01/2018 07:58:33.210000,6.08,62.0,54.0
05/01/2018 08:02:33.156666,5.13,62.0,54.0
05/01/2018 08:05:13.803333,4.87,62.0,55.0
05/01/2018 08:07:53.533333,4.85,61.0,55.0
05/01/2018 08:10:33.760000,4.85,61.0,55.0
05/01/2018 08:14:33.320000,4.29,60.0,55.0
05/01/2018 08:15:53.386666,4.89,60.0,55.0
05/01/2018 08:19:53.240000,5.05,61.0,54.0
05/01/2018 08:22:33.480000,5.28,61.0,55.0
05/01/2018 08:25:13.110000,4.49,60.0,55.0
05/01/2018 08:27:53.410000,4.82,60.0,55.0
05/01/2018 08:31:53.406666,5.18,60.0,55.0
05/01/2018 08:34:33.273333,4.29,60.0,55.0
05/01/2018 08:37:13.706666,5.85,60.0,54.0
05/01/2018 08:39:53.220000,4.56,60.0,55.0
05/01/2018 08:43:53.423333,4.16,59.0,56.0
05/01/2018 08:46:33.180000,4.65,59.0,56.0
05/01/2018 08:49:13.683333,3.67,58.0,56.0
05/01/2018 08:51:53.440000,3.6,58.0,56.0
05/01/2018 08:55:53.676666,4.28,57.0,55.0
05/01/2018 08:58:33.323333,4.45,58.0,56.0
05/01/2018 09:01:13.843333,4.36,57.0,55.0
05/01/2018 09:05:13.270000,3.62,58.0,55.0
05/01/2018 09:07:53.396666,4.03,58.0,55.0
05/01/2018 09:10:33.696666,3.46,58.0,55.0
05/01/2018 09:13:13.453333,3.58,58.0,55.0
05/01/2018 09:17:13.410000,3.36,58.0,55.0
05/01/2018 09:19:53.436666,3.49,58.0,55.0
05/01/2018 09:22:33.416666,4.4,58.0,55.0
05/01/2018 09:25:13.336666,3.63,58.0,55.0
05/01/2018 09:29:13.803333,3.05,59.0,55.0
05/01/2018 09:31:53.380000,3.38,59.0,54.0
05/01/2018 09:34:33.183333,3.69,60.0,55.0
05/01/2018 09:37:13.413333,3.68,60.0,55.0
05/01/2018 09:41:13.433333,3.78,60.0,55.0
05/01/2018 09:43:53.186666,4.05,60.0,55.0
05/01/2018 09:46:33.553333,4.74,60.0,54.0
05/01/2018 09:49:13.303333,4.24,60.0,55.0
05/01/2018 09:53:13.546666,5.0,60.0,54.0
05/01/2018 09:55:53.670000,6.41,60.0,54.0
05/01/2018 09:58:33.420000,5.49,61.0,54.0
05/01/2018 10:01:13.613333,6.18,61.0,54.0
05/01/2018 10:05:13.296666,6.9,60.0,54.0
05/01/2018 10:07:53.333333,11.63,61.0,54.0
05/01/2018 10:10:33.696666,9.92,60.0,54.0
05/01/2018 10:14:33.406666,10.38,60.0,54.0
05/01/2018 10:17:13.476666,10.24,60.0,54.0
05/01/2018 10:19:53.523333,9.62,61.0,54.0
05/01/2018 10:22:33.386666,7.51,61.0,54.0
05/01/2018 10:26:33.526666,9.21,61.0,54.0
05/01/2018 10:29:13.553333,12.41,61.0,54.0
05/01/2018 10:31:53.303333,9.32,61.0,54.0
05/01/2018 10:34:33.393333,11.8,60.0,54.0
05/01/2018 10:38:33.643333,6.47,60.0,55.0
05/01/2018 10:41:13.903333,5.9,59.0,55.0
05/01/2018 10:43:53.380000,5.79,59.0,55.0
05/01/2018 10:46:33.546666,5.47,59.0,54.0
05/01/2018 10:50:33.413333,6.62,59.0,55.0
05/01/2018 10:53:13.270000,5.74,59.0,54.0
05/01/2018 10:55:53.466666,7.0,59.0,54.0
05/01/2018 10:58:33.510000,6.3,59.0,55.0
05/01/2018 11:01:13.816666,6.22,59.0,55.0
05/01/2018 11:03:53.426666,6.36,59.0,54.0
05/01/2018 11:07:53.940000,6.38,60.0,54.0
05/01/2018 11:10:33.240000,6.7,60.0,55.0
05/01/2018 11:13:13.366666,5.51,59.0,55.0
05/01/2018 11:15:53.566666,6.22,58.0,55.0
05/01/2018 11:19:53.426666,5.64,58.0,55.0
05/01/2018 11:22:33.596666,5.57,58.0,55.0
05/01/2018 11:25:13.526666,5.45,59.0,54.0
05/01/2018 11:27:53.930000,6.95,60.0,54.0
05/01/2018 11:31:53.356666,6.32,59.0,55.0
05/01/2018 11:34:33.486666,7.18,60.0,55.0
05/01/2018 11:37:13.346666,8.23,59.0,55.0
05/01/2018 11:39:53.310000,8.95,60.0,55.0
05/01/2018 11:43:53.606666,7.11,60.0,55.0
05/01/2018 11:46:33.533333,7.74,59.0,55.0
05/01/2018 11:49:13.496666,7.9,59.0,55.0
05/01/2018 11:51:53.476666,7.62,59.0,55.0
05/01/2018 11:55:53.276666,7.24,59.0,55.0
05/01/2018 11:58:33.833333,7.72,59.0,55.0
05/01/2018 12:01:13.403333,8.15,59.0,56.0
05/01/2018 12:05:13.640000,8.61,58.0,57.0
05/01/2018 12:07:53.626666,7.95,57.0,56.0
05/01/2018 12:10:33.960000,8.64,57.0,56.0
05/01/2018 12:13:13.350000,8.73,57.0,56.0
05/01/2018 12:17:13.396666,8.23,57.0,56.0
05/01/2018 12:19:53.343333,8.89,57.0,56.0
05/01/2018 12:22:33.786666,9.48,57.0,56.0
05/01/2018 12:25:13.520000,10.77,57.0,56.0
05/01/2018 12:29:13.576666,9.63,57.0,56.0
05/01/2018 12:31:53.553333,8.75,57.0,57.0
05/01/2018 12:34:33.456666,9.69,56.0,57.0
05/01/2018 12:37:13.533333,11.06,56.0,57.0
05/01/2018 12:41:13.480000,11.47,57.0,56.0
05/01/2018 12:43:53.733333,10.26,58.0,56.0
05/01/2018 12:46:33.823333,10.53,57.0,57.0
05/01/2018 12:50:33.526666,10.79,57.0,56.0
05/01/2018 12:53:13.573333,10.58,57.0,56.0
05/01/2018 12:55:53.626666,11.26,57.0,56.0
05/01/2018 12:58:33.643333,8.68,58.0,55.0
05/01/2018 13:02:33.356666,8.18,59.0,55.0
05/01/2018 13:05:13.343333,9.27,59.0,55.0
05/01/2018 13:07:53.593333,10.21,59.0,55.0
05/01/2018 13:10:33.416666,10.1,59.0,54.0
05/01/2018 13:14:33.743333,9.69,61.0,53.0
05/01/2018 13:17:13.550000,8.95,61.0,54.0
05/01/2018 13:19:53.676666,8.19,62.0,53.0
05/01/2018 13:22:33.476666,9.49,62.0,53.0
05/01/2018 13:26:33.506666,8.98,62.0,54.0
05/01/2018 13:29:13.413333,9.25,61.0,54.0
05/01/2018 13:31:53.406666,9.27,61.0,53.0
05/01/2018 13:34:33.650000,8.38,61.0,55.0
05/01/2018 13:37:13.480000,10.15,59.0,55.0
05/01/2018 13:39:53.613333,7.85,59.0,55.0
05/01/2018 13:43:53.636666,9.32,59.0,55.0
05/01/2018 13:46:33.430000,8.32,58.0,56.0
05/01/2018 13:49:13.423333,8.88,59.0,54.0
05/01/2018 13:51:53.476666,8.74,59.0,55.0
05/01/2018 13:55:53.563333,7.33,59.0,54.0
05/01/2018 13:58:33.536666,8.28,59.0,55.0
05/01/2018 14:01:13.623333,8.72,59.0,54.0
05/01/2018 14:03:53.396666,8.21,60.0,53.0
05/01/2018 14:07:53.393333,9.38,60.0,54.0
05/01/2018 14:10:33.476666,8.18,60.0,54.0
05/01/2018 14:13:13.463333,8.43,60.0,54.0
05/01/2018 14:15:53.416666,7.26,59.0,55.0
05/01/2018 14:19:53.466666,7.51,58.0,56.0
05/01/2018 14:22:34.216666,7.16,56.0,56.0
05/01/2018 14:25:13.753333,7.93,56.0,56.0
05/01/2018 14:27:53.513333,6.49,56.0,57.0
05/01/2018 14:31:53.696666,6.63,54.0,57.0
05/01/2018 14:34:33.923333,7.33,54.0,57.0
05/01/2018 14:37:13.696666,9.0,54.0,57.0
05/01/2018 14:41:13.603333,7.44,55.0,57.0
05/01/2018 14:43:54.016666,6.19,54.0,57.0
05/01/2018 14:46:33.700000,7.32,54.0,58.0
05/01/2018 14:49:13.966666,7.32,53.0,57.0
05/01/2018 14:53:13.993333,6.69,53.0,57.0
05/01/2018 14:55:53.943333,7.24,53.0,58.0
05/01/2018 14:58:33.696666,11.44,53.0,59.0
05/01/2018 15:01:13.610000,15.37,52.0,59.0
05/01/2018 15:05:13.633333,14.38,51.0,60.0
05/01/2018 15:07:53.703333,12.95,50.0,61.0
05/01/2018 15:10:34.283333,11.37,49.0,62.0
05/01/2018 15:13:13.476666,8.78,47.0,61.0
05/01/2018 15:17:13.786666,6.58,49.0,59.0
05/01/2018 15:19:53.466666,6.03,48.0,62.0
05/01/2018 15:22:33.593333,5.62,46.0,62.0
05/01/2018 15:25:13.740000,6.03,46.0,61.0
05/01/2018 15:29:14.013333,6.03,47.0,59.0
05/01/2018 15:31:53.716666,4.72,49.0,58.0
05/01/2018 15:34:33.916666,5.86,49.0,60.0
05/01/2018 15:38:33.500000,6.24,49.0,59.0
05/01/2018 15:41:13.706666,5.32,47.0,60.0
05/01/2018 15:43:53.623333,7.38,46.0,62.0
05/01/2018 15:46:33.746666,5.41,45.0,63.0
05/01/2018 15:50:33.876666,6.24,43.0,63.0
05/01/2018 15:53:13.686666,6.6,43.0,64.0
05/01/2018 15:55:53.580000,6.5,43.0,63.0
05/01/2018 15:58:33.933333,5.95,43.0,63.0
05/01/2018 16:02:33.686666,6.59,44.0,61.0
05/01/2018 16:05:13.613333,8.22,42.0,63.0
05/01/2018 16:07:53.856666,5.51,42.0,63.0
05/01/2018 16:10:33.506666,5.82,40.0,65.0
05/01/2018 16:14:33.803333,5.4,39.0,64.0
05/01/2018 16:17:13.600000,7.32,39.0,65.0
05/01/2018 16:19:53.636666,6.65,38.0,66.0
05/01/2018 16:22:33.793333,5.36,38.0,66.0
05/01/2018 16:25:13.873333,4.1,36.0,67.0
05/01/2018 16:27:53.700000,6.03,36.0,67.0
05/01/2018 16:31:53.960000,6.05,36.0,68.0
05/01/2018 16:34:33.716666,6.34,36.0,68.0
05/01/2018 16:37:13.630000,5.95,34.0,67.0
05/01/2018 16:39:53.486666,6.84,36.0,68.0
05/01/2018 16:43:53.603333,12.57,37.0,64.0
05/01/2018 16:46:33.706666,8.0,37.0,68.0
05/01/2018 16:49:13.503333,6.59,35.0,68.0
05/01/2018 16:51:53.883333,6.76,35.0,66.0
05/01/2018 16:55:54.150000,6.06,35.0,68.0
05/01/2018 16:58:33.576666,6.97,36.0,65.0
05/01/2018 17:01:13.623333,6.53,37.0,66.0
05/01/2018 17:03:54.143333,7.9,36.0,68.0
05/01/2018 17:07:53.890000,6.7,35.0,69.0
05/01/2018 17:10:33.613333,7.97,34.0,68.0
05/01/2018 17:13:13.706666,14.97,33.0,71.0
05/01/2018 17:17:13.616666,7.68,31.0,70.0
05/01/2018 17:19:53.856666,5.15,32.0,69.0
05/01/2018 17:22:33.796666,5.26,33.0,68.0
05/01/2018 17:25:13.753333,6.31,33.0,67.0
05/01/2018 17:29:13.773333,6.46,35.0,66.0
05/01/2018 17:31:53.726666,10.26,32.0,72.0
05/01/2018 17:34:33.776666,12.67,32.0,68.0
05/01/2018 17:37:13.606666,12.59,33.0,68.0
05/01/2018 17:41:13.636666,7.69,32.0,70.0
05/01/2018 17:43:54.433333,4.95,30.0,73.0
05/01/2018 17:46:34.256666,7.35,30.0,71.0
05/01/2018 17:49:13.760000,5.79,31.0,69.0
05/01/2018 17:53:13.740000,6.34,30.0,69.0
05/01/2018 17:55:53.690000,7.37,31.0,70.0
05/01/2018 17:58:33.846666,5.05,29.0,70.0
05/01/2018 18:01:13.673333,5.44,29.0,71.0
05/01/2018 18:05:14.330000,5.71,28.0,74.0
05/01/2018 18:07:54.786666,5.87,28.0,71.0
05/01/2018 18:10:33.996666,6.23,30.0,69.0
05/01/2018 18:13:13.743333,5.15,29.0,69.0
05/01/2018 18:17:13.703333,6.74,30.0,68.0
05/01/2018 18:19:54.156666,6.23,30.0,68.0
05/01/2018 18:22:34.416666,7.92,29.0,71.0
05/01/2018 18:26:33.873333,5.64,27.0,73.0
05/01/2018 18:29:13.776666,6.68,27.0,71.0
05/01/2018 18:31:53.933333,6.43,27.0,72.0
05/01/2018 18:34:33.860000,5.62,28.0,71.0
05/01/2018 18:38:33.776666,6.21,26.0,73.0
05/01/2018 18:41:13.786666,6.3,26.0,73.0
05/01/2018 18:43:54.320000,6.77,27.0,70.0
05/01/2018 18:46:34.416666,6.64,27.0,70.0
05/01/2018 18:50:33.793333,5.63,27.0,72.0
05/01/2018 18:53:14.250000,7.71,27.0,72.0
05/01/2018 18:55:54.100000,5.63,26.0,74.0
05/01/2018 18:58:34.050000,6.74,27.0,70.0
05/01/2018 19:02:34.053333,6.72,26.0,74.0
05/01/2018 19:05:13.683333,6.79,25.0,75.0
05/01/2018 19:07:53.640000,5.72,24.0,76.0
05/01/2018 19:10:33.966666,6.87,24.0,75.0
05/01/2018 19:14:34.190000,5.37,25.0,75.0
05/01/2018 19:17:13.710000,5.87,24.0,74.0
05/01/2018 19:18:33.956666,6.38,24.0,75.0
05/01/2018 19:22:33.876666,6.68,25.0,72.0
05/01/2018 19:25:13.893333,7.81,26.0,71.0
05/01/2018 19:27:53.696666,6.85,27.0,72.0
05/01/2018 19:31:54.090000,7.1,27.0,70.0
05/01/2018 19:34:33.983333,6.28,26.0,71.0
05/01/2018 19:37:13.836666,8.29,28.0,70.0
05/01/2018 19:39:54.210000,8.21,28.0,70.0
05/01/2018 19:43:54.020000,9.54,32.0,69.0
05/01/2018 19:46:34.166666,11.21,34.0,68.0
05/01/2018 19:49:13.736666,15.55,38.0,66.0
05/01/2018 19:51:53.960000,21.89,40.0,66.0
05/01/2018 19:55:53.896666,9.47,41.0,66.0
05/01/2018 19:58:34.133333,10.5,38.0,67.0
05/01/2018 20:01:14.563333,9.03,37.0,69.0
05/01/2018 20:03:53.996666,10.13,35.0,70.0
05/01/2018 20:07:53.773333,9.1,32.0,70.0
05/01/2018 20:10:33.936666,10.85,32.0,71.0
05/01/2018 20:13:13.976666,14.18,29.0,72.0
05/01/2018 20:17:13.870000,11.89,27.0,72.0
05/01/2018 20:19:53.780000,12.02,27.0,72.0
05/01/2018 20:22:33.933333,12.15,26.0,73.0
05/01/2018 20:25:13.746666,12.1,25.0,74.0
05/01/2018 20:29:13.963333,10.95,24.0,75.0
05/01/2018 20:31:53.940000,9.87,22.0,75.0
05/01/2018 20:34:33.893333,11.31,23.0,75.0
05/01/2018 20:37:14.463333,16.55,27.0,74.0
05/01/2018 20:41:14.073333,10.16,28.0,73.0
05/01/2018 20:43:54.220000,10.43,28.0,72.0
05/01/2018 20:46:34.576666,10.68,28.0,72.0
05/01/2018 20:49:14.166666,9.36,27.0,73.0
05/01/2018 20:53:13.986666,9.03,28.0,73.0
05/01/2018 20:55:54.096666,9.79,27.0,74.0
05/01/2018 20:58:33.803333,9.64,27.0,74.0
05/01/2018 21:02:34.000000,8.54,28.0,74.0
05/01/2018 21:05:13.823333,9.4,28.0,73.0
05/01/2018 21:07:53.750000,9.95,28.0,72.0
05/01/2018 21:10:34.066666,11.38,29.0,71.0
05/01/2018 21:14:33.990000,9.84,30.0,71.0
05/01/2018 21:17:13.830000,9.57,31.0,71.0
05/01/2018 21:19:54.100000,9.28,32.0,71.0
05/01/2018 21:22:34.233333,8.97,33.0,69.0
05/01/2018 21:26:34.116666,10.07,34.0,69.0
05/01/2018 21:29:13.983333,10.32,34.0,69.0
05/01/2018 21:31:54.056666,10.19,33.0,70.0
05/01/2018 21:34:34.103333,10.69,32.0,69.0
05/01/2018 21:38:34.123333,9.27,32.0,69.0
05/01/2018 21:41:14.320000,10.34,32.0,69.0
05/01/2018 21:43:54.030000,9.61,32.0,69.0
05/01/2018 21:46:34.010000,9.87,32.0,69.0
05/01/2018 21:50:33.956666,9.43,31.0,70.0
05/01/2018 21:51:54.103333,8.79,31.0,69.0
05/01/2018 21:55:54.136666,10.67,31.0,70.0
05/01/2018 21:58:34.160000,10.89,31.0,69.0
05/01/2018 22:01:14.000000,9.89,31.0,70.0
05/01/2018 22:05:13.866666,9.85,32.0,68.0
05/01/2018 22:07:54.320000,10.0,33.0,68.0
05/01/2018 22:10:34.226666,8.95,32.0,67.0
05/01/2018 22:13:13.956666,8.39,32.0,68.0
05/01/2018 22:15:53.836666,8.09,32.0,68.0
05/01/2018 22:19:53.990000,8.38,32.0,67.0
05/01/2018 22:22:34.216666,8.29,33.0,67.0
05/01/2018 22:25:14.206666,7.87,32.0,68.0
05/01/2018 22:27:53.906666,8.13,31.0,68.0
05/01/2018 22:31:53.806666,7.97,32.0,68.0
05/01/2018 22:34:34.020000,7.33,32.0,68.0
05/01/2018 22:37:14.126666,7.69,33.0,67.0
05/01/2018 22:39:54.513333,7.97,34.0,67.0
05/01/2018 22:43:54.036666,8.0,34.0,67.0
05/01/2018 22:46:34.173333,7.85,35.0,67.0
05/01/2018 22:49:14.170000,8.51,35.0,68.0
05/01/2018 22:53:14.446666,7.74,34.0,67.0
05/01/2018 22:55:54.146666,9.27,35.0,67.0
05/01/2018 22:58:34.256666,8.21,35.0,68.0
05/01/2018 23:01:13.946666,8.63,34.0,68.0
05/01/2018 23:05:14.086666,8.9,34.0,67.0
05/01/2018 23:07:54.226666,8.84,34.0,68.0
05/01/2018 23:10:34.336666,8.87,34.0,68.0
05/01/2018 23:13:13.913333,8.43,33.0,68.0
05/01/2018 23:17:14.113333,8.23,33.0,69.0
05/01/2018 23:19:54.096666,7.65,33.0,69.0
05/01/2018 23:22:33.990000,8.89,32.0,69.0
05/01/2018 23:25:14.203333,8.84,32.0,69.0
05/01/2018 23:29:14.076666,7.03,32.0,68.0
05/01/2018 23:31:53.930000,7.78,32.0,68.0
05/01/2018 23:34:33.943333,7.15,32.0,69.0
05/01/2018 23:37:14.246666,6.72,32.0,69.0
05/01/2018 23:41:14.553333,7.74,34.0,68.0
05/01/2018 23:43:53.926666,6.26,34.0,68.0
05/01/2018 23:46:34.070000,7.15,34.0,68.0
05/01/2018 23:50:34.123333,6.46,33.0,69.0
05/01/2018 23:53:14.343333,7.0,33.0,69.0
05/01/2018 23:55:54.110000,8.41,33.0,69.0
05/01/2018 23:58:34.116666,9.4,32.0,70.0
05/02/2018 00:02:34.360000,8.32,32.0,71.0
05/02/2018 00:05:13.996666,9.39,32.0,70.0
05/02/2018 00:07:54.233333,7.37,32.0,70.0
05/02/2018 00:10:34.586666,7.26,32.0,71.0
05/02/2018 00:14:34.580000,8.48,32.0,70.0
05/02/2018 00:17:13.910000,8.35,31.0,70.0
05/02/2018 00:19:54.273333,7.89,31.0,71.0
05/02/2018 00:22:34.110000,8.82,31.0,70.0
05/02/2018 00:26:34.223333,9.49,31.0,70.0
05/02/2018 00:29:14.183333,8.79,31.0,69.0
05/02/2018 00:31:53.953333,5.26,32.0,69.0
05/02/2018 00:34:34.296666,7.41,32.0,67.0
05/02/2018 00:37:13.966666,5.58,37.0,66.0
05/02/2018 00:42:48.840000,11.0,42.0,62.0
05/02/2018 00:46:41.926666,5.85,45.0,60.0
05/02/2018 00:49:21.956666,4.85,45.0,60.0
05/02/2018 00:52:02.103333,3.89,47.0,59.0
