InstrumentName, Melody-Catalpa,,
StartTime, 2018-05-01 00:00:00,,
EndTime, 2018-05-31 23:59:59,,
Date,PM2.5,humidity,temp_f
05/01/2018 00:01:40.623333,19.79,19.0,77.0
05/01/2018 00:05:41.460000,18.33,20.0,76.0
05/01/2018 00:08:20.583333,18.12,20.0,76.0
05/01/2018 00:11:00.656666,17.39,20.0,76.0
05/01/2018 00:13:40.616666,18.34,20.0,76.0
05/01/2018 00:17:40.616666,18.1,21.0,75.0
05/01/2018 00:20:20.680000,18.9,20.0,76.0
05/01/2018 00:23:00.606666,18.39,21.0,75.0
05/01/2018 00:25:40.603333,17.83,21.0,75.0
05/01/2018 00:29:40.586666,17.44,22.0,75.0
05/01/2018 00:32:20.610000,18.46,21.0,75.0
05/01/2018 00:35:00.656666,19.6,21.0,75.0
05/01/2018 00:37:40.596666,19.02,21.0,75.0
05/01/2018 00:41:40.646666,15.64,23.0,74.0
05/01/2018 00:44:20.616666,14.67,24.0,74.0
05/01/2018 00:47:00.913333,14.21,24.0,74.0
05/01/2018 00:49:40.600000,14.51,25.0,74.0
05/01/2018 00:53:40.593333,15.02,25.0,74.0
05/01/2018 00:56:20.700000,13.79,25.0,74.0
05/01/2018 00:59:00.666666,14.33,25.0,74.0
05/01/2018 01:01:40.646666,13.33,25.0,74.0
05/01/2018 01:05:40.656666,13.55,25.0,73.0
05/01/2018 01:08:20.600000,13.05,25.0,73.0
05/01/2018 01:11:00.686666,12.71,25.0,73.0
05/01/2018 01:13:40.596666,12.79,26.0,73.0
05/01/2018 01:17:40.603333,10.9,26.0,72.0
05/01/2018 01:20:39.300000,14.0,27.0,72.0
05/01/2018 01:23:19.323333,9.1,27.0,72.0
05/01/2018 01:25:59.330000,9.6,28.0,72.0
05/01/2018 01:28:39.446666,8.93,28.0,71.0
05/01/2018 01:32:39.336666,8.54,29.0,71.0
05/01/2018 01:35:19.316666,7.66,30.0,70.0
05/01/2018 01:37:59.326666,7.29,30.0,70.0
05/01/2018 01:40:39.426666,6.68,31.0,69.0
05/01/2018 01:44:39.443333,7.72,32.0,69.0
05/01/2018 01:47:19.326666,8.33,32.0,69.0
05/01/2018 01:49:59.330000,7.14,32.0,68.0
05/01/2018 01:52:39.363333,7.22,32.0,68.0
05/01/2018 01:56:39.326666,7.71,32.0,68.0
05/01/2018 01:59:19.330000,8.07,32.0,68.0
05/01/2018 02:01:59.313333,8.14,33.0,67.0
05/01/2018 02:04:39.326666,8.98,33.0,67.0
05/01/2018 02:08:39.330000,8.27,33.0,67.0
05/01/2018 02:11:19.346666,8.62,34.0,66.0
05/01/2018 02:13:59.326666,9.35,34.0,66.0
05/01/2018 02:16:39.336666,9.98,34.0,66.0
05/01/2018 02:20:39.323333,10.02,34.0,66.0
05/01/2018 02:23:20.393333,9.74,34.0,66.0
05/01/2018 02:25:59.326666,9.43,34.0,66.0
05/01/2018 02:28:39.353333,8.38,34.0,66.0
05/01/2018 02:32:39.326666,9.15,35.0,65.0
05/01/2018 02:35:19.366666,9.64,36.0,65.0
05/01/2018 02:37:59.346666,9.4,36.0,65.0
05/01/2018 02:40:39.466666,9.23,36.0,65.0
05/01/2018 02:44:39.333333,9.4,36.0,65.0
05/01/2018 02:47:15.073333,9.48,35.0,66.0
05/01/2018 02:49:55.113333,8.64,36.0,65.0
05/01/2018 02:52:35.076666,7.88,36.0,66.0
05/01/2018 02:56:35.093333,8.45,37.0,66.0
05/01/2018 02:59:15.066666,8.45,37.0,65.0
05/01/2018 03:01:55.093333,8.83,37.0,65.0
05/01/2018 03:04:35.153333,8.09,37.0,65.0
05/01/2018 03:08:35.163333,7.88,38.0,64.0
05/01/2018 03:11:15.056666,7.31,38.0,64.0
05/01/2018 03:13:55.163333,7.19,38.0,64.0
05/01/2018 03:16:35.070000,8.0,39.0,64.0
05/01/2018 03:20:35.056666,6.71,39.0,64.0
05/01/2018 03:23:15.110000,7.15,40.0,63.0
05/01/2018 03:25:55.046666,7.14,40.0,63.0
05/01/2018 03:28:35.056666,6.83,40.0,63.0
05/01/2018 03:32:35.176666,8.58,41.0,63.0
05/01/2018 03:35:15.053333,8.24,41.0,62.0
05/01/2018 03:37:55.046666,8.07,41.0,62.0
05/01/2018 03:40:35.063333,8.29,42.0,62.0
05/01/2018 03:44:35.223333,9.34,42.0,62.0
05/01/2018 03:47:15.056666,9.19,43.0,61.0
05/01/2018 03:49:55.056666,8.62,43.0,61.0
05/01/2018 03:52:35.076666,9.38,43.0,61.0
05/01/2018 03:56:35.516666,9.19,44.0,61.0
05/01/2018 03:59:15.093333,8.86,44.0,61.0
05/01/2018 04:01:55.083333,9.41,45.0,61.0
05/01/2018 04:04:35.056666,7.9,45.0,60.0
05/01/2018 04:08:35.056666,8.1,45.0,60.0
05/01/2018 04:11:15.223333,8.36,45.0,60.0
05/01/2018 04:13:55.060000,8.14,45.0,60.0
05/01/2018 04:16:35.063333,8.17,46.0,60.0
05/01/2018 04:20:35.080000,8.17,46.0,60.0
05/01/2018 04:23:15.056666,8.17,46.0,60.0
05/01/2018 04:25:55.056666,8.98,46.0,59.0
05/01/2018 04:28:35.056666,8.1,46.0,59.0
05/01/2018 04:32:35.150000,8.67,47.0,59.0
05/01/2018 04:35:15.063333,9.28,47.0,59.0
05/01/2018 04:37:55.143333,7.74,47.0,59.0
05/01/2018 04:40:38.823333,9.69,47.0,59.0
05/01/2018 04:44:38.840000,7.88,47.0,59.0
05/01/2018 04:47:18.846666,7.47,48.0,59.0
05/01/2018 04:49:58.810000,9.27,48.0,59.0
05/01/2018 04:52:38.833333,8.15,48.0,58.0
05/01/2018 04:56:38.833333,8.68,48.0,58.0
05/01/2018 04:59:18.820000,7.38,48.0,58.0
05/01/2018 05:01:58.823333,8.95,49.0,58.0
05/01/2018 05:04:38.826666,8.66,49.0,58.0
05/01/2018 05:08:38.830000,7.93,48.0,58.0
05/01/2018 05:11:18.823333,8.9,48.0,58.0
05/01/2018 05:13:58.833333,8.05,48.0,58.0
05/01/2018 05:16:38.936666,9.33,49.0,58.0
05/01/2018 05:20:38.833333,8.34,49.0,58.0
05/01/2018 05:23:18.840000,9.17,49.0,58.0
05/01/2018 05:25:58.823333,8.72,49.0,59.0
05/01/2018 05:28:38.850000,8.36,50.0,59.0
