InstrumentName, APCD,,
StartTime, 2018-05-01 00:00:00,,
EndTime, 2018-05-31 23:59:59,,
Date,PM2.5,humidity,temp_f
05/01/2018 00:02:41.696666,9.55,22.0,75.0
05/01/2018 00:05:21.756666,8.68,23.0,74.0
05/01/2018 00:08:02.556666,9.47,24.0,73.0
05/01/2018 00:10:41.976666,9.47,25.0,73.0
05/01/2018 00:14:41.776666,8.28,25.0,73.0
05/01/2018 00:17:22.006666,7.34,25.0,73.0
05/01/2018 00:20:01.816666,8.49,25.0,72.0
05/01/2018 00:22:42.226666,9.47,25.0,72.0
05/01/2018 00:26:41.823333,8.61,25.0,72.0
05/01/2018 00:29:21.893333,9.0,25.0,72.0
05/01/2018 00:32:01.886666,8.29,25.0,72.0
05/01/2018 00:34:41.666666,8.65,26.0,72.0
05/01/2018 00:38:41.676666,8.08,26.0,72.0
05/01/2018 00:41:22.036666,7.73,27.0,71.0
05/01/2018 00:44:05.726666,8.08,27.0,71.0
05/01/2018 00:46:41.850000,8.56,27.0,71.0
05/01/2018 00:49:22.046666,8.83,27.0,71.0
05/01/2018 00:53:21.736666,7.65,28.0,71.0
05/01/2018 00:56:01.783333,9.03,28.0,71.0
05/01/2018 00:58:41.880000,10.3,28.0,71.0
05/01/2018 01:02:41.683333,8.66,28.0,71.0
05/01/2018 01:05:23.590000,45.84,28.0,71.0
05/01/2018 01:08:01.906666,15.44,29.0,70.0
05/01/2018 01:10:41.656666,8.1,28.0,71.0
05/01/2018 01:14:41.753333,8.51,28.0,71.0
05/01/2018 01:17:21.886666,7.79,28.0,71.0
05/01/2018 01:20:01.913333,51.37,29.0,70.0
05/01/2018 01:22:42.013333,10.21,29.0,70.0
05/01/2018 01:26:41.630000,8.03,30.0,70.0
05/01/2018 01:29:21.693333,7.61,30.0,69.0
05/01/2018 01:32:01.803333,7.18,31.0,69.0
05/01/2018 01:34:41.680000,7.62,31.0,69.0
05/01/2018 01:38:41.813333,7.71,32.0,69.0
05/01/2018 01:41:21.900000,6.05,33.0,68.0
05/01/2018 01:44:01.816666,8.15,33.0,68.0
05/01/2018 01:46:41.976666,7.94,34.0,67.0
05/01/2018 01:50:41.706666,7.31,34.0,67.0
05/01/2018 01:53:21.766666,6.03,34.0,67.0
05/01/2018 01:56:01.996666,7.0,34.0,67.0
05/01/2018 01:58:41.960000,7.9,34.0,67.0
05/01/2018 02:02:41.966666,6.66,34.0,67.0
05/01/2018 02:05:21.826666,6.92,35.0,66.0
05/01/2018 02:08:01.670000,6.85,36.0,66.0
05/01/2018 02:10:41.726666,5.95,37.0,66.0
05/01/2018 02:14:41.803333,7.58,37.0,65.0
05/01/2018 02:17:21.706666,6.03,37.0,65.0
05/01/2018 02:20:01.753333,5.87,38.0,65.0
05/01/2018 02:22:41.816666,6.84,38.0,65.0
05/01/2018 02:26:41.753333,6.37,38.0,65.0
05/01/2018 02:29:21.800000,5.72,39.0,65.0
05/01/2018 02:32:01.826666,6.65,39.0,65.0
05/01/2018 02:34:41.796666,5.92,40.0,65.0
05/01/2018 02:38:41.913333,5.85,41.0,64.0
05/01/2018 02:41:21.956666,5.34,41.0,64.0
05/01/2018 02:44:01.703333,4.84,42.0,64.0
05/01/2018 02:46:41.860000,5.35,42.0,64.0
05/01/2018 02:50:41.983333,5.87,42.0,63.0
05/01/2018 02:53:21.846666,5.08,43.0,63.0
05/01/2018 02:56:01.926666,4.62,43.0,63.0
05/01/2018 02:58:41.873333,6.9,43.0,63.0
05/01/2018 03:02:41.863333,6.39,43.0,63.0
05/01/2018 03:05:21.913333,6.49,43.0,63.0
05/01/2018 03:08:01.760000,5.82,43.0,63.0
05/01/2018 03:10:42.020000,4.95,43.0,63.0
05/01/2018 03:14:41.963333,5.49,42.0,63.0
05/01/2018 03:17:22.010000,6.15,42.0,63.0
05/01/2018 03:20:01.950000,5.82,42.0,63.0
05/01/2018 03:22:41.803333,5.89,42.0,63.0
05/01/2018 03:26:42.386666,5.78,43.0,63.0
05/01/2018 03:29:21.933333,5.67,43.0,63.0
05/01/2018 03:32:02.020000,4.79,43.0,63.0
05/01/2018 03:34:41.863333,5.74,44.0,62.0
05/01/2018 03:38:42.050000,5.47,44.0,62.0
05/01/2018 03:41:21.960000,5.87,45.0,62.0
05/01/2018 03:44:02.033333,5.0,45.0,62.0
05/01/2018 03:46:41.953333,3.82,45.0,62.0
05/01/2018 03:50:42.216666,6.08,45.0,62.0
05/01/2018 03:53:22.140000,5.74,45.0,62.0
05/01/2018 03:56:02.093333,4.97,46.0,62.0
05/01/2018 03:58:41.956666,5.13,46.0,62.0
05/01/2018 04:02:41.980000,5.0,46.0,62.0
05/01/2018 04:05:22.006666,5.69,46.0,62.0
05/01/2018 04:08:01.790000,4.95,46.0,62.0
05/01/2018 04:10:42.030000,6.0,46.0,61.0
05/01/2018 04:14:41.966666,5.93,46.0,61.0
05/01/2018 04:17:21.906666,5.0,46.0,61.0
05/01/2018 04:20:01.830000,5.92,47.0,61.0
05/01/2018 04:22:41.983333,6.74,47.0,61.0
05/01/2018 04:26:42.030000,5.95,47.0,61.0
05/01/2018 04:29:21.966666,5.82,47.0,61.0
05/01/2018 04:32:02.330000,6.12,47.0,61.0
05/01/2018 04:34:41.860000,6.16,48.0,60.0
05/01/2018 04:38:41.800000,5.55,48.0,60.0
05/01/2018 04:41:22.153333,6.11,48.0,60.0
05/01/2018 04:44:01.846666,5.33,48.0,60.0
05/01/2018 04:46:42.046666,5.17,48.0,60.0
05/01/2018 04:50:41.936666,4.85,48.0,60.0
05/01/2018 04:53:22.066666,4.72,49.0,60.0
05/01/2018 04:56:02.066666,5.33,48.0,60.0
05/01/2018 04:58:41.823333,6.07,48.0,60.0
05/01/2018 05:02:41.870000,4.95,49.0,60.0
05/01/2018 05:05:22.093333,4.59,48.0,61.0
05/01/2018 05:08:01.843333,5.62,48.0,60.0
05/01/2018 05:10:42.890000,5.5,48.0,61.0
05/01/2018 05:14:42.053333,4.79,48.0,61.0
05/01/2018 05:17:21.930000,4.62,48.0,61.0
05/01/2018 05:20:01.826666,4.82,48.0,60.0
05/01/2018 05:22:41.983333,5.95,48.0,60.0
05/01/2018 05:26:41.943333,6.1,49.0,60.0
05/01/2018 05:29:21.863333,4.89,49.0,60.0
