InstrumentName, Swansea (DEH) B,,
05/01/2018 05:35:03.383333,4.18,53.0,60.0
05/01/2018 05:37:42.940000,3.21,52.0,59.0
05/01/2018 05:40:23.070000,3.85,53.0,59.0
05/01/2018 05:43:02.980000,4.73,54.0,58.0
05/01/2018 05:45:43.020000,5.39,54.0,58.0
05/01/2018 05:49:43.090000,5.1,53.0,59.0
05/01/2018 05:52:23.136666,4.82,53.0,59.0
05/01/2018 05:55:03.053333,4.65,53.0,59.0
05/01/2018 05:57:43.386666,5.44,53.0,58.0
05/01/2018 06:01:43.053333,7.23,54.0,59.0
05/01/2018 06:04:22.926666,4.81,53.0,59.0
05/01/2018 06:07:03.046666,6.64,52.0,59.0
05/01/2018 06:11:03.446666,4.92,52.0,59.0
05/01/2018 06:13:43.140000,6.59,52.0,58.0
05/01/2018 06:17:43.050000,4.78,52.0,59.0
05/01/2018 06:19:03.220000,5.84,52.0,59.0
05/01/2018 06:23:03.303333,5.45,52.0,60.0
05/01/2018 06:25:42.916666,5.82,52.0,59.0
05/01/2018 06:28:22.936666,5.51,52.0,59.0
05/01/2018 06:31:03.066666,5.49,52.0,59.0
05/01/2018 06:35:03.136666,4.76,51.0,59.0
05/01/2018 06:37:43.066666,6.14,51.0,59.0
05/01/2018 06:40:57.930000,7.0,51.0,60.0
05/01/2018 06:43:03.343333,6.56,51.0,60.0
05/01/2018 06:47:03.133333,5.92,51.0,60.0
05/01/2018 06:49:43.086666,5.54,51.0,59.0
05/01/2018 06:52:23.070000,5.32,51.0,59.0
05/01/2018 06:56:23.050000,5.03,51.0,60.0
05/01/2018 06:59:03.133333,4.95,51.0,60.0
05/01/2018 07:01:43.323333,8.65,51.0,59.0
05/01/2018 07:04:23.096666,9.55,53.0,58.0
05/01/2018 07:08:23.133333,10.68,54.0,57.0
05/01/2018 07:11:02.923333,9.48,57.0,57.0
05/01/2018 07:13:43.090000,9.28,58.0,57.0
05/01/2018 07:17:43.226666,9.74,59.0,56.0
05/01/2018 07:20:22.953333,8.8,60.0,56.0
05/01/2018 07:23:03.076666,9.08,60.0,56.0
05/01/2018 07:25:43.416666,7.16,61.0,56.0
05/01/2018 07:28:23.080000,7.37,62.0,55.0
05/01/2018 07:32:23.086666,6.97,62.0,55.0
05/01/2018 07:35:03.136666,7.92,62.0,55.0
05/01/2018 07:37:43.126666,7.62,62.0,55.0
05/01/2018 07:40:23.043333,6.78,63.0,55.0
05/01/2018 07:44:23.470000,7.46,63.0,55.0
05/01/2018 07:47:02.980000,8.11,63.0,55.0
05/01/2018 07:49:43.483333,5.83,63.0,55.0
05/01/2018 07:53:43.190000,4.73,62.0,54.0
05/01/2018 07:56:23.113333,4.52,63.0,55.0
05/01/2018 07:59:03.066666,3.55,62.0,54.0
05/01/2018 08:01:43.033333,3.76,62.0,54.0
05/01/2018 08:05:43.093333,3.68,62.0,55.0
05/01/2018 08:08:23.086666,3.24,61.0,55.0
05/01/2018 08:11:03.160000,2.95,61.0,55.0
05/01/2018 08:13:43.133333,3.41,60.0,55.0
05/01/2018 08:16:23.536666,3.45,60.0,55.0
05/01/2018 08:19:03.026666,3.45,60.0,54.0
05/01/2018 08:21:43.136666,3.0,61.0,55.0
05/01/2018 08:25:43.030000,3.22,60.0,55.0
05/01/2018 08:28:23.160000,3.5,60.0,55.0
05/01/2018 08:31:03.073333,4.11,60.0,55.0
05/01/2018 08:33:43.020000,3.63,60.0,55.0
05/01/2018 08:37:43.120000,3.26,60.0,55.0
05/01/2018 08:40:23.213333,3.69,60.0,55.0
05/01/2018 08:43:03.066666,3.34,59.0,55.0
05/01/2018 08:47:03.376666,2.57,58.0,56.0
05/01/2018 08:49:43.246666,2.97,58.0,56.0
05/01/2018 08:52:23.570000,2.84,57.0,56.0
05/01/2018 08:55:03.273333,3.0,57.0,56.0
05/01/2018 08:59:03.470000,3.21,58.0,56.0
05/01/2018 09:01:43.176666,2.79,58.0,56.0
05/01/2018 09:04:23.806666,2.26,58.0,55.0
05/01/2018 09:07:03.083333,2.43,58.0,55.0
05/01/2018 09:11:03.136666,2.65,58.0,55.0
05/01/2018 09:13:43.636666,1.86,58.0,55.0
05/01/2018 09:16:23.173333,2.24,58.0,55.0
05/01/2018 09:19:03.156666,1.95,58.0,55.0
05/01/2018 09:23:03.190000,2.66,57.0,55.0
05/01/2018 09:25:43.156666,2.74,58.0,55.0
05/01/2018 09:28:23.093333,2.72,58.0,55.0
05/01/2018 09:32:23.166666,2.74,60.0,54.0
05/01/2018 09:35:03.386666,2.5,60.0,55.0
05/01/2018 09:37:43.256666,2.87,60.0,55.0
05/01/2018 09:40:23.350000,2.62,60.0,55.0
05/01/2018 09:44:23.166666,3.41,60.0,55.0
05/01/2018 09:47:03.650000,2.56,60.0,54.0
05/01/2018 09:49:43.640000,2.72,60.0,55.0
05/01/2018 09:52:23.253333,2.05,60.0,54.0
05/01/2018 09:56:23.170000,3.05,60.0,54.0
05/01/2018 09:59:03.353333,2.82,61.0,54.0
05/01/2018 10:01:43.213333,2.46,61.0,54.0
05/01/2018 10:04:23.113333,2.08,60.0,55.0
05/01/2018 10:08:23.390000,2.53,60.0,54.0
05/01/2018 10:11:03.110000,3.13,60.0,54.0
05/01/2018 10:13:43.220000,3.34,60.0,54.0
05/01/2018 10:16:23.203333,3.44,60.0,54.0
05/01/2018 10:20:23.306666,4.39,61.0,54.0
05/01/2018 10:23:03.726666,3.58,61.0,54.0
05/01/2018 10:25:43.223333,3.15,61.0,53.0
05/01/2018 10:28:23.426666,2.9,61.0,54.0
05/01/2018 10:32:23.153333,4.47,61.0,54.0
05/01/2018 10:35:03.310000,3.67,60.0,54.0
05/01/2018 10:37:43.180000,3.82,60.0,55.0
05/01/2018 10:41:43.436666,5.79,59.0,55.0
05/01/2018 10:44:23.140000,4.36,59.0,55.0
05/01/2018 10:47:03.286666,5.78,59.0,54.0
05/01/2018 10:49:43.736666,4.23,59.0,55.0
05/01/2018 10:53:43.630000,5.08,59.0,54.0
05/01/2018 10:56:23.486666,5.05,59.0,54.0
05/01/2018 10:59:04.036666,5.0,59.0,55.0
05/01/2018 11:01:43.336666,4.43,59.0,55.0
05/01/2018 11:04:23.296666,5.74,59.0,55.0
05/01/2018 11:07:03.563333,5.37,59.0,54.0
05/01/2018 11:09:43.760000,5.24,60.0,54.0
05/01/2018 11:13:43.456666,6.34,59.0,55.0
05/01/2018 11:16:23.196666,3.67,59.0,55.0
05/01/2018 11:19:03.206666,4.05,58.0,55.0
05/01/2018 11:21:43.280000,3.74,58.0,55.0
05/01/2018 11:25:43.203333,4.47,59.0,54.0
05/01/2018 11:28:23.350000,5.68,60.0,55.0
05/01/2018 11:32:23.546666,5.22,59.0,55.0
05/01/2018 11:35:03.453333,5.21,60.0,55.0
05/01/2018 11:37:43.260000,6.6,59.0,55.0
05/01/2018 11:40:23.240000,7.41,60.0,55.0
05/01/2018 11:43:03.193333,5.28,60.0,55.0
05/01/2018 11:47:03.303333,6.12,59.0,55.0
05/01/2018 11:49:43.806666,5.34,59.0,55.0
05/01/2018 11:52:23.266666,6.38,59.0,55.0
05/01/2018 11:55:03.246666,5.66,59.0,55.0
05/01/2018 11:59:03.396666,6.41,59.0,55.0
05/01/2018 12:01:43.223333,6.34,59.0,56.0
05/01/2018 12:04:23.363333,8.26,58.0,56.0
05/01/2018 12:07:03.263333,6.89,57.0,57.0
05/01/2018 12:11:03.246666,7.84,57.0,56.0
05/01/2018 12:13:43.393333,6.89,57.0,56.0
05/01/2018 12:17:43.226666,8.05,57.0,56.0
05/01/2018 12:20:23.310000,8.08,57.0,56.0
05/01/2018 12:23:03.446666,7.03,57.0,57.0
05/01/2018 12:25:43.623333,8.76,57.0,56.0
05/01/2018 12:28:23.456666,9.34,57.0,56.0
05/01/2018 12:32:23.376666,7.32,57.0,57.0
05/01/2018 12:35:03.633333,8.82,57.0,57.0
05/01/2018 12:37:43.346666,8.43,56.0,57.0
05/01/2018 12:40:23.286666,8.95,56.0,56.0
05/01/2018 12:44:23.246666,10.03,58.0,56.0
05/01/2018 12:47:03.356666,9.19,57.0,57.0
05/01/2018 12:49:43.300000,8.97,56.0,56.0
05/01/2018 12:52:23.293333,9.24,57.0,56.0
05/01/2018 12:56:23.230000,9.4,57.0,56.0
05/01/2018 12:59:03.290000,7.68,58.0,55.0
05/01/2018 13:01:43.366666,8.1,59.0,55.0
05/01/2018 13:04:23.313333,7.89,59.0,55.0
05/01/2018 13:08:23.256666,8.0,59.0,55.0
05/01/2018 13:11:03.240000,8.14,59.0,54.0
05/01/2018 13:13:43.253333,8.18,60.0,53.0
05/01/2018 13:17:43.446666,7.51,61.0,54.0
05/01/2018 13:20:23.306666,9.03,62.0,53.0
05/01/2018 13:23:03.313333,7.77,62.0,54.0
05/01/2018 13:25:43.306666,7.38,62.0,53.0
05/01/2018 13:29:43.296666,7.13,61.0,53.0
05/01/2018 13:32:23.393333,9.71,61.0,54.0
05/01/2018 13:35:03.306666,7.51,61.0,55.0
05/01/2018 13:37:43.336666,8.3,59.0,55.0
05/01/2018 13:40:23.496666,6.92,59.0,55.0
05/01/2018 13:43:03.333333,9.65,59.0,55.0
05/01/2018 13:45:43.433333,7.37,58.0,55.0
05/01/2018 13:49:43.463333,8.0,59.0,54.0
05/01/2018 13:52:23.366666,6.2,59.0,55.0
05/01/2018 13:55:03.396666,6.15,59.0,54.0
05/01/2018 13:57:43.383333,6.65,59.0,55.0
05/01/2018 14:01:43.603333,7.39,59.0,54.0
05/01/2018 14:04:23.440000,7.9,60.0,54.0
05/01/2018 14:07:03.370000,8.03,60.0,54.0
05/01/2018 14:11:03.380000,6.82,60.0,54.0
05/01/2018 14:13:43.333333,6.68,59.0,55.0
05/01/2018 14:16:23.410000,7.53,59.0,55.0
05/01/2018 14:19:03.533333,6.77,58.0,56.0
05/01/2018 14:23:03.710000,6.53,56.0,56.0
05/01/2018 14:25:43.923333,7.0,56.0,56.0
05/01/2018 14:28:23.443333,4.54,55.0,57.0
05/01/2018 14:31:03.433333,5.79,55.0,57.0
05/01/2018 14:35:03.493333,7.71,54.0,57.0
05/01/2018 14:37:43.296666,7.24,54.0,57.0
05/01/2018 14:40:23.480000,5.93,54.0,56.0
05/01/2018 14:43:03.526666,5.78,54.0,57.0
05/01/2018 14:47:03.613333,6.03,53.0,58.0
05/01/2018 14:49:43.523333,5.42,53.0,57.0
05/01/2018 14:52:25.033333,6.3,54.0,57.0
05/01/2018 14:55:04.440000,6.42,53.0,57.0
05/01/2018 14:59:03.400000,9.46,53.0,59.0
05/01/2018 15:01:43.543333,13.56,52.0,59.0
05/01/2018 15:04:23.386666,15.37,52.0,60.0
05/01/2018 15:08:23.426666,10.25,50.0,61.0
05/01/2018 15:11:03.433333,11.19,48.0,63.0
05/01/2018 15:13:43.746666,7.09,48.0,62.0
05/01/2018 15:16:23.523333,5.51,48.0,59.0
05/01/2018 15:20:23.556666,4.92,47.0,61.0
05/01/2018 15:23:03.420000,4.08,45.0,60.0
05/01/2018 15:25:43.536666,2.92,46.0,61.0
05/01/2018 15:28:23.593333,4.32,47.0,59.0
05/01/2018 15:32:24.000000,4.77,49.0,58.0
05/01/2018 15:35:03.536666,4.97,48.0,60.0
05/01/2018 15:37:43.543333,5.92,50.0,58.0
05/01/2018 15:40:23.550000,4.19,48.0,60.0
05/01/2018 15:44:23.836666,6.56,46.0,62.0
05/01/2018 15:47:03.653333,4.03,44.0,63.0
05/01/2018 15:49:43.823333,5.56,44.0,63.0
05/01/2018 15:52:23.560000,6.73,43.0,63.0
05/01/2018 15:56:23.580000,5.32,43.0,62.0
05/01/2018 15:59:03.423333,5.24,43.0,63.0
05/01/2018 16:01:43.700000,6.27,43.0,61.0
05/01/2018 16:04:23.546666,6.56,43.0,64.0
05/01/2018 16:08:23.463333,5.53,42.0,64.0
05/01/2018 16:11:03.440000,5.03,40.0,65.0
05/01/2018 16:13:43.630000,5.23,39.0,66.0
05/01/2018 16:17:43.526666,7.28,40.0,66.0
05/01/2018 16:20:23.456666,5.68,39.0,66.0
05/01/2018 16:21:43.636666,4.6,38.0,66.0
05/01/2018 16:25:44.410000,3.87,36.0,68.0
05/01/2018 16:28:23.600000,4.74,36.0,67.0
05/01/2018 16:31:03.440000,4.67,35.0,69.0
05/01/2018 16:35:03.506666,6.32,36.0,67.0
05/01/2018 16:37:43.433333,5.21,35.0,67.0
05/01/2018 16:40:23.443333,6.79,35.0,69.0
05/01/2018 16:43:03.576666,5.53,35.0,65.0
05/01/2018 16:45:43.470000,7.19,38.0,66.0
05/01/2018 16:49:43.416666,5.5,35.0,67.0
05/01/2018 16:52:23.483333,6.56,36.0,66.0
05/01/2018 16:55:03.480000,6.38,35.0,68.0
05/01/2018 16:59:03.563333,6.26,37.0,65.0
05/01/2018 17:01:43.556666,6.36,36.0,66.0
05/01/2018 17:04:23.483333,6.72,35.0,68.0
05/01/2018 17:07:03.646666,6.89,36.0,67.0
05/01/2018 17:11:03.566666,6.51,34.0,69.0
05/01/2018 17:13:43.426666,5.82,33.0,72.0
05/01/2018 17:16:23.540000,4.75,31.0,73.0
05/01/2018 17:19:03.423333,5.46,31.0,71.0
05/01/2018 17:23:03.546666,5.45,33.0,68.0
05/01/2018 17:25:44.000000,6.03,34.0,67.0
05/01/2018 17:28:23.550000,7.3,34.0,66.0
05/01/2018 17:31:03.746666,4.37,34.0,70.0
05/01/2018 17:35:03.546666,7.58,33.0,68.0
05/01/2018 17:37:44.000000,5.34,33.0,69.0
05/01/2018 17:40:23.676666,5.6,32.0,68.0
05/01/2018 17:43:03.516666,4.15,30.0,72.0
05/01/2018 17:47:03.520000,6.41,30.0,70.0
05/01/2018 17:49:44.036666,4.89,31.0,69.0
05/01/2018 17:52:23.756666,6.65,31.0,70.0
05/01/2018 17:55:03.640000,8.32,31.0,70.0
05/01/2018 17:59:03.603333,5.6,30.0,69.0
05/01/2018 18:01:43.533333,4.86,29.0,72.0
05/01/2018 18:04:23.626666,5.38,27.0,73.0
05/01/2018 18:08:23.670000,5.18,29.0,70.0
05/01/2018 18:11:03.590000,5.5,30.0,69.0
05/01/2018 18:13:43.563333,6.1,29.0,69.0
05/01/2018 18:16:23.620000,5.43,30.0,69.0
05/01/2018 18:20:23.623333,6.0,30.0,68.0
05/01/2018 18:23:03.756666,6.38,28.0,71.0
05/01/2018 18:25:43.806666,5.72,27.0,73.0
05/01/2018 18:28:23.716666,6.37,27.0,71.0
05/01/2018 18:32:23.630000,6.11,27.0,71.0
05/01/2018 18:35:03.660000,6.27,28.0,72.0
05/01/2018 18:37:43.570000,6.6,27.0,74.0
05/01/2018 18:40:23.770000,4.59,26.0,74.0
05/01/2018 18:44:23.646666,5.76,28.0,70.0
05/01/2018 18:47:03.666666,5.03,28.0,70.0
05/01/2018 18:49:43.573333,7.32,27.0,71.0
05/01/2018 18:53:43.856666,5.92,27.0,72.0
05/01/2018 18:56:24.450000,5.79,26.0,74.0
05/01/2018 18:59:03.616666,6.23,27.0,72.0
05/01/2018 19:01:43.703333,5.45,25.0,73.0
05/01/2018 19:05:43.646666,5.13,25.0,75.0
05/01/2018 19:08:23.583333,4.67,24.0,76.0
05/01/2018 19:11:03.836666,5.18,24.0,76.0
05/01/2018 19:13:43.593333,4.49,26.0,73.0
05/01/2018 19:17:43.726666,5.8,24.0,74.0
05/01/2018 19:19:03.620000,5.64,24.0,75.0
05/01/2018 19:21:43.846666,6.45,25.0,72.0
05/01/2018 19:25:43.610000,6.29,26.0,71.0
05/01/2018 19:28:23.936666,5.93,26.0,71.0
05/01/2018 19:31:03.690000,5.08,27.0,70.0
05/01/2018 19:33:44.410000,7.12,26.0,71.0
05/01/2018 19:37:43.656666,7.11,27.0,71.0
05/01/2018 19:40:24.326666,8.0,29.0,69.0
05/01/2018 19:43:03.660000,7.84,31.0,69.0
05/01/2018 19:45:44.383333,8.18,34.0,68.0
05/01/2018 19:49:43.703333,11.93,38.0,66.0
05/01/2018 19:52:24.523333,19.33,40.0,65.0
05/01/2018 19:55:03.686666,9.32,41.0,65.0
05/01/2018 19:59:03.630000,9.47,39.0,68.0
05/01/2018 20:01:43.613333,8.06,36.0,69.0
05/01/2018 20:04:23.696666,9.7,34.0,70.0
05/01/2018 20:07:03.776666,7.82,33.0,70.0
05/01/2018 20:11:03.616666,10.0,31.0,72.0
05/01/2018 20:13:43.716666,10.6,28.0,72.0
05/01/2018 20:16:24.236666,10.24,26.0,72.0
05/01/2018 20:19:03.690000,9.53,28.0,72.0
05/01/2018 20:23:03.826666,10.89,25.0,73.0
05/01/2018 20:25:43.846666,10.13,25.0,74.0
05/01/2018 20:28:23.693333,11.79,24.0,75.0
05/01/2018 20:31:03.776666,10.18,23.0,76.0
05/01/2018 20:35:04.210000,8.93,23.0,75.0
05/01/2018 20:37:43.696666,12.84,28.0,73.0
05/01/2018 20:40:23.820000,8.89,28.0,73.0
05/01/2018 20:44:23.826666,9.29,28.0,72.0
05/01/2018 20:47:03.720000,8.55,28.0,72.0
05/01/2018 20:49:43.746666,8.29,28.0,73.0
05/01/2018 20:52:23.663333,10.23,27.0,73.0
05/01/2018 20:56:23.636666,8.52,27.0,73.0
05/01/2018 20:59:03.973333,8.7,27.0,75.0
05/01/2018 21:01:43.876666,7.59,27.0,74.0
05/01/2018 21:04:23.683333,8.13,27.0,74.0
05/01/2018 21:08:23.680000,8.15,29.0,72.0
05/01/2018 21:11:03.686666,7.61,29.0,72.0
05/01/2018 21:13:43.763333,9.54,29.0,71.0
05/01/2018 21:16:23.706666,8.74,30.0,71.0
05/01/2018 21:20:23.656666,8.59,32.0,70.0
05/01/2018 21:23:03.796666,9.0,33.0,69.0
05/01/2018 21:25:43.646666,8.31,34.0,69.0
05/01/2018 21:29:43.636666,8.98,34.0,70.0
05/01/2018 21:32:23.683333,8.16,33.0,70.0
05/01/2018 21:35:03.823333,8.86,33.0,69.0
05/01/2018 21:37:43.670000,9.29,32.0,69.0
05/01/2018 21:41:43.733333,7.71,32.0,69.0
05/01/2018 21:44:24.103333,7.87,32.0,69.0
05/01/2018 21:47:03.646666,7.15,32.0,69.0
05/01/2018 21:49:43.930000,8.0,31.0,69.0
05/01/2018 21:52:24.176666,7.93,31.0,70.0
05/01/2018 21:55:03.796666,7.63,31.0,70.0
05/01/2018 21:57:43.850000,8.1,31.0,70.0
05/01/2018 22:01:44.286666,7.89,30.0,70.0
05/01/2018 22:05:44.310000,7.47,32.0,67.0
05/01/2018 22:07:03.960000,7.89,33.0,68.0
05/01/2018 22:09:44.173333,6.47,32.0,68.0
05/01/2018 22:13:43.706666,7.47,32.0,68.0
05/01/2018 22:16:23.730000,6.92,32.0,68.0
05/01/2018 22:19:03.793333,7.77,32.0,67.0
05/01/2018 22:23:03.886666,7.68,33.0,68.0
05/01/2018 22:25:43.753333,6.5,32.0,68.0
05/01/2018 22:28:23.803333,8.18,31.0,68.0
05/01/2018 22:31:03.920000,7.03,31.0,68.0
05/01/2018 22:35:03.750000,6.93,32.0,67.0
05/01/2018 22:37:43.853333,6.08,33.0,68.0
05/01/2018 22:40:23.806666,6.37,34.0,67.0
05/01/2018 22:43:03.753333,6.68,35.0,67.0
05/01/2018 22:47:03.756666,6.26,35.0,67.0
05/01/2018 22:49:43.926666,6.62,34.0,68.0
05/01/2018 22:52:23.786666,7.27,34.0,67.0
05/01/2018 22:55:04.226666,6.93,35.0,67.0
05/01/2018 22:59:03.990000,6.86,35.0,68.0
05/01/2018 23:01:44.403333,8.15,34.0,68.0
05/01/2018 23:04:23.753333,7.49,34.0,67.0
05/01/2018 23:07:03.953333,7.21,34.0,68.0
05/01/2018 23:11:04.223333,7.89,34.0,69.0
05/01/2018 23:13:43.926666,8.41,33.0,69.0
05/01/2018 23:16:23.870000,7.03,33.0,69.0
05/01/2018 23:20:23.873333,7.32,32.0,69.0
05/01/2018 23:23:04.053333,6.77,32.0,69.0
05/01/2018 23:25:43.923333,5.89,32.0,69.0
05/01/2018 23:28:24.406666,6.38,33.0,68.0
05/01/2018 23:32:24.020000,7.29,32.0,69.0
05/01/2018 23:35:03.790000,5.37,32.0,68.0
05/01/2018 23:37:43.903333,6.18,32.0,68.0
05/01/2018 23:40:23.813333,5.82,33.0,68.0
05/01/2018 23:44:24.050000,6.1,34.0,68.0
05/01/2018 23:47:04.210000,5.28,34.0,69.0
05/01/2018 23:49:44.110000,5.74,34.0,69.0
05/01/2018 23:52:24.156666,6.38,34.0,69.0
05/01/2018 23:56:23.880000,6.51,33.0,69.0
05/01/2018 23:59:03.980000,5.38,32.0,70.0
05/02/2018 00:01:43.916666,5.68,32.0,71.0
05/02/2018 00:05:44.086666,5.68,32.0,70.0
05/02/2018 00:08:23.926666,5.68,32.0,70.0
05/02/2018 00:11:03.966666,5.61,32.0,70.0
05/02/2018 00:13:43.823333,4.86,32.0,70.0
05/02/2018 00:17:43.850000,5.13,31.0,70.0
05/02/2018 00:20:24.406666,5.05,31.0,71.0
05/02/2018 00:23:03.846666,5.84,31.0,70.0
05/02/2018 00:25:43.876666,5.56,31.0,70.0
05/02/2018 00:29:44.203333,4.5,31.0,69.0
05/02/2018 00:32:23.933333,4.73,32.0,69.0
05/02/2018 00:35:03.990000,4.43,34.0,66.0
05/02/2018 00:37:43.953333,4.21,38.0,65.0
05/02/2018 00:43:12.206666,4.0,43.0,61.0
05/02/2018 00:45:51.910000,4.12,45.0,60.0
05/02/2018 00:49:51.846666,3.5,46.0,59.0
05/02/2018 00:52:32.290000,3.54,47.0,59.0
