InstrumentName, I-25 Glo Collo (CS2),,,,,,,,,,,,,,,,,,
StartTime, 2018-05-01 00:00:00,,,,,,,,,,,,,,,,,,
EndTime, 2018-05-31 23:59:59,,,,,,,,,,,,,,,,,,
Date,Latitude,Longitude,PM10,PM1_0,RPM10,RPM102,RPM1_0,RPM1_02,RPM2_5,RPM2_52,Uncertainty,flag1,flag3,flag4,flag5,humidity,pm25_r,sig,tempf
05/25/2018 15:11:08.756666,39.793716,-104.968829,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,994.0,0.0,0.0,0.0,0.0,23.9,3.0,13.0,79.88
05/25/2018 15:12:06.766666,39.793716,-104.968829,5.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,994.0,0.0,0.0,0.0,0.0,24.5,5.0,13.0,79.7
05/25/2018 15:13:07.583333,39.793716,-104.968829,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,994.0,0.0,0.0,0.0,0.0,24.4,5.0,13.0,79.7
05/25/2018 15:14:06.756666,39.793716,-104.968829,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,994.0,0.0,0.0,0.0,0.0,24.3,4.0,13.0,80.06
05/25/2018 15:15:07.103333,39.793716,-104.968829,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,994.0,0.0,0.0,0.0,0.0,24.2,4.0,13.0,80.24
05/25/2018 15:16:07.120000,39.793716,-104.968829,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,994.0,0.0,0.0,0.0,0.0,24.1,4.0,13.0,80.6
05/25/2018 15:17:06.850000,39.793716,-104.968829,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,994.0,0.0,0.0,0.0,0.0,23.6,4.0,14.0,80.6
05/25/2018 15:18:08.036666,39.793716,-104.968829,5.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,994.0,0.0,0.0,0.0,0.0,23.3,4.0,13.0,80.42
05/25/2018 15:19:07.190000,39.793716,-104.968829,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,994.0,0.0,0.0,0.0,0.0,23.8,3.0,13.0,79.88
05/25/2018 15:20:06.743333,39.793716,-104.968829,7.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,994.0,0.0,0.0,0.0,0.0,24.8,7.0,13.0,79.88
05/25/2018 15:21:06.516666,39.793716,-104.968829,6.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,994.0,0.0,0.0,0.0,0.0,24.3,6.0,14.0,79.7
05/25/2018 15:22:06.156666,39.793716,-104.968829,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,994.0,0.0,0.0,0.0,0.0,24.0,4.0,14.0,79.88
05/25/2018 15:23:07.180000,39.793716,-104.968829,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,994.0,0.0,0.0,0.0,0.0,24.1,4.0,13.0,79.88
05/25/2018 15:24:06.803333,39.793716,-104.968829,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,994.0,0.0,0.0,0.0,0.0,23.7,4.0,13.0,79.88
05/25/2018 15:25:06.566666,39.782888,-104.972958,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,946.0,0.0,0.0,0.0,0.0,23.7,4.0,13.0,80.06
05/25/2018 15:26:06.356666,39.782888,-104.972958,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,946.0,0.0,0.0,0.0,0.0,23.2,3.0,13.0,80.42
05/25/2018 15:27:06.866666,39.782888,-104.972958,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,946.0,0.0,0.0,0.0,0.0,23.2,2.0,13.0,80.78
05/25/2018 15:28:06.626666,39.782888,-104.972958,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,946.0,0.0,0.0,0.0,0.0,23.3,3.0,13.0,81.14
05/25/2018 15:29:06.560000,39.782888,-104.972958,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,946.0,0.0,0.0,0.0,0.0,23.6,3.0,13.0,81.32
05/25/2018 15:30:05.633333,39.782888,-104.972958,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,946.0,0.0,0.0,0.0,0.0,22.8,4.0,13.0,81.68
05/25/2018 15:31:07.156666,39.782888,-104.972958,5.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,946.0,0.0,0.0,0.0,0.0,22.5,5.0,13.0,82.04
05/25/2018 15:32:05.920000,39.782888,-104.972958,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,946.0,0.0,0.0,0.0,0.0,22.6,4.0,13.0,82.22
05/25/2018 15:33:06.500000,39.782888,-104.972958,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,946.0,0.0,0.0,0.0,0.0,22.2,4.0,13.0,82.58
05/25/2018 15:34:06.586666,39.782888,-104.972958,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,946.0,0.0,0.0,0.0,0.0,22.2,3.0,13.0,82.76
05/25/2018 15:35:07.000000,39.782888,-104.972958,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,946.0,0.0,0.0,0.0,0.0,22.1,3.0,13.0,83.12
05/25/2018 15:36:05.903333,39.782888,-104.972958,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,946.0,0.0,0.0,0.0,0.0,22.1,2.0,13.0,83.3
05/25/2018 15:37:06.593333,39.782888,-104.972958,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,946.0,0.0,0.0,0.0,0.0,22.0,3.0,13.0,83.66
05/25/2018 15:38:06.750000,39.782888,-104.972958,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,946.0,0.0,0.0,0.0,0.0,21.6,2.0,14.0,83.84
05/25/2018 15:39:07.320000,39.782888,-104.972958,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,946.0,0.0,0.0,0.0,0.0,21.4,3.0,13.0,84.02
05/25/2018 15:40:07.013333,39.782888,-104.972958,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,946.0,0.0,0.0,0.0,0.0,21.1,3.0,13.0,84.2
05/25/2018 15:41:06.180000,39.782888,-104.972958,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,946.0,0.0,0.0,0.0,0.0,21.4,2.0,13.0,84.38
05/25/2018 15:42:06.510000,39.782888,-104.972958,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,946.0,0.0,0.0,0.0,0.0,21.1,3.0,13.0,84.74
05/25/2018 15:43:08.373333,39.782888,-104.972958,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,946.0,0.0,0.0,0.0,0.0,20.8,2.0,13.0,84.92
05/25/2018 15:44:07.320000,39.782888,-104.972958,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,946.0,0.0,0.0,0.0,0.0,20.6,3.0,13.0,85.1
05/25/2018 15:45:06.200000,39.782888,-104.972958,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,946.0,0.0,0.0,0.0,0.0,20.7,3.0,13.0,84.92
