InstrumentName, Northfield HS New (A9C1WMD6),,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTime, 2022-05-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndTime, 2022-05-31 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,no2Conc,no2Conc__value,no2Conc__weight,pm10ConcMass,pm10ConcMass__value,pm10ConcMass__weight,pm10ConcNum,pm10ConcNum__value,pm10ConcNum__weight,pm1ConcMass,pm1ConcMass__value,pm1ConcMass__weight,pm1ConcNum,pm1ConcNum__value,pm1ConcNum__weight,pm2_5ConcMass,pm2_5ConcMass__calibratedValue,pm2_5ConcMass__value,pm2_5ConcMass__weight,pm2_5ConcMass_p,pm2_5ConcNum,pm2_5ConcNum__value,pm2_5ConcNum__weight,relHumid,relHumid__value,relHumid__weight,temperature,temperature__value,temperature__weight
05/01/2022 00:12:18.000000,11.65,11.65,1.0,3.27,3.27,1.0,3.51,3.51,1.0,0.58,0.58,1.0,3.32,3.32,1.0,2.5,5.11,5.11,1.0,8.891,3.42,3.42,1.0,18.17,18.17,1.0,19.59,19.59,1.0
05/01/2022 00:29:29.000000,14.02,14.02,1.0,3.0,3.0,1.0,3.24,3.24,1.0,0.22,0.22,1.0,2.99,2.99,1.0,2.55,4.93,4.93,1.0,8.954,3.17,3.17,1.0,18.87,18.87,1.0,19.41,19.41,1.0
05/01/2022 00:46:39.000000,11.49,11.49,1.0,3.78,3.78,1.0,2.9,2.9,1.0,0.39,0.39,1.0,2.67,2.67,1.0,2.55,4.73,4.73,1.0,8.9,2.82,2.82,1.0,18.81,18.81,1.0,19.03,19.03,1.0
05/01/2022 01:03:50.000000,13.79,13.79,1.0,2.58,2.58,1.0,2.97,2.97,1.0,0.58,0.58,1.0,2.78,2.78,1.0,1.77,4.83,4.83,1.0,7.544,2.9,2.9,1.0,20.38,20.38,1.0,17.95,17.95,1.0
05/01/2022 01:21:01.000000,14.97,14.97,1.0,2.54,2.54,1.0,2.6,2.6,1.0,0.19,0.19,1.0,2.42,2.42,1.0,2.5,4.64,4.64,1.0,8.542,2.53,2.53,1.0,21.67,21.67,1.0,16.75,16.75,1.0
05/01/2022 01:38:11.000000,15.95,15.95,1.0,2.31,2.31,1.0,2.73,2.73,1.0,0.77,0.77,1.0,2.56,2.56,1.0,2.12,4.77,4.77,1.0,7.836,2.67,2.67,1.0,22.98,22.98,1.0,15.84,15.84,1.0
05/01/2022 01:55:22.000000,18.09,18.09,1.0,2.73,2.73,1.0,2.49,2.49,1.0,0.38,0.38,1.0,2.34,2.34,1.0,2.73,4.64,4.64,1.0,8.688,2.42,2.42,1.0,23.94,23.94,1.0,14.98,14.98,1.0
05/01/2022 02:12:32.000000,18.87,18.87,1.0,2.54,2.54,1.0,2.89,2.89,1.0,0.58,0.58,1.0,2.74,2.74,1.0,2.54,4.96,4.96,1.0,8.277,2.82,2.82,1.0,24.79,24.79,1.0,14.09,14.09,1.0
05/01/2022 02:29:43.000000,17.32,17.32,1.0,3.11,3.11,1.0,2.52,2.52,1.0,0.39,0.39,1.0,2.36,2.36,1.0,2.52,4.75,4.75,1.0,8.145,2.46,2.46,1.0,25.84,25.84,1.0,13.27,13.27,1.0
05/01/2022 02:46:54.000000,17.22,17.22,1.0,3.04,3.04,1.0,2.18,2.18,1.0,0.19,0.19,1.0,2.02,2.02,1.0,2.35,4.56,4.56,1.0,7.801,2.12,2.12,1.0,26.35,26.35,1.0,12.67,12.67,1.0
05/01/2022 03:04:05.000000,15.34,15.34,1.0,3.15,3.15,1.0,2.39,2.39,1.0,0.0,0.0,1.0,2.12,2.12,1.0,2.77,4.72,4.72,1.0,8.419,2.32,2.32,1.0,26.46,26.46,1.0,12.35,12.35,1.0
05/01/2022 03:21:15.000000,17.34,17.34,1.0,3.33,3.33,1.0,3.03,3.03,1.0,0.61,0.61,1.0,2.83,2.83,1.0,3.33,5.13,5.13,1.0,9.27,2.95,2.95,1.0,27.92,27.92,1.0,12.0,12.0,1.0
05/01/2022 03:38:26.000000,17.13,17.13,1.0,3.12,3.12,1.0,2.85,2.85,1.0,0.77,0.77,1.0,2.64,2.64,1.0,2.92,5.0,5.0,1.0,8.593,2.78,2.78,1.0,28.93,28.93,1.0,11.67,11.67,1.0
05/01/2022 03:55:37.000000,15.29,15.29,1.0,4.31,4.31,1.0,2.64,2.64,1.0,0.42,0.42,1.0,2.44,2.44,1.0,3.35,4.85,4.85,1.0,9.227,2.55,2.55,1.0,30.06,30.06,1.0,11.26,11.26,1.0
05/01/2022 04:12:48.000000,14.6,14.6,1.0,4.38,4.38,1.0,3.17,3.17,1.0,0.65,0.65,1.0,2.98,2.98,1.0,3.54,5.2,5.2,1.0,9.477,3.08,3.08,1.0,31.1,31.1,1.0,10.81,10.81,1.0
05/01/2022 04:29:59.000000,17.63,17.63,1.0,5.5,5.5,1.0,3.17,3.17,1.0,0.77,0.77,1.0,2.95,2.95,1.0,3.69,5.22,5.22,1.0,9.665,3.1,3.1,1.0,31.99,31.99,1.0,10.38,10.38,1.0
05/01/2022 04:47:10.000000,22.51,22.51,1.0,5.58,5.58,1.0,4.02,4.02,1.0,1.39,1.39,1.0,3.78,3.78,1.0,4.17,5.8,5.8,1.0,10.373,3.96,3.96,1.0,33.08,33.08,1.0,9.94,9.94,1.0
05/01/2022 05:04:21.000000,16.56,16.56,1.0,4.62,4.62,1.0,3.15,3.15,1.0,0.62,0.62,1.0,2.96,2.96,1.0,3.92,5.22,5.22,1.0,9.927,3.07,3.07,1.0,33.4,33.4,1.0,9.53,9.53,1.0
05/01/2022 05:21:32.000000,19.45,19.45,1.0,6.27,6.27,1.0,4.2,4.2,1.0,1.19,1.19,1.0,3.91,3.91,1.0,5.11,5.95,5.95,1.0,11.722,4.13,4.13,1.0,34.42,34.42,1.0,8.88,8.88,1.0
