InstrumentName, I25 Denver,,,,,,,
StartTime, 2022-05-01 00:00:00,,,,,,,
EndTime, 2022-05-31 23:59:59,,,,,,,
Date,81102,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind Speed
05/01/2022 02:16:00.000000,6.354298,0.161781,4.424037,57.440765,2.983333,19.283447,75.695174,6.069794
05/01/2022 02:17:00.000000,2.822056,0.162515,4.423625,57.359192,2.0,19.302216,87.401789,7.549896
05/01/2022 02:18:00.000000,5.04606,0.157273,4.338545,57.297943,2.333333,19.35791,86.483629,7.460175
05/01/2022 02:19:00.000000,1.812844,0.151607,3.940518,57.279541,1.6,19.40567,102.443453,6.820679
05/01/2022 02:20:00.000000,3.177149,0.146743,3.359123,57.278717,2.25,19.421692,90.844297,6.69342
05/01/2022 02:21:00.000000,7.382199,0.144008,3.265937,57.282288,2.866667,19.42215,85.875725,5.279846
05/01/2022 02:22:00.000000,12.540394,0.148389,3.2807,57.258118,2.25,19.430847,80.209362,8.056946
05/01/2022 02:23:00.000000,19.492744,0.154386,3.3264,57.160065,2.466667,19.511414,89.251315,5.780792
05/01/2022 02:24:00.000000,7.36351,0.15342,3.427096,57.148804,2.55,19.53598,90.797822,8.127136
05/01/2022 02:25:00.000000,7.718603,0.154429,3.588804,57.14798,3.466667,19.548492,84.622839,5.413208
05/01/2022 02:26:00.000000,2.52303,0.172197,3.867361,57.162537,2.116667,19.572296,88.861774,5.176697
05/01/2022 02:27:00.000000,7.737292,0.169307,4.014198,57.122986,3.666667,19.559631,90.993891,5.922699
05/01/2022 02:28:00.000000,19.436676,0.163148,4.092509,57.069702,3.5,19.574585,84.71753,6.206818
05/01/2022 02:29:00.000000,9.512758,0.161279,4.056956,57.028229,3.366667,19.607849,90.585743,5.681458
05/01/2022 02:30:00.000000,3.924714,0.162034,4.15359,57.006531,2.716667,19.61792,91.295865,4.633942
05/01/2022 02:31:00.000000,6.518121,0.163355,4.141208,56.936493,2.75,19.669952,91.521467,7.43988
05/01/2022 02:32:00.000000,15.527785,0.157658,4.041572,56.901337,2.466667,19.68277,84.335464,6.484222
05/01/2022 02:33:00.000000,13.306864,0.155307,3.87802,56.901337,2.55,19.702911,85.824786,4.952545
05/01/2022 02:34:00.000000,26.408432,0.15942,3.816877,56.914246,3.583333,19.690094,98.114145,6.913452
05/01/2022 02:35:00.000000,2.724828,0.163604,3.806586,56.919464,2.433333,19.676819,101.606583,7.068787
05/01/2022 02:36:00.000000,6.588111,0.167475,3.854237,56.871124,2.133333,19.679565,87.867764,6.515656
05/01/2022 02:37:00.000000,23.814247,0.168355,3.708411,56.844482,2.316667,19.703217,98.801924,6.720886
05/01/2022 02:38:00.000000,3.769967,0.175799,3.745884,56.859314,2.366667,19.729462,92.939063,4.824219
05/01/2022 02:39:00.000000,3.172745,0.186198,4.333974,56.847229,2.3,19.756927,56.758921,5.53299
05/01/2022 02:40:00.000000,6.961375,0.18588,4.711175,56.71759,2.716667,19.866791,71.682526,6.505127
05/01/2022 02:41:00.000000,7.11068,0.172487,4.889685,56.587402,2.183333,19.949493,66.285696,7.61261
05/01/2022 02:42:00.000000,4.049915,0.196043,5.163239,56.520111,1.683333,20.003815,87.134651,7.258606
05/01/2022 02:43:00.000000,14.221361,0.197169,5.270018,56.511597,2.316667,20.029297,92.738854,7.170105
05/01/2022 02:44:00.000000,8.361115,0.171318,5.37598,56.494568,3.55,20.0354,87.041246,6.822052
05/01/2022 02:45:00.000000,7.036028,0.165037,5.356593,56.480286,4.0,20.067139,98.51295,6.082153
05/01/2022 02:46:00.000000,6.270836,0.170724,4.855393,56.476715,2.5,20.058899,84.156695,5.113068
05/01/2022 02:47:00.000000,3.340713,0.164596,4.755392,56.429749,2.616667,20.119934,82.600228,4.510193
05/01/2022 02:48:00.000000,6.606774,0.161304,4.743612,56.380859,3.1,20.191803,76.713172,4.530487
05/01/2022 02:49:00.000000,11.907124,0.202984,4.685983,56.315765,2.75,20.299377,62.516688,6.18103
05/01/2022 02:50:00.000000,12.690978,0.2002,4.752889,56.186951,3.3,20.391693,69.106158,6.358643
05/01/2022 02:51:00.000000,21.052093,0.172693,4.763318,56.083679,2.366667,20.462036,75.158875,5.430908
05/01/2022 02:52:00.000000,6.438805,0.157304,4.737626,56.023529,3.0,20.522613,71.317687,5.238953
05/01/2022 02:53:00.000000,10.395404,0.160944,4.775396,55.975464,4.233333,20.570679,93.660458,4.707031
05/01/2022 02:54:00.000000,18.009991,0.161721,4.804743,55.963928,2.85,20.606384,82.267992,3.132324
05/01/2022 02:55:00.000000,18.028654,0.166081,4.802577,55.937012,2.55,20.645447,66.840354,5.969696
05/01/2022 02:56:00.000000,7.409292,0.157743,4.748949,55.804482,2.4,20.649157,51.308219,8.465576
05/01/2022 02:57:00.000000,14.893236,0.156098,4.660373,55.683777,3.1,20.684509,55.802554,7.579803
05/01/2022 02:58:00.000000,44.045159,0.148303,4.594847,55.593964,3.8,20.732727,62.23745,7.828064
05/01/2022 02:59:00.000000,5.001738,0.15713,4.531171,55.556885,2.266667,20.810089,71.399315,6.585236
05/01/2022 03:00:00.000000,5.130269,0.157148,4.456145,55.517059,2.35,20.840454,60.667355,7.246552
05/01/2022 03:01:00.000000,5.92666,0.147328,4.352394,55.458832,3.3,20.899811,54.363863,6.666412
05/01/2022 03:02:00.000000,2.68377,0.142883,4.282447,55.427521,2.0,20.9552,65.510103,6.325684
