InstrumentName, I-25 Globeville,,,,,
05/01/2022 04:20:00.000000,40.033333,52.797943,2.861905,27.305847,123.933089,4.462402
05/01/2022 04:21:00.000000,40.083333,52.761688,4.561905,27.293488,114.241207,4.265186
05/01/2022 04:22:00.000000,40.166667,52.71994,2.812048,27.364594,102.103728,6.292725
05/01/2022 04:23:00.000000,40.466667,52.588654,2.92381,27.403351,101.955153,8.352734
05/01/2022 04:24:00.000000,40.65,52.493896,3.132927,27.547089,113.071728,4.909814
05/01/2022 04:25:00.000000,41.016667,52.480438,3.52987,27.640778,128.385401,5.197266
05/01/2022 04:26:00.000000,56.433333,52.430176,4.658904,27.691895,121.518313,5.151807
05/01/2022 04:27:00.000000,8.25,52.363709,6.22619,27.702423,121.157105,7.260693
05/01/2022 04:28:00.000000,0.0,52.257965,3.996,27.74469,99.681751,7.186865
05/01/2022 04:29:00.000000,-9999.0,52.191772,2.551282,27.898346,100.69563,5.046191
05/01/2022 04:30:00.000000,-9999.0,52.11734,3.109877,27.991882,108.967615,6.259229
05/01/2022 04:31:00.000000,-9999.0,52.076691,4.5,28.006073,110.377652,7.077148
05/01/2022 04:32:00.000000,-9999.0,52.038239,3.812346,28.08847,107.921745,4.611768
05/01/2022 04:33:00.000000,-9999.0,51.966003,3.683133,28.124329,94.564626,8.179102
05/01/2022 04:34:00.000000,-9999.0,51.874542,2.242857,28.169495,96.390272,8.065967
05/01/2022 04:35:00.000000,-9999.0,51.797089,3.216667,28.230682,92.494194,5.956738
05/01/2022 04:36:00.000000,-9999.0,51.797638,2.675949,28.302246,101.761909,7.104492
05/01/2022 04:37:00.000000,0.1,51.753418,3.298765,28.362823,90.200187,6.466699
05/01/2022 04:38:00.000000,1.04,51.752594,3.987805,28.387543,99.683208,6.133789
05/01/2022 04:39:00.000000,1.75,51.719635,,28.4263,84.57096,5.383545
05/01/2022 04:40:00.000000,2.65,51.667175,3.912821,28.457581,89.476135,7.797998
05/01/2022 04:41:00.000000,3.533333,51.622131,3.97561,28.505798,91.521003,6.766797
05/01/2022 04:42:00.000000,4.416667,51.573517,3.7625,28.536926,69.927151,7.789111
05/01/2022 04:43:00.000000,5.0,51.519684,3.523077,28.572174,84.735282,5.573926
05/01/2022 04:44:00.000000,4.966667,51.466949,3.702439,28.62085,83.431527,8.207471
05/01/2022 04:45:00.000000,4.916667,51.444153,2.898734,28.67334,87.794458,7.017334
05/01/2022 04:46:00.000000,5.016667,51.406799,2.348148,28.705383,78.398661,5.175049
05/01/2022 04:47:00.000000,4.916667,51.37851,3.448193,28.744446,79.468778,7.291797
05/01/2022 04:48:00.000000,4.833333,51.362579,3.889091,28.782898,76.083347,5.520264
05/01/2022 04:49:00.000000,4.883333,51.31781,4.401235,28.85614,77.04584,5.575977
05/01/2022 04:50:00.000000,4.966667,51.298859,3.512658,28.880249,66.417952,3.723438
05/01/2022 04:51:00.000000,5.066667,51.290344,3.490244,28.873688,81.973632,6.419531
05/01/2022 04:52:00.000000,5.083333,51.278808,2.746154,28.86911,86.054446,6.712793
05/01/2022 04:53:00.000000,4.933333,51.259583,3.15,28.913361,90.921635,4.7279789999999995
05/01/2022 04:54:00.000000,4.916667,51.220032,3.575949,28.960358,83.127217,4.204688
05/01/2022 04:55:00.000000,5.116667,51.207397,3.875,28.98645,72.03591,4.820947
05/01/2022 04:56:00.000000,4.98,51.137909,2.354054,29.037872,73.661641,4.411816
05/01/2022 04:57:00.000000,4.85,51.14917,2.8375,29.072815,60.096514,4.413184
05/01/2022 04:58:00.000000,4.65,51.150269,3.680952,29.061218,74.196242,4.78916
05/01/2022 04:59:00.000000,4.45,,,,,
05/01/2022 05:00:00.000000,4.333333,51.06485,4.430435,29.118439,82.518137,3.596289
05/01/2022 05:01:00.000000,4.1,51.007132,3.252381,29.20609,62.538411,3.999674
05/01/2022 05:02:00.000000,4.066667,50.974487,2.960241,29.240967,68.06314,4.40498
05/01/2022 05:03:00.000000,3.85,50.914886,3.291892,29.300018,68.279857,5.903418
05/01/2022 05:04:00.000000,3.8,50.921478,2.780952,29.344727,68.917357,4.70542
05/01/2022 05:05:00.000000,3.783333,50.880829,5.385714,29.374939,62.334968,3.385742
05/01/2022 05:06:00.000000,3.9,50.876434,3.764286,29.406982,56.101427,4.878369
05/01/2022 05:07:00.000000,4.483333,50.912964,3.551948,29.384857,74.940367,4.649706999999999
05/01/2022 05:08:00.000000,4.566667,50.887146,4.623684,29.3992,72.786598,4.047803
05/01/2022 05:09:00.000000,4.45,50.837708,8.886486,29.463745,61.717927,4.485303
05/01/2022 05:10:00.000000,4.466667,50.763824,5.739241,29.536835,73.849599,4.726611
05/01/2022 05:11:00.000000,4.4,50.713562,6.611392,29.639374,72.793587,4.699609000000001
05/01/2022 05:12:00.000000,4.483333,50.726196,5.688,29.625488,57.633033,4.289111
05/01/2022 05:13:00.000000,4.283333,50.672913,3.61519,29.687592,67.215792,3.944238
05/01/2022 05:14:00.000000,4.0,,,,,
05/01/2022 05:15:00.000000,4.0,50.505646,4.335802,29.742218,63.032678,5.469336
05/01/2022 05:16:00.000000,4.0,50.471039,5.172464,29.887482,70.550116,3.591162
05/01/2022 05:17:00.000000,4.133333,50.425171,4.39726,29.911285,76.327436,4.269971
05/01/2022 05:18:00.000000,4.233333,50.42572,5.885714,29.985748,83.710414,4.988086
05/01/2022 05:19:00.000000,4.32,50.414185,5.933333,30.007263,84.776478,4.490088
05/01/2022 05:20:00.000000,4.483333,50.428467,3.036709,29.981781,90.264503,5.670313
05/01/2022 05:21:00.000000,4.65,50.461151,4.1375,29.92807,81.279946,4.4535160000000005
05/01/2022 05:22:00.000000,4.866667,50.452087,4.325926,29.954468,62.811055,1.229346
05/01/2022 05:23:00.000000,5.116667,50.388641,3.837975,29.981476,50.332733,4.493506
05/01/2022 05:24:00.000000,5.5,50.279602,4.112162,30.146881,59.094881,3.79043
05/01/2022 05:25:00.000000,6.3,50.17688,4.133333,30.208832,71.476841,3.188184
05/01/2022 05:26:00.000000,6.733333,50.138702,3.8575,30.284668,61.533426,3.294482
05/01/2022 05:27:00.000000,18.533333,50.113159,5.1,30.329376,62.220235,3.445215
05/01/2022 05:28:00.000000,7.35,50.062347,4.990244,30.393463,60.430111,5.341162
05/01/2022 05:29:00.000000,5.333333,49.984894,,30.451599,68.775508,5.269043
05/01/2022 05:30:00.000000,5.066667,49.956055,5.198765,30.485321,58.790037,4.623047
05/01/2022 05:31:00.000000,4.966667,49.969788,5.801235,30.480896,57.093193,5.285449
05/01/2022 05:32:00.000000,4.82,49.970337,5.194595,30.464569,54.041217,3.467773
05/01/2022 05:33:00.000000,4.616667,49.923096,5.390361,30.516144,47.779778,3.750098
05/01/2022 05:34:00.000000,4.483333,49.895081,2.436,30.562683,38.70242,4.087109
05/01/2022 05:35:00.000000,4.483333,49.84317,2.724691,30.588013,33.461646,3.385059
05/01/2022 05:36:00.000000,4.45,49.87558,3.146753,30.594727,35.710514,5.028076
05/01/2022 05:37:00.000000,4.583333,49.878601,4.7875,30.57077,42.664305,5.088916
05/01/2022 05:38:00.000000,4.516667,49.939026,4.601235,30.514008,46.813711,4.24502
05/01/2022 05:39:00.000000,4.5,49.939575,3.887654,30.523468,47.257551,4.114453
05/01/2022 05:40:00.000000,4.62,49.889313,3.728947,30.516296,45.107866,4.132227
05/01/2022 05:41:00.000000,4.283333,49.8591,3.353846,30.621735,37.984251,3.973975
05/01/2022 05:42:00.000000,4.283333,49.789337,4.389189,30.642487,47.192773,5.512402
05/01/2022 05:43:00.000000,4.266667,49.757751,2.736842,30.66217,55.634312,5.735938
05/01/2022 05:44:00.000000,4.116667,49.761322,5.223377,30.694519,51.688837,5.156934
05/01/2022 05:45:00.000000,4.2,49.703918,2.751282,30.738617,47.775921,4.204003999999999
05/01/2022 05:46:00.000000,4.266667,49.639923,3.131169,30.833679,52.596764,5.565723
05/01/2022 05:47:00.000000,4.283333,49.588287,3.298734,30.874878,43.827024,4.512988
05/01/2022 05:48:00.000000,4.3,49.404541,2.721622,31.039978,52.558928,5.086865
05/01/2022 05:49:00.000000,4.3,49.324066,3.622535,31.192413,54.183337,4.912207
05/01/2022 05:50:00.000000,4.283333,49.338898,3.615789,31.255585,61.576896,4.794971
05/01/2022 05:51:00.000000,4.15,49.450958,2.412195,31.232849,71.765628,4.824365
05/01/2022 05:52:00.000000,3.983333,49.436401,2.621951,31.188141,72.617816,4.487354
05/01/2022 05:53:00.000000,3.816667,49.35318,3.5375,31.26001,61.789014,4.6380859999999995
05/01/2022 05:54:00.000000,3.75,49.300995,3.853333,31.321655,55.37084,5.833008
05/01/2022 05:55:00.000000,3.65,49.299347,4.271429,31.3685,54.331424,6.231543
05/01/2022 05:56:00.000000,3.566667,49.312531,4.597619,31.41626,53.051699,5.758154
05/01/2022 05:57:00.000000,3.55,49.243317,3.075904,31.467682,46.346901,5.591357
05/01/2022 05:58:00.000000,3.55,49.18399,3.051899,31.529022,54.262962,5.427295
05/01/2022 05:59:00.000000,3.616667,49.189209,,31.612183,53.093043,5.379443
05/01/2022 06:00:00.000000,3.7,49.166412,3.47561,31.706635,52.674839,5.800879
05/01/2022 06:01:00.000000,3.7,49.11356,3.32381,31.855742,60.668739,4.297200999999999
05/01/2022 06:02:00.000000,3.68,49.153503,3.528571,31.947266,64.724367,5.885645
05/01/2022 06:03:00.000000,3.7,49.158173,3.635897,31.971069,57.750347,6.156689
05/01/2022 06:04:00.000000,3.633333,49.147736,3.273171,31.973053,59.626461,5.774561
05/01/2022 06:05:00.000000,3.533333,49.126587,3.812195,32.013947,58.498362,5.765332
05/01/2022 06:06:00.000000,3.5,49.051605,3.9,32.118317000000005,54.554918,4.444287
05/01/2022 06:07:00.000000,3.5,48.979919,3.940541,32.284943,53.451534,6.369971
05/01/2022 06:08:00.000000,3.466667,49.018646,4.228169,32.326599,70.076299,5.375684
05/01/2022 06:09:00.000000,3.333333,49.033478,4.35122,32.344604000000004,67.851156,5.281006
05/01/2022 06:10:00.000000,3.383333,49.032654,4.158537,32.371307,61.664695,4.945361
05/01/2022 06:11:00.000000,3.5,49.03183,5.43253,32.398621,63.651408,4.918018
05/01/2022 06:12:00.000000,3.5,49.078796,6.253659,32.371307,61.150377,5.687061
05/01/2022 06:13:00.000000,3.433333,49.06424,5.125,32.351776,68.062033,5.25708
05/01/2022 06:14:00.000000,3.4,49.03183,4.460759,32.424713,70.047523,6.464307
05/01/2022 06:15:00.000000,3.366667,49.0354,3.861446,32.459045,78.8094,6.265723
05/01/2022 06:16:00.000000,3.266667,49.045837,6.166667,32.465759,85.896712,5.500781
05/01/2022 06:17:00.000000,3.05,49.094177,3.888095,32.506348,85.362048,5.508301
05/01/2022 06:18:00.000000,3.116667,49.120819,3.775904,32.484528,93.330543,6.176172
05/01/2022 06:19:00.000000,3.366667,49.193604,3.539759,32.435547,92.785489,5.761914
05/01/2022 06:20:00.000000,4.116667,49.22052,3.134177,32.408844,96.976148,6.611963
05/01/2022 06:21:00.000000,5.06,49.250732,3.302703,32.296844,87.977291,6.138916
05/01/2022 06:22:00.000000,5.95,49.239471,3.028571,32.274567000000005,90.906882,3.757275
05/01/2022 06:23:00.000000,6.766667,49.194977,5.702469,32.333923,102.534044,3.863232
05/01/2022 06:24:00.000000,7.666667,49.163116,4.107692,32.409454,93.519195,3.332764
05/01/2022 06:25:00.000000,8.15,49.152405,2.825316,32.423491999999996,84.774038,4.1940919999999995
05/01/2022 06:26:00.000000,8.016667,49.106537,3.0875,32.443481,79.17315,3.867334
05/01/2022 06:27:00.000000,7.766667,49.036774,3.663415,32.50177,76.952063,1.062891
05/01/2022 06:28:00.000000,7.6,48.943115,3.460241,32.569672,75.207197,1.0
05/01/2022 06:29:00.000000,7.466667,48.856873,4.021951,32.631775000000005,70.706069,1.0
05/01/2022 06:30:00.000000,7.416667,48.734375,5.12619,32.813964999999996,78.213274,1.0
05/01/2022 06:31:00.000000,7.266667,48.652527,6.8375,32.970214999999996,82.627506,1.495264
05/01/2022 06:32:00.000000,7.516667,48.575073,6.861905,33.037354,80.069267,1.100146
05/01/2022 06:33:00.000000,7.766667,48.528931,5.185366,33.134705,83.292019,1.0
05/01/2022 06:34:00.000000,7.94,48.522339,6.022222,33.239075,84.856668,3.125977
05/01/2022 06:35:00.000000,8.35,48.514923,7.283544,33.23526,85.417112,3.360107
05/01/2022 06:36:00.000000,8.433333,48.513275,5.25,33.241364,91.871712,5.022949
05/01/2022 06:37:00.000000,8.316667,48.495422,6.131325,33.244873,87.770695,5.234521
05/01/2022 06:38:00.000000,8.266667,48.515747,4.852381,33.272949,85.271387,4.21084
05/01/2022 06:39:00.000000,8.2,48.540192,4.58,33.217407,87.60809,5.306641
05/01/2022 06:40:00.000000,8.05,48.534973,5.319048,33.228699,75.31939,4.601172
05/01/2022 06:41:00.000000,7.7,48.46521,6.640476,33.328949,77.216774,3.495801
05/01/2022 06:42:00.000000,7.4,48.383362,9.768293,33.43515,74.857795,3.9104
05/01/2022 06:43:00.000000,7.466667,48.43692,8.295238,33.451019,86.45161,5.277246
05/01/2022 06:44:00.000000,7.416667,48.481689,5.538095,33.33017,80.856908,4.505469
05/01/2022 06:45:00.000000,7.416667,48.430603,7.311905,33.358398,63.912191,3.131445
05/01/2022 06:46:00.000000,7.533333,48.355896,7.509756,33.518311,51.21228,3.474268
05/01/2022 06:47:00.000000,7.783333,48.298218,8.228571,33.551422,73.935773,1.793652
05/01/2022 06:48:00.000000,7.616667,48.281738,7.576923,33.571106,75.019056,4.3506350000000005
05/01/2022 06:50:00.000000,7.233333,48.399292,5.866667,33.5,75.387761,4.2638180000000006
05/01/2022 06:51:00.000000,7.216667,48.354248,6.421951,33.515717,72.926041,1.0
05/01/2022 06:52:00.000000,7.066667,48.271301,7.097468,33.640228,79.716787,2.264307
05/01/2022 06:53:00.000000,6.766667,48.242462,5.676812,33.714539,62.985354,4.520166
05/01/2022 06:54:00.000000,6.5,48.168579,5.71519,33.80014,63.765391,3.643457
05/01/2022 06:55:00.000000,6.483333,48.074646,7.126154,33.900085,71.956549,4.931348
05/01/2022 06:56:00.000000,6.466667,48.040863,6.426667,33.996826,65.775676,3.734375
05/01/2022 06:57:00.000000,6.416667,48.082611,5.478571,34.027344,63.227215,4.1958009999999994
05/01/2022 06:58:00.000000,6.3,47.997467,6.712195,34.059998,59.002319,4.4500980000000006
05/01/2022 06:59:00.000000,6.3,,,,,
05/01/2022 07:00:00.000000,6.25,47.992249,6.901235,34.067627,65.87534,4.242627000000001
05/01/2022 07:01:00.000000,6.3,47.91507,6.175904,34.091888,75.824479,3.798975
05/01/2022 07:02:00.000000,6.333333,47.85849,5.95122,34.1604,65.256569,4.458984
05/01/2022 07:03:00.000000,6.466667,47.815369,5.365432,34.192749,60.709302,3.734375
05/01/2022 07:04:00.000000,6.68,47.776367,3.809756,34.261871,65.455209,3.663965
05/01/2022 07:05:00.000000,6.85,47.740936,4.546269,34.316498,49.641286,4.127783
05/01/2022 07:06:00.000000,7.116667,47.710724,4.212048,34.414917,57.433694,4.251172
05/01/2022 07:07:00.000000,7.45,47.708252,4.449153,34.467255,58.954052,5.066699
05/01/2022 07:08:00.000000,7.766667,47.646729,5.350617,34.49884,56.021278,4.614502
05/01/2022 07:09:00.000000,7.833333,47.557465,4.927711,34.621979,61.105988,4.9005860000000006
05/01/2022 07:10:00.000000,8.05,47.575317,4.437037,34.720856,57.018163,5.354492
05/01/2022 07:11:00.000000,8.1,47.527252,4.544,34.783722,49.384745,5.662451
05/01/2022 07:12:00.000000,7.983333,47.433319,3.495238,34.929749,41.606007,4.9597169999999995
05/01/2022 07:13:00.000000,7.983333,47.335815,4.15,35.232025,42.027244,4.798389
05/01/2022 07:14:00.000000,7.933333,47.256164,3.812048,35.451599,41.395656,5.429688
05/01/2022 07:15:00.000000,8.1,47.261108,3.92381,35.705658,35.764786,5.286475
05/01/2022 07:16:00.000000,8.416667,47.185303,4.207143,35.835815,34.467079,5.154883
05/01/2022 07:17:00.000000,8.6,47.117188,5.202532,36.00061,19.922688,4.941602
05/01/2022 07:18:00.000000,9.216667,47.116364,6.2375,36.089569,28.636872,5.956738
05/01/2022 07:19:00.000000,10.02,47.21991,3.640299,36.101624,32.736948999999996,5.754395
