InstrumentName, Prep Academy (CS17),,,,,,,,,,,
StartTime, 2022-05-01 00:00:00,,,,,,,,,,,
EndTime, 2022-05-31 23:59:59,,,,,,,,,,,
Date,*Lat,*Lon,IH,IT,P,PM10,PM1_0,PM2_5,PM2_5_p,Sig,WD,WS
05/19/2022 16:02:00.000000,39.75644,-104.95758,16.12,79.66,828.98,2.5,0.48,1.39,5.699,-71.0,-1.0,-1.0
05/19/2022 16:03:00.000000,39.75644,-104.95758,15.22,79.7,828.94,1.56,0.57,1.17,5.601,-71.0,-1.0,-1.0
05/19/2022 16:04:00.000000,39.75644,-104.95758,14.99,79.61,828.93,1.88,0.68,0.98,5.508,-71.0,-1.0,-1.0
05/24/2022 19:40:00.000000,39.75644,-104.9576,39.86,58.31,838.85,13.54,8.28,12.39,10.117,-69.0,-1.0,-1.0
05/24/2022 19:41:00.000000,39.75644,-104.9576,40.54,58.19,838.86,11.85,8.11,11.77,9.808,-69.0,-1.0,-1.0
05/24/2022 19:42:00.000000,39.75644,-104.9576,41.12,57.98,838.84,13.92,8.38,12.07,9.942,-69.0,-1.0,-1.0
05/24/2022 19:43:00.000000,39.75644,-104.9576,41.3,57.86,838.82,14.62,8.79,13.15,10.458,-69.0,-1.0,-1.0
05/24/2022 19:44:00.000000,39.75644,-104.9576,40.86,57.76,838.81,13.27,8.68,12.59,10.188,-69.0,-1.0,-1.0
05/24/2022 19:45:00.000000,39.75644,-104.9576,41.21,57.79,838.8,12.67,7.83,11.83,9.819,-69.0,-1.0,-1.0
05/24/2022 19:46:00.000000,39.75644,-104.9576,40.82,57.82,838.79,12.68,8.7,12.27,10.035,-70.0,-1.0,-1.0
05/24/2022 19:47:00.000000,39.75644,-104.9576,40.68,57.89,838.8,12.25,8.05,11.86,9.841,-69.0,-1.0,-1.0
05/24/2022 19:48:00.000000,39.75644,-104.9576,40.58,57.87,838.78,13.19,8.05,12.01,9.913,-69.0,-1.0,-1.0
05/24/2022 19:49:00.000000,39.75644,-104.9576,40.34,57.99,838.76,13.08,7.15,11.02,9.441,-69.0,-1.0,-1.0
05/24/2022 21:10:00.000000,39.75644,-104.9576,32.58,66.66,839.91,1.58,0.39,1.22,5.056,-88.0,-1.0,-1.0
