InstrumentName, CAMP,,,,,
StartTime, 2022-05-01 00:00:00,,,,,
EndTime, 2022-05-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
05/01/2022 00:00:00.000000,0.291,6.0,56.0,10.9,4.4,0.0
05/01/2022 01:00:00.000000,0.297,6.0,53.0,11.7,4.2,0.0
05/01/2022 02:00:00.000000,0.336,7.0,47.0,10.7,4.1,0.0
05/01/2022 04:00:00.000000,0.275,,42.0,10.0,4.7,0.0
05/01/2022 05:00:00.000000,0.37,9.0,38.0,11.2,5.4,0.0
05/01/2022 06:00:00.000000,0.289,8.0,40.0,12.8,6.5,0.0
05/01/2022 07:00:00.000000,0.308,10.0,34.0,13.9,6.3,0.0
05/01/2022 09:00:00.000000,0.18,6.0,35.0,9.1,4.9,0.0
05/01/2022 10:00:00.000000,0.188,6.0,36.0,12.1,5.6,0.0
05/01/2022 11:00:00.000000,0.214,9.0,29.0,11.2,5.5,0.0
05/01/2022 12:00:00.000000,0.214,11.0,29.0,11.8,6.1,0.0
05/01/2022 13:00:00.000000,0.221,7.0,36.0,11.4,6.0,0.0
05/01/2022 14:00:00.000000,0.23,8.0,38.0,13.0,7.0,0.0
05/01/2022 15:00:00.000000,0.224,4.0,43.0,12.2,5.9,0.0
05/01/2022 16:00:00.000000,0.203,4.0,45.0,14.2,7.0,0.0
05/01/2022 17:00:00.000000,0.25,6.0,46.0,17.5,8.1,0.0
05/01/2022 18:00:00.000000,0.245,7.0,48.0,19.2,9.2,0.0
05/01/2022 19:00:00.000000,0.269,4.0,53.0,17.6,8.5,0.0
05/01/2022 20:00:00.000000,0.222,6.0,54.0,19.4,9.0,0.0
05/01/2022 21:00:00.000000,0.243,7.0,54.0,23.3,9.8,0.0
05/01/2022 22:00:00.000000,0.264,9.0,52.0,28.8,9.6,0.0
05/01/2022 23:00:00.000000,0.234,8.0,51.0,23.3,8.7,0.0
05/02/2022 00:00:00.000000,0.27,9.0,48.0,22.3,8.1,0.0
05/02/2022 01:00:00.000000,0.224,10.0,44.0,25.5,8.5,0.0
05/02/2022 02:00:00.000000,0.21,9.0,44.0,40.3,10.9,0.0
05/02/2022 04:00:00.000000,0.212,,47.0,31.7,10.7,0.0
05/02/2022 05:00:00.000000,0.196,4.0,42.0,21.3,10.0,0.0
05/02/2022 06:00:00.000000,0.181,3.0,42.0,12.1,8.7,0.0
05/02/2022 07:00:00.000000,0.172,5.0,40.0,7.0,6.2,0.0
05/02/2022 09:00:00.000000,0.164,4.0,42.0,3.2,3.0,0.0
05/02/2022 10:00:00.000000,0.161,5.0,40.0,3.3,3.1,0.0
05/02/2022 11:00:00.000000,0.21,7.0,37.0,3.7,3.3,0.0
05/02/2022 12:00:00.000000,0.273,10.0,33.0,4.1,3.4,0.0
05/02/2022 13:00:00.000000,,12.0,31.0,3.8,3.5,0.0
05/02/2022 14:00:00.000000,0.33,13.0,29.0,2.9,2.5,0.0
05/02/2022 15:00:00.000000,0.314,11.0,30.0,2.6,2.1,
05/02/2022 16:00:00.000000,0.225,9.0,32.0,2.0,1.6,0.0
05/02/2022 17:00:00.000000,0.249,,35.0,3.8,2.4,0.0
05/02/2022 18:00:00.000000,0.265,8.0,36.0,4.0,1.9,0.0
05/02/2022 19:00:00.000000,0.274,8.0,36.0,5.1,2.4,0.0
05/02/2022 20:00:00.000000,0.255,9.0,35.0,6.2,3.2,0.0
05/02/2022 21:00:00.000000,0.295,9.0,36.0,7.3,4.2,0.0
05/02/2022 22:00:00.000000,0.335,10.0,37.0,8.1,4.8,0.0
05/02/2022 23:00:00.000000,0.28,10.0,38.0,6.7,4.3,0.0
05/03/2022 00:00:00.000000,0.31,8.0,38.0,4.8,3.8,0.0
05/03/2022 01:00:00.000000,0.336,11.0,35.0,6.0,4.7,0.0
05/03/2022 02:00:00.000000,0.267,10.0,35.0,6.6,5.6,0.0
05/03/2022 04:00:00.000000,0.196,,33.0,3.6,3.2,0.0
05/03/2022 05:00:00.000000,0.209,6.0,30.0,3.4,3.1,0.0
05/03/2022 06:00:00.000000,0.253,8.0,25.0,4.8,4.5,0.0
05/03/2022 07:00:00.000000,0.197,10.0,20.0,5.4,5.2,0.0
05/03/2022 09:00:00.000000,0.189,11.0,19.0,7.1,6.7,0.0
05/03/2022 10:00:00.000000,0.245,16.0,11.0,7.6,7.0,0.0
05/03/2022 11:00:00.000000,0.353,30.0,1.0,12.8,9.3,0.0
05/03/2022 12:00:00.000000,0.447,28.0,2.0,13.9,10.3,0.0
05/03/2022 13:00:00.000000,0.587,28.0,5.0,19.8,14.3,0.0
05/03/2022 14:00:00.000000,0.527,22.0,9.0,28.6,21.2,0.0
05/03/2022 15:00:00.000000,0.468,19.0,12.0,24.9,20.1,0.0
05/03/2022 16:00:00.000000,0.332,14.0,20.0,22.4,17.3,0.0
05/03/2022 17:00:00.000000,0.294,12.0,30.0,22.3,18.1,0.0
05/03/2022 18:00:00.000000,0.288,13.0,33.0,27.2,20.1,0.0
05/03/2022 19:00:00.000000,0.286,13.0,38.0,25.6,18.8,0.0
05/03/2022 20:00:00.000000,0.291,13.0,40.0,23.9,17.6,0.0
05/03/2022 21:00:00.000000,0.338,12.0,39.0,24.2,17.0,0.0
05/03/2022 22:00:00.000000,0.34,13.0,36.0,21.9,16.3,0.0
05/03/2022 23:00:00.000000,0.305,12.0,35.0,21.4,15.5,0.0
05/04/2022 00:00:00.000000,0.313,14.0,34.0,20.7,15.6,0.0
05/04/2022 01:00:00.000000,0.368,15.0,35.0,20.6,15.0,0.0
05/04/2022 02:00:00.000000,0.323,17.0,33.0,19.2,13.2,0.0
05/04/2022 04:00:00.000000,0.243,,32.0,17.2,11.1,0.0
05/04/2022 05:00:00.000000,0.261,10.0,37.0,10.2,9.2,0.0
05/04/2022 06:00:00.000000,0.203,11.0,35.0,13.6,12.5,0.0
05/04/2022 07:00:00.000000,0.192,5.0,37.0,17.3,15.2,0.0
05/04/2022 09:00:00.000000,0.177,5.0,34.0,17.4,14.7,0.0
05/04/2022 10:00:00.000000,0.16,5.0,34.0,18.3,14.9,0.0
05/04/2022 11:00:00.000000,0.229,8.0,27.0,20.6,15.9,0.0
05/04/2022 12:00:00.000000,0.298,11.0,23.0,22.7,17.0,0.0
05/04/2022 13:00:00.000000,0.38,13.0,19.0,24.9,18.3,0.0
05/04/2022 14:00:00.000000,0.443,21.0,11.0,30.1,22.0,0.0
05/04/2022 15:00:00.000000,0.276,19.0,27.0,6.0,4.9,0.0
05/04/2022 16:00:00.000000,0.279,18.0,32.0,3.8,2.7,0.0
05/04/2022 17:00:00.000000,0.266,15.0,31.0,3.8,2.8,0.0
05/04/2022 18:00:00.000000,0.31,14.0,32.0,4.7,3.4,0.0
05/04/2022 19:00:00.000000,0.268,11.0,40.0,5.0,3.2,0.0
05/04/2022 20:00:00.000000,0.312,11.0,41.0,10.4,3.9,0.0
05/04/2022 21:00:00.000000,0.262,11.0,44.0,8.7,4.2,0.0
05/04/2022 22:00:00.000000,0.307,11.0,43.0,9.8,5.3,0.0
05/04/2022 23:00:00.000000,0.336,11.0,38.0,12.1,7.3,0.0
05/05/2022 00:00:00.000000,0.286,9.0,43.0,7.2,5.7,0.0
05/05/2022 01:00:00.000000,0.318,12.0,44.0,7.6,5.2,0.0
05/05/2022 02:00:00.000000,0.333,11.0,45.0,11.8,5.4,0.0
05/05/2022 04:00:00.000000,0.269,,38.0,6.6,5.3,0.0
05/05/2022 05:00:00.000000,0.321,13.0,33.0,7.7,5.7,0.0
05/05/2022 06:00:00.000000,0.186,6.0,40.0,2.9,2.4,0.0
05/05/2022 07:00:00.000000,0.19,7.0,37.0,3.0,2.7,0.0
05/05/2022 09:00:00.000000,0.2,7.0,28.0,8.4,7.5,0.0
05/05/2022 10:00:00.000000,0.206,9.0,23.0,7.8,7.0,0.0
05/05/2022 11:00:00.000000,0.252,15.0,16.0,7.9,6.3,0.0
05/05/2022 12:00:00.000000,0.329,15.0,14.0,10.4,6.1,0.0
05/05/2022 13:00:00.000000,0.444,20.0,10.0,16.3,7.8,0.0
05/05/2022 14:00:00.000000,0.512,22.0,11.0,25.4,12.3,0.0
05/05/2022 15:00:00.000000,0.442,16.0,21.0,22.4,9.9,0.0
05/05/2022 16:00:00.000000,0.242,10.0,36.0,8.6,5.1,0.0
05/05/2022 17:00:00.000000,0.234,12.0,38.0,10.4,6.0,0.0
05/05/2022 18:00:00.000000,0.257,11.0,41.0,14.5,7.2,0.0
05/05/2022 19:00:00.000000,0.262,9.0,46.0,13.4,7.8,0.0
05/05/2022 20:00:00.000000,0.318,8.0,52.0,12.1,6.8,0.0
05/05/2022 21:00:00.000000,0.336,10.0,53.0,13.5,7.0,0.0
05/05/2022 22:00:00.000000,0.32,9.0,54.0,12.6,6.0,0.0
05/05/2022 23:00:00.000000,0.307,10.0,53.0,10.8,5.2,0.0
05/06/2022 00:00:00.000000,0.279,9.0,52.0,9.1,4.5,0.0
05/06/2022 01:00:00.000000,0.295,15.0,39.0,9.8,5.4,0.0
05/06/2022 02:00:00.000000,0.362,19.0,30.0,12.2,7.1,0.0
05/06/2022 04:00:00.000000,0.447,,21.0,14.5,8.0,0.0
05/06/2022 05:00:00.000000,0.252,12.0,33.0,10.6,5.6,0.0
05/06/2022 06:00:00.000000,0.202,9.0,33.0,8.6,4.8,0.0
05/06/2022 07:00:00.000000,0.187,10.0,30.0,7.4,4.6,0.0
05/06/2022 09:00:00.000000,0.161,8.0,31.0,5.6,3.7,0.0
05/06/2022 10:00:00.000000,0.195,8.0,31.0,5.5,3.5,0.0
05/06/2022 11:00:00.000000,0.26,14.0,26.0,7.2,4.1,0.0
05/06/2022 12:00:00.000000,0.186,8.0,32.0,7.9,3.6,0.0
05/06/2022 13:00:00.000000,0.34,14.0,27.0,10.1,4.0,0.0
05/06/2022 14:00:00.000000,0.4,19.0,24.0,15.3,5.2,0.0
05/06/2022 15:00:00.000000,0.447,20.0,23.0,19.1,5.6,0.0
05/06/2022 16:00:00.000000,0.312,13.0,36.0,12.9,3.9,0.0
05/06/2022 17:00:00.000000,0.313,9.0,43.0,13.6,3.7,0.0
05/06/2022 18:00:00.000000,0.233,5.0,48.0,10.4,3.2,0.0
05/06/2022 19:00:00.000000,0.22,6.0,48.0,15.0,3.7,0.0
05/06/2022 20:00:00.000000,0.27,10.0,44.0,10.1,3.3,0.0
05/06/2022 21:00:00.000000,0.256,7.0,51.0,9.9,2.9,0.0
05/06/2022 22:00:00.000000,0.273,6.0,48.0,8.0,2.4,0.0
05/06/2022 23:00:00.000000,0.282,7.0,47.0,7.7,2.7,0.0
05/07/2022 00:00:00.000000,0.359,11.0,43.0,10.2,3.2,0.0
05/07/2022 01:00:00.000000,0.408,20.0,36.0,14.3,4.3,0.0
05/07/2022 02:00:00.000000,0.314,10.0,52.0,15.4,4.4,0.0
05/07/2022 04:00:00.000000,0.391,,47.0,14.7,5.6,0.0
05/07/2022 05:00:00.000000,0.618,29.0,23.0,26.2,8.3,0.0
05/07/2022 06:00:00.000000,0.501,27.0,19.0,22.3,8.1,0.0
05/07/2022 07:00:00.000000,0.268,12.0,29.0,12.6,5.3,0.0
05/07/2022 09:00:00.000000,0.192,8.0,31.0,8.7,4.2,0.0
05/07/2022 10:00:00.000000,0.136,8.0,32.0,8.6,4.0,0.0
05/07/2022 11:00:00.000000,0.142,7.0,35.0,8.5,3.4,0.0
05/07/2022 12:00:00.000000,0.164,7.0,35.0,9.5,4.0,0.0
05/07/2022 13:00:00.000000,0.194,7.0,37.0,10.1,4.1,0.0
