InstrumentName, CDPHE-tVOC-LunarOutpost,,,,,,
StartTime, 2020-02-01 00:00:00,,,,,,
EndTime, 2020-02-29 23:59:59,,,,,,
Date,IH,IT,Lat,Long,P,Sig,TVOC
02/28/2020 01:09:04.700000,18.43,46.54,40.97903,-104.04245,843.39,-50.0,1.064
02/28/2020 01:10:06.990000,18.73,46.48,40.97903,-104.04245,843.4,-50.0,1.063
02/28/2020 01:11:06.173000,18.81,46.45,40.97903,-104.04245,843.41,-50.0,1.064
02/28/2020 01:12:04.940000,18.26,46.41,40.97903,-104.04245,843.4,-50.0,1.063
02/28/2020 01:13:05.690000,18.73,46.36,40.97903,-104.04245,843.47,-50.0,1.062
02/28/2020 01:14:05.130000,18.5,46.32,40.97903,-104.04245,843.33,-50.0,1.064
02/28/2020 01:15:05.440000,18.37,46.23,40.97903,-104.04245,843.4,-50.0,1.065
02/28/2020 01:16:04.690000,18.52,46.19,40.97903,-104.04245,843.44,-50.0,1.066
02/28/2020 01:17:06.573000,18.49,46.16,40.97903,-104.04245,843.43,-50.0,1.066
02/28/2020 01:18:04.927000,18.83,46.14,40.97903,-104.04245,843.44,-50.0,1.065
02/28/2020 01:19:05.560000,18.71,46.12,40.97903,-104.04245,843.46,-50.0,1.066
02/28/2020 01:20:06.170000,19.01,46.14,40.97903,-104.04245,843.42,-50.0,1.065
02/28/2020 01:21:06.113000,19.3,46.16,40.97903,-104.04245,843.43,-50.0,1.065
02/28/2020 01:22:04.267000,19.06,46.16,40.97903,-104.04245,843.43,-50.0,1.066
02/28/2020 01:23:06.770000,19.21,46.16,40.97903,-104.04245,843.48,-50.0,1.067
02/28/2020 01:24:04.283000,19.29,46.16,40.97903,-104.04245,843.5,-50.0,1.065
02/28/2020 01:25:05.727000,19.19,46.18,40.97903,-104.04245,843.51,-50.0,1.065
02/28/2020 01:26:05.793000,19.33,46.18,40.97903,-104.04245,843.54,-50.0,1.067
02/28/2020 01:27:05.837000,19.54,46.1,40.97903,-104.04245,843.53,-50.0,1.067
02/28/2020 01:28:05.853000,19.74,46.03,40.97903,-104.04245,843.54,-50.0,1.067
02/28/2020 01:29:02.940000,19.98,45.96,40.97903,-104.04245,843.54,-50.0,1.067
02/28/2020 01:30:05.607000,19.77,45.91,40.97903,-104.04245,843.54,-50.0,1.068
02/28/2020 01:31:04.350000,19.91,45.82,40.97903,-104.04245,843.53,-50.0,1.068
02/28/2020 01:32:05.087000,19.89,45.73,40.97903,-104.04245,843.53,-50.0,1.067
02/28/2020 01:33:05.687000,19.08,45.65,40.97903,-104.04245,843.49,-50.0,1.068
02/28/2020 01:34:06.550000,19.28,45.53,40.97903,-104.04245,843.42,-50.0,1.069
02/28/2020 01:35:06.023000,18.93,45.38,40.97903,-104.04245,843.34,-50.0,1.069
02/28/2020 01:36:05.600000,19.46,45.37,40.97903,-104.04245,843.4,-50.0,1.067
02/28/2020 01:37:05.120000,19.46,45.38,40.97903,-104.04245,843.43,-50.0,1.068
02/28/2020 01:38:05.487000,19.37,45.4,40.97903,-104.04245,843.46,-50.0,1.069
02/28/2020 01:39:05.250000,19.45,45.44,40.97903,-104.04245,843.45,-50.0,1.069
02/28/2020 01:40:05.647000,19.65,45.46,40.97903,-104.04245,843.48,-50.0,1.069
02/28/2020 01:41:04.733000,19.42,45.46,40.97903,-104.04245,843.44,-50.0,1.07
02/28/2020 01:42:06.037000,19.56,45.47,40.97903,-104.04245,843.47,-50.0,1.069
02/28/2020 01:43:04.497000,18.94,45.44,40.97903,-104.04245,843.43,-50.0,1.069
02/28/2020 01:44:06.093000,18.92,45.4,40.97903,-104.04245,843.32,-50.0,1.07
02/28/2020 01:45:05.807000,18.88,45.35,40.97903,-104.04245,843.48,-50.0,1.069
02/28/2020 01:46:05.070000,18.84,45.35,40.97903,-104.04245,843.39,-50.0,1.069
02/28/2020 01:47:05.213000,18.88,45.38,40.97903,-104.04245,843.47,-50.0,1.068
02/28/2020 01:48:05.863000,19.14,45.46,40.97903,-104.04245,843.41,-50.0,1.069
02/28/2020 01:49:03.610000,18.91,45.51,40.97903,-104.04245,843.44,-50.0,1.067
02/28/2020 01:50:05.143000,19.03,45.55,40.97903,-104.04245,843.5,-50.0,1.068
02/28/2020 01:51:04.630000,18.47,45.53,40.97903,-104.04245,843.39,-50.0,1.067
02/28/2020 01:52:05.033000,18.58,45.55,40.97903,-104.04245,843.48,-50.0,1.067
02/28/2020 01:53:05.620000,18.82,45.55,40.97903,-104.04245,843.41,-50.0,1.068
02/28/2020 01:54:05.780000,19.27,45.56,40.97903,-104.04245,843.48,-50.0,1.068
02/28/2020 01:55:03.987000,19.3,45.62,40.97903,-104.04245,843.49,-50.0,1.067
02/28/2020 01:56:04.323000,19.53,45.65,40.97903,-104.04245,843.5,-50.0,1.068
02/28/2020 01:57:04.223000,18.92,45.67,40.97903,-104.04245,843.44,-50.0,1.067
02/28/2020 01:58:04.800000,19.1,45.6,40.97903,-104.04245,843.38,-50.0,1.068
02/28/2020 01:59:04.520000,19.38,45.6,40.97903,-104.04245,843.4,-50.0,1.068
02/28/2020 02:00:04.737000,19.48,45.64,40.97903,-104.04245,843.46,-50.0,1.069
02/28/2020 02:01:05.817000,18.99,45.67,40.97903,-104.04245,843.49,-50.0,1.067
02/28/2020 02:02:04.740000,18.86,45.71,40.97903,-104.04245,843.37,-50.0,1.068
02/28/2020 02:03:05.870000,18.89,45.69,40.97903,-104.04245,843.39,-50.0,1.067
02/28/2020 02:04:05.973000,18.99,45.65,40.97903,-104.04245,843.42,-50.0,1.068
02/28/2020 02:05:04.747000,19.2,45.65,40.97903,-104.04245,843.44,-50.0,1.068
02/28/2020 02:06:05.177000,18.83,45.62,40.97903,-104.04245,843.44,-50.0,1.068
02/28/2020 02:07:06.017000,19.17,45.55,40.97903,-104.04245,843.47,-50.0,1.068
02/28/2020 02:08:05.870000,18.95,45.51,40.97903,-104.04245,843.35,-50.0,1.068
02/28/2020 02:09:05.763000,19.2,45.49,40.97903,-104.04245,843.37,-50.0,1.068
02/28/2020 02:10:04.660000,19.14,45.49,40.97903,-104.04245,843.42,-50.0,1.067
02/28/2020 02:11:05.667000,19.53,45.49,40.97903,-104.04245,843.43,-50.0,1.069
02/28/2020 02:12:04.727000,19.36,45.51,40.97903,-104.04245,843.45,-50.0,1.068
02/28/2020 02:13:05.710000,19.33,45.53,40.97903,-104.04245,843.43,-50.0,1.069
02/28/2020 02:14:05.327000,19.57,45.55,40.97903,-104.04245,843.48,-50.0,1.069
02/28/2020 02:15:05.167000,19.43,45.56,40.97903,-104.04245,843.43,-50.0,1.067
02/28/2020 02:16:05.687000,19.2,45.53,40.97903,-104.04245,843.4,-50.0,1.068
02/28/2020 02:17:03.443000,19.24,45.51,40.97903,-104.04245,843.41,-50.0,1.068
02/28/2020 02:18:06.050000,19.56,45.47,40.97903,-104.04245,843.42,-50.0,1.069
02/28/2020 02:19:04.360000,19.63,45.46,40.97903,-104.04245,843.39,-50.0,1.069
02/28/2020 02:20:04.543000,19.54,45.44,40.97903,-104.04245,843.41,-50.0,1.069
02/28/2020 02:21:05.620000,19.48,45.42,40.97903,-104.04245,843.42,-50.0,1.069
02/28/2020 02:22:04.980000,19.79,45.4,40.97903,-104.04245,843.37,-50.0,1.068
02/28/2020 02:23:05.707000,19.75,45.4,40.97903,-104.04245,843.38,-50.0,1.068
02/28/2020 02:24:04.767000,19.92,45.38,40.97903,-104.04245,843.41,-50.0,1.07
02/28/2020 02:25:05.237000,19.59,45.4,40.97903,-104.04245,843.32,-50.0,1.069
02/28/2020 02:26:04.953000,19.77,45.37,40.97903,-104.04245,843.39,-50.0,1.069
02/28/2020 02:27:04.673000,19.62,45.29,40.97903,-104.04245,843.33,-50.0,1.068
02/28/2020 02:28:05.527000,19.84,45.24,40.97903,-104.04245,843.32,-50.0,1.069
02/28/2020 02:29:04.713000,19.92,45.2,40.97903,-104.04245,843.37,-50.0,1.07
02/28/2020 02:30:04.767000,19.7,45.13,40.97903,-104.04245,843.23,-50.0,1.07
02/28/2020 02:31:06.347000,19.44,45.01,40.97903,-104.04245,843.21,-50.0,1.07
02/28/2020 02:32:04.343000,19.23,44.99,40.97903,-104.04245,843.26,-50.0,1.071
02/28/2020 02:33:05.563000,19.94,45.01,40.97903,-104.04245,843.36,-50.0,1.071
02/28/2020 02:34:06.413000,20.05,45.04,40.97903,-104.04245,843.32,-50.0,1.071
02/28/2020 02:35:04.480000,19.74,45.11,40.97903,-104.04245,843.34,-50.0,1.07
02/28/2020 02:36:06.230000,19.75,45.13,40.97903,-104.04245,843.25,-50.0,1.07
02/28/2020 02:37:06.080000,19.81,45.17,40.97903,-104.04245,843.23,-50.0,1.069
02/28/2020 02:38:06.587000,19.54,45.19,40.97903,-104.04245,843.3,-50.0,1.069
02/28/2020 02:39:05.260000,19.26,45.19,40.97903,-104.04245,843.22,-50.0,1.07
02/28/2020 02:40:05.313000,18.7,45.13,40.97903,-104.04245,843.17,-50.0,1.07
02/28/2020 02:41:05.773000,19.32,45.11,40.97903,-104.04245,843.28,-50.0,1.071
02/28/2020 02:42:04.433000,19.3,45.11,40.97903,-104.04245,843.21,-50.0,1.07
02/28/2020 02:43:05.790000,19.19,45.17,40.97903,-104.04245,843.32,-50.0,1.069
02/28/2020 02:44:07.013000,19.66,45.2,40.97903,-104.04245,843.35,-50.0,1.07
02/28/2020 02:45:04.817000,19.3,45.24,40.97903,-104.04245,843.35,-50.0,1.07
02/28/2020 02:46:04.950000,19.53,45.31,40.97903,-104.04245,843.35,-50.0,1.069
02/28/2020 02:47:05.077000,19.54,45.37,40.97903,-104.04245,843.34,-50.0,1.069
02/28/2020 02:48:06.210000,19.83,45.37,40.97903,-104.04245,843.36,-50.0,1.07
02/28/2020 02:49:05.170000,19.65,45.37,40.97903,-104.04245,843.34,-50.0,1.07
02/28/2020 02:50:05.653000,19.32,45.38,40.97903,-104.04245,843.3,-50.0,1.069
02/28/2020 02:51:06.067000,19.17,45.37,40.97903,-104.04245,843.3,-50.0,1.068
02/28/2020 02:52:05.587000,19.29,45.31,40.97903,-104.04245,843.32,-50.0,1.069
02/28/2020 02:53:05.960000,19.48,45.29,40.97903,-104.04245,843.33,-50.0,1.069
02/28/2020 02:54:04.740000,19.52,45.28,40.97903,-104.04245,843.33,-50.0,1.069
02/28/2020 02:55:04.617000,19.25,45.28,40.97903,-104.04245,843.32,-50.0,1.068
02/28/2020 02:56:04.437000,19.46,45.28,40.97903,-104.04245,843.32,-50.0,1.069
02/28/2020 02:57:05.570000,19.59,45.24,40.97903,-104.04245,843.33,-50.0,1.069
02/28/2020 02:58:04.780000,19.23,45.2,40.97903,-104.04245,843.3,-50.0,1.069
02/28/2020 02:59:06.727000,19.5,45.15,40.97903,-104.04245,843.33,-50.0,1.069
02/28/2020 03:00:05.337000,19.78,45.1,40.97903,-104.04245,843.36,-50.0,1.069
02/28/2020 03:01:04.490000,19.49,45.08,40.97903,-104.04245,843.29,-50.0,1.07
02/28/2020 03:02:04.953000,19.07,45.04,40.97903,-104.04245,843.28,-50.0,1.07
02/28/2020 03:03:04.390000,19.26,44.99,40.97903,-104.04245,843.35,-50.0,1.07
02/28/2020 03:04:04.813000,19.54,44.93,40.97903,-104.04245,843.32,-50.0,1.071
02/28/2020 03:05:06.017000,19.58,44.88,40.97903,-104.04245,843.34,-50.0,1.071
02/28/2020 03:06:03.780000,19.57,44.84,40.97903,-104.04245,843.31,-50.0,1.07
02/28/2020 03:07:05.137000,19.49,44.81,40.97903,-104.04245,843.31,-50.0,1.071
02/28/2020 03:08:04.097000,19.48,44.77,40.97903,-104.04245,843.33,-50.0,1.071
02/28/2020 03:09:04.630000,19.67,44.74,40.97903,-104.04245,843.31,-50.0,1.072
02/28/2020 03:10:03.563000,19.94,44.68,40.97903,-104.04245,843.36,-50.0,1.071
02/28/2020 03:11:04.390000,19.89,44.65,40.97903,-104.04245,843.38,-50.0,1.072
02/28/2020 03:12:05.013000,19.92,44.63,40.97903,-104.04245,843.33,-50.0,1.071
02/28/2020 03:13:05.760000,19.91,44.63,40.97903,-104.04245,843.33,-50.0,1.072
02/28/2020 03:14:05.723000,20.03,44.57,40.97903,-104.04245,843.38,-50.0,1.073
02/28/2020 03:15:05.270000,19.82,44.52,40.97903,-104.04245,843.27,-50.0,1.071
02/28/2020 03:16:06.900000,19.75,44.45,40.97903,-104.04245,843.36,-50.0,1.072
02/28/2020 03:17:06.217000,20.03,44.41,40.97903,-104.04245,843.39,-50.0,1.072
02/28/2020 03:18:05.610000,20.03,44.43,40.97903,-104.04245,843.39,-50.0,1.073
02/28/2020 03:19:03.850000,20.23,44.45,40.97903,-104.04245,843.36,-50.0,1.072
02/28/2020 03:20:05.847000,20.54,44.47,40.97903,-104.04245,843.59,-50.0,1.073
02/28/2020 03:21:03.953000,20.22,44.47,40.97903,-104.04245,843.46,-50.0,1.073
02/28/2020 03:22:04.120000,20.45,44.48,40.97903,-104.04245,843.44,-50.0,1.074
02/28/2020 03:23:04.930000,20.41,44.48,40.97903,-104.04245,843.42,-50.0,1.072
02/28/2020 03:24:05.637000,20.24,44.47,40.97903,-104.04245,843.45,-50.0,1.072
02/28/2020 03:25:04.870000,20.31,44.45,40.97903,-104.04245,843.43,-50.0,1.073
02/28/2020 03:26:04.563000,20.38,44.45,40.97903,-104.04245,843.45,-50.0,1.074
02/28/2020 03:27:04.800000,20.65,44.43,40.97903,-104.04245,843.38,-50.0,1.074
02/28/2020 03:28:05.680000,20.17,44.45,40.97903,-104.04245,843.39,-50.0,1.073
02/28/2020 03:29:06.620000,20.21,44.45,40.97903,-104.04245,843.33,-50.0,1.074
02/28/2020 03:30:04.893000,20.34,44.45,40.97903,-104.04245,843.48,-50.0,1.073
02/28/2020 03:31:06.610000,20.41,44.45,40.97903,-104.04245,843.45,-50.0,1.074
02/28/2020 03:32:05.270000,20.31,44.5,40.97903,-104.04245,843.46,-50.0,1.072
02/28/2020 03:33:04.887000,20.13,44.52,40.97903,-104.04245,843.37,-50.0,1.073
02/28/2020 03:34:05.707000,20.31,44.56,40.97903,-104.04245,843.38,-50.0,1.072
02/28/2020 03:35:05.893000,19.9,44.59,40.97903,-104.04245,843.4,-50.0,1.073
02/28/2020 03:36:05.063000,20.29,44.61,40.97903,-104.04245,843.48,-50.0,1.073
02/28/2020 03:37:06.453000,20.42,44.63,40.97903,-104.04245,843.46,-50.0,1.073
