InstrumentName, CAMP,,,,
02/05/2020 12:00:00.000000,0.2,22.0,15.0,11.1,0.0
02/05/2020 13:00:00.000000,0.3,25.0,12.0,9.9,0.0
02/05/2020 14:00:00.000000,0.4,30.0,11.0,12.7,0.0
02/05/2020 15:00:00.000000,0.5,27.0,13.0,,0.0
02/05/2020 16:00:00.000000,0.7,33.0,12.0,27.1,1.0
02/05/2020 17:00:00.000000,0.5,25.0,19.0,24.4,0.0
02/05/2020 18:00:00.000000,0.5,23.0,23.0,28.0,0.0
02/05/2020 19:00:00.000000,0.3,15.0,31.0,27.7,0.0
02/05/2020 20:00:00.000000,0.3,13.0,32.0,21.6,0.0
02/05/2020 21:00:00.000000,0.3,15.0,33.0,23.8,0.0
02/05/2020 22:00:00.000000,0.4,24.0,25.0,38.4,0.0
02/05/2020 23:00:00.000000,0.4,27.0,22.0,25.9,0.0
02/06/2020 00:00:00.000000,0.5,31.0,18.0,19.6,0.0
02/06/2020 01:00:00.000000,0.4,26.0,22.0,14.3,0.0
02/06/2020 02:00:00.000000,0.6,42.0,7.0,22.5,0.0
02/06/2020 03:00:00.000000,0.4,36.0,10.0,18.1,0.0
02/06/2020 04:00:00.000000,0.3,28.0,15.0,10.7,0.0
02/06/2020 05:00:00.000000,0.4,,4.0,13.2,0.0
02/06/2020 06:00:00.000000,0.4,44.0,1.0,10.0,0.0
02/06/2020 07:00:00.000000,0.4,37.0,7.0,10.3,0.0
02/06/2020 08:00:00.000000,0.2,18.0,25.0,7.6,0.0
02/06/2020 09:00:00.000000,0.2,33.0,11.0,3.6,0.0
02/06/2020 10:00:00.000000,0.2,23.0,21.0,3.8,0.0
02/06/2020 11:00:00.000000,0.2,13.0,30.0,4.3,0.0
02/06/2020 12:00:00.000000,0.3,30.0,14.0,12.3,0.0
02/06/2020 13:00:00.000000,0.5,44.0,1.0,18.1,1.0
02/06/2020 14:00:00.000000,0.8,44.0,2.0,31.0,1.0
02/06/2020 15:00:00.000000,1.2,46.0,4.0,34.1,1.0
02/06/2020 16:00:00.000000,1.0,43.0,6.0,38.0,
02/06/2020 18:00:00.000000,0.2,12.0,28.0,,
02/06/2020 19:00:00.000000,0.2,8.0,31.0,,
02/06/2020 20:00:00.000000,0.2,8.0,31.0,,0.0
02/06/2020 21:00:00.000000,0.3,14.0,26.0,31.6,0.0
02/06/2020 22:00:00.000000,0.4,21.0,21.0,36.5,0.0
02/06/2020 23:00:00.000000,0.4,20.0,22.0,18.5,0.0
02/07/2020 00:00:00.000000,0.4,22.0,18.0,11.0,0.0
02/07/2020 01:00:00.000000,0.3,17.0,20.0,13.4,0.0
02/07/2020 02:00:00.000000,0.3,16.0,19.0,4.5,0.0
02/07/2020 03:00:00.000000,0.2,15.0,21.0,3.7,0.0
02/07/2020 04:00:00.000000,0.2,12.0,27.0,1.8,0.0
02/07/2020 05:00:00.000000,0.2,,29.0,1.6,0.0
02/07/2020 06:00:00.000000,0.2,15.0,24.0,1.6,0.0
02/07/2020 07:00:00.000000,0.1,8.0,26.0,1.6,0.0
02/07/2020 08:00:00.000000,0.1,8.0,32.0,1.4,0.0
02/07/2020 09:00:00.000000,0.1,7.0,33.0,1.3,0.0
02/07/2020 10:00:00.000000,0.1,7.0,33.0,1.0,0.0
02/07/2020 11:00:00.000000,0.1,11.0,30.0,2.9,0.0
02/07/2020 12:00:00.000000,0.2,14.0,27.0,1.3,0.0
02/07/2020 13:00:00.000000,0.2,17.0,25.0,2.2,0.0
02/07/2020 14:00:00.000000,0.3,18.0,24.0,2.6,0.0
02/07/2020 15:00:00.000000,0.3,16.0,25.0,2.7,0.0
02/07/2020 16:00:00.000000,0.2,16.0,26.0,4.0,0.0
02/07/2020 17:00:00.000000,0.2,16.0,26.0,3.7,0.0
02/07/2020 18:00:00.000000,0.2,12.0,29.0,6.0,0.0
02/07/2020 19:00:00.000000,0.2,10.0,31.0,12.5,0.0
02/07/2020 20:00:00.000000,0.3,14.0,29.0,7.6,0.0
02/07/2020 21:00:00.000000,0.2,11.0,32.0,8.5,0.0
02/07/2020 22:00:00.000000,0.4,18.0,26.0,8.7,0.0
02/07/2020 23:00:00.000000,0.3,19.0,25.0,5.7,0.0
02/08/2020 00:00:00.000000,0.3,19.0,24.0,4.5,0.0
02/08/2020 01:00:00.000000,0.3,21.0,21.0,6.7,0.0
02/08/2020 02:00:00.000000,0.3,18.0,24.0,6.7,0.0
02/08/2020 03:00:00.000000,0.3,18.0,24.0,7.4,0.0
02/08/2020 04:00:00.000000,0.4,20.0,22.0,9.8,0.0
02/08/2020 05:00:00.000000,0.4,,17.0,14.8,0.0
02/08/2020 06:00:00.000000,0.3,33.0,7.0,18.1,0.0
02/08/2020 07:00:00.000000,0.3,26.0,11.0,14.5,0.0
02/08/2020 08:00:00.000000,0.3,33.0,8.0,13.4,0.0
02/08/2020 09:00:00.000000,0.4,44.0,1.0,16.6,0.0
02/08/2020 10:00:00.000000,0.5,49.0,0.0,17.2,1.0
02/08/2020 12:00:00.000000,0.6,48.0,0.0,14.7,1.0
02/08/2020 13:00:00.000000,0.7,51.0,0.0,14.9,2.0
02/08/2020 14:00:00.000000,0.9,52.0,1.0,19.6,3.0
02/08/2020 15:00:00.000000,0.7,39.0,7.0,13.8,1.0
02/08/2020 16:00:00.000000,0.6,36.0,11.0,21.5,1.0
02/08/2020 17:00:00.000000,0.5,28.0,17.0,20.1,0.0
02/08/2020 18:00:00.000000,0.7,40.0,14.0,48.4,1.0
02/08/2020 19:00:00.000000,0.7,45.0,16.0,67.6,1.0
02/08/2020 20:00:00.000000,0.7,47.0,17.0,50.0,1.0
02/08/2020 21:00:00.000000,0.7,55.0,14.0,34.4,2.0
02/08/2020 22:00:00.000000,0.7,50.0,20.0,31.8,1.0
02/08/2020 23:00:00.000000,0.7,67.0,13.0,30.5,1.0
02/09/2020 00:00:00.000000,1.0,77.0,2.0,38.4,1.0
02/09/2020 01:00:00.000000,1.5,79.0,0.0,54.4,2.0
02/09/2020 02:00:00.000000,1.6,86.0,1.0,51.9,3.0
02/09/2020 03:00:00.000000,1.5,73.0,2.0,39.8,2.0
02/09/2020 04:00:00.000000,0.2,,29.0,4.1,0.0
02/09/2020 05:00:00.000000,0.2,,30.0,2.6,0.0
02/09/2020 06:00:00.000000,0.2,19.0,22.0,4.6,0.0
02/09/2020 07:00:00.000000,0.2,18.0,19.0,4.4,0.0
02/09/2020 08:00:00.000000,0.3,33.0,10.0,5.8,0.0
02/09/2020 09:00:00.000000,0.2,20.0,24.0,3.5,0.0
02/09/2020 10:00:00.000000,0.1,10.0,34.0,1.4,0.0
02/09/2020 11:00:00.000000,0.1,10.0,32.0,12.7,0.0
02/09/2020 12:00:00.000000,0.2,7.0,32.0,4.0,0.0
02/09/2020 13:00:00.000000,0.2,10.0,28.0,1.9,0.0
02/09/2020 14:00:00.000000,0.2,10.0,23.0,2.1,0.0
02/09/2020 15:00:00.000000,0.2,7.0,23.0,1.8,0.0
02/09/2020 16:00:00.000000,0.2,10.0,21.0,4.6,0.0
02/09/2020 17:00:00.000000,0.2,6.0,27.0,18.0,0.0
02/09/2020 18:00:00.000000,0.2,9.0,24.0,14.6,0.0
02/09/2020 19:00:00.000000,0.2,8.0,26.0,11.5,0.0
02/09/2020 20:00:00.000000,0.2,7.0,28.0,17.2,0.0
02/09/2020 21:00:00.000000,0.2,8.0,28.0,5.9,0.0
02/09/2020 22:00:00.000000,0.2,8.0,28.0,4.7,0.0
02/09/2020 23:00:00.000000,0.2,10.0,27.0,4.4,0.0
02/10/2020 00:00:00.000000,0.2,9.0,28.0,4.3,0.0
02/10/2020 01:00:00.000000,0.3,10.0,25.0,4.9,0.0
02/10/2020 02:00:00.000000,0.4,18.0,17.0,7.3,0.0
02/10/2020 03:00:00.000000,0.5,33.0,5.0,10.1,0.0
02/10/2020 04:00:00.000000,0.4,32.0,7.0,11.8,0.0
02/10/2020 05:00:00.000000,0.7,,6.0,10.0,0.0
02/10/2020 06:00:00.000000,0.6,41.0,1.0,13.9,1.0
02/10/2020 07:00:00.000000,0.8,46.0,0.0,17.8,2.0
02/10/2020 08:00:00.000000,0.9,46.0,0.0,19.2,2.0
02/10/2020 09:00:00.000000,0.8,46.0,0.0,18.9,2.0
02/10/2020 10:00:00.000000,0.3,39.0,0.0,13.4,0.0
02/10/2020 11:00:00.000000,0.3,38.0,0.0,12.3,0.0
02/10/2020 12:00:00.000000,0.4,35.0,1.0,15.6,0.0
02/10/2020 13:00:00.000000,0.5,36.0,1.0,15.1,0.0
02/10/2020 14:00:00.000000,0.7,37.0,2.0,18.7,0.0
02/10/2020 15:00:00.000000,0.5,26.0,10.0,16.8,0.0
02/10/2020 16:00:00.000000,0.4,24.0,14.0,21.5,0.0
02/10/2020 17:00:00.000000,0.5,25.0,16.0,23.8,0.0
02/10/2020 18:00:00.000000,0.3,12.0,29.0,13.8,0.0
02/10/2020 19:00:00.000000,0.3,12.0,31.0,10.6,0.0
02/10/2020 20:00:00.000000,0.2,7.0,35.0,5.8,0.0
02/10/2020 21:00:00.000000,0.2,8.0,37.0,7.7,0.0
02/10/2020 22:00:00.000000,0.2,11.0,33.0,12.9,0.0
02/10/2020 23:00:00.000000,0.3,16.0,29.0,18.8,0.0
02/11/2020 00:00:00.000000,0.2,14.0,29.0,37.4,0.0
02/11/2020 01:00:00.000000,0.3,20.0,23.0,5.4,0.0
02/11/2020 02:00:00.000000,0.2,16.0,26.0,2.5,0.0
02/11/2020 03:00:00.000000,0.2,14.0,26.0,2.5,0.0
02/11/2020 04:00:00.000000,0.2,10.0,30.0,2.0,0.0
02/11/2020 05:00:00.000000,0.2,,30.0,1.9,0.0
02/11/2020 06:00:00.000000,0.2,12.0,27.0,2.6,0.0
02/11/2020 07:00:00.000000,0.1,12.0,25.0,2.6,0.0
02/11/2020 08:00:00.000000,0.1,7.0,33.0,2.4,0.0
02/11/2020 09:00:00.000000,0.2,12.0,29.0,3.5,0.0
02/11/2020 10:00:00.000000,0.3,20.0,21.0,6.4,0.0
02/11/2020 11:00:00.000000,0.3,24.0,15.0,9.7,0.0
02/11/2020 12:00:00.000000,0.5,36.0,6.0,10.0,0.0
02/11/2020 13:00:00.000000,0.4,41.0,1.0,13.1,0.0
02/11/2020 14:00:00.000000,0.6,40.0,4.0,12.9,0.0
02/11/2020 15:00:00.000000,,22.0,14.0,7.4,0.0
02/11/2020 16:00:00.000000,0.3,15.0,26.0,8.9,0.0
02/11/2020 17:00:00.000000,0.3,14.0,27.0,14.9,
02/11/2020 18:00:00.000000,0.3,14.0,29.0,27.7,0.0
02/11/2020 19:00:00.000000,0.3,13.0,32.0,18.4,0.0
02/11/2020 20:00:00.000000,0.3,10.0,37.0,10.7,0.0
02/11/2020 21:00:00.000000,0.4,,29.0,16.7,0.0
02/11/2020 22:00:00.000000,0.6,42.0,16.0,26.5,1.0
02/11/2020 23:00:00.000000,0.7,55.0,8.0,31.9,1.0
02/12/2020 00:00:00.000000,0.8,61.0,3.0,25.9,0.0
02/12/2020 01:00:00.000000,0.8,62.0,0.0,26.2,0.0
02/12/2020 02:00:00.000000,0.7,60.0,0.0,23.6,0.0
02/12/2020 03:00:00.000000,0.9,63.0,0.0,29.6,1.0
02/12/2020 04:00:00.000000,1.1,64.0,0.0,26.8,1.0
02/12/2020 05:00:00.000000,1.0,,0.0,26.6,2.0
02/12/2020 06:00:00.000000,0.7,60.0,0.0,27.7,2.0
02/12/2020 07:00:00.000000,0.8,65.0,0.0,28.7,3.0
02/12/2020 08:00:00.000000,1.0,66.0,0.0,27.7,3.0
02/12/2020 09:00:00.000000,1.0,62.0,0.0,19.7,2.0
02/12/2020 10:00:00.000000,0.9,62.0,0.0,15.2,2.0
02/12/2020 11:00:00.000000,0.7,58.0,2.0,10.9,2.0
02/12/2020 12:00:00.000000,0.2,,33.0,5.4,0.0
02/12/2020 13:00:00.000000,0.3,31.0,19.0,20.1,0.0
02/12/2020 14:00:00.000000,0.6,47.0,5.0,25.4,1.0
02/12/2020 15:00:00.000000,0.6,43.0,9.0,26.1,1.0
02/12/2020 16:00:00.000000,0.5,31.0,19.0,22.1,0.0
02/12/2020 17:00:00.000000,0.3,25.0,24.0,24.2,0.0
02/12/2020 18:00:00.000000,0.2,11.0,28.0,11.7,0.0
02/12/2020 19:00:00.000000,0.2,12.0,27.0,10.5,0.0
02/12/2020 20:00:00.000000,0.2,,32.0,14.7,0.0
02/12/2020 21:00:00.000000,0.3,,31.0,25.8,0.0
02/12/2020 22:00:00.000000,0.3,,30.0,11.9,0.0
02/12/2020 23:00:00.000000,0.4,,18.0,9.1,0.0
02/13/2020 00:00:00.000000,0.5,,15.0,7.4,0.0
02/13/2020 01:00:00.000000,0.4,27.0,18.0,8.1,0.0
02/13/2020 02:00:00.000000,0.3,16.0,28.0,6.1,0.0
02/13/2020 03:00:00.000000,0.2,10.0,24.0,6.1,0.0
02/13/2020 04:00:00.000000,0.2,13.0,21.0,6.4,0.0
02/13/2020 05:00:00.000000,0.2,,24.0,5.3,0.0
02/13/2020 06:00:00.000000,0.2,9.0,25.0,5.4,0.0
02/13/2020 07:00:00.000000,0.2,22.0,9.0,8.6,0.0
02/13/2020 08:00:00.000000,0.2,36.0,2.0,11.4,0.0
02/13/2020 09:00:00.000000,0.2,37.0,1.0,12.8,0.0
02/13/2020 10:00:00.000000,0.2,29.0,8.0,14.5,0.0
02/13/2020 11:00:00.000000,0.2,28.0,10.0,15.0,0.0
02/13/2020 12:00:00.000000,0.2,31.0,6.0,18.5,0.0
02/13/2020 13:00:00.000000,0.2,20.0,16.0,14.8,0.0
02/13/2020 14:00:00.000000,0.3,19.0,17.0,13.8,0.0
02/13/2020 15:00:00.000000,0.3,18.0,18.0,14.5,0.0
02/13/2020 16:00:00.000000,0.5,24.0,14.0,22.0,0.0
02/13/2020 17:00:00.000000,0.4,24.0,15.0,29.7,0.0
02/13/2020 18:00:00.000000,0.3,22.0,18.0,28.3,0.0
02/13/2020 19:00:00.000000,0.3,18.0,21.0,23.1,0.0
02/13/2020 20:00:00.000000,0.3,20.0,23.0,19.9,0.0
02/13/2020 21:00:00.000000,0.3,17.0,31.0,10.6,0.0
02/13/2020 22:00:00.000000,0.4,22.0,26.0,16.1,0.0
02/13/2020 23:00:00.000000,0.5,34.0,15.0,18.5,0.0
02/14/2020 00:00:00.000000,0.6,37.0,14.0,12.0,0.0
02/14/2020 01:00:00.000000,0.5,27.0,25.0,7.9,0.0
02/14/2020 02:00:00.000000,0.3,22.0,30.0,7.7,0.0
02/14/2020 03:00:00.000000,0.4,22.0,27.0,10.9,0.0
02/14/2020 04:00:00.000000,0.4,35.0,16.0,15.9,0.0
02/14/2020 05:00:00.000000,0.2,,19.0,13.2,0.0
02/14/2020 06:00:00.000000,0.3,25.0,14.0,15.3,0.0
02/14/2020 07:00:00.000000,0.5,44.0,0.0,17.6,1.0
02/14/2020 08:00:00.000000,0.6,52.0,0.0,19.7,1.0
02/14/2020 09:00:00.000000,0.7,52.0,0.0,19.5,1.0
02/14/2020 10:00:00.000000,0.6,51.0,0.0,24.8,1.0
02/14/2020 11:00:00.000000,0.8,58.0,0.0,27.1,3.0
02/14/2020 12:00:00.000000,0.9,60.0,0.0,26.7,3.0
02/14/2020 13:00:00.000000,1.2,66.0,1.0,35.0,4.0
02/14/2020 14:00:00.000000,1.4,64.0,1.0,40.3,5.0
02/14/2020 15:00:00.000000,1.5,73.0,2.0,50.2,6.0
02/14/2020 16:00:00.000000,1.6,74.0,5.0,103.2,6.0
02/14/2020 17:00:00.000000,0.5,32.0,23.0,35.3,0.0
02/14/2020 18:00:00.000000,0.4,24.0,29.0,43.8,0.0
02/14/2020 19:00:00.000000,0.8,55.0,16.0,95.2,2.0
02/14/2020 20:00:00.000000,0.9,65.0,14.0,110.1,3.0
02/14/2020 21:00:00.000000,1.1,77.0,7.0,137.3,3.0
02/14/2020 22:00:00.000000,1.0,74.0,7.0,139.4,4.0
02/14/2020 23:00:00.000000,1.2,68.0,6.0,106.0,3.0
02/15/2020 00:00:00.000000,1.6,69.0,2.0,102.6,1.0
02/15/2020 01:00:00.000000,0.9,47.0,12.0,58.5,1.0
02/15/2020 02:00:00.000000,0.4,26.0,23.0,31.6,0.0
02/15/2020 03:00:00.000000,0.6,40.0,11.0,47.1,0.0
02/15/2020 04:00:00.000000,1.1,51.0,1.0,78.9,1.0
02/15/2020 05:00:00.000000,1.1,,17.0,33.2,1.0
02/15/2020 06:00:00.000000,0.5,29.0,24.0,31.4,0.0
02/15/2020 07:00:00.000000,0.2,32.0,14.0,17.6,0.0
02/15/2020 08:00:00.000000,0.6,48.0,2.0,22.3,0.0
02/15/2020 09:00:00.000000,0.2,,25.0,11.4,0.0
02/15/2020 10:00:00.000000,0.1,9.0,28.0,6.6,0.0
02/15/2020 11:00:00.000000,0.2,10.0,29.0,3.6,0.0
02/15/2020 12:00:00.000000,0.2,12.0,27.0,5.5,0.0
02/15/2020 13:00:00.000000,0.2,18.0,21.0,7.6,0.0
02/15/2020 14:00:00.000000,0.3,25.0,14.0,10.0,0.0
02/15/2020 15:00:00.000000,0.3,22.0,18.0,15.7,0.0
02/15/2020 16:00:00.000000,0.2,13.0,30.0,20.2,0.0
02/15/2020 17:00:00.000000,0.2,7.0,37.0,24.5,0.0
02/15/2020 18:00:00.000000,0.2,5.0,41.0,13.4,0.0
02/15/2020 19:00:00.000000,0.2,5.0,41.0,14.0,0.0
02/15/2020 20:00:00.000000,0.2,6.0,40.0,14.2,0.0
02/15/2020 21:00:00.000000,0.2,8.0,39.0,15.9,0.0
02/15/2020 22:00:00.000000,0.3,18.0,31.0,27.8,0.0
02/15/2020 23:00:00.000000,0.3,17.0,33.0,23.0,0.0
02/16/2020 00:00:00.000000,0.3,20.0,28.0,25.9,0.0
02/16/2020 01:00:00.000000,0.4,25.0,24.0,23.0,0.0
02/16/2020 02:00:00.000000,0.5,40.0,9.0,26.4,0.0
02/16/2020 03:00:00.000000,0.4,36.0,10.0,30.5,0.0
02/16/2020 04:00:00.000000,0.5,45.0,2.0,32.2,0.0
02/16/2020 05:00:00.000000,0.5,,0.0,33.3,0.0
02/16/2020 06:00:00.000000,0.8,49.0,0.0,37.1,1.0
02/16/2020 07:00:00.000000,0.6,47.0,0.0,29.6,0.0
02/16/2020 08:00:00.000000,0.5,45.0,3.0,23.0,0.0
02/16/2020 09:00:00.000000,0.5,42.0,3.0,19.4,0.0
02/16/2020 10:00:00.000000,0.4,43.0,2.0,17.9,0.0
02/16/2020 11:00:00.000000,0.4,41.0,3.0,15.5,0.0
02/16/2020 12:00:00.000000,0.4,36.0,8.0,15.7,0.0
02/16/2020 13:00:00.000000,0.3,31.0,11.0,15.4,0.0
02/16/2020 14:00:00.000000,0.3,29.0,13.0,14.2,0.0
02/16/2020 15:00:00.000000,0.3,24.0,18.0,19.6,0.0
02/16/2020 16:00:00.000000,0.3,19.0,24.0,16.7,0.0
02/16/2020 17:00:00.000000,0.5,33.0,15.0,34.4,1.0
02/16/2020 18:00:00.000000,0.5,32.0,19.0,26.1,1.0
02/16/2020 19:00:00.000000,0.4,21.0,29.0,25.9,1.0
02/16/2020 20:00:00.000000,0.4,23.0,29.0,28.2,0.0
02/16/2020 21:00:00.000000,0.4,30.0,28.0,36.0,1.0
02/16/2020 22:00:00.000000,0.4,33.0,27.0,42.9,1.0
02/16/2020 23:00:00.000000,0.4,35.0,25.0,40.7,0.0
02/17/2020 00:00:00.000000,0.5,44.0,18.0,42.5,1.0
02/17/2020 01:00:00.000000,0.5,44.0,15.0,36.0,0.0
02/17/2020 02:00:00.000000,0.8,49.0,7.0,45.1,0.0
02/17/2020 03:00:00.000000,0.8,58.0,0.0,54.4,1.0
02/17/2020 04:00:00.000000,0.9,58.0,0.0,58.6,1.0
02/17/2020 05:00:00.000000,1.1,,0.0,55.3,2.0
02/17/2020 06:00:00.000000,0.8,52.0,0.0,39.6,1.0
02/17/2020 07:00:00.000000,0.6,49.0,0.0,29.3,0.0
