InstrumentName, La Casa NCORE,,,,
StartTime, 2020-02-01 00:00:00,,,,
EndTime, 2020-02-29 23:59:59,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions
02/01/2020 00:00:00.000000,0.337399,19.824624,0.027183,10.836476,2.147638
02/01/2020 00:01:00.000000,0.280401,19.020063,0.0273,11.662715,2.348486
02/01/2020 00:02:00.000000,0.279663,19.059776,0.02825,11.799003,2.413924
02/01/2020 00:03:00.000000,0.283359,19.403355,0.02725,12.015621,2.488194
02/01/2020 00:04:00.000000,0.307589,21.393964,0.026433,12.378243,2.64988
02/01/2020 00:05:00.000000,0.340742,19.116653,0.028217,12.569145,2.800251
02/01/2020 00:06:00.000000,0.293067,16.644823,0.030483,13.243128,2.916732
02/01/2020 00:07:00.000000,0.276357,14.54583,0.032033,13.294833,2.892049
02/01/2020 00:08:00.000000,0.374452,18.108418,0.02935,13.467402,2.987453
02/01/2020 00:09:00.000000,0.467606,19.776764,0.027767,14.202746,3.085685
02/01/2020 00:10:00.000000,0.399944,23.344417,0.025433,13.700175,3.10367
02/01/2020 00:11:00.000000,0.296898,20.141775,0.027267,13.580126,3.080881
02/01/2020 00:12:00.000000,0.307416,16.957469,0.029617,13.859521,3.018292
02/01/2020 00:13:00.000000,0.42936,18.982019,0.028433,13.797959,2.985123
02/01/2020 00:14:00.000000,0.366133,21.585308,0.0272,14.352183,3.006729
02/01/2020 00:15:00.000000,0.263331,16.06798,0.0287,14.056823,2.972809
02/01/2020 00:16:00.000000,0.248199,14.75603,0.029583,13.386303,2.835362
02/01/2020 00:17:00.000000,0.250143,15.842447,0.030483,12.713312,2.815283
02/01/2020 00:18:00.000000,0.262254,15.169511,0.031333,12.403631,2.805576
02/01/2020 00:19:00.000000,0.258573,14.509471,0.031533,13.02417,2.828706
02/01/2020 00:20:00.000000,0.230703,14.333231,0.031217,12.703111,2.765862
02/01/2020 00:21:00.000000,0.247744,15.249127,0.031667,12.49113,2.735244
02/01/2020 00:22:00.000000,0.218326,11.685722,0.034283,12.060582,2.694476
02/01/2020 00:23:00.000000,0.198934,11.078327,0.0341,11.593517,2.610388
02/01/2020 00:24:00.000000,0.227312,14.530598,0.03075,11.366792,2.603177
02/01/2020 00:25:00.000000,0.263463,18.704062,0.029017,10.694416,2.642115
02/01/2020 00:26:00.000000,0.244196,15.868379,0.0302,10.657636,2.74667
02/01/2020 00:27:00.000000,0.238888,14.727042,0.0304,11.079266,2.83098
02/01/2020 00:28:00.000000,0.235403,13.602281,0.031167,11.002651,2.859934
02/01/2020 00:29:00.000000,0.233689,14.37058,0.0308,10.557986,2.80109
02/01/2020 00:30:00.000000,0.225729,15.440553,0.02975,10.092584,2.814859
02/01/2020 00:31:00.000000,0.235075,15.644706,0.03,10.155202,2.80758
02/01/2020 00:32:00.000000,0.287507,17.625117,0.028483,9.811616,2.85594
02/01/2020 00:33:00.000000,0.288659,17.296029,0.02915,9.510276,2.974127
02/01/2020 00:34:00.000000,0.252692,14.161136,0.031033,9.49345,3.102671
02/01/2020 00:35:00.000000,0.271848,19.016492,0.028133,9.921835,3.110721
02/01/2020 00:36:00.000000,0.253243,17.540145,0.0279,10.383646,3.015069
02/01/2020 00:37:00.000000,0.235951,14.130351,0.031017,11.308173,2.828706
02/01/2020 00:38:00.000000,0.235621,14.524954,0.031267,11.754628,2.735809
02/01/2020 00:39:00.000000,0.26128,17.016186,0.028667,12.003359,2.655995
02/01/2020 00:40:00.000000,0.265221,18.389378,0.027383,11.954194,2.61538
02/01/2020 00:41:00.000000,0.263238,19.700294,0.02525,12.00204,2.623249
02/01/2020 00:42:00.000000,0.274345,23.386471,0.02275,12.062151,2.644895
02/01/2020 00:43:00.000000,0.2802,24.070501,0.021517,12.60313,2.642947
02/01/2020 00:44:00.000000,0.3371,26.871293,0.018567,13.429482,2.681996
02/01/2020 00:45:00.000000,0.321437,25.786488,0.019317,14.034456,2.702851
02/01/2020 00:46:00.000000,0.303153,24.345098,0.021167,14.189876,2.733968
02/01/2020 00:47:00.000000,0.304649,23.255306,0.021883,14.306664,2.799641
02/01/2020 00:48:00.000000,0.320387,24.662908,0.021883,14.581993,2.95739
02/01/2020 00:49:00.000000,0.310074,21.970338,0.02354,13.296231,2.958443
02/01/2020 00:50:00.000000,0.311197,22.57659,0.022967,12.971778,2.929101
02/01/2020 00:51:00.000000,0.307808,22.674716,0.023017,13.393726,2.919173
02/01/2020 00:52:00.000000,0.335941,21.78832,0.023583,13.626565,2.914406
02/01/2020 00:53:00.000000,0.335023,21.975369,0.023,14.677481,2.88911
02/01/2020 00:54:00.000000,0.311215,22.383508,0.0238,15.000269,2.954346
02/01/2020 00:55:00.000000,0.284807,19.582355,0.02535,14.76143,2.86424
02/01/2020 00:56:00.000000,0.281944,19.741843,0.024967,15.056276,2.675915
02/01/2020 00:57:00.000000,0.289874,19.601529,0.02445,14.498292,2.612718
02/01/2020 00:58:00.000000,0.287074,20.121617,0.025433,14.208906,2.522528
02/01/2020 00:59:00.000000,0.279097,18.508075,0.025917,13.280208,2.429455
02/01/2020 01:00:00.000000,0.270713,20.774751,0.025933,13.364043,2.308703
02/01/2020 01:01:00.000000,0.258942,19.12739,0.026767,14.202059,2.339986
02/01/2020 01:02:00.000000,0.239132,19.361425,0.026433,14.369697,2.303212
02/01/2020 01:03:00.000000,0.246075,19.425835,0.026417,14.790217,2.308204
02/01/2020 01:04:00.000000,0.237912,19.208422,0.0266,14.544916,2.311199
02/01/2020 01:05:00.000000,0.250937,17.691052,0.02762,12.770614,2.289678
02/01/2020 01:06:00.000000,0.276078,18.253878,0.0273,13.736388,2.357126
02/01/2020 01:07:00.000000,0.300782,18.597375,0.026433,14.022285,2.383306
02/01/2020 01:08:00.000000,0.326201,18.683932,0.02565,12.952792,2.369351
02/01/2020 01:09:00.000000,0.316987,19.364582,0.02436,13.029479,2.378536
02/01/2020 01:10:00.000000,0.286201,20.489032,0.0244,13.653732,2.42119
02/01/2020 01:11:00.000000,0.271021,20.452046,0.0245,14.708347,2.47093
02/01/2020 01:12:00.000000,0.275965,21.685821,0.023833,15.00659,2.560148
02/01/2020 01:13:00.000000,0.268397,20.167602,0.02436,15.371444,2.621873
02/01/2020 01:14:00.000000,0.271883,20.262464,0.0245,14.901143,2.720157
02/01/2020 01:15:00.000000,0.296001,22.778368,0.0232,15.652028,2.803274
02/01/2020 01:16:00.000000,0.28257,23.922213,0.02268,15.93242,2.896963
02/01/2020 01:17:00.000000,0.308899,21.820315,0.02282,15.498791,2.841816
02/01/2020 01:18:00.000000,0.364321,22.752372,0.021933,14.37811,2.834122
02/01/2020 01:19:00.000000,0.323615,22.640838,0.021633,14.31918,2.883044
02/01/2020 01:20:00.000000,0.295883,22.600581,0.021017,14.42949,2.956391
02/01/2020 01:21:00.000000,0.330764,24.330611,0.020683,14.270781,3.065106
02/01/2020 01:22:00.000000,0.301458,23.143324,0.021367,13.905472,3.108482
02/01/2020 01:23:00.000000,0.292914,22.918575,0.022033,12.308502,3.128949
02/01/2020 01:24:00.000000,0.287882,23.775509,0.0216,11.512178,3.117963
02/01/2020 01:25:00.000000,0.275811,23.339703,0.02195,11.798458,3.157015
02/01/2020 01:26:00.000000,0.276282,23.788153,0.02214,11.646402,3.118492
02/01/2020 01:27:00.000000,0.268996,20.995948,0.022667,11.02704,3.113382
02/01/2020 01:28:00.000000,0.290954,23.74786,0.0199,11.267732,3.116635
02/01/2020 01:29:00.000000,0.350622,25.527951,0.02022,11.647456,3.191238
02/01/2020 01:30:00.000000,0.358743,22.324635,0.02192,11.554943,3.219748
02/01/2020 01:31:00.000000,0.3403,22.946562,0.0217,12.440752,3.321087
