InstrumentName, Boulder-CU/Athens
StartTime, 2020-02-01 00:00:00
EndTime, 2020-02-29 23:59:59
Date,PM2.5
02/01/2020 02:00:00.000000,0.0
02/01/2020 03:00:00.000000,5.8
02/01/2020 18:00:00.000000,4.7
02/01/2020 19:00:00.000000,1.6
02/01/2020 20:00:00.000000,0.5
02/01/2020 21:00:00.000000,2.7
02/01/2020 22:00:00.000000,3.5
02/02/2020 03:00:00.000000,2.4
02/02/2020 05:00:00.000000,6.8
02/02/2020 07:00:00.000000,1.1
02/02/2020 08:00:00.000000,4.9
02/02/2020 15:00:00.000000,2.6
02/02/2020 17:00:00.000000,0.1
02/03/2020 08:00:00.000000,2.0
02/03/2020 10:00:00.000000,10.0
02/03/2020 11:00:00.000000,2.0
02/03/2020 12:00:00.000000,2.0
02/03/2020 20:00:00.000000,6.7
02/03/2020 21:00:00.000000,7.3
02/03/2020 22:00:00.000000,6.2
02/03/2020 23:00:00.000000,4.4
02/04/2020 04:00:00.000000,3.9
02/04/2020 16:00:00.000000,3.7
02/04/2020 17:00:00.000000,4.3
02/04/2020 18:00:00.000000,2.9
02/04/2020 20:00:00.000000,8.0
02/05/2020 00:00:00.000000,2.5
02/05/2020 01:00:00.000000,1.9
02/05/2020 02:00:00.000000,2.4
02/05/2020 03:00:00.000000,10.3
02/05/2020 04:00:00.000000,7.8
02/05/2020 05:00:00.000000,3.3
02/05/2020 06:00:00.000000,5.2
02/05/2020 07:00:00.000000,5.7
02/05/2020 08:00:00.000000,2.6
02/05/2020 09:00:00.000000,2.4
02/05/2020 10:00:00.000000,13.1
02/05/2020 12:00:00.000000,16.0
02/05/2020 14:00:00.000000,27.3
02/05/2020 16:00:00.000000,40.7
02/05/2020 17:00:00.000000,13.2
02/05/2020 18:00:00.000000,20.9
02/05/2020 19:00:00.000000,15.2
02/05/2020 20:00:00.000000,5.8
02/05/2020 21:00:00.000000,5.5
02/05/2020 22:00:00.000000,6.6
02/05/2020 23:00:00.000000,13.3
02/06/2020 00:00:00.000000,11.8
02/06/2020 01:00:00.000000,12.0
02/06/2020 02:00:00.000000,8.0
02/06/2020 04:00:00.000000,1.2
02/06/2020 05:00:00.000000,1.9
02/06/2020 18:00:00.000000,32.0
02/06/2020 19:00:00.000000,10.6
02/06/2020 21:00:00.000000,19.1
02/06/2020 22:00:00.000000,12.7
02/06/2020 23:00:00.000000,14.4
02/07/2020 00:00:00.000000,7.6
02/07/2020 01:00:00.000000,2.3
02/07/2020 02:00:00.000000,3.0
02/07/2020 03:00:00.000000,8.6
02/07/2020 04:00:00.000000,2.1
02/07/2020 17:00:00.000000,4.4
02/07/2020 18:00:00.000000,2.2
02/07/2020 19:00:00.000000,6.6
02/07/2020 23:00:00.000000,6.9
02/08/2020 00:00:00.000000,0.8
02/08/2020 01:00:00.000000,0.1
02/08/2020 02:00:00.000000,9.0
02/08/2020 03:00:00.000000,5.0
02/08/2020 04:00:00.000000,5.4
02/08/2020 05:00:00.000000,11.5
02/08/2020 06:00:00.000000,2.3
02/08/2020 07:00:00.000000,3.1
02/08/2020 08:00:00.000000,7.1
02/08/2020 09:00:00.000000,3.9
02/08/2020 13:00:00.000000,5.3
02/08/2020 15:00:00.000000,3.8
02/08/2020 17:00:00.000000,0.9
02/08/2020 18:00:00.000000,8.6
02/08/2020 19:00:00.000000,7.2
02/08/2020 20:00:00.000000,11.2
02/08/2020 21:00:00.000000,9.3
02/08/2020 22:00:00.000000,3.9
02/08/2020 23:00:00.000000,1.5
02/09/2020 00:00:00.000000,6.3
02/09/2020 01:00:00.000000,3.5
02/09/2020 03:00:00.000000,12.6
02/09/2020 04:00:00.000000,19.7
02/09/2020 05:00:00.000000,15.1
02/09/2020 06:00:00.000000,16.3
02/09/2020 07:00:00.000000,15.6
02/09/2020 08:00:00.000000,19.5
02/09/2020 09:00:00.000000,9.1
02/09/2020 11:00:00.000000,7.9
02/09/2020 17:00:00.000000,1.6
02/09/2020 18:00:00.000000,3.5
02/09/2020 19:00:00.000000,5.8
02/09/2020 20:00:00.000000,2.2
02/09/2020 22:00:00.000000,2.3
02/10/2020 00:00:00.000000,0.1
02/10/2020 01:00:00.000000,3.0
02/10/2020 02:00:00.000000,6.0
02/10/2020 03:00:00.000000,6.2
02/10/2020 04:00:00.000000,7.7
02/10/2020 05:00:00.000000,5.4
02/10/2020 06:00:00.000000,5.4
02/10/2020 07:00:00.000000,1.7
02/10/2020 08:00:00.000000,7.1
02/10/2020 09:00:00.000000,15.1
02/10/2020 10:00:00.000000,16.4
02/10/2020 11:00:00.000000,12.4
02/10/2020 12:00:00.000000,13.2
02/10/2020 13:00:00.000000,8.6
02/10/2020 14:00:00.000000,2.0
02/10/2020 15:00:00.000000,2.9
02/10/2020 16:00:00.000000,3.0
02/10/2020 17:00:00.000000,8.2
02/10/2020 18:00:00.000000,6.7
02/10/2020 19:00:00.000000,10.5
02/10/2020 20:00:00.000000,2.4
02/10/2020 21:00:00.000000,12.6
02/10/2020 22:00:00.000000,11.8
02/10/2020 23:00:00.000000,2.4
02/11/2020 00:00:00.000000,5.0
02/11/2020 01:00:00.000000,6.5
02/11/2020 05:00:00.000000,2.4
02/11/2020 06:00:00.000000,2.7
02/11/2020 07:00:00.000000,3.0
02/11/2020 08:00:00.000000,3.2
02/11/2020 10:00:00.000000,3.5
02/11/2020 11:00:00.000000,2.8
02/11/2020 12:00:00.000000,2.3
02/11/2020 13:00:00.000000,1.8
02/11/2020 14:00:00.000000,4.7
02/11/2020 15:00:00.000000,1.9
02/11/2020 17:00:00.000000,0.0
02/11/2020 18:00:00.000000,7.2
02/11/2020 19:00:00.000000,3.7
02/11/2020 20:00:00.000000,7.0
02/11/2020 21:00:00.000000,1.1
02/11/2020 22:00:00.000000,15.2
02/11/2020 23:00:00.000000,2.6
02/12/2020 00:00:00.000000,9.4
02/12/2020 01:00:00.000000,8.3
02/12/2020 02:00:00.000000,11.9
02/12/2020 03:00:00.000000,11.4
02/12/2020 04:00:00.000000,10.7
02/12/2020 05:00:00.000000,11.9
02/12/2020 06:00:00.000000,10.3
02/12/2020 07:00:00.000000,16.4
02/12/2020 08:00:00.000000,15.6
02/12/2020 10:00:00.000000,2.2
02/12/2020 11:00:00.000000,0.8
02/12/2020 16:00:00.000000,0.4
02/12/2020 20:00:00.000000,4.5
02/12/2020 22:00:00.000000,1.3
02/12/2020 23:00:00.000000,2.6
02/13/2020 00:00:00.000000,2.9
02/13/2020 01:00:00.000000,3.0
02/13/2020 02:00:00.000000,5.4
02/13/2020 03:00:00.000000,2.0
02/13/2020 04:00:00.000000,0.2
02/13/2020 05:00:00.000000,3.8
02/13/2020 06:00:00.000000,5.9
02/13/2020 07:00:00.000000,0.8
02/13/2020 08:00:00.000000,2.3
02/13/2020 09:00:00.000000,5.4
02/13/2020 10:00:00.000000,7.1
02/13/2020 11:00:00.000000,7.4
02/13/2020 12:00:00.000000,1.2
02/13/2020 13:00:00.000000,2.2
02/13/2020 14:00:00.000000,6.4
02/13/2020 15:00:00.000000,7.4
02/13/2020 16:00:00.000000,8.2
02/13/2020 17:00:00.000000,11.4
02/13/2020 18:00:00.000000,10.5
02/13/2020 19:00:00.000000,11.3
02/13/2020 20:00:00.000000,7.8
02/13/2020 21:00:00.000000,1.4
02/13/2020 23:00:00.000000,3.7
02/14/2020 00:00:00.000000,16.5
02/14/2020 01:00:00.000000,14.2
02/14/2020 02:00:00.000000,10.5
02/14/2020 03:00:00.000000,1.5
02/14/2020 04:00:00.000000,15.1
02/14/2020 05:00:00.000000,17.6
02/14/2020 06:00:00.000000,16.0
02/14/2020 07:00:00.000000,8.7
02/14/2020 08:00:00.000000,8.5
02/14/2020 09:00:00.000000,13.3
02/14/2020 10:00:00.000000,15.2
02/14/2020 11:00:00.000000,16.4
