"","date","X.1","X","ID","SensorType","Lat","Long","start_date","date_days","age_days","age_weeks.x","val.humidity","val.pm10","val.pm25_p","val.pm25_r","val.temperature","flag","pm25_fit","hour","weekend"
"1",2021-12-31 17:00:00,1,2896,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,79,7.12,6.64,6.14,28.9,0,6.19460833333333,"17","weekday"
"2",2021-12-31 17:00:00,2,2897,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,79,7.12,6.64,6.14,28.9,0,6.19460833333333,"17","weekday"
"3",2021-12-31 17:00:00,3,2898,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,79,7.12,6.64,6.14,28.9,0,6.19460833333333,"17","weekday"
"4",2021-12-31 17:00:00,4,2899,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,79,7.12,6.64,6.14,28.9,0,6.19460833333333,"17","weekday"
"5",2021-12-31 17:00:00,5,2900,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,79,7.12,6.64,6.14,28.9,0,6.19460833333333,"17","weekday"
"6",2021-12-31 18:00:00,6,2901,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,75.8,17.9,13.3,15.5,24.9,0,11.1979333333333,"18","weekday"
"7",2021-12-31 18:00:00,7,2902,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,75.8,17.9,13.3,15.5,24.9,0,11.1979333333333,"18","weekday"
"8",2021-12-31 18:00:00,8,2903,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,75.8,17.9,13.3,15.5,24.9,0,11.1979333333333,"18","weekday"
"9",2021-12-31 18:00:00,9,2904,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,75.8,17.9,13.3,15.5,24.9,0,11.1979333333333,"18","weekday"
"10",2021-12-31 18:00:00,10,2905,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,75.8,17.9,13.3,15.5,24.9,0,11.1979333333333,"18","weekday"
"11",2021-12-31 19:00:00,11,2906,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,76.8,19.6,14.2,16.8,22.9,0,12.1460416666667,"19","weekday"
"12",2021-12-31 19:00:00,12,2907,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,76.8,19.6,14.2,16.8,22.9,0,12.1460416666667,"19","weekday"
"13",2021-12-31 19:00:00,13,2908,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,76.8,19.6,14.2,16.8,22.9,0,12.1460416666667,"19","weekday"
"14",2021-12-31 19:00:00,14,2909,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,76.8,19.6,14.2,16.8,22.9,0,12.1460416666667,"19","weekday"
"15",2021-12-31 19:00:00,15,2910,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,76.8,19.6,14.2,16.8,22.9,0,12.1460416666667,"19","weekday"
"16",2021-12-31 20:00:00,16,2911,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.9,19.4,14.1,16.7,22.6,0,12.0200666666667,"20","weekday"
"17",2021-12-31 20:00:00,17,2912,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.9,19.4,14.1,16.7,22.6,0,12.0200666666667,"20","weekday"
"18",2021-12-31 20:00:00,18,2913,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.9,19.4,14.1,16.7,22.6,0,12.0200666666667,"20","weekday"
"19",2021-12-31 20:00:00,19,2914,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.9,19.4,14.1,16.7,22.6,0,12.0200666666667,"20","weekday"
"20",2021-12-31 20:00:00,20,2915,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.9,19.4,14.1,16.7,22.6,0,12.0200666666667,"20","weekday"
"21",2021-12-31 21:00:00,21,2916,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,72.6,20.4,14.8,17.6,22.3,0,12.0223642857143,"21","weekday"
"22",2021-12-31 21:00:00,22,2917,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,72.6,20.4,14.8,17.6,22.3,0,12.0223642857143,"21","weekday"
"23",2021-12-31 21:00:00,23,2918,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,72.6,20.4,14.8,17.6,22.3,0,12.0223642857143,"21","weekday"
"24",2021-12-31 21:00:00,24,2919,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,72.6,20.4,14.8,17.6,22.3,0,12.0223642857143,"21","weekday"
"25",2021-12-31 21:00:00,25,2920,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,72.6,20.4,14.8,17.6,22.3,0,12.0223642857143,"21","weekday"
"26",2021-12-31 22:00:00,26,2921,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.1,18.6,13.5,16,20.4,0,11.3196083333333,"22","weekday"
"27",2021-12-31 22:00:00,27,2922,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.1,18.6,13.5,16,20.4,0,11.3196083333333,"22","weekday"
"28",2021-12-31 22:00:00,28,2923,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.1,18.6,13.5,16,20.4,0,11.3196083333333,"22","weekday"
"29",2021-12-31 22:00:00,29,2924,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.1,18.6,13.5,16,20.4,0,11.3196083333333,"22","weekday"
"30",2021-12-31 22:00:00,30,2925,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,74.1,18.6,13.5,16,20.4,0,11.3196083333333,"22","weekday"
"31",2021-12-31 23:00:00,31,2926,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,73.1,13.7,10.2,11.4,19.4,0,9.31434166666667,"23","weekday"
"32",2021-12-31 23:00:00,32,2927,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,73.1,13.7,10.2,11.4,19.4,0,9.31434166666667,"23","weekday"
"33",2021-12-31 23:00:00,33,2928,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,73.1,13.7,10.2,11.4,19.4,0,9.31434166666667,"23","weekday"
"34",2021-12-31 23:00:00,34,2929,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,73.1,13.7,10.2,11.4,19.4,0,9.31434166666667,"23","weekday"
"35",2021-12-31 23:00:00,35,2930,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2021-12-31",24,3,73.1,13.7,10.2,11.4,19.4,0,9.31434166666667,"23","weekday"
"276",2022-01-03 00:00:00,276,3171,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,58.7,13.8,10.4,11.4,25.7,0,10.2632333333333,"00","weekday"
"277",2022-01-03 00:00:00,277,3172,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,58.7,13.8,10.4,11.4,25.7,0,10.2632333333333,"00","weekday"
"278",2022-01-03 00:00:00,278,3173,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,58.7,13.8,10.4,11.4,25.7,0,10.2632333333333,"00","weekday"
"279",2022-01-03 00:00:00,279,3174,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,58.7,13.8,10.4,11.4,25.7,0,10.2632333333333,"00","weekday"
"280",2022-01-03 00:00:00,280,3175,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,58.7,13.8,10.4,11.4,25.7,0,10.2632333333333,"00","weekday"
"281",2022-01-03 01:00:00,281,3176,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,60.5,15.1,11.2,12.5,24.2,0,10.16265,"01","weekday"
"282",2022-01-03 01:00:00,282,3177,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,60.5,15.1,11.2,12.5,24.2,0,10.16265,"01","weekday"
"283",2022-01-03 01:00:00,283,3178,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,60.5,15.1,11.2,12.5,24.2,0,10.16265,"01","weekday"
"284",2022-01-03 01:00:00,284,3179,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,60.5,15.1,11.2,12.5,24.2,0,10.16265,"01","weekday"
"285",2022-01-03 01:00:00,285,3180,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,60.5,15.1,11.2,12.5,24.2,0,10.16265,"01","weekday"
"286",2022-01-03 02:00:00,286,3181,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,65,14.1,10.6,11.8,21.7,0,9.70632857142857,"02","weekday"
"287",2022-01-03 02:00:00,287,3182,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,65,14.1,10.6,11.8,21.7,0,9.70632857142857,"02","weekday"
"288",2022-01-03 02:00:00,288,3183,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,65,14.1,10.6,11.8,21.7,0,9.70632857142857,"02","weekday"
"289",2022-01-03 02:00:00,289,3184,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,65,14.1,10.6,11.8,21.7,0,9.70632857142857,"02","weekday"
"290",2022-01-03 02:00:00,290,3185,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,65,14.1,10.6,11.8,21.7,0,9.70632857142857,"02","weekday"
"291",2022-01-03 03:00:00,291,3186,"Newlon Elementary (CJ_001)","Lunar",39.7219,-105.04654,"2021-12-07","2022-01-03",27,3,66.8,13.3,10.3,11.4,20.4,0,8.96941666666667,"03","weekday"
