InstrumentName, Boulder-CU/Athens
StartTime, 2022-07-01 00:00:00
EndTime, 2022-07-31 23:59:59
Date,PM2.5
07/01/2022 01:00:00.000000,3.1
07/01/2022 02:00:00.000000,5.2
07/01/2022 03:00:00.000000,7.7
07/01/2022 04:00:00.000000,7.1
07/01/2022 05:00:00.000000,4.7
07/01/2022 06:00:00.000000,2.5
07/01/2022 09:00:00.000000,1.2
07/01/2022 10:00:00.000000,2.3
07/01/2022 11:00:00.000000,3.5
07/01/2022 12:00:00.000000,3.1
07/01/2022 13:00:00.000000,4.1
07/01/2022 14:00:00.000000,4.3
07/01/2022 15:00:00.000000,3.6
07/01/2022 16:00:00.000000,5.3
07/01/2022 17:00:00.000000,7.9
07/01/2022 18:00:00.000000,3.9
07/01/2022 19:00:00.000000,5.9
07/01/2022 20:00:00.000000,5.8
07/01/2022 21:00:00.000000,5.7
07/01/2022 22:00:00.000000,6.7
07/01/2022 23:00:00.000000,4.9
07/02/2022 00:00:00.000000,6.2
07/02/2022 01:00:00.000000,6.4
07/02/2022 02:00:00.000000,9.2
07/02/2022 03:00:00.000000,7.8
07/02/2022 04:00:00.000000,8.6
07/02/2022 05:00:00.000000,4.2
07/02/2022 06:00:00.000000,5.0
07/02/2022 09:00:00.000000,5.6
07/02/2022 10:00:00.000000,5.6
07/02/2022 11:00:00.000000,3.1
07/02/2022 12:00:00.000000,2.4
07/02/2022 13:00:00.000000,5.5
07/02/2022 14:00:00.000000,5.4
07/02/2022 15:00:00.000000,6.5
07/02/2022 16:00:00.000000,6.2
07/02/2022 17:00:00.000000,5.3
07/02/2022 18:00:00.000000,7.5
07/02/2022 19:00:00.000000,7.2
07/02/2022 20:00:00.000000,7.1
07/02/2022 21:00:00.000000,5.2
07/02/2022 22:00:00.000000,5.1
07/02/2022 23:00:00.000000,9.9
07/03/2022 00:00:00.000000,6.6
07/03/2022 01:00:00.000000,6.9
07/03/2022 02:00:00.000000,2.0
07/03/2022 03:00:00.000000,0.2
07/03/2022 04:00:00.000000,4.4
07/03/2022 05:00:00.000000,1.6
07/03/2022 06:00:00.000000,1.6
07/03/2022 09:00:00.000000,1.5
07/03/2022 10:00:00.000000,4.0
07/03/2022 11:00:00.000000,7.3
07/03/2022 12:00:00.000000,4.7
07/03/2022 13:00:00.000000,5.8
07/03/2022 14:00:00.000000,8.1
07/03/2022 15:00:00.000000,6.0
07/03/2022 16:00:00.000000,5.6
07/03/2022 17:00:00.000000,7.5
07/03/2022 18:00:00.000000,7.4
07/03/2022 19:00:00.000000,8.7
07/03/2022 20:00:00.000000,7.2
07/03/2022 21:00:00.000000,4.7
07/03/2022 22:00:00.000000,9.0
07/03/2022 23:00:00.000000,5.1
07/04/2022 01:00:00.000000,1.0
07/04/2022 02:00:00.000000,2.0
07/04/2022 03:00:00.000000,2.9
07/04/2022 04:00:00.000000,2.5
07/04/2022 05:00:00.000000,0.5
07/04/2022 09:00:00.000000,4.2
07/04/2022 10:00:00.000000,5.2
07/04/2022 11:00:00.000000,5.8
07/04/2022 12:00:00.000000,3.1
07/04/2022 14:00:00.000000,5.3
07/04/2022 15:00:00.000000,3.4
07/04/2022 16:00:00.000000,3.2
07/04/2022 17:00:00.000000,4.6
07/04/2022 18:00:00.000000,4.8
07/04/2022 19:00:00.000000,4.1
07/04/2022 20:00:00.000000,3.7
07/04/2022 21:00:00.000000,1.8
07/04/2022 22:00:00.000000,3.6
