InstrumentName, SAMS,,,,,,,,,,
StartTime, 2022-07-01 00:00:00,,,,,,,,,,
EndTime, 2022-07-31 23:59:59,,,,,,,,,,
Date,42603,68108,85101,Ambient Avg Temperature,Carbon monoxide,Nitric oxide,Nitrogen dioxide,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind speed
07/07/2022 16:05:00.000000,12.8,0.808,7.705263,26.4,4.92,3.6,9.1,3.4,36.4,256.0,1.3422818791946307
07/07/2022 16:06:00.000000,11.2,0.808,15.045946,26.4,4.47,3.1,8.0,4.4,35.9,211.0,3.803131991051454
07/07/2022 16:07:00.000000,11.1,0.808,14.054054,26.4,1.08,3.1,8.0,4.8,35.9,190.6,2.0134228187919465
07/07/2022 16:08:00.000000,11.2,0.808,29.426316,26.4,1.38,3.1,8.0,11.9,35.9,152.2,1.5659955257270692
07/07/2022 16:09:00.000000,11.1,0.808,29.535,26.4,0.85,3.0,8.0,18.1,35.6,164.4,2.9082774049217
07/07/2022 16:10:00.000000,10.9,0.808,7.5,26.4,0.1,3.0,7.9,3.0,35.2,190.9,3.579418344519016
07/07/2022 16:11:00.000000,10.5,,11.1,,-0.01,2.8,7.6,6.5,,123.6,1.5659955257270692
07/07/2022 16:12:00.000000,10.4,0.808,8.081818,27.2,0.0,2.8,7.6,5.2,35.2,153.6,0.894854586129754
07/07/2022 16:13:00.000000,10.5,0.808,3.684211,27.2,0.0,2.8,7.7,2.7,34.2,218.8,4.47427293064877
07/07/2022 16:14:00.000000,10.2,0.808,6.2,27.2,0.0,2.7,7.5,2.7,32.4,179.6,4.47427293064877
07/07/2022 16:15:00.000000,9.7,0.808,6.697297,26.9,0.01,2.5,7.1,2.6,31.7,152.0,0.894854586129754
07/07/2022 16:16:00.000000,9.1,0.808,16.039474,26.7,0.01,2.3,6.8,3.4,31.3,166.4,2.4608501118568236
07/07/2022 16:17:00.000000,8.7,0.808,26.584211,27.2,0.0,2.2,6.5,4.6,31.6,153.1,3.579418344519016
07/07/2022 16:18:00.000000,8.5,0.808,6.71,27.2,0.0,2.1,6.3,3.1,32.4,161.0,1.3422818791946307
07/07/2022 16:19:00.000000,8.4,0.808,13.666667,27.2,0.02,2.1,6.3,4.2,32.2,197.1,4.921700223713647
07/07/2022 16:20:00.000000,7.9,0.808,14.775,27.2,0.04,1.9,5.9,4.4,30.9,209.5,5.369127516778523
07/07/2022 16:21:00.000000,7.0,0.808,4.505128,27.2,0.17,1.7,5.3,2.0,30.5,199.7,5.369127516778523
07/07/2022 16:22:00.000000,6.7,0.808,8.605556,27.2,0.38,1.6,5.1,2.0,30.5,195.2,4.25055928411633
07/07/2022 16:23:00.000000,6.7,0.808,11.608108,27.2,2.1,1.6,5.1,2.2,30.8,192.0,6.487695749440715
07/07/2022 16:24:00.000000,6.4,0.808,12.457895,27.2,1.36,1.5,4.8,2.1,30.9,210.6,4.697986577181208
07/07/2022 16:25:00.000000,6.3,0.808,16.207692,27.2,0.27,2.8,3.5,2.7,30.1,197.8,5.369127516778523
07/07/2022 16:26:00.000000,13.7,0.808,38.88,27.2,0.3,7.4,6.3,4.1,30.3,197.6,4.25055928411633
07/07/2022 16:27:00.000000,12.1,0.808,23.7,27.2,0.2,1.9,10.1,3.5,31.6,194.4,3.579418344519016
07/07/2022 16:28:00.000000,6.4,0.808,18.384211,27.2,0.21,1.6,4.8,3.8,32.4,198.0,7.158836689038032
07/07/2022 16:29:00.000000,7.6,0.808,41.610811,27.2,0.21,1.8,5.7,5.3,32.8,202.0,5.1454138702460845
07/07/2022 16:30:00.000000,8.1,0.808,31.465714,27.2,0.22,1.8,6.2,4.0,32.5,186.6,4.026845637583893
07/07/2022 16:31:00.000000,7.9,0.808,12.478378,27.2,0.23,1.7,6.1,3.0,31.1,184.5,5.1454138702460845
07/07/2022 16:32:00.000000,7.5,0.808,15.984211,27.2,0.17,1.6,5.8,2.4,30.0,180.9,6.0402684563758395
07/07/2022 16:33:00.000000,7.2,0.808,29.359459,27.2,0.13,1.6,5.6,3.4,30.5,188.3,3.579418344519016
07/07/2022 16:34:00.000000,7.0,0.808,11.945,27.2,0.14,1.8,5.1,2.4,30.9,173.2,5.592841163310962
07/07/2022 16:35:00.000000,7.9,0.808,2.861538,27.2,0.2,1.7,6.1,2.3,30.9,188.3,3.579418344519016
07/07/2022 16:36:00.000000,9.6,0.808,4.4,27.2,0.3,2.4,7.2,2.7,30.5,197.5,4.697986577181208
07/07/2022 16:37:00.000000,6.8,0.808,5.836842,27.2,0.44,1.7,5.1,2.3,30.5,186.4,4.697986577181208
07/07/2022 16:38:00.000000,5.2,0.808,22.267568,27.2,0.25,1.0,4.1,2.9,30.5,184.5,3.803131991051454
07/07/2022 16:39:00.000000,5.2,0.808,53.833333,27.2,0.13,1.0,4.1,4.5,30.1,198.6,2.0134228187919465
07/07/2022 16:40:00.000000,5.6,0.808,44.625,27.5,0.65,1.1,4.5,4.9,29.7,202.8,1.5659955257270692
07/07/2022 16:41:00.000000,6.2,0.808,8.725,28.3,4.87,1.4,4.7,1.9,29.4,234.4,0.0
07/07/2022 16:42:00.000000,7.8,0.808,33.39,28.8,6.4,1.8,5.9,5.3,28.6,168.4,2.6845637583892614
07/07/2022 16:43:00.000000,9.6,0.808,40.794737,28.8,2.01,1.5,8.1,8.8,28.1,185.2,4.026845637583893
07/07/2022 16:44:00.000000,5.6,0.808,3.905128,28.4,0.5,1.0,4.6,2.3,28.1,165.0,3.1319910514541385
07/07/2022 16:45:00.000000,11.3,0.808,4.364865,28.0,0.16,2.6,8.6,1.6,28.1,36.1,0.0
07/07/2022 16:46:00.000000,11.9,0.808,1.9,28.4,0.15,2.8,9.1,1.8,28.1,23.7,1.5659955257270692
07/07/2022 16:47:00.000000,6.0,0.808,5.940541,28.8,0.18,1.4,4.6,2.7,28.1,24.9,1.1185682326621924
07/07/2022 16:48:00.000000,21.8,0.808,21.333333,28.8,0.18,20.8,0.9,6.6,27.8,349.6,0.6711409395973154
07/07/2022 16:49:00.000000,10.3,0.808,29.0,29.1,0.92,3.9,6.3,8.2,27.3,174.5,0.6711409395973154
07/07/2022 16:50:00.000000,10.6,0.808,10.722222,29.5,3.01,2.0,8.5,3.2,27.0,184.1,3.803131991051454
07/07/2022 16:51:00.000000,17.4,0.808,5.338889,29.5,1.38,1.8,15.6,3.4,26.9,185.0,3.3557046979865772
07/07/2022 16:52:00.000000,6.1,0.808,9.135294,29.2,0.44,1.6,4.5,2.3,28.0,154.2,1.1185682326621924
07/07/2022 16:53:00.000000,7.4,0.808,17.233333,28.8,0.27,1.4,5.9,3.6,28.6,211.0,0.0
07/07/2022 16:54:00.000000,11.3,0.808,27.136842,29.1,3.56,1.9,9.4,7.3,28.1,208.7,0.447427293064877
07/07/2022 16:55:00.000000,7.6,0.808,51.459459,29.5,6.09,1.8,5.7,10.5,27.8,269.2,0.6711409395973154
07/07/2022 16:56:00.000000,14.5,0.808,87.561111,29.5,1.88,3.5,11.0,5.3,27.3,273.8,0.447427293064877
07/07/2022 16:57:00.000000,15.6,0.808,131.653846,29.5,0.35,4.1,11.5,3.2,27.3,269.8,0.0
07/07/2022 16:58:00.000000,15.2,0.808,49.666667,29.5,0.72,4.0,11.2,2.8,27.0,250.8,0.2237136465324385
07/07/2022 16:59:00.000000,14.3,0.808,25.547368,29.9,1.4,3.7,10.6,3.3,26.2,308.7,1.789709172259508
07/07/2022 17:00:00.000000,13.2,0.808,34.236842,30.0,1.02,3.3,9.9,3.2,25.8,291.9,0.894854586129754
07/07/2022 17:01:00.000000,12.4,0.808,21.997368,29.9,0.41,3.1,9.3,2.9,25.8,75.5,2.4608501118568236
07/07/2022 17:02:00.000000,56.4,0.808,21.6,30.0,0.2,26.8,29.5,3.3,26.1,115.7,4.921700223713647
07/07/2022 17:03:00.000000,57.9,0.808,7.753846,29.5,0.16,19.4,38.4,2.6,26.9,112.3,2.6845637583892614
07/07/2022 17:04:00.000000,26.3,0.808,2.51,29.5,0.15,5.7,20.5,1.6,27.0,114.2,2.4608501118568236
07/07/2022 17:05:00.000000,19.4,0.808,7.0,29.5,0.15,4.5,14.8,3.2,26.2,140.0,2.237136465324385
07/07/2022 17:06:00.000000,48.6,0.808,22.439474,29.5,0.15,9.2,39.3,9.0,25.5,157.3,3.803131991051454
