InstrumentName, Chatfield Park,
StartTime, 2022-07-01 00:00:00,
EndTime, 2022-07-31 23:59:59,
Date,O3,PM2.5
07/01/2022 00:00:00.000000,41.0,1.9
07/01/2022 01:00:00.000000,42.0,2.1
07/01/2022 02:00:00.000000,41.0,2.0
07/01/2022 03:00:00.000000,40.0,2.4
07/01/2022 04:00:00.000000,43.0,4.6
07/01/2022 05:00:00.000000,37.0,3.7
07/01/2022 06:00:00.000000,27.0,3.8
07/01/2022 09:00:00.000000,22.0,4.1
07/01/2022 10:00:00.000000,27.0,4.2
07/01/2022 11:00:00.000000,25.0,4.0
07/01/2022 12:00:00.000000,23.0,4.0
07/01/2022 13:00:00.000000,31.0,4.4
07/01/2022 14:00:00.000000,39.0,4.9
07/01/2022 15:00:00.000000,43.0,5.3
07/01/2022 16:00:00.000000,47.0,6.0
07/01/2022 17:00:00.000000,54.0,5.8
07/01/2022 18:00:00.000000,62.0,5.6
07/01/2022 19:00:00.000000,70.0,5.7
07/01/2022 20:00:00.000000,73.0,5.5
07/01/2022 21:00:00.000000,71.0,5.3
07/01/2022 22:00:00.000000,72.0,5.5
07/01/2022 23:00:00.000000,61.0,4.5
07/02/2022 00:00:00.000000,50.0,3.4
07/02/2022 01:00:00.000000,52.0,3.7
07/02/2022 02:00:00.000000,50.0,3.5
07/02/2022 03:00:00.000000,44.0,3.2
07/02/2022 04:00:00.000000,38.0,4.1
07/02/2022 05:00:00.000000,50.0,4.3
07/02/2022 06:00:00.000000,43.0,4.6
07/02/2022 09:00:00.000000,26.0,5.0
07/02/2022 10:00:00.000000,22.0,4.8
07/02/2022 11:00:00.000000,19.0,5.1
07/02/2022 12:00:00.000000,21.0,5.2
07/02/2022 13:00:00.000000,21.0,5.0
07/02/2022 14:00:00.000000,31.0,5.0
07/02/2022 15:00:00.000000,46.0,4.5
07/02/2022 16:00:00.000000,50.0,4.3
07/02/2022 17:00:00.000000,55.0,4.7
07/02/2022 18:00:00.000000,59.0,4.8
07/02/2022 19:00:00.000000,62.0,4.6
07/02/2022 20:00:00.000000,64.0,4.6
07/02/2022 21:00:00.000000,64.0,4.3
07/02/2022 22:00:00.000000,60.0,4.3
07/02/2022 23:00:00.000000,55.0,3.4
07/03/2022 00:00:00.000000,53.0,4.0
07/03/2022 01:00:00.000000,52.0,3.7
07/03/2022 02:00:00.000000,56.0,3.8
07/03/2022 03:00:00.000000,51.0,3.7
07/03/2022 04:00:00.000000,50.0,3.7
07/03/2022 05:00:00.000000,46.0,3.9
07/03/2022 06:00:00.000000,42.0,3.5
07/03/2022 09:00:00.000000,40.0,3.3
07/03/2022 10:00:00.000000,40.0,3.2
07/03/2022 11:00:00.000000,39.0,3.0
07/03/2022 12:00:00.000000,38.0,2.8
07/03/2022 13:00:00.000000,38.0,2.8
07/03/2022 14:00:00.000000,42.0,3.4
07/03/2022 15:00:00.000000,44.0,3.6
07/03/2022 16:00:00.000000,48.0,3.9
07/03/2022 17:00:00.000000,56.0,4.5
07/03/2022 18:00:00.000000,58.0,4.4
07/03/2022 19:00:00.000000,61.0,5.1
07/03/2022 20:00:00.000000,61.0,4.2
07/03/2022 21:00:00.000000,51.0,4.0
07/03/2022 22:00:00.000000,46.0,3.3
07/03/2022 23:00:00.000000,45.0,2.4
07/04/2022 00:00:00.000000,43.0,1.8
07/04/2022 01:00:00.000000,39.0,2.3
07/04/2022 02:00:00.000000,35.0,2.2
