InstrumentName, STRIVE-Prep New (AD6C1FJJ),,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTime, 2022-07-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EndTime, 2022-07-31 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,no2Conc,no2Conc__value,no2Conc__weight,pm10ConcMass,pm10ConcMass__value,pm10ConcMass__weight,pm10ConcNum,pm10ConcNum__value,pm10ConcNum__weight,pm1ConcMass,pm1ConcMass__value,pm1ConcMass__weight,pm1ConcNum,pm1ConcNum__value,pm1ConcNum__weight,pm2_5ConcMass,pm2_5ConcMass__calibratedValue,pm2_5ConcMass__value,pm2_5ConcMass__weight,pm2_5ConcMass_p,pm2_5ConcNum,pm2_5ConcNum__value,pm2_5ConcNum__weight,relHumid,relHumid__value,relHumid__weight,temperature,temperature__value,temperature__weight
07/01/2022 00:10:36.000000,26.79,26.79,1.0,2.71,2.71,1.0,3.32,3.32,1.0,0.57,0.57,1.0,3.09,3.09,1.0,0.81,3.37,3.37,1.0,3.826,3.25,3.25,1.0,60.87,60.87,1.0,19.84,19.84,1.0
07/01/2022 00:27:49.000000,29.21,29.21,1.0,2.9,2.9,1.0,2.69,2.69,1.0,0.0,0.0,1.0,2.48,2.48,1.0,0.62,2.94,2.94,1.0,3.166,2.63,2.63,1.0,61.57,61.57,1.0,19.75,19.75,1.0
07/01/2022 00:45:01.000000,32.1,32.1,1.0,2.19,2.19,1.0,2.14,2.14,1.0,0.0,0.0,1.0,1.97,1.97,1.0,0.38,2.57,2.57,1.0,2.259,2.08,2.08,1.0,62.29,62.29,1.0,19.44,19.44,1.0
07/01/2022 01:02:15.000000,28.78,28.78,1.0,2.0,2.0,1.0,2.21,2.21,1.0,0.04,0.04,1.0,2.07,2.07,1.0,0.42,2.62,2.62,1.0,2.269,2.15,2.15,1.0,62.81,62.81,1.0,19.24,19.24,1.0
07/01/2022 01:19:28.000000,30.54,30.54,1.0,3.15,3.15,1.0,2.97,2.97,1.0,0.42,0.42,1.0,2.8,2.8,1.0,0.65,3.14,3.14,1.0,3.014,2.9,2.9,1.0,62.26,62.26,1.0,19.26,19.26,1.0
07/01/2022 01:36:40.000000,23.49,23.49,1.0,2.52,2.52,1.0,2.32,2.32,1.0,0.0,0.0,1.0,2.16,2.16,1.0,0.05,2.76,2.76,1.0,1.373,2.26,2.26,1.0,60.4,60.4,1.0,19.5,19.5,1.0
07/01/2022 01:53:53.000000,15.49,15.49,1.0,2.57,2.57,1.0,2.01,2.01,1.0,0.0,0.0,1.0,1.84,1.84,1.0,0.05,2.61,2.61,1.0,1.621,1.93,1.93,1.0,57.76,57.76,1.0,19.75,19.75,1.0
07/01/2022 02:11:06.000000,7.34,7.34,1.0,1.9,1.9,1.0,1.88,1.88,1.0,0.0,0.0,1.0,1.76,1.76,1.0,0.19,2.6,2.6,1.0,2.2,1.82,1.82,1.0,55.78,55.78,1.0,19.85,19.85,1.0
07/01/2022 02:28:19.000000,6.49,6.49,1.0,2.57,2.57,1.0,1.93,1.93,1.0,0.0,0.0,1.0,1.82,1.82,1.0,0.38,2.69,2.69,1.0,2.964,1.86,1.86,1.0,53.77,53.77,1.0,20.02,20.02,1.0
07/01/2022 02:45:31.000000,13.51,13.51,1.0,2.15,2.15,1.0,2.44,2.44,1.0,0.0,0.0,1.0,2.34,2.34,1.0,0.23,2.99,2.99,1.0,2.462,2.38,2.38,1.0,54.93,54.93,1.0,20.07,20.07,1.0
07/01/2022 03:02:44.000000,16.71,16.71,1.0,2.62,2.62,1.0,1.85,1.85,1.0,0.19,0.19,1.0,1.73,1.73,1.0,0.19,2.6,2.6,1.0,2.315,1.79,1.79,1.0,54.9,54.9,1.0,20.01,20.01,1.0
07/01/2022 03:19:56.000000,12.84,12.84,1.0,2.86,2.86,1.0,3.04,3.04,1.0,0.19,0.19,1.0,2.91,2.91,1.0,0.57,3.46,3.46,1.0,3.678,2.99,2.99,1.0,52.99,52.99,1.0,20.23,20.23,1.0
07/01/2022 03:37:09.000000,6.87,6.87,1.0,2.48,2.48,1.0,2.61,2.61,1.0,0.19,0.19,1.0,2.45,2.45,1.0,0.19,3.22,3.22,1.0,2.666,2.56,2.56,1.0,51.13,51.13,1.0,20.36,20.36,1.0
07/01/2022 03:54:22.000000,5.78,5.78,1.0,3.38,3.38,1.0,2.36,2.36,1.0,0.0,0.0,1.0,2.2,2.2,1.0,0.43,3.09,3.09,1.0,3.05,2.3,2.3,1.0,51.88,51.88,1.0,19.62,19.62,1.0
07/01/2022 04:11:35.000000,8.34,8.34,1.0,2.12,2.12,1.0,1.91,1.91,1.0,0.0,0.0,1.0,1.8,1.8,1.0,0.19,2.82,2.82,1.0,2.062,1.85,1.85,1.0,52.38,52.38,1.0,19.09,19.09,1.0
