InstrumentName, Welby,,,
StartTime, 2022-07-01 00:00:00,,,
EndTime, 2022-07-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
07/01/2022 00:00:00.000000,8.0,41.0,20.1,1.0
07/01/2022 01:00:00.000000,8.0,39.0,24.7,1.0
07/01/2022 02:00:00.000000,7.0,38.0,,1.0
07/01/2022 03:00:00.000000,2.0,48.0,21.9,0.0
07/01/2022 04:00:00.000000,,45.0,6.0,0.0
07/01/2022 05:00:00.000000,4.0,42.0,12.8,0.0
07/01/2022 06:00:00.000000,6.0,39.0,29.6,0.0
07/01/2022 09:00:00.000000,6.0,31.0,5.8,0.0
07/01/2022 10:00:00.000000,9.0,27.0,13.5,0.0
07/01/2022 11:00:00.000000,11.0,26.0,21.5,0.0
07/01/2022 12:00:00.000000,13.0,25.0,37.8,0.0
07/01/2022 13:00:00.000000,9.0,31.0,29.2,0.0
07/01/2022 14:00:00.000000,10.0,34.0,25.9,1.0
07/01/2022 15:00:00.000000,6.0,43.0,20.2,1.0
07/01/2022 16:00:00.000000,6.0,50.0,5.1,1.0
07/01/2022 17:00:00.000000,7.0,55.0,38.6,1.0
07/01/2022 18:00:00.000000,5.0,62.0,23.8,1.0
07/01/2022 19:00:00.000000,5.0,67.0,7.3,1.0
07/01/2022 20:00:00.000000,3.0,69.0,8.4,1.0
07/01/2022 21:00:00.000000,3.0,69.0,14.3,1.0
07/01/2022 22:00:00.000000,3.0,68.0,25.2,1.0
07/01/2022 23:00:00.000000,3.0,66.0,22.7,1.0
07/02/2022 00:00:00.000000,5.0,60.0,,1.0
07/02/2022 01:00:00.000000,5.0,55.0,10.8,1.0
07/02/2022 02:00:00.000000,6.0,49.0,10.9,1.0
07/02/2022 03:00:00.000000,7.0,44.0,18.0,1.0
07/02/2022 04:00:00.000000,,50.0,74.3,1.0
07/02/2022 05:00:00.000000,2.0,47.0,21.9,0.0
07/02/2022 06:00:00.000000,5.0,44.0,19.4,0.0
07/02/2022 09:00:00.000000,10.0,25.0,13.6,1.0
07/02/2022 10:00:00.000000,11.0,19.0,26.5,0.0
07/02/2022 11:00:00.000000,13.0,19.0,4.9,1.0
07/02/2022 12:00:00.000000,15.0,19.0,40.3,1.0
07/02/2022 13:00:00.000000,9.0,31.0,7.0,1.0
07/02/2022 14:00:00.000000,11.0,33.0,16.9,1.0
07/02/2022 15:00:00.000000,11.0,42.0,22.1,1.0
07/02/2022 16:00:00.000000,8.0,55.0,22.8,1.0
07/02/2022 17:00:00.000000,5.0,66.0,12.2,1.0
07/02/2022 18:00:00.000000,3.0,65.0,,0.0
07/02/2022 19:00:00.000000,2.0,63.0,2.7,1.0
07/02/2022 20:00:00.000000,2.0,62.0,38.1,1.0
07/02/2022 21:00:00.000000,2.0,61.0,26.6,1.0
07/02/2022 22:00:00.000000,1.0,62.0,22.3,1.0
07/02/2022 23:00:00.000000,2.0,58.0,95.2,1.0
07/03/2022 00:00:00.000000,3.0,59.0,,1.0
07/03/2022 01:00:00.000000,5.0,54.0,43.6,1.0
07/03/2022 02:00:00.000000,5.0,47.0,13.7,1.0
07/03/2022 03:00:00.000000,7.0,37.0,31.5,1.0
07/03/2022 04:00:00.000000,,39.0,30.4,1.0
07/03/2022 05:00:00.000000,12.0,36.0,81.8,1.0
07/03/2022 06:00:00.000000,8.0,38.0,20.7,1.0
07/03/2022 09:00:00.000000,8.0,33.0,21.1,2.0
