InstrumentName, Melody-Catalpa B,,
StartTime, 2018-10-01 00:00:00,,
EndTime, 2018-10-31 23:59:59,,
Date,PM2.5,humidity,temp_f
10/01/2018 00:01:36.890000,18.17,46.0,63.0
10/01/2018 00:02:56.896666,15.91,47.0,63.0
10/01/2018 00:05:36.900000,15.9,48.0,63.0
10/01/2018 00:06:56.896666,15.7,48.0,63.0
10/01/2018 00:09:36.896666,17.29,48.0,62.0
10/01/2018 00:10:56.890000,15.7,48.0,62.0
10/01/2018 00:13:36.903333,15.36,49.0,62.0
10/01/2018 00:14:56.893333,15.17,49.0,62.0
10/01/2018 00:17:36.890000,16.2,50.0,62.0
10/01/2018 00:18:56.896666,15.82,50.0,62.0
10/01/2018 00:21:36.886666,15.77,50.0,62.0
10/01/2018 00:22:56.900000,15.68,50.0,62.0
10/01/2018 00:25:36.900000,16.49,50.0,61.0
10/01/2018 00:26:56.886666,17.76,50.0,61.0
10/01/2018 00:29:36.916666,16.59,51.0,61.0
10/01/2018 00:30:56.906666,17.67,51.0,61.0
10/01/2018 00:33:36.916666,16.79,51.0,61.0
10/01/2018 00:34:56.896666,17.23,51.0,61.0
10/01/2018 00:37:36.896666,16.73,51.0,60.0
10/01/2018 00:38:56.886666,16.07,51.0,60.0
10/01/2018 00:41:36.906666,15.51,52.0,60.0
10/01/2018 00:42:56.886666,15.72,52.0,60.0
10/01/2018 00:45:36.896666,15.23,52.0,60.0
10/01/2018 00:46:56.900000,15.77,52.0,60.0
10/01/2018 00:49:36.893333,15.72,52.0,60.0
10/01/2018 00:50:56.906666,14.26,52.0,60.0
10/01/2018 00:53:36.900000,15.59,53.0,59.0
10/01/2018 00:54:56.900000,15.81,53.0,59.0
10/01/2018 00:57:36.903333,16.84,53.0,59.0
10/01/2018 00:58:57.060000,18.1,54.0,59.0
10/01/2018 01:01:36.956666,17.82,54.0,59.0
10/01/2018 01:02:56.893333,16.33,54.0,59.0
10/01/2018 01:05:36.900000,18.81,54.0,59.0
10/01/2018 01:06:56.936666,19.79,55.0,59.0
10/01/2018 01:09:36.893333,18.56,54.0,58.0
10/01/2018 01:10:56.960000,19.47,55.0,58.0
10/01/2018 01:13:36.913333,19.52,55.0,58.0
10/01/2018 01:15:10.210000,22.67,55.0,58.0
10/01/2018 01:17:50.206666,21.5,56.0,57.0
10/01/2018 01:19:10.216666,19.49,56.0,58.0
10/01/2018 01:21:50.210000,20.98,56.0,58.0
10/01/2018 01:23:10.273333,20.48,56.0,58.0
10/01/2018 01:25:50.236666,18.23,56.0,57.0
10/01/2018 01:26:48.276666,25.5,56.0,57.0
10/01/2018 01:29:28.273333,19.51,56.0,57.0
10/01/2018 01:30:48.273333,19.12,56.0,57.0
10/01/2018 01:33:28.283333,18.42,56.0,57.0
10/01/2018 01:34:48.273333,18.93,56.0,57.0
10/01/2018 01:37:28.310000,19.57,56.0,57.0
10/01/2018 01:38:48.300000,20.44,56.0,57.0
10/01/2018 01:41:28.280000,22.0,56.0,57.0
10/01/2018 01:42:48.276666,21.3,56.0,57.0
10/01/2018 01:45:28.323333,20.11,57.0,56.0
10/01/2018 01:46:48.283333,22.29,56.0,56.0
10/01/2018 01:49:28.390000,24.81,56.0,56.0
10/01/2018 01:50:47.156666,23.83,57.0,56.0
10/01/2018 01:53:27.153333,27.67,57.0,56.0
10/01/2018 01:54:47.156666,25.28,56.0,56.0
10/01/2018 01:57:27.156666,26.0,57.0,56.0
10/01/2018 01:58:47.166666,27.48,57.0,56.0
10/01/2018 02:00:07.160000,27.64,57.0,56.0
10/01/2018 02:02:47.153333,24.57,57.0,56.0
10/01/2018 02:05:27.166666,21.43,57.0,56.0
10/01/2018 02:06:47.160000,21.95,57.0,56.0
10/01/2018 02:09:27.156666,18.58,57.0,56.0
10/01/2018 02:10:47.166666,18.17,57.0,56.0
10/01/2018 02:13:27.146666,17.65,57.0,56.0
10/01/2018 02:14:47.156666,17.86,57.0,56.0
10/01/2018 02:17:27.156666,19.23,57.0,56.0
10/01/2018 02:18:47.153333,19.55,57.0,55.0
10/01/2018 02:21:27.193333,18.86,57.0,55.0
10/01/2018 02:22:47.153333,15.93,57.0,55.0
10/01/2018 02:25:27.160000,17.69,57.0,55.0
10/01/2018 02:26:47.166666,17.45,57.0,55.0
10/01/2018 02:29:27.173333,16.75,57.0,55.0
10/01/2018 02:30:47.163333,18.14,57.0,55.0
10/01/2018 02:33:27.163333,19.9,57.0,55.0
10/01/2018 02:34:47.163333,20.02,57.0,55.0
10/01/2018 02:37:27.173333,18.7,57.0,55.0
10/01/2018 02:38:47.150000,19.16,57.0,55.0
10/01/2018 02:41:27.173333,20.91,57.0,55.0
10/01/2018 02:42:47.160000,22.93,57.0,55.0
10/01/2018 02:45:27.166666,23.64,57.0,54.0
10/01/2018 02:46:47.153333,22.79,57.0,54.0
10/01/2018 02:49:27.150000,20.05,57.0,54.0
10/01/2018 02:50:47.160000,21.54,57.0,54.0
10/01/2018 02:53:27.163333,17.23,58.0,54.0
10/01/2018 02:54:47.163333,18.37,58.0,54.0
10/01/2018 02:57:27.156666,17.14,58.0,54.0
10/01/2018 02:58:47.163333,17.52,58.0,54.0
