InstrumentName, La Casa,,,,,
StartTime, 2018-10-01 00:00:00,,,,,
EndTime, 2018-10-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
10/01/2018 00:00:00.000000,0.2,,23.0,15.0,8.5,0.0
10/01/2018 01:00:00.000000,0.2,,13.0,15.0,8.0,0.0
10/01/2018 02:00:00.000000,0.2,,16.0,15.0,7.4,0.0
10/01/2018 03:00:00.000000,0.2,,13.0,14.0,7.1,0.0
10/01/2018 04:00:00.000000,0.2,,6.0,13.0,7.8,0.0
10/01/2018 05:00:00.000000,0.2,,6.0,13.0,8.5,0.0
10/01/2018 06:00:00.000000,0.2,,4.0,13.0,8.5,0.0
10/01/2018 07:00:00.000000,0.1,,7.0,12.0,8.2,
10/01/2018 08:00:00.000000,0.1,,7.0,11.0,8.2,0.0
10/01/2018 09:00:00.000000,0.1,,12.0,13.0,9.8,0.0
10/01/2018 10:00:00.000000,0.1,,10.0,14.0,11.4,0.0
10/01/2018 11:00:00.000000,0.1,,11.0,15.0,12.5,0.0
10/01/2018 12:00:00.000000,0.1,,12.0,16.0,13.0,0.0
10/01/2018 13:00:00.000000,0.2,,11.0,18.0,13.9,0.0
10/01/2018 14:00:00.000000,0.2,,11.0,24.0,17.3,0.0
10/01/2018 15:00:00.000000,0.3,,10.0,27.0,18.8,0.0
10/01/2018 16:00:00.000000,0.3,,8.0,52.0,22.3,0.0
10/01/2018 17:00:00.000000,0.3,,8.0,66.0,23.9,0.0
10/01/2018 18:00:00.000000,0.4,,8.0,66.0,23.0,1.0
10/01/2018 19:00:00.000000,0.4,,8.0,68.0,23.0,1.0
10/01/2018 20:00:00.000000,0.5,,8.0,75.0,23.5,1.0
10/01/2018 21:00:00.000000,0.5,,8.0,73.0,23.6,1.0
10/01/2018 22:00:00.000000,0.5,,8.0,66.0,21.2,1.0
10/01/2018 23:00:00.000000,0.6,,6.0,73.0,21.2,2.0
10/02/2018 00:00:00.000000,0.7,,1.0,73.0,20.9,2.0
10/02/2018 01:00:00.000000,0.7,,1.0,68.0,20.3,1.0
10/02/2018 02:00:00.000000,0.8,,2.0,64.0,19.9,2.0
10/02/2018 03:00:00.000000,0.8,,1.0,57.0,19.3,2.0
10/02/2018 04:00:00.000000,0.9,,1.0,50.0,19.0,2.0
10/02/2018 05:00:00.000000,1.1,,1.0,41.0,18.8,2.0
10/02/2018 06:00:00.000000,0.7,,1.0,33.0,16.9,1.0
10/02/2018 07:00:00.000000,0.7,,1.0,35.0,17.0,
10/02/2018 08:00:00.000000,0.4,,1.0,35.0,17.0,1.0
10/02/2018 09:00:00.000000,0.4,,1.0,23.0,12.7,0.0
10/02/2018 10:00:00.000000,0.4,,1.0,18.0,10.2,0.0
10/02/2018 11:00:00.000000,0.3,,1.0,14.0,8.3,0.0
10/02/2018 12:00:00.000000,0.6,,1.0,13.0,8.0,1.0
10/02/2018 13:00:00.000000,1.0,,1.0,13.0,8.1,2.0
10/02/2018 14:00:00.000000,1.2,,1.0,31.0,10.9,3.0
10/02/2018 15:00:00.000000,1.1,,1.0,35.0,11.0,3.0
10/02/2018 16:00:00.000000,1.1,,2.0,47.0,12.5,3.0
10/02/2018 17:00:00.000000,0.6,,5.0,38.0,9.6,1.0
10/02/2018 18:00:00.000000,0.2,,18.0,25.0,6.3,0.0
10/02/2018 19:00:00.000000,0.1,,16.0,15.0,3.7,0.0
10/02/2018 20:00:00.000000,0.1,,21.0,12.0,2.8,0.0
10/02/2018 21:00:00.000000,0.1,,32.0,7.0,2.0,0.0
10/02/2018 22:00:00.000000,0.1,,29.0,9.0,2.0,1.0
10/02/2018 23:00:00.000000,0.2,,23.0,14.0,2.3,1.0
10/03/2018 00:00:00.000000,0.3,,21.0,22.0,3.2,1.0
10/03/2018 01:00:00.000000,0.7,,1.0,33.0,5.2,1.0
10/03/2018 02:00:00.000000,0.8,,11.0,34.0,6.8,1.0
10/03/2018 03:00:00.000000,0.9,,6.0,32.0,7.8,2.0
10/03/2018 04:00:00.000000,0.6,,1.0,28.0,7.7,1.0
10/03/2018 05:00:00.000000,0.6,,1.0,24.0,7.4,1.0
10/03/2018 06:00:00.000000,0.6,,1.0,21.0,7.1,1.0
10/03/2018 07:00:00.000000,0.4,,1.0,16.0,6.2,
10/03/2018 08:00:00.000000,0.3,,1.0,16.0,6.2,1.0
10/03/2018 09:00:00.000000,0.2,,2.0,11.0,4.3,1.0
10/03/2018 10:00:00.000000,0.2,,2.0,9.0,3.5,1.0
10/03/2018 11:00:00.000000,0.3,,2.0,8.0,3.4,1.0
10/03/2018 12:00:00.000000,0.4,,2.0,12.0,3.3,1.0
10/03/2018 13:00:00.000000,0.6,,1.0,12.0,3.7,1.0
10/03/2018 14:00:00.000000,0.6,,4.0,18.0,4.5,2.0
10/03/2018 15:00:00.000000,0.4,,6.0,23.0,4.7,1.0
10/03/2018 16:00:00.000000,0.2,,18.0,16.0,3.3,1.0
10/03/2018 17:00:00.000000,0.1,,28.0,11.0,2.1,0.0
10/03/2018 18:00:00.000000,0.1,,20.0,11.0,1.6,0.0
10/03/2018 19:00:00.000000,0.1,,25.0,7.0,1.0,1.0
