InstrumentName, I25 Denver,,
StartTime, 2018-10-01 00:00:00,,
EndTime, 2018-10-31 23:59:59,,
Date,Carbon monoxide,Nitrogen dioxide,PM2.5 Total Atmospheric
10/01/2018 00:00:00.000000,0.527369,17.160006,8.547059
10/01/2018 00:01:00.000000,0.537405,17.021175,8.878049
10/01/2018 00:02:00.000000,0.4339,16.710316,8.63913
10/01/2018 00:03:00.000000,0.42773,16.855024,9.596842
10/01/2018 00:04:00.000000,0.414023,17.454072,8.823913
10/01/2018 00:05:00.000000,0.43178,18.431522,8.789655
10/01/2018 00:06:00.000000,0.447028,18.894308,9.970833
10/01/2018 00:07:00.000000,0.366249,18.745302,9.066667
10/01/2018 00:08:00.000000,0.430463,19.722419,8.798947
10/01/2018 00:09:00.000000,0.64057,20.189787,8.732584
10/01/2018 00:10:00.000000,0.706892,20.443645,8.801163
10/01/2018 00:11:00.000000,0.589086,19.797856,8.825
10/01/2018 00:12:00.000000,0.522048,18.746442,8.545882
10/01/2018 00:13:00.000000,0.411774,18.333908,8.26
10/01/2018 00:14:00.000000,0.369381,18.286948,8.760241
10/01/2018 00:15:00.000000,0.345676,18.001469,9.084091
10/01/2018 00:16:00.000000,0.434307,17.817729,9.214286
10/01/2018 00:17:00.000000,0.543988,17.762472,9.831461
10/01/2018 00:18:00.000000,0.556056,18.311613,8.640449
10/01/2018 00:19:00.000000,0.835996,19.106418,8.151136
10/01/2018 00:20:00.000000,0.738781,19.769153,7.973333
10/01/2018 00:21:00.000000,0.537391,20.12971,8.54026
10/01/2018 00:22:00.000000,0.50063,20.063844,7.956579
10/01/2018 00:23:00.000000,0.423121,19.643,7.85974
10/01/2018 00:24:00.000000,0.356205,18.370352,7.605618
10/01/2018 00:25:00.000000,0.199708,16.745662,7.852239
10/01/2018 00:26:00.000000,0.243262,15.223057,8.34
10/01/2018 00:27:00.000000,0.404499,14.969807,8.315909
10/01/2018 00:28:00.000000,0.536526,14.449849,8.762353
10/01/2018 00:29:00.000000,0.525799,14.28311,9.069512
10/01/2018 00:30:00.000000,0.421035,15.031806,7.353165
10/01/2018 00:31:00.000000,0.442692,15.734433,6.924691
10/01/2018 00:32:00.000000,0.387527,15.710989,6.518293
10/01/2018 00:33:00.000000,0.316496,15.417974,6.930882
10/01/2018 00:34:00.000000,0.320586,14.716917,7.89375
10/01/2018 00:35:00.000000,0.343664,14.442792,6.686813
10/01/2018 00:36:00.000000,0.370954,13.880754,6.545946
10/01/2018 00:37:00.000000,0.368862,13.277738,6.456044
10/01/2018 00:38:00.000000,0.26926,13.999129,7.301235
10/01/2018 00:39:00.000000,0.373535,15.295828,7.358537
10/01/2018 00:40:00.000000,0.440369,15.875666,8.051111
10/01/2018 00:41:00.000000,0.450943,16.649607,7.686047
10/01/2018 00:42:00.000000,0.433115,17.108432,8.355814
10/01/2018 00:43:00.000000,0.457752,17.491255,8.452747
10/01/2018 00:44:00.000000,0.450424,18.164909,7.143
10/01/2018 00:45:00.000000,0.460594,18.467727,7.414286
10/01/2018 00:46:00.000000,0.379705,18.256071,7.854839
10/01/2018 00:47:00.000000,0.448229,18.512021,7.16
10/01/2018 00:48:00.000000,0.434197,18.636026,7.856989
10/01/2018 00:49:00.000000,0.490076,18.993016,7.073469
10/01/2018 00:50:00.000000,0.518251,18.337902,7.043529
10/01/2018 00:51:00.000000,0.846866,17.862564,7.05
10/01/2018 00:52:00.000000,1.220028,17.82106,6.946465
10/01/2018 00:53:00.000000,0.697789,17.115308,6.884211
10/01/2018 00:54:00.000000,0.383779,16.539199,7.103093
10/01/2018 00:55:00.000000,0.39304,15.476303,6.562626
10/01/2018 00:56:00.000000,0.339569,14.628578,6.75
10/01/2018 00:57:00.000000,0.291016,14.512117,6.462887
10/01/2018 00:58:00.000000,0.367497,14.005351,6.819
10/01/2018 00:59:00.000000,0.533737,14.34399,7.129032
10/01/2018 01:00:00.000000,0.78672,15.373463,8.813402
10/01/2018 01:01:00.000000,1.224375,23.931653,14.336842
10/01/2018 01:02:00.000000,1.208986,22.622843,7.542
10/01/2018 01:03:00.000000,0.674001,20.399721,7.482653
10/01/2018 01:04:00.000000,0.57242,20.371339,7.95
10/01/2018 01:05:00.000000,0.487355,19.886294,10.308602
10/01/2018 01:06:00.000000,0.382177,19.425067,7.065657
10/01/2018 01:07:00.000000,0.370875,19.555249,7.144898
10/01/2018 01:08:00.000000,0.683948,19.914546,6.66
10/01/2018 01:09:00.000000,0.750759,,
10/01/2018 01:10:00.000000,0.619669,19.902774,6.99899
10/01/2018 01:11:00.000000,0.519244,19.738472,6.66701
10/01/2018 01:12:00.000000,0.405912,19.787366,6.925
10/01/2018 01:13:00.000000,0.403543,19.525407,6.773469
10/01/2018 01:14:00.000000,0.331658,18.866605,7.436
10/01/2018 01:15:00.000000,0.405584,18.233015,7.487234
10/01/2018 01:16:00.000000,0.409737,18.043727,8.239394
10/01/2018 01:17:00.000000,0.432949,18.005274,6.862
10/01/2018 01:18:00.000000,0.441621,18.122332,7.255
10/01/2018 01:19:00.000000,0.410212,22.109787,7.336842
10/01/2018 01:20:00.000000,0.436671,23.114362,6.959
10/01/2018 01:21:00.000000,0.460546,18.381187,7.357
