InstrumentName, Melody-Catalpa,,
StartTime, 2018-10-01 00:00:00,,
EndTime, 2018-10-31 23:59:59,,
Date,PM2.5,humidity,temp_f
10/01/2018 00:01:06.886666,0.0,46.0,63.0
10/01/2018 00:03:46.910000,0.0,48.0,63.0
10/01/2018 00:05:06.906666,0.0,48.0,63.0
10/01/2018 00:07:46.910000,0.0,48.0,63.0
10/01/2018 00:09:06.916666,0.0,48.0,62.0
10/01/2018 00:11:46.913333,0.0,49.0,62.0
10/01/2018 00:13:06.913333,0.0,49.0,62.0
10/01/2018 00:15:46.913333,0.0,49.0,62.0
10/01/2018 00:17:06.920000,0.0,49.0,62.0
10/01/2018 00:19:46.983333,0.0,50.0,62.0
10/01/2018 00:21:07.190000,0.0,50.0,62.0
10/01/2018 00:23:46.930000,0.0,50.0,61.0
10/01/2018 00:25:06.903333,0.0,50.0,61.0
10/01/2018 00:27:46.903333,0.0,50.0,61.0
10/01/2018 00:29:06.996666,0.0,51.0,61.0
10/01/2018 00:31:46.920000,0.0,51.0,61.0
10/01/2018 00:33:06.943333,0.0,51.0,61.0
10/01/2018 00:35:46.910000,0.0,51.0,61.0
10/01/2018 00:37:06.903333,0.0,51.0,61.0
10/01/2018 00:39:46.906666,0.0,51.0,60.0
10/01/2018 00:41:06.906666,0.0,52.0,60.0
10/01/2018 00:43:46.910000,0.0,52.0,60.0
10/01/2018 00:45:06.916666,0.0,52.0,60.0
10/01/2018 00:47:47.023333,0.0,52.0,60.0
10/01/2018 00:49:06.963333,0.0,52.0,60.0
10/01/2018 00:51:46.910000,0.0,53.0,60.0
10/01/2018 00:53:06.923333,0.0,53.0,59.0
10/01/2018 00:55:46.963333,0.0,53.0,59.0
10/01/2018 00:57:06.920000,0.0,53.0,59.0
10/01/2018 00:59:46.920000,0.0,54.0,59.0
10/01/2018 01:01:07.066666,0.0,54.0,59.0
10/01/2018 01:03:46.920000,0.0,54.0,59.0
10/01/2018 01:05:06.950000,0.0,54.0,59.0
10/01/2018 01:07:46.910000,0.0,54.0,59.0
10/01/2018 01:09:06.916666,0.0,54.0,58.0
10/01/2018 01:11:46.906666,0.0,55.0,58.0
10/01/2018 01:13:06.923333,0.0,55.0,58.0
10/01/2018 01:16:00.226666,1.0,55.0,58.0
10/01/2018 01:17:20.226666,1.0,56.0,58.0
10/01/2018 01:20:00.236666,1.0,56.0,58.0
10/01/2018 01:21:20.243333,1.0,56.0,58.0
10/01/2018 01:24:00.396666,1.0,56.0,58.0
10/01/2018 01:25:20.283333,1.0,56.0,57.0
10/01/2018 01:27:38.296666,0.0,56.0,57.0
10/01/2018 01:28:58.286666,0.0,56.0,57.0
10/01/2018 01:31:38.303333,0.0,56.0,57.0
10/01/2018 01:32:58.313333,0.0,56.0,57.0
10/01/2018 01:35:38.300000,0.0,56.0,57.0
10/01/2018 01:36:58.306666,0.0,56.0,57.0
10/01/2018 01:39:38.293333,0.0,56.0,57.0
10/01/2018 01:40:58.296666,0.0,56.0,57.0
10/01/2018 01:43:38.303333,0.0,56.0,56.0
10/01/2018 01:44:58.293333,0.0,56.0,56.0
10/01/2018 01:47:38.396666,0.0,56.0,56.0
10/01/2018 01:48:58.326666,0.0,56.0,56.0
10/01/2018 01:51:37.170000,3.0,56.0,56.0
10/01/2018 01:52:57.200000,3.0,57.0,56.0
10/01/2018 01:55:37.190000,3.0,57.0,56.0
10/01/2018 01:56:57.206666,3.0,57.0,56.0
10/01/2018 01:59:37.183333,3.0,57.0,56.0
10/01/2018 02:00:57.176666,3.0,57.0,56.0
10/01/2018 02:03:37.180000,3.0,57.0,56.0
10/01/2018 02:04:57.176666,3.0,57.0,56.0
10/01/2018 02:07:37.170000,3.0,57.0,56.0
10/01/2018 02:08:57.183333,3.0,57.0,56.0
10/01/2018 02:11:37.193333,3.0,57.0,56.0
10/01/2018 02:12:57.173333,3.0,57.0,56.0
10/01/2018 02:15:37.176666,3.0,57.0,56.0
10/01/2018 02:16:57.206666,3.0,57.0,56.0
10/01/2018 02:19:37.176666,3.0,57.0,55.0
10/01/2018 02:20:57.173333,3.0,57.0,55.0
10/01/2018 02:23:37.173333,3.0,57.0,55.0
10/01/2018 02:24:57.180000,3.0,57.0,55.0
10/01/2018 02:27:37.166666,3.0,57.0,55.0
10/01/2018 02:28:57.176666,3.0,57.0,55.0
10/01/2018 02:31:37.206666,3.0,57.0,55.0
10/01/2018 02:32:57.186666,3.0,57.0,55.0
10/01/2018 02:35:37.180000,3.0,57.0,55.0
10/01/2018 02:36:57.180000,3.0,57.0,55.0
10/01/2018 02:39:37.170000,3.0,57.0,55.0
10/01/2018 02:40:57.180000,3.0,57.0,55.0
10/01/2018 02:43:37.306666,3.0,57.0,55.0
10/01/2018 02:44:57.226666,3.0,57.0,55.0
10/01/2018 02:47:37.170000,3.0,57.0,54.0
10/01/2018 02:48:57.170000,3.0,57.0,54.0
10/01/2018 02:51:37.183333,3.0,58.0,54.0
10/01/2018 02:52:57.180000,3.0,58.0,54.0
10/01/2018 02:55:37.180000,3.0,58.0,54.0
10/01/2018 02:56:57.176666,3.0,58.0,54.0
10/01/2018 02:59:37.166666,3.0,58.0,54.0
10/01/2018 03:00:57.793333,3.0,58.0,54.0
