InstrumentName, Northeast Early (CS10),,,,,,,,,,,,,,,,,,
StartTime, 2018-10-01 00:00:00,,,,,,,,,,,,,,,,,,
EndTime, 2018-10-31 23:59:59,,,,,,,,,,,,,,,,,,
Date,Latitude,Longitude,PM10,PM1_0,RPM10,RPM102,RPM1_0,RPM1_02,RPM2_5,RPM2_52,Uncertainty,flag1,flag3,flag4,flag5,humidity,pm25_r,sig,tempf
10/01/2018 00:00:05.380000,39.742979,-105.207788,2.16,1.87,2.13,2.18,1.88,1.85,2.13,2.08,900.0,0.0,0.0,0.0,0.0,29.4,2.11,9.0,75.74
10/01/2018 00:01:05.390000,39.742979,-105.207788,2.67,1.76,3.0,2.35,1.87,1.65,3.0,2.35,900.0,0.0,0.0,0.0,0.0,29.4,2.67,9.0,75.74
10/01/2018 00:02:05.323333,39.742979,-105.207788,2.42,1.6,2.12,2.72,1.58,1.62,2.12,2.72,900.0,0.0,0.0,0.0,0.0,29.4,2.42,9.0,75.74
10/01/2018 00:03:05.136666,39.742979,-105.207788,2.91,1.85,2.88,2.93,1.88,1.82,2.88,2.83,900.0,0.0,0.0,0.0,0.0,29.4,2.86,9.0,75.74
10/01/2018 00:04:04.906666,39.742979,-105.207788,2.72,1.88,2.77,2.67,1.88,1.88,2.77,2.62,900.0,0.0,0.0,0.0,0.0,29.4,2.69,9.0,75.74
10/01/2018 00:05:05.733333,39.742979,-105.207788,2.87,1.7,3.75,2.0,1.75,1.65,2.75,2.0,900.0,0.0,0.0,0.0,0.0,29.4,2.37,9.0,75.74
10/01/2018 00:06:05.376666,39.742979,-105.207788,2.5,1.5,2.63,2.37,1.7,1.3,2.63,2.37,900.0,0.0,0.0,0.0,0.0,29.4,2.5,9.0,75.56
10/01/2018 00:07:05.360000,39.742979,-105.207788,2.53,1.98,2.75,2.3,2.32,1.65,2.75,2.3,900.0,0.0,0.0,0.0,0.0,29.4,2.53,9.0,75.74
10/01/2018 00:08:05.180000,39.742979,-105.207788,3.03,1.84,3.65,2.4,1.93,1.75,2.78,2.4,900.0,0.0,0.0,0.0,0.0,29.4,2.59,9.0,75.56
10/01/2018 00:09:04.260000,39.737559,-105.201108,3.44,1.98,3.53,3.35,1.72,2.25,2.6,3.35,814.0,0.0,0.0,0.0,0.0,29.4,2.97,9.0,75.74
10/01/2018 00:10:05.556666,39.737559,-105.201108,2.51,1.19,2.45,2.57,1.57,0.82,2.3,1.92,814.0,0.0,0.0,0.0,0.0,29.5,2.11,9.0,75.74
10/01/2018 00:11:05.243333,39.737559,-105.201108,2.86,1.38,2.88,2.83,1.13,1.63,2.03,2.43,814.0,0.0,0.0,0.0,0.0,29.4,2.23,9.0,75.56
10/01/2018 00:12:04.836666,39.737559,-105.201108,3.17,1.98,3.8,2.53,2.15,1.82,2.95,2.53,814.0,0.0,0.0,0.0,0.0,29.5,2.74,9.0,75.74
10/01/2018 00:13:05.340000,39.737559,-105.201108,2.97,1.96,3.32,2.63,1.92,2.0,3.32,2.63,814.0,0.0,0.0,0.0,0.0,29.5,2.97,9.0,75.74
10/01/2018 00:14:04.873333,39.737559,-105.201108,3.01,1.9,2.8,3.22,1.87,1.93,2.8,3.22,814.0,0.0,0.0,0.0,0.0,29.5,3.01,9.0,75.74
10/01/2018 00:15:04.100000,39.737559,-105.201108,2.83,1.87,2.88,2.78,1.93,1.82,2.88,2.78,814.0,0.0,0.0,0.0,0.0,29.5,2.83,9.0,75.74
