InstrumentName, West Denver PA-II B,,
StartTime, 2018-10-01 00:00:00,,
EndTime, 2018-10-31 23:59:59,,
Date,PM2.5,humidity,temp_f
10/01/2018 00:00:17.586666,6.73,35.0,71.0
10/01/2018 00:02:57.673333,7.37,35.0,71.0
10/01/2018 00:04:17.573333,6.43,35.0,71.0
10/01/2018 00:06:57.566666,7.53,35.0,71.0
10/01/2018 00:08:17.680000,7.58,35.0,71.0
10/01/2018 00:10:57.580000,6.48,35.0,71.0
10/01/2018 00:12:17.570000,6.84,35.0,71.0
10/01/2018 00:14:57.570000,7.72,35.0,71.0
10/01/2018 00:16:17.616666,7.69,35.0,71.0
10/01/2018 00:18:57.563333,6.74,35.0,71.0
10/01/2018 00:20:17.633333,6.31,35.0,71.0
10/01/2018 00:22:57.566666,6.58,35.0,71.0
10/01/2018 00:24:17.573333,6.53,35.0,71.0
10/01/2018 00:26:57.566666,6.3,35.0,71.0
10/01/2018 00:28:17.773333,5.54,35.0,71.0
10/01/2018 00:30:57.570000,7.26,36.0,71.0
10/01/2018 00:32:17.570000,7.36,36.0,71.0
10/01/2018 00:34:57.573333,7.09,36.0,71.0
10/01/2018 00:36:17.566666,6.88,36.0,71.0
10/01/2018 00:38:57.573333,6.67,36.0,71.0
10/01/2018 00:40:17.570000,6.23,36.0,71.0
10/01/2018 00:42:57.586666,7.0,36.0,70.0
10/01/2018 00:44:17.576666,7.05,36.0,70.0
10/01/2018 00:46:57.570000,7.0,37.0,70.0
10/01/2018 00:48:17.596666,6.09,37.0,70.0
10/01/2018 00:50:57.590000,7.09,37.0,70.0
10/01/2018 00:52:17.610000,6.3,37.0,70.0
10/01/2018 00:54:57.573333,7.05,37.0,70.0
10/01/2018 00:56:17.573333,6.21,38.0,70.0
10/01/2018 00:58:57.623333,6.57,38.0,70.0
10/01/2018 01:01:37.576666,6.63,38.0,70.0
10/01/2018 01:02:57.586666,6.23,38.0,69.0
10/01/2018 01:05:37.626666,6.93,38.0,69.0
10/01/2018 01:06:57.593333,6.62,38.0,69.0
10/01/2018 01:09:37.573333,8.0,39.0,69.0
10/01/2018 01:10:57.583333,8.65,39.0,69.0
10/01/2018 01:13:37.603333,9.7,39.0,69.0
10/01/2018 01:14:57.580000,9.84,39.0,69.0
10/01/2018 01:17:37.600000,10.12,39.0,69.0
10/01/2018 01:18:57.586666,10.79,40.0,68.0
10/01/2018 01:21:37.590000,11.77,40.0,68.0
10/01/2018 01:22:57.590000,10.35,40.0,68.0
10/01/2018 01:25:37.643333,11.88,40.0,68.0
10/01/2018 01:26:57.596666,11.33,40.0,68.0
10/01/2018 01:29:37.596666,10.2,41.0,68.0
10/01/2018 01:30:57.616666,11.3,41.0,68.0
10/01/2018 01:33:37.596666,11.6,41.0,68.0
10/01/2018 01:34:57.610000,11.6,41.0,67.0
10/01/2018 01:37:37.693333,11.32,41.0,67.0
10/01/2018 01:38:57.600000,11.37,41.0,67.0
10/01/2018 01:41:37.596666,13.09,41.0,67.0
10/01/2018 01:42:57.600000,11.19,41.0,67.0
10/01/2018 01:45:37.670000,12.63,41.0,67.0
10/01/2018 01:46:57.656666,12.16,41.0,67.0
10/01/2018 01:49:37.606666,10.51,41.0,67.0
10/01/2018 01:50:57.603333,9.4,42.0,67.0
10/01/2018 01:53:37.606666,9.51,42.0,67.0
10/01/2018 01:54:57.636666,8.51,42.0,66.0
10/01/2018 01:57:37.613333,9.86,42.0,66.0
10/01/2018 01:58:57.606666,9.21,42.0,66.0
10/01/2018 02:01:37.603333,9.17,42.0,66.0
10/01/2018 02:02:57.603333,8.77,42.0,66.0
10/01/2018 02:05:37.596666,8.93,42.0,66.0
10/01/2018 02:06:57.676666,8.14,42.0,66.0
10/01/2018 02:09:37.610000,8.53,42.0,66.0
10/01/2018 02:10:57.603333,9.28,42.0,66.0
10/01/2018 02:13:37.596666,8.09,42.0,66.0
10/01/2018 02:14:57.606666,8.65,42.0,66.0
10/01/2018 02:17:37.653333,8.72,42.0,66.0
10/01/2018 02:18:57.613333,8.72,43.0,66.0
10/01/2018 02:21:37.643333,8.74,43.0,66.0
10/01/2018 02:22:57.990000,8.67,43.0,66.0
10/01/2018 02:25:37.616666,8.56,43.0,66.0
10/01/2018 02:26:57.616666,9.07,43.0,66.0
10/01/2018 02:28:17.613333,8.31,43.0,66.0
10/01/2018 02:30:57.643333,7.77,43.0,65.0
10/01/2018 02:32:17.613333,7.95,43.0,65.0
10/01/2018 02:34:57.806666,7.55,43.0,65.0
10/01/2018 02:36:17.613333,8.12,43.0,65.0
10/01/2018 02:38:57.636666,8.02,43.0,65.0
10/01/2018 02:40:17.623333,8.3,43.0,65.0
10/01/2018 02:42:57.663333,7.52,43.0,65.0
10/01/2018 02:44:17.630000,7.89,43.0,65.0
10/01/2018 02:46:57.610000,8.0,43.0,65.0
10/01/2018 02:48:17.606666,8.42,43.0,65.0
10/01/2018 02:50:57.870000,8.07,44.0,65.0
10/01/2018 02:52:17.616666,6.84,44.0,65.0
10/01/2018 02:54:57.613333,8.02,44.0,65.0
10/01/2018 02:56:17.766666,8.5,44.0,65.0
10/01/2018 02:58:57.636666,6.57,44.0,64.0
10/01/2018 03:00:17.613333,6.44,44.0,64.0
