InstrumentName, Wash Park West,,
StartTime, 2018-10-01 00:00:00,,
EndTime, 2018-10-31 23:59:59,,
Date,PM2.5,humidity,temp_f
10/01/2018 00:00:41.186666,4.782828282828283,39.0,67.0
10/01/2018 00:03:21.163333,4.348484848484849,39.0,67.0
10/01/2018 00:04:41.173333,3.9343434343434343,39.0,67.0
10/01/2018 00:07:21.196666,4.161616161616162,39.0,67.0
10/01/2018 00:08:41.176666,4.358585858585859,39.0,66.0
10/01/2018 00:11:21.173333,4.91919191919192,39.0,66.0
10/01/2018 00:12:41.196666,4.6313131313131315,39.0,66.0
10/01/2018 00:15:21.200000,3.9545454545454546,39.0,66.0
10/01/2018 00:16:41.280000,3.9292929292929295,40.0,66.0
10/01/2018 00:19:21.186666,3.8282828282828283,40.0,66.0
10/01/2018 00:20:41.203333,3.606060606060606,40.0,66.0
10/01/2018 00:23:21.186666,3.797979797979798,40.0,66.0
10/01/2018 00:24:41.190000,3.9040404040404044,40.0,66.0
10/01/2018 00:27:21.203333,3.6363636363636367,40.0,66.0
10/01/2018 00:28:41.993333,3.5606060606060606,40.0,66.0
10/01/2018 00:31:21.200000,4.459595959595959,40.0,66.0
10/01/2018 00:32:41.183333,3.8636363636363638,41.0,66.0
10/01/2018 00:35:21.180000,3.792929292929293,41.0,66.0
10/01/2018 00:36:41.203333,3.191919191919192,40.0,66.0
10/01/2018 00:39:21.186666,3.595959595959596,40.0,66.0
10/01/2018 00:40:41.193333,3.5101010101010104,41.0,66.0
10/01/2018 00:43:21.200000,3.5,41.0,65.0
10/01/2018 00:44:41.203333,3.2525252525252526,41.0,65.0
10/01/2018 00:47:21.203333,3.0202020202020203,41.0,65.0
10/01/2018 00:48:41.260000,3.5606060606060606,41.0,65.0
10/01/2018 00:51:21.213333,3.792929292929293,42.0,65.0
10/01/2018 00:52:41.233333,3.9696969696969697,41.0,65.0
10/01/2018 00:55:21.213333,3.3686868686868685,41.0,65.0
10/01/2018 00:56:41.243333,4.005050505050505,42.0,65.0
10/01/2018 00:59:21.216666,4.1010101010101,42.0,65.0
10/01/2018 01:00:41.223333,3.98989898989899,42.0,65.0
10/01/2018 01:03:21.273333,3.404040404040404,42.0,65.0
10/01/2018 01:04:41.226666,3.7424242424242427,42.0,65.0
10/01/2018 01:07:21.226666,3.282828282828283,42.0,65.0
10/01/2018 01:08:41.216666,3.3434343434343434,42.0,65.0
10/01/2018 01:11:21.220000,3.7626262626262625,42.0,65.0
10/01/2018 01:12:41.223333,3.4343434343434343,43.0,65.0
10/01/2018 01:15:21.263333,2.6565656565656566,42.0,64.0
10/01/2018 01:16:41.233333,2.4242424242424243,43.0,64.0
10/01/2018 01:19:21.226666,2.121212121212121,43.0,64.0
10/01/2018 01:20:41.236666,2.3585858585858586,43.0,64.0
10/01/2018 01:23:21.240000,2.5606060606060606,43.0,64.0
10/01/2018 01:24:41.233333,2.747474747474748,43.0,64.0
10/01/2018 01:27:21.316666,2.590909090909091,43.0,64.0
10/01/2018 01:28:41.233333,3.7373737373737375,43.0,64.0
10/01/2018 01:31:21.240000,2.813131313131313,43.0,64.0
10/01/2018 01:32:41.253333,2.9545454545454546,44.0,64.0
10/01/2018 01:35:21.246666,3.2323232323232327,44.0,64.0
10/01/2018 01:36:41.240000,3.606060606060606,44.0,64.0
10/01/2018 01:39:21.236666,3.7171717171717176,44.0,64.0
10/01/2018 01:40:41.253333,3.893939393939394,44.0,63.0
10/01/2018 01:43:21.246666,3.7525252525252526,44.0,63.0
10/01/2018 01:44:41.236666,3.0202020202020203,44.0,63.0
10/01/2018 01:47:21.246666,3.227272727272727,45.0,63.0
10/01/2018 01:48:41.250000,3.621212121212121,45.0,63.0
10/01/2018 01:51:21.256666,3.818181818181818,45.0,63.0
10/01/2018 01:52:41.276666,4.282828282828283,45.0,63.0
10/01/2018 01:55:21.263333,3.8232323232323235,45.0,63.0
10/01/2018 01:56:41.463333,3.98989898989899,45.0,63.0
10/01/2018 01:59:21.266666,4.46969696969697,46.0,63.0
10/01/2018 02:00:41.260000,4.282828282828283,46.0,63.0
10/01/2018 02:03:21.266666,4.570707070707071,46.0,62.0
10/01/2018 02:04:41.273333,4.9646464646464645,46.0,62.0
10/01/2018 02:07:21.290000,4.146464646464647,46.0,62.0
10/01/2018 02:08:41.273333,4.863636363636364,46.0,62.0
10/01/2018 02:11:21.270000,4.9646464646464645,46.0,62.0
10/01/2018 02:12:41.273333,4.404040404040404,46.0,62.0
10/01/2018 02:15:21.286666,4.717171717171717,46.0,62.0
10/01/2018 02:16:41.270000,5.05050505050505,47.0,62.0
10/01/2018 02:19:21.273333,5.242424242424243,47.0,62.0
10/01/2018 02:20:41.306666,5.146464646464646,47.0,62.0
10/01/2018 02:23:21.273333,5.025252525252525,47.0,62.0
10/01/2018 02:24:41.283333,4.6767676767676765,47.0,61.0
10/01/2018 02:27:21.276666,4.858585858585858,47.0,61.0
10/01/2018 02:28:41.336666,4.353535353535353,47.0,61.0
10/01/2018 02:31:21.286666,4.196969696969697,47.0,61.0
10/01/2018 02:32:41.306666,4.1767676767676765,47.0,61.0
10/01/2018 02:35:21.316666,3.9696969696969697,47.0,61.0
