InstrumentName, APCD,,
StartTime, 2018-10-01 00:00:00,,
EndTime, 2018-10-31 23:59:59,,
Date,PM2.5,humidity,temp_f
10/01/2018 00:01:24.683333,10.0,42.0,65.0
10/01/2018 00:02:44.333333,8.0,42.0,65.0
10/01/2018 00:05:24.386666,8.64,43.0,65.0
10/01/2018 00:06:44.356666,8.15,43.0,65.0
10/01/2018 00:09:24.420000,8.08,43.0,65.0
10/01/2018 00:10:44.623333,9.21,42.0,65.0
10/01/2018 00:13:24.406666,7.87,43.0,65.0
10/01/2018 00:14:44.433333,8.13,43.0,65.0
10/01/2018 00:17:24.360000,8.87,43.0,65.0
10/01/2018 00:18:44.356666,7.85,43.0,65.0
10/01/2018 00:21:24.700000,9.45,43.0,65.0
10/01/2018 00:22:44.376666,8.74,43.0,65.0
10/01/2018 00:25:24.320000,8.87,43.0,64.0
10/01/2018 00:26:44.410000,8.59,44.0,64.0
10/01/2018 00:29:24.343333,7.36,44.0,63.0
10/01/2018 00:30:44.416666,8.03,45.0,63.0
10/01/2018 00:33:24.693333,7.63,45.0,63.0
10/01/2018 00:34:44.350000,6.85,45.0,63.0
10/01/2018 00:37:24.406666,8.15,45.0,63.0
10/01/2018 00:38:44.383333,9.53,46.0,62.0
10/01/2018 00:41:24.420000,9.73,46.0,62.0
10/01/2018 00:42:44.610000,8.87,47.0,62.0
10/01/2018 00:45:24.346666,8.39,47.0,61.0
10/01/2018 00:46:44.420000,8.78,47.0,61.0
10/01/2018 00:49:24.376666,8.8,48.0,61.0
10/01/2018 00:50:44.350000,10.4,48.0,61.0
10/01/2018 00:53:24.646666,8.87,49.0,61.0
10/01/2018 00:54:44.420000,8.36,49.0,60.0
10/01/2018 00:57:24.426666,10.08,49.0,60.0
10/01/2018 00:58:44.400000,9.88,50.0,60.0
10/01/2018 01:01:24.490000,9.3,50.0,60.0
10/01/2018 01:02:44.326666,8.1,50.0,60.0
10/01/2018 01:05:24.410000,8.75,50.0,60.0
10/01/2018 01:06:44.500000,7.12,50.0,60.0
10/01/2018 01:09:24.416666,7.72,50.0,60.0
10/01/2018 01:10:44.376666,7.58,50.0,60.0
10/01/2018 01:13:24.463333,8.77,50.0,60.0
10/01/2018 01:14:44.526666,7.79,50.0,60.0
10/01/2018 01:17:24.350000,9.05,51.0,60.0
10/01/2018 01:18:44.596666,8.92,51.0,59.0
10/01/2018 01:21:24.376666,9.18,51.0,59.0
10/01/2018 01:22:44.380000,9.21,51.0,59.0
10/01/2018 01:25:24.523333,8.37,52.0,59.0
10/01/2018 01:26:44.713333,8.46,51.0,59.0
10/01/2018 01:29:24.440000,9.32,52.0,59.0
10/01/2018 01:30:44.563333,9.87,52.0,59.0
10/01/2018 01:33:24.373333,9.68,52.0,59.0
10/01/2018 01:34:44.440000,9.3,52.0,59.0
10/01/2018 01:37:24.396666,11.87,52.0,59.0
10/01/2018 01:38:44.370000,10.08,52.0,59.0
10/01/2018 01:41:24.516666,10.27,53.0,58.0
10/01/2018 01:42:44.383333,11.54,53.0,58.0
10/01/2018 01:45:24.490000,11.18,53.0,58.0
10/01/2018 01:46:44.516666,12.0,53.0,58.0
10/01/2018 01:49:24.390000,11.55,54.0,58.0
10/01/2018 01:50:44.460000,13.08,54.0,58.0
10/01/2018 01:53:24.393333,11.38,54.0,58.0
10/01/2018 01:54:44.720000,10.77,54.0,58.0
10/01/2018 01:57:24.523333,10.4,55.0,57.0
10/01/2018 01:58:44.396666,11.44,55.0,57.0
10/01/2018 02:01:24.450000,9.03,56.0,57.0
10/01/2018 02:02:44.420000,8.85,56.0,57.0
10/01/2018 02:05:24.523333,7.97,57.0,57.0
10/01/2018 02:06:45.063333,8.87,57.0,57.0
10/01/2018 02:09:24.396666,7.74,57.0,57.0
10/01/2018 02:10:44.470000,7.11,57.0,57.0
10/01/2018 02:13:24.430000,8.33,57.0,56.0
10/01/2018 02:14:44.410000,8.82,57.0,56.0
10/01/2018 02:17:24.566666,8.15,57.0,56.0
10/01/2018 02:18:44.743333,8.54,57.0,56.0
10/01/2018 02:21:24.753333,8.89,57.0,56.0
10/01/2018 02:22:44.676666,11.0,57.0,56.0
10/01/2018 02:25:24.406666,9.95,58.0,56.0
10/01/2018 02:26:44.613333,8.39,58.0,56.0
10/01/2018 02:29:24.646666,9.87,58.0,56.0
10/01/2018 02:30:44.490000,8.46,58.0,56.0
10/01/2018 02:33:24.506666,7.89,58.0,56.0
10/01/2018 02:34:44.460000,8.16,58.0,56.0
10/01/2018 02:37:24.596666,8.95,58.0,56.0
10/01/2018 02:38:44.796666,8.82,58.0,56.0
10/01/2018 02:41:24.646666,7.62,58.0,56.0
10/01/2018 02:42:44.693333,8.22,58.0,56.0
10/01/2018 02:45:24.443333,8.86,58.0,56.0
10/01/2018 02:46:44.526666,7.97,58.0,56.0
10/01/2018 02:49:24.463333,8.05,58.0,56.0
10/01/2018 02:50:44.533333,7.46,58.0,55.0
10/01/2018 02:53:24.596666,8.1,59.0,55.0
10/01/2018 02:54:44.573333,8.23,59.0,55.0
10/01/2018 02:57:24.416666,8.82,59.0,55.0
10/01/2018 02:58:44.493333,7.97,59.0,55.0
10/01/2018 03:01:24.596666,7.82,59.0,55.0
