InstrumentName, Wash Park West B,,
StartTime, 2018-10-01 00:00:00,,
EndTime, 2018-10-31 23:59:59,,
Date,PM2.5,humidity,temp_f
10/01/2018 00:01:12.383333,9.57,39.0,67.0
10/01/2018 00:03:51.150000,8.28,39.0,67.0
10/01/2018 00:05:11.146666,8.07,39.0,67.0
10/01/2018 00:07:51.206666,7.56,39.0,67.0
10/01/2018 00:09:11.176666,9.23,39.0,66.0
10/01/2018 00:11:51.163333,7.84,39.0,66.0
10/01/2018 00:13:11.180000,9.74,39.0,66.0
10/01/2018 00:15:51.160000,6.7,39.0,66.0
10/01/2018 00:17:11.163333,7.19,40.0,66.0
10/01/2018 00:19:51.163333,7.67,40.0,66.0
10/01/2018 00:21:11.180000,7.67,40.0,66.0
10/01/2018 00:23:51.183333,6.84,40.0,66.0
10/01/2018 00:25:11.173333,7.21,40.0,66.0
10/01/2018 00:26:31.253333,7.76,40.0,66.0
10/01/2018 00:29:11.263333,7.72,40.0,66.0
10/01/2018 00:31:51.180000,7.51,40.0,66.0
10/01/2018 00:33:11.180000,7.37,41.0,66.0
10/01/2018 00:35:51.176666,6.64,41.0,66.0
10/01/2018 00:37:11.176666,6.35,40.0,66.0
10/01/2018 00:39:51.180000,6.71,40.0,66.0
10/01/2018 00:41:11.196666,6.68,41.0,66.0
10/01/2018 00:43:51.180000,6.57,41.0,65.0
10/01/2018 00:45:11.186666,6.43,41.0,65.0
10/01/2018 00:47:51.180000,6.23,41.0,65.0
10/01/2018 00:49:11.366666,6.2,41.0,65.0
10/01/2018 00:51:51.180000,6.45,41.0,65.0
10/01/2018 00:53:11.196666,6.93,41.0,65.0
10/01/2018 00:55:51.206666,6.5,42.0,65.0
10/01/2018 00:57:11.186666,7.57,42.0,65.0
10/01/2018 00:59:51.196666,8.23,42.0,65.0
10/01/2018 01:01:11.206666,8.48,42.0,65.0
10/01/2018 01:03:51.206666,7.19,42.0,65.0
10/01/2018 01:05:11.200000,7.54,42.0,65.0
10/01/2018 01:07:51.210000,6.33,42.0,65.0
10/01/2018 01:09:11.250000,6.59,42.0,65.0
10/01/2018 01:11:51.206666,5.81,42.0,65.0
10/01/2018 01:13:11.283333,5.26,42.0,64.0
10/01/2018 01:15:51.203333,5.76,42.0,64.0
10/01/2018 01:17:11.213333,4.67,43.0,64.0
10/01/2018 01:19:51.213333,4.49,43.0,64.0
10/01/2018 01:21:11.213333,4.21,43.0,64.0
10/01/2018 01:23:51.226666,5.02,43.0,64.0
10/01/2018 01:25:11.226666,4.84,43.0,64.0
10/01/2018 01:26:31.230000,6.11,43.0,64.0
10/01/2018 01:29:11.226666,5.71,43.0,64.0
10/01/2018 01:31:51.236666,5.88,44.0,64.0
10/01/2018 01:33:11.216666,6.21,44.0,64.0
10/01/2018 01:35:51.246666,6.79,44.0,64.0
10/01/2018 01:37:11.263333,7.21,44.0,64.0
10/01/2018 01:39:51.253333,7.05,44.0,64.0
10/01/2018 01:41:11.226666,7.14,44.0,63.0
10/01/2018 01:43:51.223333,6.38,44.0,63.0
10/01/2018 01:45:11.250000,6.86,44.0,63.0
10/01/2018 01:47:51.233333,6.84,45.0,63.0
10/01/2018 01:49:11.240000,5.98,45.0,63.0
10/01/2018 01:51:51.256666,8.12,45.0,63.0
10/01/2018 01:53:11.240000,7.63,45.0,63.0
10/01/2018 01:55:51.246666,7.37,45.0,63.0
10/01/2018 01:57:11.246666,8.32,46.0,63.0
10/01/2018 01:59:51.270000,8.33,46.0,63.0
10/01/2018 02:01:11.260000,7.76,46.0,63.0
10/01/2018 02:03:51.256666,8.21,46.0,62.0
10/01/2018 02:05:11.246666,8.27,46.0,62.0
10/01/2018 02:07:51.266666,8.6,46.0,62.0
10/01/2018 02:09:11.266666,9.03,46.0,62.0
10/01/2018 02:11:51.253333,8.91,46.0,62.0
10/01/2018 02:13:11.270000,9.33,46.0,62.0
10/01/2018 02:15:51.260000,9.7,46.0,62.0
10/01/2018 02:17:11.273333,9.07,47.0,62.0
10/01/2018 02:19:51.286666,9.63,47.0,62.0
10/01/2018 02:21:11.263333,10.14,47.0,62.0
10/01/2018 02:23:51.293333,9.95,47.0,62.0
10/01/2018 02:25:11.270000,8.63,47.0,61.0
10/01/2018 02:26:31.270000,9.56,47.0,61.0
10/01/2018 02:29:11.293333,9.53,47.0,61.0
10/01/2018 02:31:51.276666,9.14,47.0,61.0
10/01/2018 02:33:11.286666,9.21,47.0,61.0
10/01/2018 02:35:51.276666,8.09,47.0,61.0
10/01/2018 02:37:11.283333,8.6,47.0,61.0
10/01/2018 02:39:51.273333,7.9,47.0,61.0
10/01/2018 02:41:11.296666,9.24,47.0,61.0
10/01/2018 02:43:51.283333,8.19,47.0,61.0
10/01/2018 02:45:11.306666,8.37,47.0,61.0
10/01/2018 02:46:31.283333,9.42,47.0,61.0
10/01/2018 02:48:41.860000,10.4,47.0,61.0
10/01/2018 02:51:21.856666,8.79,47.0,61.0
10/01/2018 02:52:41.863333,9.29,47.0,61.0
10/01/2018 02:55:21.863333,7.72,47.0,61.0
10/01/2018 02:56:42.000000,8.12,47.0,61.0
10/01/2018 02:59:22.073333,7.89,48.0,61.0
10/01/2018 03:00:41.886666,6.93,48.0,61.0
