InstrumentName, Woods Park,,
StartTime, 2018-10-01 00:00:00,,
EndTime, 2018-10-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
10/01/2018 00:01:02.000000,7.71,10.76,10.19
10/01/2018 00:03:42.000000,7.39,10.27,10.02
10/01/2018 00:05:02.000000,7.69,11.02,10.71
10/01/2018 00:07:42.000000,7.8,10.24,9.98
10/01/2018 00:09:02.000000,7.4,11.23,11.07
10/01/2018 00:10:22.000000,8.0,11.5,10.45
10/01/2018 00:13:02.000000,7.51,10.46,10.27
10/01/2018 00:15:42.000000,7.63,10.05,9.7
10/01/2018 00:17:02.000000,8.14,10.64,10.38
10/01/2018 00:19:42.000000,8.15,11.32,10.78
10/01/2018 00:21:02.000000,7.48,10.57,10.14
10/01/2018 00:23:42.000000,8.51,10.92,10.67
10/01/2018 00:25:02.000000,8.05,11.17,10.51
10/01/2018 00:27:42.000000,8.48,11.88,11.48
10/01/2018 00:29:02.000000,8.19,11.52,10.93
10/01/2018 00:31:42.000000,8.8,11.71,11.59
10/01/2018 00:33:02.000000,9.59,13.05,12.76
10/01/2018 00:35:42.000000,8.62,12.26,11.62
10/01/2018 00:37:02.000000,7.73,11.24,10.46
10/01/2018 00:39:42.000000,8.66,11.46,11.41
10/01/2018 00:41:02.000000,8.86,11.45,11.07
10/01/2018 00:43:42.000000,8.65,11.4,11.1
10/01/2018 00:45:02.000000,8.17,11.12,10.76
10/01/2018 00:47:42.000000,7.33,9.83,9.02
10/01/2018 00:49:02.000000,6.93,9.22,8.78
10/01/2018 00:51:42.000000,7.55,9.79,9.0
10/01/2018 00:53:02.000000,7.19,9.88,9.55
10/01/2018 00:57:02.000000,8.0,10.44,9.93
10/01/2018 00:59:42.000000,7.59,9.61,9.44
10/01/2018 01:01:02.000000,7.44,9.78,9.54
10/01/2018 01:03:42.000000,8.45,11.93,11.33
10/01/2018 01:05:02.000000,7.34,10.39,9.59
10/01/2018 01:07:42.000000,7.41,10.17,9.8
10/01/2018 01:09:02.000000,7.46,9.68,9.51
10/01/2018 01:11:42.000000,7.44,10.12,9.71
10/01/2018 01:13:02.000000,7.25,9.07,9.0
10/01/2018 01:15:42.000000,6.48,8.43,8.17
10/01/2018 01:17:02.000000,7.55,9.5,9.17
10/01/2018 01:19:42.000000,6.9,8.76,8.6
10/01/2018 01:21:02.000000,6.86,8.72,8.72
10/01/2018 01:23:42.000000,6.46,8.73,8.41
10/01/2018 01:25:02.000000,6.1,9.54,8.68
10/01/2018 01:27:42.000000,6.83,9.44,8.8
10/01/2018 01:29:02.000000,7.25,9.15,9.02
10/01/2018 01:31:42.000000,6.88,9.05,8.98
10/01/2018 01:33:02.000000,6.95,9.63,9.07
10/01/2018 01:35:42.000000,6.66,8.39,8.02
10/01/2018 01:37:02.000000,6.57,8.57,8.23
10/01/2018 01:39:42.000000,7.02,9.78,9.27
10/01/2018 01:41:02.000000,6.14,7.9,7.76
10/01/2018 01:43:42.000000,7.02,9.33,8.67
10/01/2018 01:45:02.000000,7.33,8.98,8.98
10/01/2018 01:47:42.000000,6.97,9.43,8.65
10/01/2018 01:49:02.000000,6.63,9.14,8.53
10/01/2018 01:51:42.000000,6.49,9.83,9.0
10/01/2018 01:53:02.000000,6.34,8.68,7.98
10/01/2018 01:55:42.000000,6.31,8.48,8.14
10/01/2018 01:57:02.000000,6.85,9.29,8.46
10/01/2018 01:59:42.000000,7.12,9.76,9.19
10/01/2018 02:01:02.000000,7.21,9.17,8.9
10/01/2018 02:03:42.000000,6.6,8.1,7.78
10/01/2018 02:05:02.000000,7.12,9.68,9.15
10/01/2018 02:07:42.000000,6.76,10.02,9.15
10/01/2018 02:09:02.000000,6.55,9.0,8.12
10/01/2018 02:11:42.000000,6.37,8.88,8.35
10/01/2018 02:13:02.000000,6.8,8.65,8.65
10/01/2018 02:15:42.000000,7.07,9.48,9.4
10/01/2018 02:17:02.000000,8.19,10.45,10.1
10/01/2018 02:19:42.000000,6.14,8.17,8.0
10/01/2018 02:21:02.000000,6.87,8.85,8.6
10/01/2018 02:23:42.000000,6.73,8.93,8.66
10/01/2018 02:25:02.000000,6.8,9.02,8.63
10/01/2018 02:27:42.000000,6.85,9.66,9.24
10/01/2018 02:29:02.000000,6.52,8.5,8.1
10/01/2018 02:31:42.000000,6.61,8.8,8.24
10/01/2018 02:33:02.000000,7.18,9.52,9.3
10/01/2018 02:35:42.000000,7.0,9.05,9.05
10/01/2018 02:37:03.000000,6.93,8.61,8.61
10/01/2018 02:39:42.000000,7.37,10.25,9.48
10/01/2018 02:41:02.000000,6.68,8.78,8.24
10/01/2018 02:43:42.000000,6.24,8.1,7.98
10/01/2018 02:45:02.000000,6.6,8.45,8.36
10/01/2018 02:47:42.000000,7.0,9.34,9.15
10/01/2018 02:49:02.000000,9.02,13.39,12.61
10/01/2018 02:51:42.000000,8.57,12.07,11.55
10/01/2018 02:53:02.000000,8.12,10.61,10.17
10/01/2018 02:55:42.000000,8.57,10.74,10.74
10/01/2018 02:59:42.000000,8.71,12.21,11.17
10/01/2018 03:01:02.000000,9.17,12.32,11.95
10/01/2018 03:03:42.000000,8.71,11.88,11.32
10/01/2018 03:05:03.000000,8.15,11.37,11.02
