"","date","ID","SensorType","Lat","Long","start_date","date_days","age_days","age_weeks","val.pm25_p"
"1","2017-12-31 18:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2017-12-31,0,0,21.88
"2","2017-12-31 19:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2017-12-31,0,0,NA
"3","2017-12-31 20:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2017-12-31,0,0,NA
"4","2017-12-31 21:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2017-12-31,0,0,21.98125
"5","2017-12-31 22:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2017-12-31,0,0,21.69
"6","2017-12-31 23:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2017-12-31,0,0,NA
"7","2018-01-01 00:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,35.53
"8","2018-01-01 01:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,36.6806666666667
"9","2018-01-01 02:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,41.9266666666667
"10","2018-01-01 03:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,40.9923333333333
"11","2018-01-01 04:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,40.9593333333333
"12","2018-01-01 05:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,42.9593333333333
"13","2018-01-01 06:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,42.367
"14","2018-01-01 07:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,43.174
"15","2018-01-01 08:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,43.6863333333333
"16","2018-01-01 09:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,44.1786666666667
"17","2018-01-01 10:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,44.633
"18","2018-01-01 11:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,44.0734482758621
"19","2018-01-01 12:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,43.876
"20","2018-01-01 13:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,43.975
"21","2018-01-01 14:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,43.2420689655172
"22","2018-01-01 15:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,43.8523333333333
"23","2018-01-01 16:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,42.0483333333333
"24","2018-01-01 17:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,41.323
"25","2018-01-01 18:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,41.456
"26","2018-01-01 19:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,40.7613333333333
"27","2018-01-01 20:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,41.3196666666667
"28","2018-01-01 21:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,46.597
"29","2018-01-01 22:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,48.244
"30","2018-01-01 23:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-01,1,0,51.7783333333333
"31","2018-01-02 00:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-02,2,0,53.124
"32","2018-01-02 01:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-02,2,0,50.512
"33","2018-01-02 02:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-02,2,0,45.2096666666667
"34","2018-01-02 03:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-02,2,0,47.175
"35","2018-01-02 04:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-02,2,0,50.0066666666667
"36","2018-01-02 05:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-02,2,0,51.2966666666667
"37","2018-01-02 06:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-02,2,0,51.8673333333333
"38","2018-01-02 07:00:00","West Denver PA-II",NA,NA,NA,2017-12-31,2018-01-02,2,0,50.223
