"","date","ID","SensorType","Lat","Long","start_date","date_days","age_days","age_weeks","val.humidity","val.pm10","val.pm25_p","val.pm25_r","val.temperature","val.pm25_r2"
"39","2018-05-25 15:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"40","2018-05-25 15:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"41","2018-05-25 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"42","2018-05-25 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"43","2018-05-25 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"44","2018-05-25 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"45","2018-05-25 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"46","2018-05-25 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"47","2018-05-25 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"48","2018-05-25 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"49","2018-05-25 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"50","2018-05-25 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"51","2018-05-25 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"52","2018-05-25 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"53","2018-05-25 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"54","2018-05-25 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"55","2018-05-25 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,NA,NA,NA,NA,NA,NA
"56","2018-05-25 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,18.6,2.58,NA,2.35,82.1,NA
"57","2018-05-25 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,18.6,2.58,NA,2.35,82.1,NA
"58","2018-05-25 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,18.6,2.58,NA,2.35,82.1,NA
"59","2018-05-25 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,18.6,2.58,NA,2.35,82.1,NA
"60","2018-05-25 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,18.6,2.58,NA,2.35,82.1,NA
"61","2018-05-25 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,23.5,4.83,NA,4.3,77.5,NA
"62","2018-05-25 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,23.5,4.83,NA,4.3,77.5,NA
"63","2018-05-25 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,23.5,4.83,NA,4.3,77.5,NA
"64","2018-05-25 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,23.5,4.83,NA,4.3,77.5,NA
"65","2018-05-25 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,23.5,4.83,NA,4.3,77.5,NA
"66","2018-05-25 21:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,28.1,6.07,NA,5.58,73.4,NA
"67","2018-05-25 21:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,28.1,6.07,NA,5.58,73.4,NA
"68","2018-05-25 21:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,28.1,6.07,NA,5.58,73.4,NA
"69","2018-05-25 21:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,28.1,6.07,NA,5.58,73.4,NA
"70","2018-05-25 21:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,28.1,6.07,NA,5.58,73.4,NA
"71","2018-05-25 22:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,29.6,5.52,NA,5.08,70.8,NA
"72","2018-05-25 22:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,29.6,5.52,NA,5.08,70.8,NA
"73","2018-05-25 22:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,29.6,5.52,NA,5.08,70.8,NA
"74","2018-05-25 22:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,29.6,5.52,NA,5.08,70.8,NA
"75","2018-05-25 22:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,29.6,5.52,NA,5.08,70.8,NA
"76","2018-05-25 23:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,32.9,6.15,NA,5.6,67.9,NA
"77","2018-05-25 23:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,32.9,6.15,NA,5.6,67.9,NA
"78","2018-05-25 23:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,32.9,6.15,NA,5.6,67.9,NA
"79","2018-05-25 23:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,32.9,6.15,NA,5.6,67.9,NA
"80","2018-05-25 23:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-25,0,0,32.9,6.15,NA,5.6,67.9,NA
"81","2018-05-26 00:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,36.6,6.07,NA,5.68,65.9,NA
"82","2018-05-26 00:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,36.6,6.07,NA,5.68,65.9,NA
"83","2018-05-26 00:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,36.6,6.07,NA,5.68,65.9,NA
"84","2018-05-26 00:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,36.6,6.07,NA,5.68,65.9,NA
"85","2018-05-26 00:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,36.6,6.07,NA,5.68,65.9,NA
"86","2018-05-26 01:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,42.4,7.93,NA,7.48,63.2,NA
"87","2018-05-26 01:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,42.4,7.93,NA,7.48,63.2,NA
"88","2018-05-26 01:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,42.4,7.93,NA,7.48,63.2,NA
"89","2018-05-26 01:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,42.4,7.93,NA,7.48,63.2,NA
"90","2018-05-26 01:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,42.4,7.93,NA,7.48,63.2,NA
"91","2018-05-26 02:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,47.8,8.9,NA,8.22,61.1,NA
"92","2018-05-26 02:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,47.8,8.9,NA,8.22,61.1,NA
"93","2018-05-26 02:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,47.8,8.9,NA,8.22,61.1,NA
"94","2018-05-26 02:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,47.8,8.9,NA,8.22,61.1,NA
"95","2018-05-26 02:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,47.8,8.9,NA,8.22,61.1,NA
"96","2018-05-26 03:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,49.7,7.22,NA,6.68,59.2,NA
"97","2018-05-26 03:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,49.7,7.22,NA,6.68,59.2,NA
"98","2018-05-26 03:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,49.7,7.22,NA,6.68,59.2,NA
"99","2018-05-26 03:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,49.7,7.22,NA,6.68,59.2,NA
"100","2018-05-26 03:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,49.7,7.22,NA,6.68,59.2,NA
"101","2018-05-26 04:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,53.8,7.38,NA,6.78,57.3,NA
"102","2018-05-26 04:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,53.8,7.38,NA,6.78,57.3,NA
"103","2018-05-26 04:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,53.8,7.38,NA,6.78,57.3,NA
"104","2018-05-26 04:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,53.8,7.38,NA,6.78,57.3,NA
"105","2018-05-26 04:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,53.8,7.38,NA,6.78,57.3,NA
"106","2018-05-26 05:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,45.3,6.72,NA,6.08,63.8,NA
"107","2018-05-26 05:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,45.3,6.72,NA,6.08,63.8,NA
"108","2018-05-26 05:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,45.3,6.72,NA,6.08,63.8,NA
"109","2018-05-26 05:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,45.3,6.72,NA,6.08,63.8,NA
"110","2018-05-26 05:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,45.3,6.72,NA,6.08,63.8,NA
"111","2018-05-26 06:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,30.7,5.45,NA,5.05,76.9,NA
"112","2018-05-26 06:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,30.7,5.45,NA,5.05,76.9,NA
"113","2018-05-26 06:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,30.7,5.45,NA,5.05,76.9,NA
"114","2018-05-26 06:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,30.7,5.45,NA,5.05,76.9,NA
"115","2018-05-26 06:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,30.7,5.45,NA,5.05,76.9,NA
"116","2018-05-26 07:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,4.78,NA,4.38,87.9,NA
"117","2018-05-26 07:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,4.78,NA,4.38,87.9,NA
"118","2018-05-26 07:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,4.78,NA,4.38,87.9,NA
"119","2018-05-26 07:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,4.78,NA,4.38,87.9,NA
"120","2018-05-26 07:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,4.78,NA,4.38,87.9,NA
"121","2018-05-26 08:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,18.7,5.03,NA,4.63,91.9,NA
"122","2018-05-26 08:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,18.7,5.03,NA,4.63,91.9,NA
"123","2018-05-26 08:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,18.7,5.03,NA,4.63,91.9,NA
"124","2018-05-26 08:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,18.7,5.03,NA,4.63,91.9,NA
"125","2018-05-26 08:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,18.7,5.03,NA,4.63,91.9,NA
"126","2018-05-26 09:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"127","2018-05-26 09:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"128","2018-05-26 09:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"129","2018-05-26 09:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"130","2018-05-26 09:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"131","2018-05-26 10:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"132","2018-05-26 10:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"133","2018-05-26 10:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"134","2018-05-26 10:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"135","2018-05-26 10:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"136","2018-05-26 11:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"137","2018-05-26 11:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"138","2018-05-26 11:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"139","2018-05-26 11:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"140","2018-05-26 11:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"141","2018-05-26 12:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"142","2018-05-26 12:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"143","2018-05-26 12:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"144","2018-05-26 12:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"145","2018-05-26 12:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"146","2018-05-26 13:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"147","2018-05-26 13:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"148","2018-05-26 13:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"149","2018-05-26 13:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"150","2018-05-26 13:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"151","2018-05-26 14:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"152","2018-05-26 14:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"153","2018-05-26 14:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"154","2018-05-26 14:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"155","2018-05-26 14:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"156","2018-05-26 15:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"157","2018-05-26 15:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"158","2018-05-26 15:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"159","2018-05-26 15:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"160","2018-05-26 15:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"161","2018-05-26 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"162","2018-05-26 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"163","2018-05-26 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"164","2018-05-26 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"165","2018-05-26 16:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,NA,NA,NA,NA,NA,NA
"166","2018-05-26 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.1,8.35,NA,7.62,85.8,NA
"167","2018-05-26 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.1,8.35,NA,7.62,85.8,NA
"168","2018-05-26 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.1,8.35,NA,7.62,85.8,NA
"169","2018-05-26 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.1,8.35,NA,7.62,85.8,NA
"170","2018-05-26 17:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.1,8.35,NA,7.62,85.8,NA
"171","2018-05-26 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,18,NA,15.9,82.8,NA
"172","2018-05-26 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,18,NA,15.9,82.8,NA
"173","2018-05-26 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,18,NA,15.9,82.8,NA
"174","2018-05-26 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,18,NA,15.9,82.8,NA
"175","2018-05-26 18:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,18,NA,15.9,82.8,NA
"176","2018-05-26 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,26.2,NA,23,79.6,NA
"177","2018-05-26 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,26.2,NA,23,79.6,NA
"178","2018-05-26 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,26.2,NA,23,79.6,NA
"179","2018-05-26 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,26.2,NA,23,79.6,NA
"180","2018-05-26 19:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,21.6,26.2,NA,23,79.6,NA
"181","2018-05-26 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,16.3,11.7,NA,10.8,77.9,NA
"182","2018-05-26 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,16.3,11.7,NA,10.8,77.9,NA
"183","2018-05-26 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,16.3,11.7,NA,10.8,77.9,NA
"184","2018-05-26 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,16.3,11.7,NA,10.8,77.9,NA
"185","2018-05-26 20:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,16.3,11.7,NA,10.8,77.9,NA
"186","2018-05-26 21:00:00","39th Ave (CS6)",NA,NA,NA,2018-05-25,2018-05-26,1,0,17.4,11,NA,10.2,75.9,NA
