"","date","ID","SensorType","Lat","Long","start_date","date_days","age_days","age_weeks","val.pm25_p"
"1","2017-12-31 18:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2017-12-31,0,0,14.66
"2","2017-12-31 19:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2017-12-31,0,0,NA
"3","2017-12-31 20:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2017-12-31,0,0,NA
"4","2017-12-31 21:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2017-12-31,0,0,11.7742857142857
"5","2017-12-31 22:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2017-12-31,0,0,7.545
"6","2017-12-31 23:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2017-12-31,0,0,NA
"7","2018-01-01 00:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,14.4875
"8","2018-01-01 01:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,20.219
"9","2018-01-01 02:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,31.42
"10","2018-01-01 03:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,31.651
"11","2018-01-01 04:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,27.9746666666667
"12","2018-01-01 05:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,26.3753333333333
"13","2018-01-01 06:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,28.7393333333333
"14","2018-01-01 07:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,31.465
"15","2018-01-01 08:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,29.3146666666667
"16","2018-01-01 09:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,35.3633333333333
"17","2018-01-01 10:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,38.4876666666667
"18","2018-01-01 11:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,42.0948275862069
"19","2018-01-01 12:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,39.761
"20","2018-01-01 13:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,36.302
"21","2018-01-01 14:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,35.5475862068966
"22","2018-01-01 15:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,37.1269230769231
"23","2018-01-01 16:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,39.7396666666667
"24","2018-01-01 17:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,36.0823333333333
"25","2018-01-01 18:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,30.9236666666667
"26","2018-01-01 19:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,28.1703333333333
"27","2018-01-01 20:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,29.519
"28","2018-01-01 21:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,31.9413333333333
"29","2018-01-01 22:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,33.7033333333333
"30","2018-01-01 23:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-01,1,0,33.9856666666667
"31","2018-01-02 00:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,43.1123333333333
"32","2018-01-02 01:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,37.9926666666667
"33","2018-01-02 02:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,35.2686666666667
"34","2018-01-02 03:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,36.7576666666667
"35","2018-01-02 04:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,35.677
"36","2018-01-02 05:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,35.238
"37","2018-01-02 06:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,24.646
"38","2018-01-02 07:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,23.6556666666667
"39","2018-01-02 08:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,30.3146428571429
"40","2018-01-02 09:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,9.814
"41","2018-01-02 10:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,4.35533333333333
"42","2018-01-02 11:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,1.147
"43","2018-01-02 12:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,1.61210526315789
"44","2018-01-02 13:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,1.16285714285714
"45","2018-01-02 14:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,0.594545454545454
"46","2018-01-02 15:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,0.91
"47","2018-01-02 16:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,0.976666666666667
"48","2018-01-02 17:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,3.98916666666667
"49","2018-01-02 18:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,5.72818181818182
"50","2018-01-02 19:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,7.62
"51","2018-01-02 20:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,5.98620689655172
"52","2018-01-02 21:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,7.411
"53","2018-01-02 22:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,5.83733333333333
"54","2018-01-02 23:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-02,2,0,4.62033333333333
"55","2018-01-03 00:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,3.288
"56","2018-01-03 01:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,1.91333333333333
"57","2018-01-03 02:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,4.45733333333333
"58","2018-01-03 03:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,22.287
"59","2018-01-03 04:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,6.735
"60","2018-01-03 05:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,0.992666666666667
"61","2018-01-03 06:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,1.18571428571429
"62","2018-01-03 07:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,0.739666666666667
"63","2018-01-03 08:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,1.62633333333333
"64","2018-01-03 09:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,1.43
"65","2018-01-03 10:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,0.414
"66","2018-01-03 11:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,0.305
"67","2018-01-03 12:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,2.28222222222222
"68","2018-01-03 13:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,2.3
"69","2018-01-03 14:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,5.23896551724138
"70","2018-01-03 15:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,8.12033333333333
"71","2018-01-03 16:00:00","Swansea (DEH) B",NA,NA,NA,2017-12-31,2018-01-03,3,0,8.07133333333333
