InstrumentName, I25 Denver
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,81102,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Relative Humidity,Wind Direction,Wind Speed
04/23/2021 11:16:00,,0.756104,40.106075,,11.25,,,,
04/23/2021 11:17:00,,0.745153,40.341328,,11.1,,,,
04/23/2021 11:18:00,,0.739427,40.679309,,8.95,,,,
04/23/2021 11:19:00,,0.73435,43.908072,,11.9,,,,
04/23/2021 11:20:00,,0.77244,41.449744,,11.825,,,,
04/23/2021 11:21:00,,0.744889,41.187283,,12.0,,,,
04/23/2021 11:22:00,,0.739271,41.592005,,9.125,,,,
04/23/2021 11:23:00,,0.753032,41.541301,,7.725,,,,
04/23/2021 11:24:00,,0.765353,41.171529,,9.475,,,,
04/23/2021 11:25:00,,0.779609,40.495943,,7.7,,,,
04/23/2021 11:26:00,,0.775419,39.748853,,7.875,,,,
04/23/2021 11:27:00,,0.754889,39.484886,,8.275,,,,
04/23/2021 11:28:00,,0.748611,39.8412,,9.35,,,,
04/23/2021 11:29:00,,0.773044,40.688387,,9.7,,,,
04/23/2021 11:30:00,,0.794107,40.841825,,9.775,,,,
04/23/2021 11:31:00,,0.796736,41.022774,,9.95,,,,
04/23/2021 11:32:00,,0.779934,40.930794,,11.5,,,,
04/23/2021 11:33:00,,0.74671,40.493697,,11.325,,,,
04/23/2021 11:34:00,,0.735532,40.172929,,11.625,,,,
04/23/2021 11:35:00,,0.72684,39.886076,,9.85,,,,
04/23/2021 11:36:00,,0.74948,39.864622,,9.5,,,,
04/23/2021 11:37:00,,0.770568,39.511687,,7.875,,,,
04/23/2021 11:38:00,,0.761452,39.032284,,9.1,,,,
04/23/2021 11:39:00,,0.73518,39.022575,,8.125,,,,
04/23/2021 11:40:00,,0.748538,37.853795,,9.925,,,,
04/23/2021 11:41:00,,0.778193,37.484867,,10.1,,,,
04/23/2021 11:42:00,,0.778795,37.080305,,9.525,,,,
04/23/2021 11:43:00,,0.757489,36.625928,,10.525,,,,
04/23/2021 11:44:00,,0.752683,36.254589,,11.35,,,,
04/23/2021 11:45:00,,0.768914,36.221961,,11.8,,,,
04/23/2021 11:46:00,,0.729331,36.241437,,10.925,,,,
04/23/2021 11:47:00,,0.655405,36.505071,,9.85,,,,
04/23/2021 11:48:00,,0.639563,36.599804,,11.1,,,,
04/23/2021 11:49:00,,0.670069,36.500995,,9.2,,,,
04/23/2021 11:50:00,,0.686694,36.349714,,9.675,,,,
04/23/2021 11:51:00,,0.669859,36.112515,,9.5,,,,
04/23/2021 11:52:00,,0.666817,36.200069,,11.325,,,,
04/23/2021 11:53:00,,0.681062,36.427476,,11.475,,,,
04/23/2021 11:54:00,,0.715694,36.564312,,11.075,,,,
04/23/2021 11:55:00,,0.725022,36.660375,,10.475,,,,
04/23/2021 11:56:00,,0.720209,36.886142,,9.25,,,,
04/23/2021 11:57:00,,0.695435,37.389074,,11.825,,,,
04/23/2021 11:58:00,,0.665113,37.798092,,11.075,,,,
04/23/2021 11:59:00,,0.686326,37.756626,,11.775,,,,
04/23/2021 12:00:00,,0.72425,37.584893,,9.725,,,,
04/23/2021 12:01:00,,0.782809,37.823739,,10.1,,,,
04/23/2021 12:02:00,,0.879649,43.193298,,14.925,,,,
04/23/2021 12:03:00,,1.000321,42.326458,,15.2,,,,
04/23/2021 12:04:00,,1.087082,45.707703,,14.425,,,,
04/23/2021 12:05:00,,1.209746,44.737606,,14.975,,,,
04/23/2021 12:06:00,,1.248523,42.799287,,12.575,,,,
04/23/2021 12:07:00,,1.296089,42.895137,,10.575,,,,
04/23/2021 12:08:00,,1.284909,42.946102,,12.75,,,,
04/23/2021 12:09:00,,1.148231,42.826963,,11.05,,,,
04/23/2021 12:10:00,,1.220077,43.434418,,10.95,,,,
04/23/2021 12:11:00,,1.412072,43.001141,,11.2,,,,
04/23/2021 12:12:00,,1.271186,44.908724,,13.75,,,,
04/23/2021 12:13:00,,1.345533,45.336912,,12.725,,,,
04/23/2021 12:14:00,,1.537981,43.809179,,16.825,,,,
04/23/2021 12:15:00,,1.445133,43.671462,,13.525,,,,
04/23/2021 12:16:00,,1.325105,44.405397,,15.2,,,,
04/23/2021 12:17:00,,1.311575,44.812131,,15.325,,,,
04/23/2021 12:18:00,,1.36705,44.747616,,13.725,,,,
04/23/2021 12:19:00,,1.407111,43.454317,,13.45,,,,
04/23/2021 12:20:00,,1.338339,42.920658,,14.7,,,,
04/23/2021 12:21:00,,1.222796,42.634089,,17.35,,,,
04/23/2021 12:22:00,,1.216968,44.940918,,18.25,,,,
04/23/2021 12:23:00,,1.369446,45.055648,,14.85,,,,
04/23/2021 12:24:00,,1.420389,44.43587,,18.35,,,,
04/23/2021 12:25:00,,1.413889,42.576748,,15.55,,,,
04/23/2021 12:26:00,,1.431161,42.958278,,15.075,,,,
04/23/2021 12:27:00,,1.644258,43.69872,,15.4,,,,
04/23/2021 12:28:00,,1.526103,43.750482,,15.55,,,,
04/23/2021 12:29:00,,1.36952,44.356083,,15.45,,,,
04/23/2021 12:30:00,,1.372788,44.032223,,16.0,,,,
04/23/2021 12:31:00,,1.348937,44.40518,,14.475,,,,
04/23/2021 12:32:00,,1.405217,43.214638,,15.625,,,,
04/23/2021 12:33:00,,1.466399,43.271796,,13.65,,,,
04/23/2021 12:34:00,,1.345841,43.933817,,14.75,,,,
04/23/2021 12:35:00,,1.319857,45.115473,,15.025,,,,
04/23/2021 12:36:00,,1.442623,45.113836,,19.25,,,,
04/23/2021 12:37:00,,1.455259,44.113992,,16.8,,,,
04/23/2021 12:38:00,,1.310615,43.434711,,12.275,,,,
04/23/2021 12:39:00,,1.253653,43.16989,,14.65,,,,
