InstrumentName, Welby
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,NO2,O3,PM10,SO2
04/01/2021 00:00:00,3.0,56.0,17.0,0.0
04/01/2021 01:00:00,8.0,47.0,18.4,0.0
04/01/2021 02:00:00,9.0,42.0,18.6,0.0
04/01/2021 03:00:00,17.0,30.0,25.4,0.0
04/01/2021 04:00:00,,23.0,20.6,0.0
04/01/2021 05:00:00,,23.0,18.4,0.0
04/01/2021 06:00:00,,23.0,19.8,0.0
04/01/2021 07:00:00,,23.0,31.6,0.0
04/01/2021 08:00:00,,23.0,24.0,0.0
04/01/2021 09:00:00,,23.0,22.6,0.0
04/01/2021 10:00:00,,23.0,31.8,0.0
04/01/2021 11:00:00,,,46.8,0.0
04/01/2021 12:00:00,,,57.7,0.0
04/01/2021 13:00:00,,13.0,103.3,0.0
04/01/2021 14:00:00,34.0,14.0,56.1,0.0
04/01/2021 15:00:00,36.0,16.0,67.0,0.0
04/01/2021 16:00:00,29.0,28.0,50.9,2.0
04/01/2021 17:00:00,17.0,40.0,31.3,1.0
04/01/2021 18:00:00,7.0,52.0,16.0,0.0
04/01/2021 19:00:00,4.0,58.0,11.6,0.0
04/01/2021 20:00:00,4.0,61.0,20.5,0.0
04/01/2021 21:00:00,3.0,62.0,15.8,0.0
04/01/2021 22:00:00,4.0,63.0,15.6,0.0
04/01/2021 23:00:00,4.0,63.0,20.6,0.0
04/02/2021 00:00:00,5.0,58.0,40.7,0.0
04/02/2021 01:00:00,17.0,35.0,49.5,0.0
04/02/2021 02:00:00,29.0,21.0,57.0,0.0
04/02/2021 03:00:00,29.0,20.0,42.9,0.0
04/02/2021 04:00:00,,18.0,39.7,0.0
04/02/2021 05:00:00,36.0,13.0,34.1,0.0
04/02/2021 06:00:00,40.0,8.0,36.3,3.0
04/02/2021 07:00:00,31.0,16.0,24.9,0.0
04/02/2021 08:00:00,37.0,6.0,35.0,0.0
04/02/2021 09:00:00,40.0,4.0,30.2,0.0
04/02/2021 10:00:00,41.0,2.0,28.5,0.0
04/02/2021 11:00:00,43.0,4.0,53.3,0.0
04/02/2021 12:00:00,45.0,1.0,82.8,1.0
04/02/2021 13:00:00,47.0,3.0,129.2,1.0
04/02/2021 14:00:00,47.0,7.0,112.1,1.0
04/02/2021 15:00:00,36.0,20.0,78.1,0.0
04/02/2021 16:00:00,27.0,31.0,53.6,0.0
04/02/2021 17:00:00,4.0,55.0,21.1,0.0
04/02/2021 18:00:00,3.0,57.0,22.5,0.0
04/02/2021 19:00:00,3.0,57.0,34.2,0.0
04/02/2021 20:00:00,2.0,61.0,20.5,0.0
04/02/2021 21:00:00,2.0,62.0,22.0,0.0
04/02/2021 22:00:00,1.0,64.0,14.1,0.0
04/02/2021 23:00:00,2.0,64.0,28.6,0.0
04/03/2021 00:00:00,3.0,62.0,27.2,0.0
04/03/2021 01:00:00,16.0,42.0,43.2,0.0
04/03/2021 02:00:00,24.0,30.0,52.2,0.0
04/03/2021 03:00:00,43.0,6.0,70.8,0.0
04/03/2021 04:00:00,,5.0,58.7,0.0
04/03/2021 05:00:00,44.0,1.0,94.5,0.0
04/03/2021 08:00:00,34.0,10.0,34.1,0.0
04/03/2021 09:00:00,36.0,4.0,41.9,0.0
04/03/2021 10:00:00,35.0,6.0,30.2,0.0
04/03/2021 11:00:00,28.0,11.0,24.8,0.0
04/03/2021 12:00:00,34.0,4.0,37.2,0.0
04/03/2021 13:00:00,34.0,8.0,43.1,0.0
04/03/2021 14:00:00,34.0,12.0,59.6,0.0
04/03/2021 15:00:00,27.0,25.0,43.7,2.0
04/03/2021 16:00:00,20.0,37.0,45.6,2.0
04/03/2021 17:00:00,19.0,42.0,49.0,2.0
04/03/2021 18:00:00,6.0,56.0,17.4,0.0
04/03/2021 19:00:00,2.0,59.0,12.9,0.0
04/03/2021 20:00:00,1.0,60.0,17.4,0.0
04/03/2021 21:00:00,1.0,61.0,16.9,0.0
04/03/2021 22:00:00,1.0,63.0,13.5,0.0
04/03/2021 23:00:00,1.0,64.0,21.4,0.0
04/04/2021 00:00:00,2.0,61.0,30.1,0.0
04/04/2021 01:00:00,7.0,46.0,30.9,0.0
04/04/2021 02:00:00,15.0,33.0,24.7,0.0
04/04/2021 03:00:00,12.0,25.0,35.9,0.0
04/04/2021 04:00:00,,15.0,40.9,0.0
04/04/2021 05:00:00,24.0,23.0,26.4,0.0
04/04/2021 06:00:00,26.0,16.0,50.5,0.0
04/04/2021 07:00:00,26.0,14.0,22.8,0.0
04/04/2021 08:00:00,13.0,29.0,21.6,0.0
04/04/2021 09:00:00,26.0,14.0,26.5,0.0
04/04/2021 10:00:00,36.0,4.0,31.6,0.0
04/04/2021 11:00:00,31.0,9.0,22.0,0.0
04/04/2021 12:00:00,27.0,11.0,20.6,0.0
04/04/2021 13:00:00,22.0,17.0,27.0,0.0
04/04/2021 14:00:00,23.0,20.0,57.2,0.0
04/04/2021 15:00:00,16.0,30.0,58.4,0.0
04/04/2021 16:00:00,15.0,34.0,24.5,0.0
04/04/2021 17:00:00,8.0,46.0,16.0,0.0
04/04/2021 18:00:00,1.0,52.0,5.9,0.0
04/04/2021 19:00:00,1.0,53.0,13.6,0.0
04/04/2021 20:00:00,1.0,53.0,14.8,0.0
04/04/2021 21:00:00,0.0,54.0,13.0,0.0
04/04/2021 22:00:00,1.0,52.0,15.2,0.0
04/04/2021 23:00:00,2.0,51.0,14.7,0.0
04/05/2021 00:00:00,1.0,50.0,21.1,0.0
04/05/2021 01:00:00,2.0,47.0,28.2,0.0
04/05/2021 02:00:00,4.0,41.0,32.9,0.0
04/05/2021 03:00:00,8.0,30.0,36.4,0.0
04/05/2021 04:00:00,,15.0,41.4,0.0
04/05/2021 05:00:00,18.0,24.0,22.8,0.0
04/05/2021 06:00:00,15.0,27.0,22.3,0.0
04/05/2021 08:00:00,19.0,20.0,14.6,1.0
04/05/2021 09:00:00,25.0,12.0,22.5,0.0
04/05/2021 10:00:00,22.0,16.0,27.1,0.0
04/05/2021 11:00:00,39.0,3.0,53.6,0.0
04/05/2021 12:00:00,42.0,1.0,106.9,0.0
04/05/2021 13:00:00,34.0,11.0,98.7,0.0
04/05/2021 14:00:00,34.0,,85.4,0.0
04/05/2021 15:00:00,28.0,21.0,85.1,
04/05/2021 16:00:00,15.0,34.0,64.2,0.0
04/05/2021 17:00:00,6.0,44.0,44.5,0.0
04/05/2021 18:00:00,7.0,44.0,37.7,1.0
04/05/2021 19:00:00,7.0,45.0,21.8,1.0
04/05/2021 20:00:00,4.0,51.0,15.9,0.0
04/05/2021 21:00:00,3.0,54.0,20.8,0.0
04/05/2021 22:00:00,,55.0,13.1,0.0
04/05/2021 23:00:00,3.0,57.0,38.6,0.0
04/06/2021 00:00:00,5.0,56.0,24.7,0.0
04/06/2021 01:00:00,10.0,44.0,31.3,0.0
04/06/2021 02:00:00,27.0,22.0,43.4,0.0
04/06/2021 03:00:00,39.0,13.0,41.0,0.0
04/06/2021 04:00:00,,24.0,45.5,0.0
04/06/2021 05:00:00,29.0,18.0,53.9,0.0
04/06/2021 06:00:00,5.0,38.0,50.4,0.0
04/06/2021 07:00:00,2.0,39.0,35.1,0.0
04/06/2021 10:00:00,4.0,40.0,40.9,0.0
04/06/2021 11:00:00,7.0,34.0,45.3,0.0
04/06/2021 12:00:00,13.0,27.0,57.1,0.0
04/06/2021 13:00:00,14.0,27.0,62.5,0.0
04/06/2021 14:00:00,6.0,35.0,49.5,0.0
04/06/2021 15:00:00,3.0,39.0,41.3,0.0
04/06/2021 16:00:00,3.0,41.0,42.6,0.0
04/06/2021 17:00:00,3.0,44.0,49.4,0.0
04/06/2021 18:00:00,3.0,48.0,50.2,0.0
04/06/2021 19:00:00,3.0,50.0,53.8,0.0
04/06/2021 20:00:00,3.0,48.0,53.5,0.0
04/06/2021 21:00:00,2.0,45.0,123.8,0.0
04/06/2021 22:00:00,4.0,46.0,113.2,0.0
04/06/2021 23:00:00,3.0,53.0,,0.0
04/07/2021 00:00:00,3.0,56.0,10.1,0.0
04/07/2021 01:00:00,6.0,51.0,13.2,0.0
04/07/2021 02:00:00,12.0,44.0,16.9,0.0
04/07/2021 03:00:00,10.0,39.0,15.1,0.0
04/07/2021 04:00:00,,35.0,7.5,0.0
04/07/2021 05:00:00,3.0,34.0,6.1,0.0
04/07/2021 06:00:00,6.0,30.0,8.9,0.0
04/07/2021 07:00:00,7.0,25.0,12.4,0.0
04/07/2021 08:00:00,5.0,30.0,9.4,0.0
04/07/2021 09:00:00,7.0,29.0,13.3,0.0
04/07/2021 10:00:00,5.0,31.0,11.2,0.0
04/07/2021 11:00:00,8.0,24.0,11.1,0.0
04/07/2021 12:00:00,10.0,22.0,8.0,0.0
04/07/2021 13:00:00,12.0,21.0,11.8,0.0
04/07/2021 14:00:00,9.0,24.0,12.9,0.0
04/07/2021 15:00:00,10.0,24.0,19.3,0.0
04/07/2021 16:00:00,5.0,28.0,16.3,0.0
04/07/2021 17:00:00,6.0,32.0,15.0,0.0
04/07/2021 18:00:00,5.0,35.0,13.3,0.0
04/07/2021 19:00:00,4.0,42.0,8.1,
04/07/2021 20:00:00,3.0,48.0,10.8,
04/07/2021 21:00:00,4.0,48.0,8.7,0.0
04/07/2021 22:00:00,2.0,47.0,8.5,0.0
04/07/2021 23:00:00,2.0,47.0,5.7,0.0
04/08/2021 00:00:00,2.0,53.0,6.4,0.0
04/08/2021 01:00:00,5.0,52.0,12.7,0.0
04/08/2021 02:00:00,8.0,46.0,13.0,0.0
04/08/2021 03:00:00,9.0,41.0,19.5,0.0
04/08/2021 04:00:00,,21.0,40.7,0.0
04/08/2021 05:00:00,13.0,33.0,9.0,0.0
04/08/2021 06:00:00,6.0,41.0,1.1,0.0
04/08/2021 07:00:00,2.0,50.0,7.6,0.0
04/08/2021 08:00:00,3.0,47.0,13.2,0.0
04/08/2021 09:00:00,25.0,17.0,25.4,0.0
04/08/2021 10:00:00,19.0,20.0,16.4,0.0
04/08/2021 11:00:00,29.0,10.0,33.4,0.0
04/08/2021 12:00:00,38.0,5.0,37.3,0.0
