InstrumentName, I-25 Denver
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,CO,NO2,PM2.5
04/01/2021 00:00:00,0.528,,5.5
04/01/2021 01:00:00,0.42,,5.3
04/01/2021 02:00:00,0.419,,5.2
04/01/2021 03:00:00,0.389,,5.5
04/01/2021 04:00:00,0.346,,4.9
04/01/2021 05:00:00,0.696,,9.4
04/01/2021 06:00:00,0.557,,8.5
04/01/2021 07:00:00,0.375,,5.8
04/01/2021 08:00:00,0.396,,6.5
04/01/2021 09:00:00,0.527,,8.7
04/01/2021 10:00:00,0.667,,10.3
04/01/2021 11:00:00,0.842,,10.8
04/01/2021 12:00:00,1.216,,12.0
04/01/2021 13:00:00,1.212,,15.9
04/01/2021 14:00:00,0.77,,13.3
04/01/2021 15:00:00,0.529,,9.5
04/01/2021 16:00:00,0.515,,7.8
04/01/2021 17:00:00,0.495,,6.1
04/01/2021 18:00:00,0.609,,5.7
04/01/2021 19:00:00,0.655,,5.4
04/01/2021 20:00:00,,,5.1
04/01/2021 21:00:00,0.811,,5.1
04/01/2021 22:00:00,0.81,,4.2
04/01/2021 23:00:00,0.766,,4.2
04/02/2021 00:00:00,0.673,,4.2
04/02/2021 01:00:00,0.501,,5.8
04/02/2021 02:00:00,0.83,,9.3
04/02/2021 03:00:00,0.936,,9.9
04/02/2021 04:00:00,0.698,,8.9
04/02/2021 05:00:00,0.573,,7.4
04/02/2021 06:00:00,0.542,,7.4
04/02/2021 07:00:00,0.588,,8.5
04/02/2021 08:00:00,0.545,,8.4
04/02/2021 09:00:00,0.495,,7.6
04/02/2021 10:00:00,0.495,,8.3
04/02/2021 11:00:00,0.67,,9.7
04/02/2021 12:00:00,0.732,,11.1
04/02/2021 13:00:00,0.75,,11.1
04/02/2021 14:00:00,0.738,,12.2
04/02/2021 15:00:00,0.507,,7.9
04/02/2021 16:00:00,0.507,,8.6
04/02/2021 17:00:00,0.459,,6.8
04/02/2021 18:00:00,0.503,,4.9
04/02/2021 19:00:00,0.512,,6.1
04/02/2021 20:00:00,0.509,,7.4
04/02/2021 21:00:00,0.605,,4.8
04/02/2021 22:00:00,0.582,,4.5
04/02/2021 23:00:00,0.496,,3.9
04/03/2021 00:00:00,0.429,,4.6
04/03/2021 01:00:00,0.476,,8.4
04/03/2021 02:00:00,1.087,,15.3
04/03/2021 03:00:00,1.22,,14.7
04/03/2021 04:00:00,0.614,,10.0
04/03/2021 05:00:00,0.901,,13.1
04/03/2021 08:00:00,0.322,,5.5
04/03/2021 09:00:00,0.292,,5.1
04/03/2021 10:00:00,0.346,,6.1
04/03/2021 11:00:00,0.545,,8.3
04/03/2021 12:00:00,0.672,,8.9
04/03/2021 13:00:00,0.825,,9.7
04/03/2021 14:00:00,0.546,,8.9
04/03/2021 15:00:00,0.36,,6.3
04/03/2021 16:00:00,0.318,,5.8
04/03/2021 17:00:00,0.386,,3.9
04/03/2021 18:00:00,0.338,,3.1
04/03/2021 19:00:00,0.326,,3.0
04/03/2021 20:00:00,0.423,,3.1
04/03/2021 21:00:00,0.502,,2.8
04/03/2021 22:00:00,0.452,,2.9
04/03/2021 23:00:00,0.524,,2.7
04/04/2021 00:00:00,0.424,,3.3
04/04/2021 01:00:00,0.438,,3.8
04/04/2021 02:00:00,0.595,,10.3
04/04/2021 03:00:00,0.83,,13.5
04/04/2021 04:00:00,0.741,,10.8
04/04/2021 05:00:00,0.644,,8.0
04/04/2021 06:00:00,0.442,,7.4
04/04/2021 07:00:00,0.596,,7.5
04/04/2021 08:00:00,0.665,,9.3
04/04/2021 09:00:00,0.369,,5.7
04/04/2021 10:00:00,0.303,,5.0
04/04/2021 11:00:00,0.3,,4.4
04/04/2021 12:00:00,0.341,,5.7
04/04/2021 13:00:00,0.405,,6.4
04/04/2021 14:00:00,0.318,,4.7
04/04/2021 15:00:00,0.272,,4.2
04/04/2021 16:00:00,0.287,,4.1
04/04/2021 17:00:00,0.359,,3.5
04/04/2021 18:00:00,0.343,,3.2
04/04/2021 19:00:00,0.492,,4.3
04/04/2021 20:00:00,0.507,,3.3
04/04/2021 21:00:00,0.422,,3.0
04/04/2021 22:00:00,0.499,,3.4
04/04/2021 23:00:00,0.488,,3.9
04/05/2021 00:00:00,0.474,,5.0
04/05/2021 01:00:00,0.546,,5.2
04/05/2021 02:00:00,0.501,,5.0
04/05/2021 03:00:00,0.832,,7.6
04/05/2021 04:00:00,0.785,,10.2
04/05/2021 05:00:00,0.457,,6.4
04/05/2021 06:00:00,0.398,,5.7
04/05/2021 08:00:00,0.223,,4.4
04/05/2021 09:00:00,0.219,,4.7
04/05/2021 10:00:00,0.235,,5.3
04/05/2021 11:00:00,0.36,,6.1
04/05/2021 12:00:00,0.54,,6.6
04/05/2021 13:00:00,0.431,,7.4
04/05/2021 14:00:00,0.389,,7.2
04/05/2021 15:00:00,0.317,,7.7
04/05/2021 16:00:00,0.331,,7.8
04/05/2021 17:00:00,0.32,,5.3
04/05/2021 18:00:00,0.35,,5.1
04/05/2021 19:00:00,0.389,,4.4
04/05/2021 20:00:00,0.278,,3.8
04/05/2021 21:00:00,0.425,,3.9
04/05/2021 22:00:00,0.68,,4.9
04/05/2021 23:00:00,0.7,,5.9
04/06/2021 00:00:00,0.506,,4.4
04/06/2021 01:00:00,0.474,,5.7
04/06/2021 02:00:00,0.599,,9.9
04/06/2021 03:00:00,0.684,,8.4
04/06/2021 04:00:00,0.586,,6.8
04/06/2021 05:00:00,0.663,,8.8
04/06/2021 06:00:00,0.293,,7.2
04/06/2021 07:00:00,0.186,,6.0
04/06/2021 10:00:00,0.208,,8.4
04/06/2021 11:00:00,0.461,,9.4
04/06/2021 12:00:00,0.567,,10.2
04/06/2021 13:00:00,0.503,,12.3
04/06/2021 14:00:00,0.433,,11.1
04/06/2021 15:00:00,0.319,,11.2
04/06/2021 16:00:00,0.39,,10.9
04/06/2021 17:00:00,0.27,,12.0
04/06/2021 18:00:00,0.342,,13.7
04/06/2021 19:00:00,0.381,,14.6
04/06/2021 20:00:00,0.37,,15.2
04/06/2021 21:00:00,0.306,,18.1
04/06/2021 22:00:00,0.368,,6.5
04/06/2021 23:00:00,0.518,,4.8
04/07/2021 00:00:00,0.272,,4.0
04/07/2021 01:00:00,0.255,,4.5
04/07/2021 02:00:00,0.383,,6.0
04/07/2021 03:00:00,0.331,,5.4
04/07/2021 04:00:00,0.201,,4.8
04/07/2021 05:00:00,0.193,,3.7
04/07/2021 06:00:00,0.206,,4.8
04/07/2021 07:00:00,0.262,,6.4
04/07/2021 08:00:00,0.224,,6.6
04/07/2021 09:00:00,0.215,,6.8
04/07/2021 10:00:00,0.204,,7.4
04/07/2021 11:00:00,0.239,,10.2
04/07/2021 12:00:00,0.218,,9.9
04/07/2021 13:00:00,0.261,,9.6
04/07/2021 14:00:00,0.307,,10.7
04/07/2021 15:00:00,0.366,,12.9
04/07/2021 16:00:00,0.298,,11.9
04/07/2021 17:00:00,0.311,,10.5
04/07/2021 18:00:00,0.309,,9.2
04/07/2021 19:00:00,0.433,,9.2
04/07/2021 20:00:00,0.301,,7.2
04/07/2021 21:00:00,0.355,,6.4
04/07/2021 22:00:00,0.465,,3.5
04/07/2021 23:00:00,0.449,,2.9
04/08/2021 00:00:00,0.506,,3.6
04/08/2021 01:00:00,0.608,,5.2
04/08/2021 02:00:00,0.543,,6.7
04/08/2021 03:00:00,0.458,,4.7
04/08/2021 04:00:00,0.344,,3.9
04/08/2021 05:00:00,0.219,,2.6
04/08/2021 06:00:00,0.206,,2.9
04/08/2021 07:00:00,0.23,,3.7
04/08/2021 08:00:00,0.227,,3.6
04/08/2021 09:00:00,0.236,,4.1
04/08/2021 10:00:00,0.258,,4.8
04/08/2021 11:00:00,0.346,,5.3
04/08/2021 12:00:00,0.57,,6.5
04/08/2021 13:00:00,0.775,,8.2
04/08/2021 14:00:00,0.521,,7.8
04/08/2021 15:00:00,0.388,,9.0
04/08/2021 16:00:00,0.251,,5.6
04/08/2021 17:00:00,0.346,,7.0
04/08/2021 18:00:00,0.4,,6.4
04/08/2021 19:00:00,0.473,,6.1
04/08/2021 20:00:00,0.48,,5.1
04/08/2021 21:00:00,0.573,,5.2
04/08/2021 22:00:00,0.457,,4.3
04/08/2021 23:00:00,0.422,,4.7
04/09/2021 00:00:00,0.458,,4.1
04/09/2021 01:00:00,0.549,,7.3
04/09/2021 02:00:00,0.437,,5.4
04/09/2021 03:00:00,0.472,,6.1
04/09/2021 04:00:00,0.515,,7.4
04/09/2021 05:00:00,0.456,,7.2
04/09/2021 06:00:00,0.187,,4.3
04/09/2021 07:00:00,0.154,,4.7
04/09/2021 08:00:00,0.146,,6.1
04/09/2021 09:00:00,0.138,,6.0
04/09/2021 10:00:00,0.209,,15.1
04/09/2021 11:00:00,0.188,,4.5
04/09/2021 12:00:00,0.296,,5.2
04/09/2021 13:00:00,0.291,,7.1
04/09/2021 14:00:00,0.456,,8.4
04/09/2021 15:00:00,0.338,,5.7
04/09/2021 16:00:00,0.349,,4.7
04/09/2021 17:00:00,0.302,,3.9
04/09/2021 18:00:00,0.255,,3.8
04/09/2021 19:00:00,0.288,,4.2
04/09/2021 20:00:00,0.248,7.0,4.4
04/09/2021 21:00:00,0.292,13.0,3.5
04/09/2021 22:00:00,0.369,14.0,3.1
04/09/2021 23:00:00,0.309,12.0,3.2
04/10/2021 00:00:00,0.2,7.0,2.8
04/10/2021 01:00:00,0.18,6.0,2.5
04/10/2021 02:00:00,0.18,7.0,2.1
04/10/2021 03:00:00,0.188,8.0,2.0
04/10/2021 04:00:00,0.237,,2.7
04/10/2021 05:00:00,0.267,13.0,2.6
04/10/2021 06:00:00,0.292,15.0,2.5
04/10/2021 07:00:00,0.267,19.0,2.8
04/10/2021 08:00:00,0.312,20.0,2.7
04/10/2021 09:00:00,0.542,39.0,7.0
04/10/2021 10:00:00,0.467,37.0,6.2
04/10/2021 11:00:00,0.463,35.0,5.3
04/10/2021 12:00:00,0.635,36.0,6.8
04/10/2021 13:00:00,0.628,49.0,6.5
04/10/2021 14:00:00,0.395,20.0,5.3
04/10/2021 15:00:00,0.289,14.0,4.8
04/10/2021 16:00:00,0.297,13.0,5.4
04/10/2021 17:00:00,0.252,7.0,3.9
04/10/2021 18:00:00,0.256,5.0,2.6
04/10/2021 19:00:00,0.379,10.0,2.7
04/10/2021 20:00:00,0.39,10.0,3.2
04/10/2021 21:00:00,0.432,9.0,5.4
04/10/2021 22:00:00,0.471,10.0,2.4
04/10/2021 23:00:00,0.504,13.0,2.4
04/11/2021 00:00:00,0.566,16.0,3.3
04/11/2021 01:00:00,0.52,15.0,3.8
04/11/2021 02:00:00,0.568,20.0,4.8
04/11/2021 03:00:00,0.698,26.0,8.0
04/11/2021 04:00:00,0.554,,6.4
04/11/2021 05:00:00,0.472,16.0,4.6
04/11/2021 06:00:00,0.396,15.0,4.8
04/11/2021 07:00:00,0.328,17.0,4.2
04/11/2021 08:00:00,0.47,30.0,5.5
04/11/2021 09:00:00,0.444,33.0,5.1
04/11/2021 10:00:00,0.304,23.0,4.6
04/11/2021 11:00:00,0.237,14.0,3.5
04/11/2021 12:00:00,0.214,13.0,3.5
04/11/2021 13:00:00,0.278,17.0,4.5
04/11/2021 14:00:00,0.185,4.0,6.1
04/11/2021 15:00:00,0.204,3.0,4.5
04/11/2021 16:00:00,0.214,3.0,5.5
04/11/2021 17:00:00,0.208,2.0,8.8
04/11/2021 18:00:00,0.215,1.0,8.8
04/11/2021 19:00:00,0.222,1.0,6.6
04/11/2021 20:00:00,0.206,1.0,5.4
04/11/2021 21:00:00,0.21,1.0,4.8
04/11/2021 22:00:00,0.196,0.0,3.8
04/11/2021 23:00:00,0.184,0.0,3.7
04/12/2021 00:00:00,0.164,0.0,2.9
04/12/2021 01:00:00,0.167,1.0,2.4
04/12/2021 02:00:00,0.168,2.0,2.5
04/12/2021 03:00:00,0.166,1.0,1.6
04/12/2021 04:00:00,0.16,,1.8
04/12/2021 05:00:00,0.163,0.0,2.1
04/12/2021 06:00:00,0.162,2.0,1.8
04/12/2021 07:00:00,0.187,1.0,2.2
04/12/2021 08:00:00,0.191,4.0,2.6
04/12/2021 09:00:00,0.187,6.0,2.7
04/12/2021 10:00:00,0.158,6.0,3.0
04/12/2021 11:00:00,0.156,6.0,2.1
04/12/2021 12:00:00,0.178,8.0,2.4
04/12/2021 13:00:00,0.196,9.0,4.5
04/12/2021 14:00:00,,7.0,5.1
04/12/2021 15:00:00,0.293,,4.8
04/12/2021 16:00:00,0.39,,5.6
04/12/2021 17:00:00,0.504,,7.1
04/12/2021 18:00:00,0.445,,6.8
04/12/2021 19:00:00,0.292,13.0,7.9
04/12/2021 20:00:00,0.408,18.0,10.0
04/12/2021 21:00:00,0.263,14.0,9.0
04/12/2021 22:00:00,0.241,12.0,9.9
04/12/2021 23:00:00,0.253,15.0,9.5
04/13/2021 00:00:00,0.335,15.0,10.3
04/13/2021 01:00:00,0.273,13.0,10.0
04/13/2021 02:00:00,0.251,13.0,11.1
04/13/2021 03:00:00,0.263,14.0,12.4
04/13/2021 04:00:00,0.194,,10.7
04/13/2021 05:00:00,0.171,8.0,8.2
04/13/2021 06:00:00,0.283,14.0,12.9
04/13/2021 07:00:00,0.227,14.0,11.5
04/13/2021 08:00:00,0.184,6.0,3.8
04/13/2021 09:00:00,0.172,9.0,3.6
04/13/2021 10:00:00,0.213,10.0,3.2
04/13/2021 11:00:00,0.362,20.0,4.8
04/13/2021 12:00:00,0.687,30.0,6.3
04/13/2021 13:00:00,0.447,23.0,6.4
04/13/2021 14:00:00,0.307,17.0,6.1
04/13/2021 15:00:00,0.242,,5.1
04/13/2021 16:00:00,0.219,,5.4
04/13/2021 17:00:00,0.336,12.0,6.7
04/13/2021 18:00:00,0.363,16.0,7.8
04/13/2021 19:00:00,0.542,21.0,9.6
04/13/2021 20:00:00,0.473,20.0,10.9
04/13/2021 21:00:00,0.469,20.0,9.1
04/13/2021 22:00:00,0.42,17.0,8.4
04/13/2021 23:00:00,0.454,19.0,8.6
04/14/2021 00:00:00,0.45,19.0,8.8
04/14/2021 01:00:00,0.572,17.0,9.3
04/14/2021 02:00:00,0.444,15.0,8.5
04/14/2021 03:00:00,0.376,14.0,8.3
04/14/2021 04:00:00,0.275,,8.1
04/14/2021 05:00:00,0.274,10.0,6.5
04/14/2021 06:00:00,0.266,11.0,6.0
04/14/2021 07:00:00,0.184,11.0,4.9
04/14/2021 08:00:00,0.199,8.0,4.9
04/14/2021 09:00:00,0.177,9.0,4.8
04/14/2021 10:00:00,0.217,11.0,5.5
04/14/2021 11:00:00,0.326,16.0,6.4
04/14/2021 12:00:00,0.56,26.0,6.0
04/14/2021 13:00:00,0.737,27.0,5.5
04/14/2021 14:00:00,0.594,25.0,5.9
04/14/2021 15:00:00,0.504,25.0,7.2
04/14/2021 16:00:00,0.499,20.0,7.4
04/14/2021 17:00:00,0.46,16.0,7.2
04/14/2021 18:00:00,0.397,15.0,7.9
04/14/2021 19:00:00,0.311,10.0,9.7
04/14/2021 20:00:00,0.357,13.0,11.7
04/14/2021 21:00:00,0.532,23.0,14.6
04/14/2021 22:00:00,0.519,22.0,13.9
04/14/2021 23:00:00,0.541,19.0,12.6
04/15/2021 00:00:00,0.577,19.0,12.9
04/15/2021 01:00:00,0.475,16.0,12.9
04/15/2021 02:00:00,0.406,15.0,12.7
04/15/2021 03:00:00,0.426,15.0,13.5
04/15/2021 04:00:00,0.351,,8.3
04/15/2021 05:00:00,0.291,7.0,5.4
04/15/2021 06:00:00,0.206,6.0,5.5
04/15/2021 07:00:00,0.256,6.0,6.1
04/15/2021 08:00:00,0.164,6.0,5.2
04/15/2021 09:00:00,0.21,9.0,5.5
04/15/2021 10:00:00,0.223,13.0,6.9
04/15/2021 11:00:00,0.366,19.0,7.3
04/15/2021 12:00:00,0.656,27.0,9.2
04/15/2021 13:00:00,0.658,26.0,
04/15/2021 14:00:00,0.593,25.0,
04/15/2021 15:00:00,0.562,24.0,
04/15/2021 16:00:00,0.751,23.0,12.0
04/15/2021 17:00:00,0.588,21.0,12.8
04/15/2021 18:00:00,0.589,20.0,15.3
04/15/2021 19:00:00,0.65,21.0,16.1
04/15/2021 20:00:00,0.537,21.0,16.9
04/15/2021 21:00:00,0.574,24.0,17.8
04/15/2021 22:00:00,0.524,22.0,8.7
04/15/2021 23:00:00,0.48,19.0,3.0
04/16/2021 00:00:00,0.413,20.0,8.8
04/16/2021 01:00:00,0.408,19.0,7.8
04/16/2021 02:00:00,0.341,17.0,4.7
04/16/2021 03:00:00,0.33,16.0,4.0
04/16/2021 04:00:00,0.286,,4.5
04/16/2021 05:00:00,0.288,15.0,4.0
04/16/2021 06:00:00,0.228,13.0,4.5
04/16/2021 07:00:00,0.248,11.0,5.1
04/16/2021 08:00:00,0.214,12.0,5.9
04/16/2021 09:00:00,0.197,11.0,9.0
04/16/2021 10:00:00,0.237,10.0,9.3
04/16/2021 11:00:00,0.273,15.0,10.2
04/16/2021 12:00:00,0.386,18.0,10.8
04/16/2021 13:00:00,0.498,18.0,9.3
04/16/2021 14:00:00,0.441,16.0,5.5
04/16/2021 15:00:00,0.389,16.0,5.7
04/16/2021 16:00:00,0.437,14.0,11.0
04/16/2021 17:00:00,0.406,14.0,7.1
04/16/2021 18:00:00,0.396,14.0,4.8
04/16/2021 19:00:00,0.367,11.0,4.4
04/16/2021 20:00:00,0.456,16.0,5.0
04/16/2021 21:00:00,0.635,21.0,6.2
04/16/2021 22:00:00,0.497,20.0,9.1
04/16/2021 23:00:00,0.601,21.0,6.3
04/17/2021 00:00:00,0.538,19.0,6.9
04/17/2021 01:00:00,0.489,18.0,6.4
04/17/2021 02:00:00,0.426,16.0,6.8
04/17/2021 03:00:00,0.221,8.0,2.7
04/17/2021 04:00:00,0.423,,3.8
04/17/2021 05:00:00,0.287,14.0,3.9
04/17/2021 06:00:00,0.295,11.0,5.1
04/17/2021 07:00:00,0.242,10.0,4.8
04/17/2021 08:00:00,0.244,9.0,3.7
04/17/2021 09:00:00,0.175,8.0,3.5
04/17/2021 10:00:00,0.216,12.0,4.3
04/17/2021 11:00:00,0.275,19.0,4.2
04/17/2021 12:00:00,0.455,29.0,6.2
04/17/2021 13:00:00,0.536,27.0,7.5
04/17/2021 14:00:00,0.414,17.0,5.1
04/17/2021 15:00:00,0.367,12.0,4.4
04/17/2021 16:00:00,0.368,10.0,3.7
04/17/2021 17:00:00,0.396,10.0,5.3
04/17/2021 18:00:00,0.343,9.0,4.9
04/17/2021 19:00:00,0.344,8.0,5.0
04/17/2021 20:00:00,0.374,9.0,6.0
04/17/2021 21:00:00,0.421,9.0,6.2
04/17/2021 22:00:00,0.383,9.0,6.3
04/17/2021 23:00:00,0.365,9.0,5.7
04/18/2021 00:00:00,0.306,8.0,4.3
04/18/2021 01:00:00,0.244,7.0,3.4
04/18/2021 02:00:00,0.431,15.0,3.9
04/18/2021 03:00:00,0.487,19.0,8.0
04/18/2021 04:00:00,0.555,,9.3
04/18/2021 05:00:00,0.525,20.0,8.7
