InstrumentName, NJH
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,81102,PM2.5 - Local Conditions,PM2.5 Total Atmospheric
04/23/2021 11:16:00,22.781054,9.295585,
04/23/2021 11:17:00,23.522773,9.243944,
04/23/2021 11:18:00,23.961385,9.206253,
04/23/2021 11:19:00,23.239182,9.178037,
04/23/2021 11:20:00,23.674494,9.219308,
04/23/2021 11:21:00,24.089834,9.225046,
04/23/2021 11:22:00,23.976876,9.172826,
04/23/2021 11:23:00,22.963643,9.074229,
04/23/2021 11:24:00,21.567622,9.050698,
04/23/2021 11:25:00,21.965366,9.047013,
04/23/2021 11:26:00,21.349313,9.055857,
04/23/2021 11:27:00,21.20783,9.088442,
04/23/2021 11:28:00,20.737026,9.103287,
04/23/2021 11:29:00,21.30001,9.118605,
04/23/2021 11:30:00,21.727774,9.134503,
04/23/2021 11:31:00,21.234358,9.061332,
04/23/2021 11:32:00,21.013454,9.003795,
04/23/2021 11:33:00,20.746728,9.01227,
04/23/2021 11:34:00,19.834811,9.022482,
04/23/2021 11:35:00,19.70955,9.012218,
04/23/2021 11:36:00,19.132541,8.989477,
04/23/2021 11:37:00,19.181661,8.979422,
04/23/2021 11:38:00,20.439825,8.963261,
04/23/2021 11:39:00,21.495576,9.015955,
04/23/2021 11:40:00,20.724784,8.953417,
04/23/2021 11:41:00,20.568396,8.943521,
04/23/2021 11:42:00,20.632951,8.988213,
04/23/2021 11:43:00,20.491495,9.026852,
04/23/2021 11:44:00,21.588025,9.00669,
04/23/2021 11:45:00,21.841131,9.02322,
04/23/2021 11:46:00,23.11179,9.080388,
04/23/2021 11:47:00,24.757581,9.181406,
04/23/2021 11:48:00,26.434547,9.203042,
04/23/2021 11:49:00,27.119378,9.227046,
04/23/2021 11:50:00,26.625425,9.279161,
04/23/2021 11:51:00,26.824969,9.45214,
04/23/2021 11:52:00,27.009501,9.499727,
04/23/2021 11:53:00,27.395384,9.539261,
04/23/2021 11:54:00,28.028937,9.65186,
04/23/2021 11:55:00,28.068925,9.70308,
04/23/2021 11:56:00,28.465096,9.646596,
04/23/2021 11:57:00,27.044763,9.489883,
04/23/2021 11:58:00,25.395388,9.24347,
04/23/2021 11:59:00,23.395292,9.059121,
04/23/2021 12:00:00,23.532846,8.890037,
04/23/2021 12:01:00,23.643819,8.66729,
04/23/2021 12:02:00,22.907472,8.420426,
04/23/2021 12:03:00,22.54201,8.257712,
04/23/2021 12:04:00,21.861539,8.061045,
04/23/2021 12:05:00,20.734228,7.765201,
04/23/2021 12:06:00,19.494805,7.601014,
04/23/2021 12:07:00,19.660117,7.537897,
04/23/2021 12:08:00,22.418554,7.508102,
04/23/2021 12:09:00,23.534907,7.568797,
04/23/2021 12:10:00,25.093194,7.653128,
04/23/2021 12:11:00,23.774018,7.6725,
04/23/2021 12:12:00,22.397906,7.731774,
04/23/2021 12:13:00,23.802325,7.770887,
04/23/2021 12:14:00,25.031013,7.792575,
04/23/2021 12:15:00,25.66936,7.777625,
04/23/2021 12:16:00,26.063412,7.786468,
04/23/2021 12:17:00,26.283217,7.858692,
04/23/2021 12:18:00,26.131047,7.866167,
04/23/2021 12:19:00,24.048186,7.870378,
04/23/2021 12:20:00,24.85605,7.841057,
04/23/2021 12:21:00,24.567187,7.764412,
04/23/2021 12:22:00,24.498502,7.720088,
04/23/2021 12:23:00,24.617311,7.630493,
04/23/2021 12:24:00,22.771807,7.496837,
04/23/2021 12:25:00,22.549583,7.426298,
04/23/2021 12:26:00,24.0055,7.421718,
04/23/2021 12:27:00,24.723029,7.424034,
04/23/2021 12:28:00,25.464333,7.375604,
04/23/2021 12:29:00,25.34078,7.345809,
04/23/2021 12:30:00,28.261914,7.364128,
04/23/2021 12:31:00,29.064978,7.439352,
04/23/2021 12:32:00,30.196479,7.572377,
04/23/2021 12:33:00,30.279006,7.52979,
04/23/2021 12:34:00,30.494257,7.507839,
04/23/2021 12:35:00,34.087507,7.563849,
04/23/2021 12:36:00,36.358207,7.581694,
04/23/2021 12:37:00,34.824933,7.575746,
04/23/2021 12:38:00,34.552057,7.577746,
04/23/2021 12:39:00,34.630758,7.56069,
04/23/2021 12:40:00,36.577507,7.559427,
04/23/2021 12:41:00,34.388719,7.490625,
04/23/2021 12:42:00,31.549536,7.402451,
04/23/2021 12:43:00,31.226951,7.28543,
04/23/2021 12:44:00,30.886682,7.38708,
04/23/2021 12:45:00,30.379711,7.495257,
04/23/2021 12:46:00,27.561365,7.556321,
04/23/2021 12:47:00,25.446946,7.606436,
04/23/2021 12:48:00,24.774999,7.670131,
04/23/2021 12:49:00,26.757566,7.786942,
04/23/2021 12:50:00,27.177837,7.887329,
04/23/2021 12:51:00,25.298525,8.038567,
04/23/2021 12:52:00,24.320007,8.186646,
04/23/2021 12:53:00,24.446063,8.268872,
04/23/2021 12:54:00,22.744116,8.360362,
04/23/2021 12:55:00,22.9552,8.466118,
04/23/2021 12:56:00,24.812442,8.541448,
04/23/2021 12:57:00,27.149258,8.633465,
04/23/2021 12:58:00,28.793179,8.764646,
04/23/2021 12:59:00,29.924747,8.896881,
04/23/2021 13:00:00,28.616343,8.915463,
04/23/2021 13:01:00,27.883868,8.950101,
04/23/2021 13:02:00,29.30579,8.977369,
04/23/2021 13:03:00,30.232588,9.033011,
04/23/2021 13:04:00,31.78005,9.164772,
04/23/2021 13:05:00,32.928221,9.217149,
04/23/2021 13:06:00,33.026245,9.222992,
04/23/2021 13:07:00,32.643407,9.108919,
04/23/2021 13:08:00,31.588824,9.039065,
