InstrumentName, Chatfield Park
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,O3,PM2.5
04/01/2021 00:00:00,56.0,5.8
04/01/2021 01:00:00,53.0,6.5
04/01/2021 02:00:00,51.0,6.2
04/01/2021 03:00:00,42.0,5.1
04/01/2021 04:00:00,39.0,5.1
04/01/2021 05:00:00,37.0,4.6
04/01/2021 06:00:00,35.0,4.4
04/01/2021 07:00:00,35.0,4.6
04/01/2021 08:00:00,37.0,4.8
04/01/2021 09:00:00,32.0,5.3
04/01/2021 10:00:00,29.0,6.0
04/01/2021 11:00:00,28.0,5.3
04/01/2021 12:00:00,24.0,5.7
04/01/2021 13:00:00,23.0,5.4
04/01/2021 14:00:00,29.0,5.9
04/01/2021 15:00:00,43.0,5.4
04/01/2021 16:00:00,51.0,4.9
04/01/2021 17:00:00,52.0,5.1
04/01/2021 18:00:00,54.0,5.2
04/01/2021 19:00:00,57.0,4.9
04/01/2021 20:00:00,60.0,4.7
04/01/2021 21:00:00,61.0,4.5
04/01/2021 22:00:00,61.0,4.6
04/01/2021 23:00:00,61.0,4.6
04/02/2021 00:00:00,55.0,5.6
04/02/2021 01:00:00,44.0,6.4
04/02/2021 02:00:00,41.0,5.9
04/02/2021 03:00:00,41.0,5.3
04/02/2021 04:00:00,38.0,5.4
04/02/2021 05:00:00,36.0,5.1
04/02/2021 06:00:00,36.0,5.3
04/02/2021 07:00:00,36.0,4.8
04/02/2021 08:00:00,32.0,4.8
04/02/2021 09:00:00,39.0,4.5
04/02/2021 10:00:00,34.0,4.6
04/02/2021 11:00:00,33.0,4.7
04/02/2021 12:00:00,38.0,4.6
04/02/2021 13:00:00,36.0,5.0
04/02/2021 14:00:00,42.0,5.0
04/02/2021 15:00:00,46.0,4.7
04/02/2021 16:00:00,51.0,4.5
04/02/2021 17:00:00,52.0,4.2
04/02/2021 18:00:00,52.0,3.6
04/02/2021 19:00:00,57.0,4.3
04/02/2021 20:00:00,60.0,4.5
04/02/2021 21:00:00,62.0,5.0
04/02/2021 22:00:00,63.0,5.0
04/02/2021 23:00:00,64.0,5.0
04/03/2021 00:00:00,61.0,6.6
04/03/2021 01:00:00,48.0,6.3
04/03/2021 02:00:00,46.0,5.0
04/03/2021 03:00:00,45.0,5.0
04/03/2021 04:00:00,43.0,5.0
04/03/2021 05:00:00,38.0,5.5
04/03/2021 08:00:00,35.0,5.1
04/03/2021 09:00:00,30.0,5.0
04/03/2021 10:00:00,35.0,4.6
04/03/2021 11:00:00,30.0,4.9
04/03/2021 12:00:00,38.0,4.2
04/03/2021 13:00:00,30.0,4.6
04/03/2021 14:00:00,33.0,4.6
04/03/2021 15:00:00,44.0,4.0
04/03/2021 16:00:00,49.0,3.9
04/03/2021 17:00:00,55.0,4.1
04/03/2021 18:00:00,58.0,4.1
04/03/2021 19:00:00,59.0,3.9
04/03/2021 20:00:00,58.0,4.3
04/03/2021 21:00:00,59.0,3.7
04/03/2021 22:00:00,61.0,4.5
04/03/2021 23:00:00,59.0,4.1
04/04/2021 00:00:00,58.0,4.3
04/04/2021 01:00:00,52.0,6.7
04/04/2021 02:00:00,46.0,4.7
04/04/2021 03:00:00,42.0,4.6
04/04/2021 04:00:00,38.0,4.5
04/04/2021 05:00:00,39.0,4.3
04/04/2021 06:00:00,36.0,4.4
04/04/2021 07:00:00,33.0,4.3
04/04/2021 08:00:00,27.0,4.9
04/04/2021 09:00:00,37.0,4.3
04/04/2021 10:00:00,29.0,4.3
04/04/2021 11:00:00,30.0,4.3
04/04/2021 12:00:00,29.0,4.2
04/04/2021 13:00:00,27.0,4.3
04/04/2021 14:00:00,38.0,3.9
04/04/2021 15:00:00,43.0,3.7
04/04/2021 16:00:00,47.0,3.9
04/04/2021 17:00:00,51.0,3.7
04/04/2021 18:00:00,52.0,3.9
04/04/2021 19:00:00,52.0,3.9
04/04/2021 20:00:00,53.0,3.9
04/04/2021 21:00:00,52.0,4.1
04/04/2021 22:00:00,52.0,4.3
04/04/2021 23:00:00,50.0,4.9
04/05/2021 00:00:00,48.0,5.3
04/05/2021 01:00:00,46.0,5.7
04/05/2021 02:00:00,47.0,6.3
04/05/2021 03:00:00,38.0,5.8
04/05/2021 04:00:00,35.0,4.2
04/05/2021 05:00:00,35.0,4.3
04/05/2021 06:00:00,34.0,4.5
04/05/2021 08:00:00,38.0,4.5
04/05/2021 09:00:00,36.0,4.5
04/05/2021 10:00:00,39.0,4.7
04/05/2021 11:00:00,40.0,4.5
04/05/2021 12:00:00,41.0,4.4
04/05/2021 13:00:00,41.0,4.7
04/05/2021 14:00:00,,4.8
04/05/2021 15:00:00,43.0,4.5
04/05/2021 16:00:00,42.0,8.8
04/05/2021 17:00:00,44.0,3.8
04/05/2021 18:00:00,46.0,3.6
04/05/2021 19:00:00,51.0,4.1
04/05/2021 20:00:00,53.0,3.8
04/05/2021 21:00:00,58.0,4.3
04/05/2021 22:00:00,59.0,3.9
04/05/2021 23:00:00,53.0,3.9
04/06/2021 00:00:00,52.0,4.1
04/06/2021 01:00:00,48.0,4.1
04/06/2021 02:00:00,44.0,4.3
04/06/2021 03:00:00,41.0,4.1
04/06/2021 04:00:00,39.0,4.3
04/06/2021 05:00:00,33.0,4.5
04/06/2021 06:00:00,45.0,4.0
04/06/2021 07:00:00,40.0,5.8
04/06/2021 10:00:00,34.0,5.4
04/06/2021 11:00:00,30.0,5.0
04/06/2021 12:00:00,27.0,5.6
04/06/2021 13:00:00,23.0,7.0
04/06/2021 14:00:00,31.0,8.5
04/06/2021 15:00:00,42.0,7.9
04/06/2021 16:00:00,43.0,8.4
04/06/2021 17:00:00,42.0,9.8
04/06/2021 18:00:00,45.0,10.7
04/06/2021 19:00:00,49.0,12.0
04/06/2021 20:00:00,51.0,11.8
04/06/2021 21:00:00,48.0,11.1
04/06/2021 22:00:00,42.0,9.8
04/06/2021 23:00:00,46.0,4.9
04/07/2021 00:00:00,44.0,3.4
04/07/2021 01:00:00,40.0,3.4
04/07/2021 02:00:00,37.0,2.5
04/07/2021 03:00:00,44.0,3.3
04/07/2021 04:00:00,45.0,4.1
04/07/2021 05:00:00,40.0,5.2
04/07/2021 06:00:00,36.0,5.3
04/07/2021 07:00:00,33.0,5.5
04/07/2021 08:00:00,31.0,5.9
04/07/2021 09:00:00,30.0,6.9
04/07/2021 10:00:00,19.0,6.2
04/07/2021 11:00:00,22.0,6.7
04/07/2021 12:00:00,16.0,8.2
04/07/2021 13:00:00,21.0,8.5
04/07/2021 14:00:00,21.0,9.4
04/07/2021 15:00:00,28.0,11.8
04/07/2021 16:00:00,33.0,9.8
04/07/2021 17:00:00,34.0,10.2
04/07/2021 18:00:00,35.0,10.7
04/07/2021 19:00:00,40.0,9.3
04/07/2021 20:00:00,44.0,8.8
04/07/2021 21:00:00,48.0,7.4
04/07/2021 22:00:00,50.0,8.1
04/07/2021 23:00:00,50.0,4.8
04/08/2021 00:00:00,53.0,3.6
04/08/2021 01:00:00,53.0,3.9
04/08/2021 02:00:00,49.0,4.1
04/08/2021 03:00:00,41.0,3.9
04/08/2021 04:00:00,35.0,4.1
04/08/2021 05:00:00,31.0,4.2
04/08/2021 06:00:00,29.0,4.3
04/08/2021 07:00:00,25.0,4.3
04/08/2021 08:00:00,26.0,4.3
04/08/2021 09:00:00,32.0,4.3
04/08/2021 10:00:00,32.0,4.3
04/08/2021 11:00:00,31.0,4.3
04/08/2021 12:00:00,27.0,4.5
04/08/2021 13:00:00,29.0,4.6
04/08/2021 14:00:00,28.0,5.5
04/08/2021 15:00:00,50.0,4.8
04/08/2021 16:00:00,54.0,4.4
04/08/2021 17:00:00,55.0,
04/08/2021 18:00:00,56.0,4.4
04/08/2021 19:00:00,57.0,4.1
04/08/2021 20:00:00,57.0,4.1
04/08/2021 21:00:00,56.0,4.2
04/08/2021 22:00:00,56.0,4.3
04/08/2021 23:00:00,57.0,4.4
04/09/2021 00:00:00,58.0,4.3
04/09/2021 01:00:00,58.0,4.3
04/09/2021 02:00:00,57.0,4.2
04/09/2021 03:00:00,50.0,4.4
04/09/2021 04:00:00,41.0,4.4
04/09/2021 05:00:00,27.0,4.3
04/09/2021 06:00:00,22.0,4.4
04/09/2021 07:00:00,22.0,4.6
04/09/2021 08:00:00,38.0,4.5
04/09/2021 09:00:00,32.0,4.4
04/09/2021 10:00:00,29.0,4.5
04/09/2021 11:00:00,30.0,4.6
04/09/2021 12:00:00,29.0,4.6
04/09/2021 13:00:00,25.0,5.1
04/09/2021 14:00:00,36.0,5.1
04/09/2021 15:00:00,38.0,5.4
04/09/2021 16:00:00,43.0,5.0
04/09/2021 17:00:00,47.0,4.3
04/09/2021 18:00:00,48.0,3.7
04/09/2021 19:00:00,50.0,3.8
04/09/2021 20:00:00,52.0,3.7
