InstrumentName, CAMP
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Wind Direction,Wind Speed
04/01/2021 00:00:00,,,53.87323,,,,,57.566262,11.004425
04/01/2021 00:01:00,,,53.740112,,,,,54.239784,7.950596
04/01/2021 00:02:00,,,53.726288,,,,,38.756191,6.831451
04/01/2021 00:03:00,,,54.164368,,,,,45.85889,6.846405
04/01/2021 00:04:00,,,54.153656,,,,,35.399919,7.469879
04/01/2021 00:05:00,,,53.686462,,,,,32.196264,9.87558
04/01/2021 00:06:00,,,53.835052,,,,,45.9632,7.28479
04/01/2021 00:07:00,,,53.596924,,,,,28.845602,9.839111
04/01/2021 00:08:00,,,53.743042,,,,,44.364063,7.134796
04/01/2021 00:09:00,,,53.759521,,,,,38.585504,8.220306
04/01/2021 00:10:00,,,53.637024,,,,,60.92362,8.09671
04/01/2021 00:11:00,,,53.468109,,,,,40.364298,9.152771
04/01/2021 00:12:00,,,53.013,,,,,47.988956,10.385071
04/01/2021 00:13:00,,,53.134399,,,,,50.819171,8.113953
04/01/2021 00:14:00,,,53.303589,,,,,43.854084,6.912476
04/01/2021 00:15:00,,,53.071503,,,,,42.450208,7.408386
04/01/2021 00:16:00,,,53.482666,,,,,99.28213,5.588928
04/01/2021 00:17:00,,,53.707336,,,,,66.182685,6.244293
04/01/2021 00:18:00,,,53.619995,,,,,54.667003,5.943542
04/01/2021 00:19:00,,,53.945465,,,,,62.568114,4.42453
04/01/2021 00:20:00,,,54.077576,,,,,51.586702,6.249023
04/01/2021 00:21:00,,,53.464539,,,,,47.331159,7.942139
04/01/2021 00:22:00,,,53.064087,,,,,49.465803,9.694763
04/01/2021 00:23:00,,,52.686706,,,,,52.57634,10.615479
04/01/2021 00:24:00,,,52.660065,,,,,52.097316,7.951599
04/01/2021 00:25:00,,,52.8927,,,,,78.971882,5.854279
04/01/2021 00:26:00,,,53.391205,,,,,65.098526,4.063812
04/01/2021 00:27:00,,,53.42691,,,,,136.37285,5.144287
04/01/2021 00:28:00,,,53.13385,,,,,80.655746,6.727234
04/01/2021 00:29:00,,,52.810852,,,,,55.923552,8.407378999999999
04/01/2021 00:30:00,,,52.811676,,,,,89.409655,5.694824
