InstrumentName, I-25 Globeville
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,NO2,PM2.5
04/01/2021 00:00:00,5.0,6.4
04/01/2021 01:00:00,8.0,7.0
04/01/2021 02:00:00,11.0,7.9
04/01/2021 03:00:00,19.0,7.2
04/01/2021 04:00:00,,8.3
04/01/2021 05:00:00,30.0,9.1
04/01/2021 06:00:00,45.0,13.1
04/01/2021 07:00:00,30.0,9.1
04/01/2021 08:00:00,45.0,12.6
04/01/2021 09:00:00,49.0,12.3
04/01/2021 10:00:00,42.0,13.4
04/01/2021 11:00:00,50.0,15.6
04/01/2021 12:00:00,50.0,21.3
04/01/2021 13:00:00,53.0,24.1
04/01/2021 14:00:00,47.0,17.9
04/01/2021 15:00:00,35.0,13.8
04/01/2021 16:00:00,34.0,12.3
04/01/2021 17:00:00,14.0,8.1
04/01/2021 18:00:00,14.0,7.7
04/01/2021 19:00:00,11.0,6.1
04/01/2021 20:00:00,22.0,7.6
04/01/2021 21:00:00,18.0,5.6
04/01/2021 22:00:00,12.0,5.0
04/01/2021 23:00:00,11.0,5.0
04/02/2021 00:00:00,6.0,5.0
04/02/2021 01:00:00,26.0,9.8
04/02/2021 02:00:00,35.0,10.0
04/02/2021 03:00:00,,12.1
04/02/2021 04:00:00,,11.0
04/02/2021 05:00:00,30.0,9.0
04/02/2021 06:00:00,30.0,8.5
04/02/2021 07:00:00,28.0,8.8
04/02/2021 08:00:00,25.0,8.0
04/02/2021 09:00:00,22.0,6.8
04/02/2021 10:00:00,31.0,7.4
04/02/2021 11:00:00,41.0,9.6
04/02/2021 12:00:00,44.0,11.5
04/02/2021 13:00:00,46.0,12.7
04/02/2021 14:00:00,47.0,14.4
04/02/2021 15:00:00,46.0,14.9
04/02/2021 16:00:00,47.0,15.1
04/02/2021 17:00:00,43.0,10.9
04/02/2021 18:00:00,31.0,7.5
04/02/2021 19:00:00,7.0,6.1
04/02/2021 20:00:00,4.0,5.8
04/02/2021 21:00:00,8.0,5.4
04/02/2021 22:00:00,8.0,4.9
04/02/2021 23:00:00,4.0,4.6
04/03/2021 00:00:00,5.0,5.3
04/03/2021 01:00:00,23.0,14.4
04/03/2021 02:00:00,45.0,15.7
04/03/2021 03:00:00,61.0,18.8
04/03/2021 04:00:00,,12.4
04/03/2021 05:00:00,45.0,12.0
04/03/2021 08:00:00,24.0,8.3
04/03/2021 09:00:00,26.0,7.5
04/03/2021 10:00:00,16.0,6.2
04/03/2021 11:00:00,29.0,7.4
04/03/2021 12:00:00,32.0,7.9
04/03/2021 13:00:00,40.0,10.1
04/03/2021 14:00:00,37.0,10.2
04/03/2021 15:00:00,27.0,9.3
04/03/2021 16:00:00,23.0,6.8
04/03/2021 17:00:00,14.0,5.1
04/03/2021 18:00:00,4.0,3.5
04/03/2021 19:00:00,2.0,3.2
04/03/2021 20:00:00,1.0,2.8
04/03/2021 21:00:00,3.0,3.0
04/03/2021 22:00:00,2.0,3.3
04/03/2021 23:00:00,3.0,2.8
04/04/2021 00:00:00,2.0,3.2
04/04/2021 01:00:00,12.0,4.5
04/04/2021 02:00:00,27.0,7.9
04/04/2021 03:00:00,40.0,12.6
04/04/2021 04:00:00,,10.5
04/04/2021 05:00:00,27.0,7.7
04/04/2021 06:00:00,27.0,7.0
04/04/2021 07:00:00,38.0,11.4
04/04/2021 08:00:00,31.0,8.5
04/04/2021 09:00:00,29.0,9.0
04/04/2021 10:00:00,13.0,5.9
04/04/2021 11:00:00,17.0,5.7
04/04/2021 12:00:00,14.0,5.0
04/04/2021 13:00:00,17.0,5.7
04/04/2021 14:00:00,20.0,6.0
04/04/2021 15:00:00,18.0,5.5
04/04/2021 16:00:00,23.0,7.2
04/04/2021 17:00:00,20.0,5.5
04/04/2021 18:00:00,12.0,5.5
04/04/2021 19:00:00,12.0,8.4
04/04/2021 20:00:00,11.0,4.0
04/04/2021 21:00:00,10.0,3.8
04/04/2021 22:00:00,14.0,4.3
04/04/2021 23:00:00,15.0,4.5
04/05/2021 00:00:00,23.0,4.9
04/05/2021 01:00:00,14.0,5.2
04/05/2021 02:00:00,17.0,5.9
04/05/2021 03:00:00,13.0,7.8
04/05/2021 04:00:00,,9.9
04/05/2021 05:00:00,28.0,8.4
04/05/2021 06:00:00,25.0,9.0
04/05/2021 08:00:00,10.0,5.6
04/05/2021 09:00:00,11.0,5.5
04/05/2021 10:00:00,20.0,6.3
04/05/2021 11:00:00,24.0,7.0
04/05/2021 12:00:00,34.0,12.1
04/05/2021 13:00:00,36.0,10.5
04/05/2021 14:00:00,38.0,13.4
04/05/2021 15:00:00,38.0,13.8
04/05/2021 16:00:00,34.0,22.5
04/05/2021 17:00:00,26.0,20.8
04/05/2021 18:00:00,20.0,6.8
04/05/2021 19:00:00,26.0,7.6
04/05/2021 20:00:00,20.0,6.6
04/05/2021 21:00:00,,5.6
04/05/2021 22:00:00,,7.7
04/05/2021 23:00:00,31.0,5.8
04/06/2021 00:00:00,9.0,4.5
04/06/2021 01:00:00,13.0,6.4
04/06/2021 02:00:00,34.0,9.6
04/06/2021 03:00:00,49.0,9.4
04/06/2021 04:00:00,,10.9
04/06/2021 05:00:00,38.0,10.0
04/06/2021 06:00:00,22.0,9.3
04/06/2021 07:00:00,8.0,7.7
04/06/2021 10:00:00,17.0,10.2
04/06/2021 11:00:00,25.0,11.8
04/06/2021 12:00:00,34.0,15.5
04/06/2021 13:00:00,34.0,17.6
04/06/2021 14:00:00,27.0,14.0
04/06/2021 15:00:00,19.0,14.5
04/06/2021 16:00:00,6.0,11.2
04/06/2021 17:00:00,8.0,12.8
04/06/2021 18:00:00,4.0,14.9
04/06/2021 19:00:00,11.0,19.4
04/06/2021 20:00:00,9.0,17.4
04/06/2021 21:00:00,4.0,28.6
04/06/2021 22:00:00,21.0,10.0
04/06/2021 23:00:00,19.0,7.4
04/07/2021 00:00:00,5.0,3.8
04/07/2021 01:00:00,7.0,4.1
04/07/2021 02:00:00,25.0,7.8
04/07/2021 03:00:00,15.0,8.0
04/07/2021 04:00:00,,5.6
04/07/2021 05:00:00,6.0,4.2
04/07/2021 06:00:00,9.0,6.1
04/07/2021 07:00:00,11.0,7.8
04/07/2021 08:00:00,14.0,8.9
04/07/2021 09:00:00,14.0,10.3
04/07/2021 10:00:00,10.0,11.8
04/07/2021 11:00:00,12.0,11.9
04/07/2021 12:00:00,13.0,9.5
04/07/2021 13:00:00,16.0,11.6
04/07/2021 14:00:00,13.0,11.7
04/07/2021 15:00:00,15.0,12.5
04/07/2021 16:00:00,15.0,12.9
04/07/2021 17:00:00,12.0,10.1
04/07/2021 18:00:00,7.0,8.6
04/07/2021 19:00:00,13.0,9.7
04/07/2021 20:00:00,10.0,7.8
04/07/2021 21:00:00,10.0,5.9
04/07/2021 22:00:00,14.0,4.0
04/07/2021 23:00:00,12.0,3.5
04/08/2021 00:00:00,22.0,5.0
04/08/2021 01:00:00,28.0,6.2
04/08/2021 02:00:00,30.0,9.4
04/08/2021 03:00:00,26.0,5.5
04/08/2021 04:00:00,,4.9
04/08/2021 05:00:00,12.0,4.1
04/08/2021 06:00:00,27.0,4.3
04/08/2021 07:00:00,39.0,4.7
04/08/2021 08:00:00,17.0,4.6
04/08/2021 09:00:00,15.0,6.4
04/08/2021 10:00:00,26.0,6.1
04/08/2021 11:00:00,33.0,7.2
04/08/2021 12:00:00,44.0,10.1
04/08/2021 13:00:00,36.0,8.9
04/08/2021 14:00:00,43.0,12.3
04/08/2021 15:00:00,33.0,10.0
04/08/2021 16:00:00,21.0,7.4
04/08/2021 17:00:00,23.0,7.6
04/08/2021 18:00:00,22.0,9.7
04/08/2021 19:00:00,20.0,6.8
04/08/2021 20:00:00,,8.1
04/08/2021 21:00:00,29.0,6.2
04/08/2021 22:00:00,22.0,6.8
04/08/2021 23:00:00,19.0,5.8
04/09/2021 00:00:00,23.0,6.2
04/09/2021 01:00:00,33.0,5.9
04/09/2021 02:00:00,38.0,5.8
04/09/2021 03:00:00,24.0,5.6
04/09/2021 04:00:00,,6.7
04/09/2021 05:00:00,46.0,7.4
04/09/2021 06:00:00,19.0,6.4
04/09/2021 07:00:00,10.0,6.6
04/09/2021 08:00:00,18.0,9.2
04/09/2021 09:00:00,15.0,9.2
04/09/2021 10:00:00,16.0,9.6
04/09/2021 11:00:00,9.0,5.0
04/09/2021 12:00:00,24.0,7.9
04/09/2021 13:00:00,23.0,9.7
04/09/2021 14:00:00,,10.3
04/09/2021 15:00:00,9.0,5.3
04/09/2021 16:00:00,11.0,4.3
04/09/2021 17:00:00,8.0,3.3
04/09/2021 18:00:00,11.0,3.7
04/09/2021 19:00:00,8.0,3.9
04/09/2021 20:00:00,3.0,3.0
04/09/2021 21:00:00,5.0,2.9
04/09/2021 22:00:00,6.0,3.1
04/09/2021 23:00:00,5.0,3.3
04/10/2021 00:00:00,4.0,3.1
04/10/2021 01:00:00,5.0,2.7
04/10/2021 02:00:00,6.0,2.5
04/10/2021 03:00:00,9.0,2.9
04/10/2021 04:00:00,,2.9
04/10/2021 05:00:00,11.0,3.1
04/10/2021 06:00:00,24.0,3.5
04/10/2021 07:00:00,19.0,3.4
04/10/2021 08:00:00,15.0,3.0
04/10/2021 09:00:00,29.0,5.5
04/10/2021 10:00:00,34.0,7.0
04/10/2021 11:00:00,44.0,9.0
04/10/2021 12:00:00,44.0,10.6
04/10/2021 13:00:00,36.0,9.3
04/10/2021 14:00:00,31.0,8.5
04/10/2021 15:00:00,28.0,7.6
04/10/2021 16:00:00,19.0,6.7
04/10/2021 17:00:00,13.0,5.3
04/10/2021 18:00:00,8.0,4.2
04/10/2021 19:00:00,18.0,5.0
04/10/2021 20:00:00,18.0,5.6
04/10/2021 21:00:00,14.0,5.1
04/10/2021 22:00:00,14.0,3.5
04/10/2021 23:00:00,15.0,3.7
04/11/2021 00:00:00,18.0,3.8
04/11/2021 01:00:00,21.0,4.1
04/11/2021 02:00:00,30.0,6.3
04/11/2021 03:00:00,38.0,6.5
04/11/2021 04:00:00,,5.8
04/11/2021 05:00:00,25.0,6.1
04/11/2021 06:00:00,32.0,7.0
04/11/2021 07:00:00,28.0,6.8
