InstrumentName, CAMP
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
04/01/2021 00:00:00,0.257,7.0,42.0,13.2,5.7,0.0
04/01/2021 01:00:00,0.21,8.0,42.0,12.0,5.5,0.0
04/01/2021 02:00:00,0.233,10.0,38.0,13.0,6.1,0.0
04/01/2021 03:00:00,0.257,12.0,34.0,12.6,6.0,0.0
04/01/2021 04:00:00,0.382,,26.0,13.4,7.0,0.0
04/01/2021 05:00:00,0.381,27.0,16.0,19.2,8.1,0.0
04/01/2021 06:00:00,0.469,34.0,6.0,20.3,9.2,0.0
04/01/2021 07:00:00,0.252,10.0,28.0,10.8,5.3,0.0
04/01/2021 08:00:00,0.229,10.0,28.0,10.9,5.2,0.0
04/01/2021 09:00:00,0.308,30.0,11.0,13.1,7.0,0.0
04/01/2021 10:00:00,0.362,43.0,1.0,18.5,9.2,0.0
04/01/2021 11:00:00,0.543,45.0,0.0,30.2,11.9,1.0
04/01/2021 12:00:00,0.624,39.0,2.0,29.4,10.9,0.0
04/01/2021 13:00:00,0.835,40.0,4.0,38.2,13.4,1.0
04/01/2021 14:00:00,0.497,27.0,16.0,26.5,8.9,0.0
04/01/2021 15:00:00,0.446,23.0,21.0,25.8,8.5,0.0
04/01/2021 16:00:00,0.354,15.0,29.0,28.3,8.1,0.0
04/01/2021 17:00:00,0.292,10.0,38.0,18.5,6.3,0.0
04/01/2021 18:00:00,0.286,8.0,45.0,12.6,5.5,0.0
04/01/2021 19:00:00,0.296,4.0,50.0,9.8,4.8,0.0
04/01/2021 20:00:00,0.315,5.0,50.0,10.3,4.6,0.0
04/01/2021 21:00:00,0.376,7.0,51.0,9.7,4.5,0.0
04/01/2021 22:00:00,0.384,8.0,51.0,8.6,4.3,0.0
04/01/2021 23:00:00,0.371,9.0,51.0,10.9,4.6,0.0
04/02/2021 00:00:00,0.499,12.0,46.0,13.2,5.0,0.0
04/02/2021 01:00:00,0.535,20.0,36.0,16.8,6.2,0.0
04/02/2021 02:00:00,0.526,24.0,26.0,22.3,8.5,0.0
04/02/2021 03:00:00,0.488,26.0,25.0,22.5,8.4,0.0
04/02/2021 04:00:00,0.332,,31.0,17.3,7.0,0.0
04/02/2021 05:00:00,0.302,10.0,33.0,13.2,5.7,0.0
04/02/2021 06:00:00,0.245,8.0,34.0,10.3,5.0,0.0
04/02/2021 07:00:00,0.255,7.0,36.0,9.1,4.9,0.0
04/02/2021 08:00:00,0.242,7.0,34.0,8.4,4.7,0.0
04/02/2021 09:00:00,0.211,6.0,36.0,7.5,4.3,0.0
04/02/2021 10:00:00,0.182,6.0,35.0,7.0,4.1,0.0
04/02/2021 11:00:00,0.252,11.0,29.0,10.0,4.6,0.0
04/02/2021 12:00:00,0.261,17.0,24.0,11.5,5.2,0.0
04/02/2021 13:00:00,0.249,17.0,25.0,13.4,5.4,0.0
04/02/2021 14:00:00,0.339,21.0,21.0,23.0,6.9,0.0
