InstrumentName, Canary-CDPHE-6
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,F1,F3,F4,Hmdty,Lat,Long,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Time,Uncertainty,datetime,source_device
04/29/2021 22:40:08,0.0,0.0,0.0,28.83,38.0,-97.0,2.88,5.12,1.35,2.47,2.41,4.35,-93.0,81.43,,4100000.0,,
04/29/2021 22:59:09,0.0,0.0,0.0,25.95,38.0,-97.0,6.0,5.41,2.76,3.12,4.29,5.18,-93.0,83.16,,4100000.0,,
04/29/2021 23:00:11,0.0,0.0,0.0,25.17,38.0,-97.0,6.8,6.45,2.75,3.1,6.1,4.9,-93.0,84.09,,4100000.0,,
04/29/2021 23:01:11,0.0,0.0,0.0,24.64,38.0,-97.0,6.02,6.82,2.77,2.3,5.57,4.72,-93.0,84.97,,4100000.0,,
04/29/2021 23:02:09,0.0,0.0,0.0,24.33,38.0,-97.0,7.47,7.75,2.82,2.93,6.72,6.52,-99.0,85.55,,4100000.0,,
04/29/2021 23:03:09,0.0,0.0,0.0,24.01,38.0,-97.0,5.92,7.92,2.53,2.77,5.3,6.7,-99.0,85.95,,4100000.0,,
04/29/2021 23:07:09,0.0,0.0,0.0,23.61,38.0,-97.0,6.53,5.6,2.53,2.6,4.6,5.07,-93.0,86.63,,4100000.0,,
04/29/2021 23:08:10,0.0,0.0,0.0,23.01,38.0,-97.0,7.85,7.82,3.37,2.98,7.35,6.27,-99.0,87.39,,4100000.0,,
04/29/2021 23:12:14,0.0,1.0,1.0,22.66,40.589256,-105.029587,6.0,9.0,2.0,3.0,5.0,5.0,-99.0,87.8,,1415.0,,
04/29/2021 23:12:16,0.0,0.0,0.0,22.6,40.589256,-105.029587,5.5,7.5,2.25,3.0,4.5,5.75,-97.0,87.82,,1415.0,,
04/29/2021 23:12:19,0.0,0.0,0.0,22.56,40.589256,-105.029587,5.5,7.12,2.62,3.0,4.75,5.75,-99.0,87.87,,1415.0,,
04/29/2021 23:13:25,0.0,0.0,0.0,22.25,40.589256,-105.029587,4.92,7.03,2.6,3.15,4.72,5.22,-99.0,88.59,,1415.0,,
04/29/2021 23:14:21,0.0,0.0,0.0,22.09,40.589256,-105.029587,6.6,6.57,3.55,2.73,6.2,5.48,-99.0,89.08,,1415.0,,
04/29/2021 23:15:22,0.0,0.0,0.0,21.93,40.589256,-105.029587,3.55,5.95,1.9,2.82,2.65,5.33,-93.0,89.24,,1415.0,,
04/29/2021 23:16:23,0.0,0.0,0.0,21.94,40.589256,-105.029587,5.83,5.72,3.22,2.97,5.08,5.07,-93.0,89.24,,1415.0,,
04/29/2021 23:17:22,0.0,0.0,0.0,21.86,40.589256,-105.029587,4.47,7.1,2.25,2.9,3.98,4.9,-99.0,89.19,,1415.0,,
04/29/2021 23:18:23,0.0,0.0,0.0,21.96,40.589256,-105.029587,6.25,6.0,3.6,2.7,5.4,5.4,-99.0,89.15,,1415.0,,
